date,side,ticker,shares,market_type,raw_open,execution_price,notional,fee,slippage_bps,realized_gain
2018-01-08,BUY,EMBR3,47,020,20.71,20.7401505108279,974.7870740089113,0.3168057990528962,14.558431109558388,0.0
2018-01-15,BUY,EMBR3,1,020,20.24,20.260514101631163,20.260514101631163,0.006584667083030128,10.135425707097124,0.0
2018-01-29,SELL,EMBR3,32,020,19.8,19.77040919645897,632.6530942866871,0.2056122556431733,14.944850273247983,-31.13317035340833
2018-01-29,BUY,RENT3,22,020,24.6,24.636644105051108,542.0061703111244,0.17615200535111541,14.895977663051797,0.0
2018-01-30,SELL,EMBR3,16,020,20.05,20.024866925811388,320.3978708129822,0.10412930801421921,12.535199096565382,-11.496584687258121
2018-01-30,SELL,RENT3,21,020,25.0,24.9629845288432,524.2226751057073,0.17037236940935485,14.806188462719298,6.514631434207558
2018-01-31,SELL,RENT3,1,020,25.22,25.19419192252077,25.19419192252077,0.00818811237481925,10.233179016347911,0.5413527957607016
2018-02-05,BUY,EMBR3,30,020,21.34,21.37198747415578,641.1596242246734,0.20837687787301884,14.989444309174027,0.0
2018-02-07,SELL,EMBR3,30,020,22.01,21.977562898006532,659.326886940196,0.21428123825556372,14.737438434106917,17.74460459939405
2018-02-14,BUY,ESTC3,20,020,33.8,33.85047487987161,677.0094975974323,0.22002808671916552,14.933396411720393,0.0
2018-02-19,SELL,ESTC3,20,020,33.6,33.55000962177166,671.0001924354332,0.21807506254151576,14.878088758436473,-6.447408311259778
2018-02-19,BUY,MGLU3,12,020,79.99,80.07698775790094,960.9238530948112,0.3123002522558136,10.874829091253154,0.0
2018-02-26,SELL,MGLU3,12,020,87.0,86.90664642797698,1042.8797571357238,0.33893592106911025,10.730295634830274,81.30466786758768
2018-02-26,BUY,GOAU4,100,010,8.06,8.068062274580265,806.8062274580266,0.2622120239238586,10.002822059882018,0.0
2018-02-26,BUY,GOAU4,31,020,8.0,8.010880536932085,248.33729664489462,0.08070962140959075,13.600671165105176,0.0
2018-03-05,SELL,GOAU4,100,010,7.66,7.652338092022883,765.2338092022883,0.24870098799074367,10.00249083174586,-40.72973586833973
2018-03-05,SELL,GOAU4,31,020,7.8,7.789739680934953,241.48193010898353,0.07848162728541966,13.154255211597953,-8.368153183919418
2018-03-05,BUY,GGBR4,46,020,16.86,16.885155436502412,776.717150079111,0.2524330737757111,14.920187723851221,0.0
2018-03-12,SELL,GGBR4,46,020,16.1,16.07699952570387,739.541978182378,0.24035114290927287,14.286008879584903,-37.66795611341797
2018-03-12,BUY,FIBR3,13,020,70.0,70.07903402399363,911.0274423119172,0.2960839187513731,11.290574856234109,0.0
2018-03-19,SELL,FIBR3,13,020,64.15,64.08000868240924,833.0401128713202,0.27073803668317903,10.910571721085253,-78.55415139603156
2018-03-19,BUY,PETR4,41,020,21.4,21.423977324253904,878.3830702944101,0.2854744978456833,11.204357127994456,0.0
2018-03-27,SELL,PETR4,41,020,22.1,22.07515206385685,905.0812346181309,0.29415140125089256,11.24341001952446,26.118538424624262
2018-04-02,BUY,PETR4,42,020,21.41,21.434369286463642,900.243510031473,0.29257914076022873,11.382198254855501,0.0
2018-04-05,SELL,PETR4,42,020,21.1,21.075773786180296,885.1824990195724,0.2876843121813611,11.481617924031163,-15.64127446484224
2018-04-06,BUY,PETR4,42,020,21.18,21.204365262157754,890.5833410106256,0.28943958582845336,11.503900924340659,0.0
2018-04-16,SELL,PETR4,42,020,21.1,21.075427227307024,885.167943546895,0.2876795816527409,11.645863835534232,-5.992516631211743
2018-04-16,BUY,RENT3,30,020,29.43,29.47373226378462,884.2119679135386,0.28736888957190004,14.859756637654762,0.0
2018-04-23,SELL,RENT3,30,020,29.19,29.14665950263972,874.3997850791916,0.2841799301507373,14.84772091821802,-10.383731654069607
2018-04-23,BUY,MGLU3,9,020,97.2,97.30363925770453,875.7327533193408,0.28461314482878575,10.662475072482179,0.0
2018-04-25,SELL,MGLU3,9,020,100.0,99.893258835597,899.0393295203729,0.2921877820941212,10.674116440300512,22.729775274109215
2018-04-30,BUY,BRAP4,18,020,35.4,35.45248940044243,638.1448092079638,0.20739706299258823,14.8275142492735,0.0
2018-05-03,SELL,BRAP4,16,020,35.49,35.43704716090312,566.9927545744499,0.18427264523669623,14.920495659870495,-0.6157014227480886
2018-05-04,SELL,BRAP4,2,020,35.8,35.76193028092563,71.52386056185127,0.02324525468260166,10.633999741441446,0.57259238817349
2018-05-07,BUY,EMBR3,32,020,22.18,22.21319230033614,710.8221536107565,0.23101719992349584,14.964968591586025,0.0
2018-05-08,SELL,EMBR3,32,020,22.2,22.16691311213263,709.3412195882441,0.23053589636617935,14.904003543860489,-1.9424871188019779
2018-05-14,BUY,MGLU3,8,020,110.98,111.09564712151158,888.7651769720926,0.2888486825159301,10.420537169902751,0.0
2018-06-06,SELL,MGLU3,8,020,120.71,120.58528339675901,964.6822671740721,0.3135217368315734,10.331919744925244,75.31471978263198
2018-06-11,BUY,VALE3,19,020,50.78,50.83362986301781,965.8389673973385,0.313897664404135,10.561217608864023,0.0
2018-06-18,SELL,VALE3,19,020,48.66,48.60840762968045,923.5597449639286,0.30015691711327674,10.602624397769866,-42.893277014927435
2018-06-25,BUY,MGLU3,7,020,123.98,124.10726059076687,868.7508241353681,0.28234401784399465,10.264606449981772,0.0
2018-06-26,SELL,MGLU3,7,020,123.5,123.37326761023674,863.6128732716571,0.28067418381328857,10.261731964636526,-5.7009690653683265
2018-06-27,BUY,MGLU3,7,020,123.52,123.64680091924195,865.5276064346937,0.28129647209127545,10.265618461946858,0.0
2018-07-12,SELL,MGLU3,7,020,119.0,118.87724332831033,832.1407032981723,0.270445728571906,10.31568669661137,-33.93864533718454
2018-07-16,BUY,PCAR4,11,020,78.43,78.53770829013843,863.9147911915227,0.2807723071372449,13.733047320975494,0.0
2018-07-23,SELL,PCAR4,11,020,78.11,78.00334632694745,858.036809596422,0.27886196311883715,13.65429177474726,-6.437615865356747
2018-07-23,BUY,MGLU3,6,020,131.3,131.4354089260791,788.6124535564746,0.25629904740585424,10.312941818667035,0.0
2018-08-31,SELL,MGLU3,6,020,129.0,128.8680241641244,773.2081449847464,0.25129264712004257,10.230684951597205,-15.911900266254179
2018-09-03,BUY,FIBR3,10,020,78.04,78.13911374054291,781.3911374054292,0.2539521196567645,12.70037679945044,0.0
2018-09-04,SELL,FIBR3,10,020,80.71,80.60734496841387,806.0734496841387,0.2619738711473451,12.718997842414066,24.166386287905425
2018-09-05,BUY,FIBR3,11,020,79.98,80.0832719119906,880.9159910318965,0.2862976970853664,12.912217053086788,0.0
2018-09-06,SELL,FIBR3,11,020,77.97,77.87037568570187,856.5741325427206,0.2783865930763842,12.77726231859952,-24.906542779337656
2018-09-10,BUY,ELET3,23,020,16.07,16.093920447680297,370.1601702966468,0.12030205534641022,14.885157237273017,0.0
2018-09-17,BUY,ELET3,29,020,14.65,14.671915677712455,425.4855546536612,0.13828280526243988,14.959506970958557,0.0
2018-09-20,SELL,ELET3,30,020,15.39,15.36704275257545,461.0112825772635,0.14982866683761062,14.91698987949935,1.6858905579738916
2018-09-21,SELL,ELET3,22,020,15.3,15.279236237716553,336.14319722976416,0.10924653909967336,13.571086459769488,-0.6947957678003149
2018-09-24,BUY,BRAP4,14,020,36.36,36.414488088652625,509.80283324113674,0.16568592080336944,14.985722951767379,0.0
2018-09-25,SELL,BRAP4,14,020,35.88,35.82697138166411,501.5775993432975,0.1630127197865717,14.779436548465082,-8.553932538429194
2018-10-01,BUY,VALE3,14,020,59.88,59.94274464055424,839.1984249677594,0.27273948811452176,10.478396886145301,0.0
2018-10-08,SELL,VALE3,14,020,58.98,58.91868943002867,824.8616520204014,0.26808003690663046,10.395145807278714,-14.877592472379206
2018-10-08,BUY,PETR4,32,020,26.5,26.528265459590575,848.9044947068984,0.275893960779742,10.666211166255527,0.0
2018-10-29,SELL,PETR4,32,020,28.5,28.47026193531663,911.0483819301321,0.2960907241272929,10.434408660831764,61.57190253832664
2018-10-29,BUY,CMIG4,71,020,12.7,12.718124715248033,902.9868547826103,0.29347072780434835,14.271429329159115,0.0
2018-11-05,BUY,CMIG4,1,020,11.3,11.311350533253254,11.311350533253254,0.0036761889233073077,10.044719693144389,0.0
2018-11-08,SELL,CMIG4,72,020,11.57,11.55506856899583,831.9649369676998,0.2703886045145025,12.90529905286916,-82.90080386940588
2018-11-09,BUY,CMIG4,72,020,11.47,11.484744917691044,826.9016340737552,0.26874303107397046,12.855202869261763,0.0
2018-11-13,SELL,CMIG4,72,020,11.43,11.415356358727994,821.9056578284155,0.26711933879423505,12.811584664921105,-5.531838615207903
2018-11-19,BUY,CMIG4,69,020,11.75,11.765187781840101,811.797956946967,0.2638343360077643,12.925771778809084,0.0
2018-11-26,BUY,CMIG4,1,020,12.33,12.342382244386707,12.342382244386707,0.004011274229425679,10.042371765374483,0.0
2018-11-30,SELL,CMIG4,70,020,12.7,12.682944831808124,887.8061382265687,0.2885369949236348,13.429266292815436,63.109416430054125
2018-12-03,BUY,BBAS3,19,020,45.18,45.22822115414468,859.3362019287489,0.2792842656268434,10.67311955393375,0.0
2018-12-05,SELL,BBAS3,19,020,43.72,43.67344815306533,829.7955149082412,0.2696835423451784,10.647723452577127,-30.089654828479752
2018-12-06,BUY,BBAS3,19,020,43.68,43.72662577040822,830.8058896377562,0.27001191413227077,10.674397987230149,0.0
2018-12-10,SELL,BBAS3,19,020,43.31,43.26362969339491,822.0089641745033,0.26715291335671354,10.706605080833233,-9.334090290741983
2018-12-10,BUY,RENT3,31,020,27.28,27.31914370840538,846.8934549605668,0.2752403728621842,14.348866717514866,0.0
2018-12-11,SELL,RENT3,31,020,26.76,26.721688085943352,828.3723306642439,0.26922100746587924,14.31685876556344,-19.065585676650926
2018-12-12,BUY,RENT3,30,020,27.48,27.519402665635585,825.5820799690675,0.26831417598994695,14.338670173067205,0.0
2018-12-14,SELL,RENT3,30,020,27.8,27.760474220768764,832.814226623063,0.27066462365249544,14.217906198287501,6.693167854352964
2018-12-26,BUY,ELET3,36,020,22.7,22.73115352606551,818.3215269383583,0.2659544962549664,13.724020293176366,0.0
2019-01-22,SELL,ELET3,36,020,32.42,32.37790988219004,1165.6047557588413,0.3788215456216234,12.982763050575471,346.6384527786065
2019-01-23,BUY,ELET3,36,020,32.7,32.74226436877801,1178.7215172760084,0.3830844931147027,12.924883418350905,0.0
2019-02-15,SELL,ELET3,36,020,37.2,37.15182417234726,1337.4656702045013,0.43467634281646295,12.950491304500929,157.92639209256185
2019-02-18,BUY,BTOW3,28,020,47.37,47.428614988938044,1328.0012196902653,0.43160039639933623,12.373862980376774,0.0
2019-02-25,SELL,BTOW3,28,020,46.49,46.4322453647673,1300.1028702134843,0.42253343281938244,12.423023280856727,-28.752483305999704
2019-02-25,BUY,NATU3,26,020,49.65,49.72090693319592,1292.743580263094,0.42014166358550553,14.281356132108051,0.0
2019-03-06,SELL,NATU3,26,020,47.52,47.45288078780995,1233.7749004830587,0.40097684265699407,14.124413339657043,-59.7897982862778
2019-03-06,BUY,CSNA3,88,020,13.87,13.890746694413725,1222.3857091084078,0.39727535546023257,14.9579628073011,0.0
2019-03-11,BUY,CSNA3,2,020,13.82,13.833941305681003,27.667882611362007,0.008992061848692653,10.08777545658695,0.0
2019-04-15,SELL,CSNA3,90,020,16.3,16.279373044085407,1465.1435739676867,0.4761716615394982,12.654574180732812,214.20754316906869
2019-04-15,BUY,PCAR4,15,020,91.08,91.18994622272284,1367.8491933408425,0.4445509878357738,12.071390285775111,0.0
2019-04-16,SELL,PCAR4,15,020,91.52,91.40895462883755,1371.1343194325632,0.445618653815583,12.133454016875941,2.394956450069458
2019-04-22,BUY,CSNA3,95,020,15.3,15.319862494168158,1455.3869369459749,0.4730007545074418,12.982022332128285,0.0
2019-04-26,SELL,CSNA3,95,020,14.51,14.49122425924644,1376.6663046284118,0.44741654900423383,12.939862683363765,-79.64104962107467
2019-04-29,BUY,SBSP3,29,020,46.38,46.446574754759375,1346.9506678880218,0.43775896706360706,14.354194644109446,0.0
2019-05-07,SELL,SBSP3,29,020,46.52,46.453855872119256,1347.1618202914585,0.437827591594724,14.218428177289129,-0.6644341552216702
