month,sales,realized_gain,taxable_gain,exempt_gain,loss_carry_in,loss_carry_out,tax_due,gross_tax_before_irrf,irrf_withheld_month,irrf_credit_in,irrf_credit_used,irrf_credit_out
2023-01,3094.2993606895125,101.12930463469627,0.0,101.12930463469627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02,3036.1896848196307,-74.81429804427637,0.0,0.0,0.0,74.81429804427637,0.0,0.0,0.0,0.0,0.0,0.0
2023-03,815.0673144442935,-199.90029742281877,0.0,0.0,74.81429804427637,274.71459546709514,0.0,0.0,0.0,0.0,0.0,0.0
2023-04,705.9129779645951,-118.60022734055502,0.0,0.0,274.71459546709514,393.31482280765016,0.0,0.0,0.0,0.0,0.0,0.0
2023-05,2850.5031011936576,31.05070109045039,0.0,31.05070109045039,393.31482280765016,393.31482280765016,0.0,0.0,0.0,0.0,0.0,0.0
2023-06,1056.113386857174,324.94399471259874,0.0,324.94399471259874,393.31482280765016,393.31482280765016,0.0,0.0,0.0,0.0,0.0,0.0
2023-07,2029.266638388263,-55.674739881767124,0.0,0.0,393.31482280765016,448.9895626894173,0.0,0.0,0.0,0.0,0.0,0.0
2023-08,3171.5684653899816,58.93383095760714,0.0,58.93383095760714,448.9895626894173,448.9895626894173,0.0,0.0,0.0,0.0,0.0,0.0
2023-09,4243.7516716404225,19.590523085643554,0.0,19.590523085643554,448.9895626894173,448.9895626894173,0.0,0.0,0.0,0.0,0.0,0.0
2023-10,3957.216891830756,-120.43186981020983,0.0,0.0,448.9895626894173,569.4214324996271,0.0,0.0,0.0,0.0,0.0,0.0
2023-11,3622.918589272053,-51.46449494456613,0.0,0.0,569.4214324996271,620.8859274441933,0.0,0.0,0.0,0.0,0.0,0.0
2023-12,3616.1982821168117,17.266888639985154,0.0,17.266888639985154,620.8859274441933,620.8859274441933,0.0,0.0,0.0,0.0,0.0,0.0
2024-01,2560.726600831384,-103.7057703462057,0.0,0.0,620.8859274441933,724.5916977903989,0.0,0.0,0.0,0.0,0.0,0.0
2024-02,3456.02461786971,1.486715828455523,0.0,1.486715828455523,724.5916977903989,724.5916977903989,0.0,0.0,0.0,0.0,0.0,0.0
2024-03,1618.912303766492,-26.657486256738366,0.0,0.0,724.5916977903989,751.2491840471373,0.0,0.0,0.0,0.0,0.0,0.0
