date,equity,cash,selected,positions,tax_paid,fees_paid,distributions_net
2018-01-02,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-03,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-04,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-05,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-08,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-09,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-10,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-11,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-12,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-15,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-16,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-17,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-18,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-19,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-22,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-23,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-24,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-26,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-29,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-30,1000.0,1000.0,,0,0.0,0.0,0.0
2018-01-31,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-01,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-02,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-05,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-06,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-07,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-08,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-09,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-14,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-15,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-16,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-19,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-20,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-21,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-22,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-23,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-26,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-27,1000.0,1000.0,,0,0.0,0.0,0.0
2018-02-28,1000.0,1000.0,,0,0.0,0.0,0.0
2018-03-01,1010.5363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-02,1017.1363796809333,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-05,992.7363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-06,980.5363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-07,989.0363796809331,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-08,971.1363796809331,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-09,995.7363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-12,1014.5363796809331,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-13,1004.2363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-14,985.7363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-15,998.7363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-16,1015.7363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-19,995.7363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-20,988.7363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-21,1018.7363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-22,1042.6363796809333,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-23,1036.7363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-26,1088.7363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-27,1055.7363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-28,1058.7363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-03-29,1067.836379680933,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-04-02,1067.9363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
2018-04-03,1058.7363796809332,88.73637968093317,MGLU3,1,0.0,0.2960644556556087,0.0
