date,equity,cash,selected,positions,tax_paid,fees_paid,distributions_net
2023-01-02,998.9625016830038,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-03,935.0025016830037,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-04,929.5425016830039,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-05,952.4225016830038,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-06,957.8825016830037,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-09,979.4625016830038,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-10,984.6625016830038,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-11,1057.7225016830039,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-12,1076.702501683004,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-13,1058.5025016830036,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-16,1059.0225016830038,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-17,1050.4425016830037,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-18,1056.4225016830037,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-19,1096.7225016830039,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-20,1111.8025016830038,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-23,1123.7625016830038,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-24,1109.9825016830036,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-25,1133.122501683004,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-26,1144.042501683004,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
2023-01-27,1129.7425016830039,43.20250168300379,PRIO3,1,0.0,0.30607725473992203,0.0
