month,sales,realized_gain,taxable_gain,exempt_gain,loss_carry_in,loss_carry_out,tax_due,gross_tax_before_irrf,irrf_withheld_month,irrf_credit_in,irrf_credit_used,irrf_credit_out
2023-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04,880.6401937147792,-118.5747231803731,0.0,0.0,0.0,118.5747231803731,0.0,0.0,0.0,0.0,0.0,0.0
2023-05,856.8645509110679,42.49242072386005,0.0,42.49242072386005,118.5747231803731,118.5747231803731,0.0,0.0,0.0,0.0,0.0,0.0
2023-06,830.9623544148669,-61.50899345527432,0.0,0.0,118.5747231803731,180.08371663564742,0.0,0.0,0.0,0.0,0.0,0.0
2023-07,837.495888539396,-12.88209390329655,0.0,0.0,180.08371663564742,192.96581053894397,0.0,0.0,0.0,0.0,0.0,0.0
2023-08,831.5079751125513,-0.6422561837222247,0.0,0.0,192.96581053894397,193.6080667226662,0.0,0.0,0.0,0.0,0.0,0.0
2023-09,688.7447445491471,-142.18045494563296,0.0,0.0,193.6080667226662,335.78852166829915,0.0,0.0,0.0,0.0,0.0,0.0
2023-10,606.8238460669536,-67.82572893060433,0.0,0.0,335.78852166829915,403.6142505989035,0.0,0.0,0.0,0.0,0.0,0.0
2023-11,0.0,0.0,0.0,0.0,403.6142505989035,403.6142505989035,0.0,0.0,0.0,0.0,0.0,0.0
2023-12,596.4819522735065,-16.830884656204375,0.0,0.0,403.6142505989035,420.44513525510786,0.0,0.0,0.0,0.0,0.0,0.0
2024-01,591.1204372220501,-15.713401621543426,0.0,0.0,420.44513525510786,436.1585368766513,0.0,0.0,0.0,0.0,0.0,0.0
2024-02,0.0,0.0,0.0,0.0,436.1585368766513,436.1585368766513,0.0,0.0,0.0,0.0,0.0,0.0
2024-03,0.0,0.0,0.0,0.0,436.1585368766513,436.1585368766513,0.0,0.0,0.0,0.0,0.0,0.0
2024-04,0.0,0.0,0.0,0.0,436.1585368766513,436.1585368766513,0.0,0.0,0.0,0.0,0.0,0.0
2024-05,0.0,0.0,0.0,0.0,436.1585368766513,436.1585368766513,0.0,0.0,0.0,0.0,0.0,0.0
