month,sales,realized_gain,taxable_gain,exempt_gain,loss_carry_in,loss_carry_out,tax_due,gross_tax_before_irrf,irrf_withheld_month,irrf_credit_in,irrf_credit_used,irrf_credit_out
2023-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02,955.0171846684896,-9.33941984816272,0.0,0.0,0.0,9.33941984816272,0.0,0.0,0.0,0.0,0.0,0.0
2023-03,2167.1461050769008,-258.47382755098045,0.0,0.0,9.33941984816272,267.81324739914317,0.0,0.0,0.0,0.0,0.0,0.0
2023-04,717.5629399971922,20.760322669383527,0.0,20.760322669383527,267.81324739914317,267.81324739914317,0.0,0.0,0.0,0.0,0.0,0.0
2023-05,0.0,0.0,0.0,0.0,267.81324739914317,267.81324739914317,0.0,0.0,0.0,0.0,0.0,0.0
2023-06,1430.1343031865579,5.876312249361604,0.0,5.876312249361604,267.81324739914317,267.81324739914317,0.0,0.0,0.0,0.0,0.0,0.0
2023-07,0.0,0.0,0.0,0.0,267.81324739914317,267.81324739914317,0.0,0.0,0.0,0.0,0.0,0.0
2023-08,2002.7828456491134,-125.04403213580963,0.0,0.0,267.81324739914317,392.8572795349528,0.0,0.0,0.0,0.0,0.0,0.0
2023-09,600.8260937288892,-16.864911354058222,0.0,0.0,392.8572795349528,409.722190889011,0.0,0.0,0.0,0.0,0.0,0.0
2023-10,510.01070756646,-94.94966982212816,0.0,0.0,409.722190889011,504.6718607111392,0.0,0.0,0.0,0.0,0.0,0.0
2023-11,0.0,0.0,0.0,0.0,504.6718607111392,504.6718607111392,0.0,0.0,0.0,0.0,0.0,0.0
2023-12,458.83421613816955,-26.960354318288637,0.0,0.0,504.6718607111392,531.6322150294278,0.0,0.0,0.0,0.0,0.0,0.0
2024-01,477.4508550516628,-12.677207696515893,0.0,0.0,531.6322150294278,544.3094227259437,0.0,0.0,0.0,0.0,0.0,0.0
2024-02,0.0,0.0,0.0,0.0,544.3094227259437,544.3094227259437,0.0,0.0,0.0,0.0,0.0,0.0
2024-03,0.0,0.0,0.0,0.0,544.3094227259437,544.3094227259437,0.0,0.0,0.0,0.0,0.0,0.0
2024-04,554.2511398595319,83.85054199663529,0.0,83.85054199663529,544.3094227259437,544.3094227259437,0.0,0.0,0.0,0.0,0.0,0.0
2024-05,491.91427783355357,-48.24678613473537,0.0,0.0,544.3094227259437,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2024-06,0.0,0.0,0.0,0.0,592.5562088606791,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2024-07,0.0,0.0,0.0,0.0,592.5562088606791,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2024-08,657.0627960785856,161.16408431695186,0.0,161.16408431695186,592.5562088606791,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2024-09,810.0541303183238,155.67732643291288,0.0,155.67732643291288,592.5562088606791,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2024-10,0.0,0.0,0.0,0.0,592.5562088606791,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2024-11,824.1473102524416,25.831928178027965,0.0,25.831928178027965,592.5562088606791,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2024-12,853.5416272953148,23.88622148278239,0.0,23.88622148278239,592.5562088606791,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,887.9971609776661,18.450151138900992,0.0,18.450151138900992,592.5562088606791,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2025-02,0.0,0.0,0.0,0.0,592.5562088606791,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2025-03,0.0,0.0,0.0,0.0,592.5562088606791,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2025-04,0.0,0.0,0.0,0.0,592.5562088606791,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2025-05,0.0,0.0,0.0,0.0,592.5562088606791,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2025-06,1000.2182669652246,151.84712104656887,0.0,151.84712104656887,592.5562088606791,592.5562088606791,0.0,0.0,0.0,0.0,0.0,0.0
2025-07,2601.8794407567657,-208.93337656999904,0.0,0.0,592.5562088606791,801.4895854306782,0.0,0.0,0.0,0.0,0.0,0.0
2025-08,1736.1545503316133,52.64319783684323,0.0,52.64319783684323,801.4895854306782,801.4895854306782,0.0,0.0,0.0,0.0,0.0,0.0
2025-09,894.9764035840876,11.122991591264963,0.0,11.122991591264963,801.4895854306782,801.4895854306782,0.0,0.0,0.0,0.0,0.0,0.0
2025-10,1796.0663132856837,-20.0111936194578,0.0,0.0,801.4895854306782,821.500779050136,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,0.0,0.0,0.0,0.0,821.500779050136,821.500779050136,0.0,0.0,0.0,0.0,0.0,0.0
2025-12,928.9940010303172,61.250089557927026,0.0,61.250089557927026,821.500779050136,821.500779050136,0.0,0.0,0.0,0.0,0.0,0.0
2026-01,874.6048272013314,-74.972065269837,0.0,0.0,821.500779050136,896.472844319973,0.0,0.0,0.0,0.0,0.0,0.0
2026-02,0.0,0.0,0.0,0.0,896.472844319973,896.472844319973,0.0,0.0,0.0,0.0,0.0,0.0
2026-03,1704.797414911754,-73.8377440860819,0.0,0.0,896.472844319973,970.3105884060549,0.0,0.0,0.0,0.0,0.0,0.0
2026-04,0.0,0.0,0.0,0.0,970.3105884060549,970.3105884060549,0.0,0.0,0.0,0.0,0.0,0.0
2026-05,729.1655138773064,-21.311464136970358,0.0,0.0,970.3105884060549,991.6220525430252,0.0,0.0,0.0,0.0,0.0,0.0
2026-06,0.0,0.0,0.0,0.0,991.6220525430252,991.6220525430252,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,0.0,0.0,0.0,0.0,991.6220525430252,991.6220525430252,0.0,0.0,0.0,0.0,0.0,0.0
2026-08,644.3826362475936,-94.13401397323935,0.0,0.0,991.6220525430252,1085.7560665162646,0.0,0.0,0.0,0.0,0.0,0.0
