month,sales,realized_gain,taxable_gain,exempt_gain,loss_carry_in,loss_carry_out,tax_due,gross_tax_before_irrf,irrf_withheld_month,irrf_credit_in,irrf_credit_used,irrf_credit_out
2018-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11,1690.2203822884367,778.4074403451261,0.0,778.4074403451261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12,1688.2971545282892,-72.39268215641096,0.0,0.0,0.0,72.39268215641096,0.0,0.0,0.0,0.0,0.0,0.0
2019-01,0.0,0.0,0.0,0.0,72.39268215641096,72.39268215641096,0.0,0.0,0.0,0.0,0.0,0.0
2019-02,0.0,0.0,0.0,0.0,72.39268215641096,72.39268215641096,0.0,0.0,0.0,0.0,0.0,0.0
2019-03,1747.075934855609,58.356439706793026,0.0,58.356439706793026,72.39268215641096,72.39268215641096,0.0,0.0,0.0,0.0,0.0,0.0
2019-04,1493.3447587220696,-198.68522217285386,0.0,0.0,72.39268215641096,271.0779043292648,0.0,0.0,0.0,0.0,0.0,0.0
2019-05,0.0,0.0,0.0,0.0,271.0779043292648,271.0779043292648,0.0,0.0,0.0,0.0,0.0,0.0
2019-06,1237.99460610008,-83.44591171582078,0.0,0.0,271.0779043292648,354.5238160450856,0.0,0.0,0.0,0.0,0.0,0.0
2019-07,210.85521989198918,-9.386336315962097,0.0,0.0,354.5238160450856,363.9101523610477,0.0,0.0,0.0,0.0,0.0,0.0
2019-08,0.0,0.0,0.0,0.0,363.9101523610477,363.9101523610477,0.0,0.0,0.0,0.0,0.0,0.0
2019-09,0.0,0.0,0.0,0.0,363.9101523610477,363.9101523610477,0.0,0.0,0.0,0.0,0.0,0.0
2019-10,0.0,0.0,0.0,0.0,363.9101523610477,363.9101523610477,0.0,0.0,0.0,0.0,0.0,0.0
2019-11,0.0,0.0,0.0,0.0,363.9101523610477,363.9101523610477,0.0,0.0,0.0,0.0,0.0,0.0
2019-12,1914.1238699792834,456.81375711242504,0.0,456.81375711242504,363.9101523610477,363.9101523610477,0.0,0.0,0.0,0.0,0.0,0.0
2020-01,2261.0948986456206,383.120611840714,0.0,383.120611840714,363.9101523610477,363.9101523610477,0.0,0.0,0.0,0.0,0.0,0.0
2020-02,2655.1140628844323,395.194338188408,0.0,395.194338188408,363.9101523610477,363.9101523610477,0.0,0.0,0.0,0.0,0.0,0.0
2020-03,2291.098039996847,-342.6816836999601,0.0,0.0,363.9101523610477,706.5918360610078,0.0,0.0,0.0,0.0,0.0,0.0
2020-04,1741.6383157838966,-608.5396343534801,0.0,0.0,706.5918360610078,1315.131470414488,0.0,0.0,0.0,0.0,0.0,0.0
2020-05,2979.4353528138226,1383.355160677826,0.0,1383.355160677826,1315.131470414488,1315.131470414488,0.0,0.0,0.0,0.0,0.0,0.0
2020-06,0.0,0.0,0.0,0.0,1315.131470414488,1315.131470414488,0.0,0.0,0.0,0.0,0.0,0.0
2020-07,3741.2115333187426,635.1454161905976,0.0,635.1454161905976,1315.131470414488,1315.131470414488,0.0,0.0,0.0,0.0,0.0,0.0
2020-08,0.0,0.0,0.0,0.0,1315.131470414488,1315.131470414488,0.0,0.0,0.0,0.0,0.0,0.0
2020-09,0.0,0.0,0.0,0.0,1315.131470414488,1315.131470414488,0.0,0.0,0.0,0.0,0.0,0.0
2020-10,3056.789931508076,-621.6516563047358,0.0,0.0,1315.131470414488,1936.7831267192237,0.0,0.0,0.0,0.0,0.0,0.0
2020-11,3538.4547306603727,407.63535888045374,0.0,407.63535888045374,1936.7831267192237,1936.7831267192237,0.0,0.0,0.0,0.0,0.0,0.0
2020-12,4761.778588091894,1275.2645304964608,0.0,1275.2645304964608,1936.7831267192237,1936.7831267192237,0.0,0.0,0.0,0.0,0.0,0.0
2021-01,4852.583125730877,136.16152112971122,0.0,136.16152112971122,1936.7831267192237,1936.7831267192237,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,4754.737432674401,-214.3862645144266,0.0,0.0,1936.7831267192237,2151.1693912336505,0.0,0.0,0.0,0.0,0.0,0.0
2021-03,0.0,0.0,0.0,0.0,2151.1693912336505,2151.1693912336505,0.0,0.0,0.0,0.0,0.0,0.0
2021-04,7917.867843882349,3167.408226099452,0.0,3167.408226099452,2151.1693912336505,2151.1693912336505,0.0,0.0,0.0,0.0,0.0,0.0
2021-05,0.0,0.0,0.0,0.0,2151.1693912336505,2151.1693912336505,0.0,0.0,0.0,0.0,0.0,0.0
2021-06,8579.392885262656,677.8531539208063,0.0,677.8531539208063,2151.1693912336505,2151.1693912336505,0.0,0.0,0.0,0.0,0.0,0.0
2021-07,0.0,0.0,0.0,0.0,2151.1693912336505,2151.1693912336505,0.0,0.0,0.0,0.0,0.0,0.0
2021-08,0.0,0.0,0.0,0.0,2151.1693912336505,2151.1693912336505,0.0,0.0,0.0,0.0,0.0,0.0
2021-09,6353.970325863528,-2220.033339868098,0.0,0.0,2151.1693912336505,4371.202731101748,0.0,0.0,0.0,0.0,0.0,0.0
2021-10,0.0,0.0,0.0,0.0,4371.202731101748,4371.202731101748,0.0,0.0,0.0,0.0,0.0,0.0
2021-11,0.0,0.0,0.0,0.0,4371.202731101748,4371.202731101748,0.0,0.0,0.0,0.0,0.0,0.0
2021-12,0.0,0.0,0.0,0.0,4371.202731101748,4371.202731101748,0.0,0.0,0.0,0.0,0.0,0.0
2022-01,6719.260555601746,335.72783956543867,0.0,335.72783956543867,4371.202731101748,4371.202731101748,0.0,0.0,0.0,0.0,0.0,0.0
2022-02,7678.5027759597815,1007.9015804468756,0.0,1007.9015804468756,4371.202731101748,4371.202731101748,0.0,0.0,0.0,0.0,0.0,0.0
