date,ticker,source_symbol,open,high,low,close,adj_close,volume,raw_open,raw_high,raw_low,raw_close,adjustment_factor,source_high,source_low,ohlc_repaired,raw_volume,trades,financial_volume,quotation_factor,bdi_code,market_type,isin,distribution_number,specification,issuer_name,fractional_raw_volume,fractional_trades,fractional_financial_volume,volume_scope
2017-07-31,IRBR3,IRBR3,282.59999994348,295.9999999408,280.69999994386,292.89999994142,292.89999994142,1126135,28.26,29.6,28.07,29.29,9.999999998,29.6,28.07,0,11261345,18576,322582592.12,1,02,010,BRIRBRACNOR4,100,ON      NM,IRBBRASIL RE,157845,4484,4491711.12,consolidated_010_020
2017-08-01,IRBR3,IRBR3,295.79999994084,296.9999999406,292.89999994142,293.9999999412,293.9999999412,381843,29.58,29.7,29.29,29.4,9.999999998,29.7,29.29,0,3818433,6731,112728710.16,1,02,010,BRIRBRACNOR4,100,ON      NM,IRBBRASIL RE,14833,478,437547.16,consolidated_010_020
2017-08-02,IRBR3,IRBR3,293.9999999412,294.79999994103997,290.89999994182,294.4999999411,294.4999999411,113424,29.4,29.48,29.09,29.45,9.999999998,29.48,29.09,0,1134240,3349,33215381.25,1,02,010,BRIRBRACNOR4,100,ON      NM,IRBBRASIL RE,8340,248,243839.25,consolidated_010_020
2017-08-03,IRBR3,IRBR3,292.4999999415,294.59999994108,291.39999994172,293.39999994132,293.39999994132,68446,29.25,29.46,29.14,29.34,9.999999998,29.46,29.14,0,684461,2361,20064327.25,1,02,010,BRIRBRACNOR4,100,ON      NM,IRBBRASIL RE,9461,272,277575.25,consolidated_010_020
2017-08-04,IRBR3,IRBR3,295.9999999408,299.59999994008,284.19999994316004,284.999999943,284.999999943,232972,29.6,29.96,28.42,28.5,9.999999998,29.96,28.42,0,2329722,5293,67751906.34,1,02,010,BRIRBRACNOR4,100,ON      NM,IRBBRASIL RE,8722,262,253870.34,consolidated_010_020
2017-08-07,IRBR3,IRBR3,288.99999994219996,290.9999999418,284.999999943,285.4999999429,285.4999999429,163230,28.9,29.1,28.5,28.55,9.999999998,29.1,28.5,0,1632295,5542,46818770.88,1,02,010,BRIRBRACNOR4,100,ON      NM,IRBBRASIL RE,4295,131,123275.88,consolidated_010_020
2017-08-08,IRBR3,IRBR3,287.79999994244,287.79999994244,280.09999994398004,281.4999999437,281.4999999437,201385,28.78,28.78,28.01,28.15,9.999999998,28.78,28.01,0,2013845,3465,57241506.05,1,02,010,BRIRBRACNOR4,100,ON      NM,IRBBRASIL RE,3945,122,112287.05,consolidated_010_020
2017-08-09,IRBR3,IRBR3,281.9999999436,282.9999999434,273.09999994538,277.4999999445,277.4999999445,155488,28.2,28.3,27.31,27.75,9.999999998,28.3,27.31,0,1554882,3916,43067009.52,1,02,010,BRIRBRACNOR4,100,ON      NM,IRBBRASIL RE,4582,130,127028.52,consolidated_010_020
2017-08-10,IRBR3,IRBR3,276.89999994462,284.09999994318,275.79999994483995,282.39999994351996,282.39999994351996,64426,27.69,28.41,27.58,28.24,9.999999998,28.41,27.58,0,644256,3656,18091715.44,1,02,010,BRIRBRACNOR4,100,ON      NM,IRBBRASIL RE,1956,65,54575.44,consolidated_010_020
2017-08-11,IRBR3,IRBR3,284.09999994318,285.59999994288,279.999999944,283.9999999432,283.9999999432,37382,28.41,28.56,28.0,28.4,9.999999998,28.56,28.0,0,373823,1424,10604737.7,1,02,010,BRIRBRACNOR4,100,ON      NM,IRBBRASIL RE,2123,55,60119.7,consolidated_010_020
