date,ticker,source_symbol,open,high,low,close,adj_close,volume,raw_open,raw_high,raw_low,raw_close,adjustment_factor,source_high,source_low,ohlc_repaired,raw_volume,trades,financial_volume,quotation_factor,bdi_code,market_type,isin,distribution_number,specification,issuer_name
2017-01-02,WEGE3,WEGE3,5.9230769230769225,6.13076923076923,5.734615384615384,5.988461538461538,5.988461538461538,20369960,15.4,15.94,14.91,15.57,0.3846153846153846,15.94,14.91,0,7834600,30602,121795346.0,1,02,010,BRWEGEACNOR0,176,ON      NM,WEG
2017-01-09,WEGE3,WEGE3,6.015384615384615,6.061538461538461,5.68076923076923,5.826923076923077,5.826923076923077,23469420,15.64,15.76,14.77,15.15,0.3846153846153846,15.76,14.77,0,9026700,36957,137723684.0,1,02,010,BRWEGEACNOR0,176,ON      NM,WEG
2017-01-16,WEGE3,WEGE3,5.8307692307692305,6.046153846153846,5.792307692307692,5.938461538461538,5.938461538461538,18801640,15.16,15.72,15.06,15.44,0.3846153846153846,15.72,15.06,0,7231400,26597,111338986.0,1,02,010,BRWEGEACNOR0,176,ON      NM,WEG
2017-01-23,WEGE3,WEGE3,5.961538461538461,6.273076923076922,5.865384615384615,6.207692307692307,6.207692307692307,29534180,15.5,16.31,15.25,16.14,0.3846153846153846,16.31,15.25,0,11359300,30881,181171690.0,1,02,010,BRWEGEACNOR0,176,ON      NM,WEG
2017-01-30,WEGE3,WEGE3,6.207692307692307,6.299999999999999,6.007692307692307,6.249999999999999,6.249999999999999,23458240,16.14,16.38,15.62,16.25,0.3846153846153846,16.38,15.62,0,9022400,30827,144121993.0,1,02,010,BRWEGEACNOR0,176,ON      NM,WEG
2017-02-06,WEGE3,WEGE3,6.284615384615384,6.365384615384615,6.1269230769230765,6.276923076923077,6.276923076923077,15678000,16.34,16.55,15.93,16.32,0.3846153846153846,16.55,15.93,0,6030000,27391,97835787.0,1,02,010,BRWEGEACNOR0,176,ON      NM,WEG
2017-02-13,WEGE3,WEGE3,6.288461538461538,6.5576923076923075,6.234615384615385,6.503846153846153,6.503846153846153,23699260,16.35,17.05,16.21,16.91,0.3846153846153846,17.05,16.21,0,9115100,39076,152029723.0,1,02,010,BRWEGEACNOR0,176,ON      NM,WEG
2017-02-20,WEGE3,WEGE3,6.499999999999999,6.742307692307692,6.384615384615385,6.530769230769231,6.530769230769231,26897520,16.9,17.53,16.6,16.98,0.3846153846153846,17.53,16.6,0,10345200,39580,176659291.0,1,02,010,BRWEGEACNOR0,176,ON      NM,WEG
2017-03-01,WEGE3,WEGE3,6.630769230769229,6.942307692307692,6.538461538461538,6.811538461538461,6.811538461538461,28315560,17.24,18.05,17.0,17.71,0.3846153846153846,18.05,17.0,0,10890600,29389,191533954.0,1,02,010,BRWEGEACNOR0,177,ON  ED  NM,WEG
2017-03-06,WEGE3,WEGE3,6.811538461538461,6.8999999999999995,6.476923076923076,6.673076923076923,6.673076923076923,28451280,17.71,17.94,16.84,17.35,0.3846153846153846,17.94,16.84,0,10942800,44910,189258982.0,1,02,010,BRWEGEACNOR0,177,ON  ED  NM,WEG
2017-03-13,WEGE3,WEGE3,6.646153846153846,6.7153846153846155,6.373076923076923,6.484615384615384,6.484615384615384,31746780,17.28,17.46,16.57,16.86,0.3846153846153846,17.46,16.57,0,12210300,42040,206221070.0,1,02,010,BRWEGEACNOR0,177,ON      NM,WEG
2017-03-20,WEGE3,WEGE3,6.534615384615384,6.68076923076923,6.257692307692307,6.4884615384615385,6.4884615384615385,25753520,16.99,17.37,16.27,16.87,0.3846153846153846,17.37,16.27,0,9905200,39957,166131114.0,1,02,010,BRWEGEACNOR0,177,ON      NM,WEG
2017-03-27,WEGE3,WEGE3,6.446153846153846,6.842307692307691,6.446153846153846,6.692307692307691,6.692307692307691,25365860,16.76,17.79,16.76,17.4,0.3846153846153846,17.79,16.76,0,9756100,36220,168786944.0,1,02,010,BRWEGEACNOR0,178,ON  EJ  NM,WEG
2017-04-03,WEGE3,WEGE3,6.673076923076923,6.88076923076923,6.503846153846153,6.5576923076923075,6.5576923076923075,26157040,17.35,17.89,16.91,17.05,0.3846153846153846,17.89,16.91,0,10060400,30589,174971175.0,1,02,010,BRWEGEACNOR0,178,ON      NM,WEG
