date,ticker,source_symbol,dividend,split_ratio
2020-08-03,CMIG4,ISSUER_RI,0.0,1.04113103206
2021-05-03,CMIG4,ISSUER_RI,0.0,1.11496899948
2022-05-02,CMIG4,ISSUER_RI,0.0,1.3
2024-04-30,CMIG4,B3_LISTED_COMPANIES,0.0,1.3000000002726
