date,ticker,source_symbol,dividend,split_ratio
2005-07-01,PETR4,PETR4.SA,0.250663,1.0
2005-09-01,PETR4,PETR4.SA,0.0,4.0
2006-01-02,PETR4,PETR4.SA,0.259,1.0
2006-11-01,PETR4,PETR4.SA,0.50075,1.0
2007-01-02,PETR4,PETR4.SA,0.225,1.0
2007-04-03,PETR4,PETR4.SA,0.1803,1.0
2007-08-20,PETR4,PETR4.SA,0.2517,1.0
2007-10-08,PETR4,PETR4.SA,0.2565,1.0
2008-01-14,PETR4,PETR4.SA,0.1553,1.0
2008-04-07,PETR4,PETR4.SA,0.1026,1.0
2008-04-28,PETR4,PETR4.SA,0.0,2.0
2009-04-09,PETR4,PETR4.SA,0.3516,1.0
2009-07-06,PETR4,PETR4.SA,0.3,1.0
2009-10-01,PETR4,PETR4.SA,0.2,1.0
2009-12-21,PETR4,PETR4.SA,0.2,1.0
2010-04-23,PETR4,PETR4.SA,0.2533,1.0
2010-05-24,PETR4,PETR4.SA,0.2,1.0
2010-08-02,PETR4,PETR4.SA,0.2,1.0
2010-11-03,PETR4,PETR4.SA,0.14,1.0
2010-12-22,PETR4,PETR4.SA,0.2,1.0
2011-03-22,PETR4,PETR4.SA,0.17342,1.0
2011-04-29,PETR4,PETR4.SA,0.1265,1.0
2011-05-12,PETR4,PETR4.SA,0.2136,1.0
2011-08-03,PETR4,PETR4.SA,0.2073,1.0
2011-11-14,PETR4,PETR4.SA,0.2,1.0
2012-01-03,PETR4,PETR4.SA,0.1773,1.0
2012-03-20,PETR4,PETR4.SA,0.1244,1.0
2012-05-14,PETR4,PETR4.SA,0.2,1.0
2013-04-30,PETR4,PETR4.SA,0.78,1.0
2014-04-03,PETR4,PETR4.SA,0.99757,1.0
2018-05-22,PETR4,PETR4.SA,0.05,1.0
2018-08-14,PETR4,PETR4.SA,0.05,1.0
2018-11-22,PETR4,PETR4.SA,0.1,1.0
2018-12-26,PETR4,PETR4.SA,0.716563,1.0
2019-04-26,PETR4,PETR4.SA,0.019494,1.0
2019-05-22,PETR4,PETR4.SA,0.1,1.0
2019-08-13,PETR4,PETR4.SA,0.2,1.0
2019-11-12,PETR4,PETR4.SA,0.200925,1.0
2019-12-27,PETR4,PETR4.SA,0.421942,1.0
2020-07-23,PETR4,PETR4.SA,0.000461,1.0
2021-04-15,PETR4,PETR4.SA,0.792834,1.0
2021-08-17,PETR4,PETR4.SA,1.609911,1.0
2021-12-02,PETR4,PETR4.SA,3.250487,1.0
2022-04-14,PETR4,PETR4.SA,2.970249,1.0
2022-05-24,PETR4,PETR4.SA,3.71549,1.0
2022-08-12,PETR4,PETR4.SA,6.732003,1.0
2022-11-22,PETR4,PETR4.SA,1.748708,1.0
2023-04-28,PETR4,PETR4.SA,2.930163,1.0
2023-06-13,PETR4,PETR4.SA,1.893576,1.0
2023-08-22,PETR4,PETR4.SA,1.149304,1.0
2023-11-22,PETR4,PETR4.SA,1.371248,1.0
2024-04-26,PETR4,PETR4.SA,1.150024,1.0
2024-05-03,PETR4,PETR4.SA,1.776022,1.0
2024-06-12,PETR4,PETR4.SA,1.043242,1.0
2024-08-22,PETR4,PETR4.SA,1.0532,1.0
2024-12-12,PETR4,PETR4.SA,1.551743,1.0
2024-12-26,PETR4,PETR4.SA,1.356891,1.0
2025-04-17,PETR4,PETR4.SA,0.74813,1.0
2025-06-03,PETR4,PETR4.SA,0.909166,1.0
2025-08-22,PETR4,PETR4.SA,0.671924,1.0
2025-12-23,PETR4,PETR4.SA,0.952128,1.0
2026-04-23,PETR4,PETR4.SA,0.663103,1.0
2026-06-02,PETR4,PETR4.SA,0.700973,1.0
