date,ticker,source_symbol,dividend,split_ratio
2008-05-02,TUPY3,TUPY3.SA,0.14,1.0
2009-04-29,TUPY3,TUPY3.SA,0.39,1.0
2010-04-29,TUPY3,TUPY3.SA,0.57,1.0
2010-07-20,TUPY3,TUPY3.SA,0.0,0.001
2011-05-02,TUPY3,TUPY3.SA,0.56826,1.0
2012-05-02,TUPY3,TUPY3.SA,0.73933,1.0
2013-02-13,TUPY3,TUPY3.SA,0.0,2.0
2013-04-15,TUPY3,TUPY3.SA,0.24827,1.0
2014-04-14,TUPY3,TUPY3.SA,0.174417,1.0
2014-12-18,TUPY3,TUPY3.SA,0.176108,1.0
2015-08-14,TUPY3,TUPY3.SA,0.742212,1.0
2016-08-11,TUPY3,TUPY3.SA,0.300725,1.0
2016-11-08,TUPY3,TUPY3.SA,0.110974,1.0
2016-11-17,TUPY3,TUPY3.SA,0.173397,1.0
2017-04-04,TUPY3,TUPY3.SA,0.110974,1.0
2017-06-14,TUPY3,TUPY3.SA,0.346795,1.0
2017-08-21,TUPY3,TUPY3.SA,0.346795,1.0
2017-11-21,TUPY3,TUPY3.SA,0.346794,1.0
2018-03-19,TUPY3,TUPY3.SA,0.346817,1.0
2018-05-15,TUPY3,TUPY3.SA,0.260096,1.0
2018-08-14,TUPY3,TUPY3.SA,0.260096,1.0
2018-11-13,TUPY3,TUPY3.SA,0.346872,1.0
2019-03-20,TUPY3,TUPY3.SA,0.953686,1.0
2019-05-22,TUPY3,TUPY3.SA,0.173397,1.0
2021-08-20,TUPY3,TUPY3.SA,0.136227,1.0
2021-11-19,TUPY3,TUPY3.SA,0.142139,1.0
2021-12-30,TUPY3,TUPY3.SA,0.153737,1.0
2022-11-01,TUPY3,TUPY3.SA,0.22487,1.0
2023-01-02,TUPY3,TUPY3.SA,0.226762,1.0
2023-05-02,TUPY3,TUPY3.SA,0.741451,1.0
2023-10-26,TUPY3,TUPY3.SA,0.262953,1.0
2024-01-23,TUPY3,TUPY3.SA,0.255427,1.0
2024-05-31,TUPY3,TUPY3.SA,0.153465,1.0
2025-01-02,TUPY3,TUPY3.SA,1.39228,1.0
