date,ticker,source_symbol,dividend,split_ratio
2004-08-19,VALE3,VALE3.SA,0.0,3.0
2006-05-22,VALE3,VALE3.SA,0.0,2.0
2007-09-03,VALE3,VALE3.SA,0.0,2.0
2008-04-11,VALE3,VALE3.SA,0.436585,1.0
2008-10-17,VALE3,VALE3.SA,0.65326,1.0
2009-04-16,VALE3,VALE3.SA,2.6597223,1.0
2009-10-16,VALE3,VALE3.SA,0.492036,1.0
2010-04-15,VALE3,VALE3.SA,0.421661,1.0
2011-01-17,VALE3,VALE3.SA,0.32,1.0
2011-04-14,VALE3,VALE3.SA,0.6082,1.0
2011-08-12,VALE3,VALE3.SA,0.933403,1.0
2012-04-16,VALE3,VALE3.SA,1.075276,1.0
2012-10-17,VALE3,VALE3.SA,0.6606,1.0
2013-04-17,VALE3,VALE3.SA,0.153608,1.0
2013-10-18,VALE3,VALE3.SA,0.944305,1.0
2014-04-15,VALE3,VALE3.SA,0.898904,1.0
2014-10-17,VALE3,VALE3.SA,0.99087,1.0
2015-04-15,VALE3,VALE3.SA,0.601761,1.0
2015-10-16,VALE3,VALE3.SA,0.37361,1.0
2016-12-02,VALE3,VALE3.SA,0.166294,1.0
2017-04-24,VALE3,VALE3.SA,0.905572,1.0
2017-12-22,VALE3,VALE3.SA,0.419912,1.0
2018-03-07,VALE3,VALE3.SA,0.488512,1.0
2018-08-03,VALE3,VALE3.SA,1.480362,1.0
2019-12-27,VALE3,VALE3.SA,1.414364,1.0
2020-09-22,VALE3,VALE3.SA,2.40751,1.0
2021-03-05,VALE3,VALE3.SA,4.261646,1.0
2021-06-24,VALE3,VALE3.SA,2.18967,1.0
2021-09-23,VALE3,VALE3.SA,8.197239,1.0
2022-03-09,VALE3,VALE3.SA,3.719256,1.0
2022-08-12,VALE3,VALE3.SA,3.572057,1.0
2022-12-13,VALE3,VALE3.SA,0.292013,1.0
2023-03-14,VALE3,VALE3.SA,1.827646,1.0
2023-08-14,VALE3,VALE3.SA,1.918472,1.0
2023-11-22,VALE3,VALE3.SA,2.331662,1.0
2024-03-12,VALE3,VALE3.SA,2.738548,1.0
2024-08-05,VALE3,VALE3.SA,2.093798,1.0
2024-12-12,VALE3,VALE3.SA,0.520531,1.0
2025-03-10,VALE3,VALE3.SA,2.141847,1.0
2025-08-13,VALE3,VALE3.SA,1.895387,1.0
2025-12-12,VALE3,VALE3.SA,3.581771,1.0
