date,ticker,source_symbol,dividend,split_ratio
2018-06-01,ITSA4,ISSUER_RI,0.0,1.1
2021-12-21,ITSA4,ISSUER_RI,0.0,1.05
2022-11-11,ITSA4,ISSUER_RI,0.0,1.1
2023-11-28,ITSA4,ISSUER_RI,0.0,1.05
2024-12-03,ITSA4,ISSUER_RI,0.0,1.05
2025-12-19,ITSA4,B3_LISTED_COMPANIES,0.0,1.02
