date,ticker,source_symbol,dividend,split_ratio
2017-05-04,LREN3,ISSUER_RI,0.0,1.1
2019-05-02,LREN3,ISSUER_RI,0.0,1.1
2021-11-05,LREN3,ISSUER_RI,0.0,1.1
2024-12-12,LREN3,B3_LISTED_COMPANIES,0.0,1.1
