date,ticker,source_symbol,dividend,split_ratio
2010-08-12,FLRY3,FLRY3.SA,0.029137,1.0
2010-12-20,FLRY3,FLRY3.SA,0.072561,1.0
2011-08-22,FLRY3,FLRY3.SA,0.064638,1.0
2011-12-20,FLRY3,FLRY3.SA,0.030185,1.0
2012-08-06,FLRY3,FLRY3.SA,0.060334,1.0
2012-12-18,FLRY3,FLRY3.SA,0.048268,1.0
2013-08-08,FLRY3,FLRY3.SA,0.131667,1.0
2013-11-06,FLRY3,FLRY3.SA,0.055163,1.0
2013-12-10,FLRY3,FLRY3.SA,0.060334,1.0
2014-04-29,FLRY3,FLRY3.SA,0.301673,1.0
2014-11-07,FLRY3,FLRY3.SA,0.301672,1.0
2015-06-15,FLRY3,FLRY3.SA,0.019609,1.0
2015-08-19,FLRY3,FLRY3.SA,0.029289,1.0
2016-04-11,FLRY3,FLRY3.SA,0.064441,1.0
2016-08-03,FLRY3,FLRY3.SA,0.095832,1.0
2016-12-13,FLRY3,FLRY3.SA,0.994107,1.0
2017-03-15,FLRY3,FLRY3.SA,0.213465,1.0
2017-06-27,FLRY3,FLRY3.SA,0.0,2.0
2017-08-02,FLRY3,FLRY3.SA,0.176563,1.0
2018-01-03,FLRY3,FLRY3.SA,0.123836,1.0
2018-03-07,FLRY3,FLRY3.SA,0.610806,1.0
2018-08-01,FLRY3,FLRY3.SA,0.17216,1.0
2019-01-03,FLRY3,FLRY3.SA,0.119722,1.0
2019-03-07,FLRY3,FLRY3.SA,0.648239,1.0
2019-07-31,FLRY3,FLRY3.SA,0.188852,1.0
2020-01-03,FLRY3,FLRY3.SA,0.106066,1.0
2020-02-27,FLRY3,FLRY3.SA,0.588691,1.0
2021-01-07,FLRY3,FLRY3.SA,0.221341,1.0
2021-03-03,FLRY3,FLRY3.SA,0.466177,1.0
2021-08-04,FLRY3,FLRY3.SA,0.126228,1.0
2021-12-21,FLRY3,FLRY3.SA,0.089389,1.0
2022-03-23,FLRY3,FLRY3.SA,0.669344,1.0
2022-12-20,FLRY3,FLRY3.SA,0.280457,1.0
2023-06-13,FLRY3,FLRY3.SA,0.0,1.05
2023-09-05,FLRY3,FLRY3.SA,0.169221,1.0
2023-12-18,FLRY3,FLRY3.SA,0.26558,1.0
2024-03-20,FLRY3,FLRY3.SA,0.147614,1.0
2024-08-15,FLRY3,FLRY3.SA,0.337384,1.0
2024-12-16,FLRY3,FLRY3.SA,0.213913,1.0
2025-03-07,FLRY3,FLRY3.SA,0.46614,1.0
2025-08-13,FLRY3,FLRY3.SA,0.310099,1.0
2025-12-03,FLRY3,FLRY3.SA,0.899059,1.0
