date,ticker,source_symbol,dividend,split_ratio
2017-11-08,IRBR3,IRBR3.SA,4.462064,1.0
2018-03-22,IRBR3,IRBR3.SA,12.594834,1.0
2018-11-08,IRBR3,IRBR3.SA,4.45813,1.0
2019-03-22,IRBR3,IRBR3.SA,17.969149,1.0
2019-09-26,IRBR3,IRBR3.SA,0.0,3.0
2019-11-19,IRBR3,IRBR3.SA,4.90134,1.0
2020-08-17,IRBR3,IRBR3.SA,0.771892,1.0
2023-01-25,IRBR3,IRBR3.SA,0.0,0.03333333333333333
2026-04-07,IRBR3,IRBR3.SA,0.619215,1.0
2026-05-04,IRBR3,IRBR3.SA,0.320107,1.0
2026-06-01,IRBR3,IRBR3.SA,0.320107,1.0
2026-07-01,IRBR3,IRBR3.SA,0.320107,1.0
