date,ticker,source_symbol,dividend,split_ratio
2004-03-22,BBDC3,BBDC3.SA,0.0,0.0001
2004-12-14,BBDC3,B3_COTAHIST_ISSUER_AUDIT,0.0,3.0
2005-11-23,BBDC3,BBDC3.SA,0.0,2.0
2007-03-26,BBDC3,BBDC3.SA,0.0,2.0
2008-01-03,BBDC3,BBDC3.SA,0.001759,1.0
2008-02-06,BBDC3,BBDC3.SA,0.001759,1.0
2008-03-04,BBDC3,BBDC3.SA,0.001759,1.0
2008-04-02,BBDC3,BBDC3.SA,0.001173,1.0
2008-04-07,BBDC3,BBDC3.SA,0.0,1.5
2008-05-05,BBDC3,BBDC3.SA,0.00352,1.0
2008-06-03,BBDC3,BBDC3.SA,0.003519,1.0
2008-06-30,BBDC3,BBDC3.SA,0.035189,1.0
2008-07-02,BBDC3,BBDC3.SA,0.00352,1.0
2008-08-04,BBDC3,BBDC3.SA,0.00352,1.0
2008-09-02,BBDC3,BBDC3.SA,0.00352,1.0
2008-10-02,BBDC3,BBDC3.SA,0.00352,1.0
2009-02-03,BBDC3,BBDC3.SA,0.038706,1.0
2009-03-03,BBDC3,BBDC3.SA,0.003871,1.0
2009-05-05,BBDC3,BBDC3.SA,0.003871,1.0
2009-06-02,BBDC3,BBDC3.SA,0.003871,1.0
2009-07-02,BBDC3,BBDC3.SA,0.003871,1.0
2009-07-06,BBDC3,BBDC3.SA,0.038706,1.0
2009-08-04,BBDC3,BBDC3.SA,0.003871,1.0
2009-09-02,BBDC3,BBDC3.SA,0.003871,1.0
2009-10-02,BBDC3,BBDC3.SA,0.003871,1.0
2009-11-04,BBDC3,BBDC3.SA,0.003871,1.0
2009-12-02,BBDC3,BBDC3.SA,0.004257,1.0
2009-12-07,BBDC3,BBDC3.SA,0.124381,1.0
2010-01-05,BBDC3,BBDC3.SA,0.003871,1.0
2010-01-20,BBDC3,BBDC3.SA,0.0,1.1
2010-02-02,BBDC3,BBDC3.SA,0.004258,1.0
2010-02-11,BBDC3,BBDC3.SA,0.006906,1.0
2010-03-02,BBDC3,BBDC3.SA,0.004258,1.0
2010-04-05,BBDC3,BBDC3.SA,0.004258,1.0
2010-05-04,BBDC3,BBDC3.SA,0.004258,1.0
2010-06-02,BBDC3,BBDC3.SA,0.004258,1.0
2010-06-29,BBDC3,BBDC3.SA,0.042577,1.0
2010-07-02,BBDC3,BBDC3.SA,0.004258,1.0
2010-07-14,BBDC3,BBDC3.SA,0.0,1.1
2010-08-03,BBDC3,BBDC3.SA,0.004683,1.0
2010-09-02,BBDC3,BBDC3.SA,0.004683,1.0
2010-10-04,BBDC3,BBDC3.SA,0.004683,1.0
2010-11-03,BBDC3,BBDC3.SA,0.004683,1.0
2010-12-02,BBDC3,BBDC3.SA,0.004683,1.0
2010-12-07,BBDC3,BBDC3.SA,0.145294,1.0
2011-01-04,BBDC3,BBDC3.SA,0.004687,1.0
2011-02-02,BBDC3,BBDC3.SA,0.004687,1.0
2011-02-14,BBDC3,BBDC3.SA,0.028283,1.0
2011-03-02,BBDC3,BBDC3.SA,0.004687,1.0
2011-04-04,BBDC3,BBDC3.SA,0.004687,1.0
2011-05-03,BBDC3,BBDC3.SA,0.004687,1.0
2011-06-02,BBDC3,BBDC3.SA,0.004687,1.0
2011-06-28,BBDC3,BBDC3.SA,0.05514,1.0
2011-07-04,BBDC3,BBDC3.SA,0.004687,1.0
