date,ticker,source_symbol,dividend,split_ratio
2011-08-02,BBDC3,BBDC3.SA,0.004687,1.0
2011-09-02,BBDC3,BBDC3.SA,0.005156,1.0
2011-10-04,BBDC3,BBDC3.SA,0.005156,1.0
2011-11-03,BBDC3,BBDC3.SA,0.005156,1.0
2011-12-02,BBDC3,BBDC3.SA,0.005156,1.0
2011-12-13,BBDC3,BBDC3.SA,0.204294,1.0
2012-01-03,BBDC3,BBDC3.SA,0.005156,1.0
2012-02-02,BBDC3,BBDC3.SA,0.005156,1.0
2012-03-02,BBDC3,BBDC3.SA,0.005156,1.0
2012-04-03,BBDC3,BBDC3.SA,0.005671,1.0
2012-05-03,BBDC3,BBDC3.SA,0.005671,1.0
2012-06-04,BBDC3,BBDC3.SA,0.005671,1.0
2012-06-28,BBDC3,BBDC3.SA,0.056713,1.0
2012-07-03,BBDC3,BBDC3.SA,0.066721,1.0
2012-08-02,BBDC3,BBDC3.SA,0.005671,1.0
2012-09-04,BBDC3,BBDC3.SA,0.005671,1.0
2012-10-02,BBDC3,BBDC3.SA,0.006672,1.0
2012-11-05,BBDC3,BBDC3.SA,0.005671,1.0
2012-12-04,BBDC3,BBDC3.SA,0.005671,1.0
2012-12-26,BBDC3,BBDC3.SA,0.181728,1.0
2013-01-03,BBDC3,BBDC3.SA,0.005671,1.0
2013-02-06,BBDC3,BBDC3.SA,0.047145,1.0
2013-03-04,BBDC3,BBDC3.SA,0.006672,1.0
2013-03-26,BBDC3,BBDC3.SA,0.0,1.1
2013-04-02,BBDC3,BBDC3.SA,0.006238,1.0
2013-05-03,BBDC3,BBDC3.SA,0.006238,1.0
2013-06-04,BBDC3,BBDC3.SA,0.006238,1.0
2013-06-28,BBDC3,BBDC3.SA,0.07342,1.0
2013-07-02,BBDC3,BBDC3.SA,0.007339,1.0
2013-08-02,BBDC3,BBDC3.SA,0.007339,1.0
2013-09-03,BBDC3,BBDC3.SA,0.007339,1.0
2013-10-02,BBDC3,BBDC3.SA,0.007339,1.0
2013-11-04,BBDC3,BBDC3.SA,0.007339,1.0
2013-12-03,BBDC3,BBDC3.SA,0.007339,1.0
2013-12-26,BBDC3,BBDC3.SA,0.125803,1.0
2014-01-03,BBDC3,BBDC3.SA,0.007339,1.0
2014-02-04,BBDC3,BBDC3.SA,0.007339,1.0
2014-02-11,BBDC3,BBDC3.SA,0.075579,1.0
2014-03-06,BBDC3,BBDC3.SA,0.007339,1.0
2014-04-02,BBDC3,BBDC3.SA,0.007339,1.0
2014-05-05,BBDC3,BBDC3.SA,0.007339,1.0
2014-06-03,BBDC3,BBDC3.SA,0.007339,1.0
2014-06-25,BBDC3,BBDC3.SA,0.073399,1.0
2014-07-02,BBDC3,BBDC3.SA,0.007339,1.0
2014-08-04,BBDC3,BBDC3.SA,0.007332,1.0
2014-09-02,BBDC3,BBDC3.SA,0.007332,1.0
2014-10-02,BBDC3,BBDC3.SA,0.007332,1.0
2014-11-04,BBDC3,BBDC3.SA,0.007332,1.0
2014-12-02,BBDC3,BBDC3.SA,0.007332,1.0
2014-12-23,BBDC3,BBDC3.SA,0.23022,1.0
2015-01-05,BBDC3,BBDC3.SA,0.007332,1.0
2015-02-03,BBDC3,BBDC3.SA,0.007339,1.0
2015-02-10,BBDC3,BBDC3.SA,0.055831,1.0
2015-03-03,BBDC3,BBDC3.SA,0.006728,1.0
2015-03-27,BBDC3,BBDC3.SA,0.0,1.2
2015-04-02,BBDC3,BBDC3.SA,0.008073,1.0
2015-05-05,BBDC3,BBDC3.SA,0.008073,1.0
2015-06-02,BBDC3,BBDC3.SA,0.008073,1.0
2015-06-23,BBDC3,BBDC3.SA,0.080791,1.0
2015-07-02,BBDC3,BBDC3.SA,0.008073,1.0
2015-08-04,BBDC3,BBDC3.SA,0.008073,1.0
2015-09-02,BBDC3,BBDC3.SA,0.008073,1.0
2015-10-02,BBDC3,BBDC3.SA,0.008073,1.0
2015-11-04,BBDC3,BBDC3.SA,0.008073,1.0
2015-12-02,BBDC3,BBDC3.SA,0.008073,1.0
2015-12-17,BBDC3,BBDC3.SA,0.359292,1.0
2016-01-05,BBDC3,BBDC3.SA,0.008114,1.0
2016-02-02,BBDC3,BBDC3.SA,0.008114,1.0
2016-03-02,BBDC3,BBDC3.SA,0.008114,1.0
2016-04-04,BBDC3,BBDC3.SA,0.008114,1.0
2016-04-18,BBDC3,BBDC3.SA,0.0,1.1
2016-05-03,BBDC3,BBDC3.SA,0.008926,1.0
2016-06-02,BBDC3,BBDC3.SA,0.008926,1.0
2016-06-23,BBDC3,BBDC3.SA,0.08927,1.0
2016-07-04,BBDC3,BBDC3.SA,0.008926,1.0
2016-08-02,BBDC3,BBDC3.SA,0.008926,1.0
2016-09-02,BBDC3,BBDC3.SA,0.008926,1.0
2016-10-03,BBDC3,BBDC3.SA,0.295519,1.0
2016-10-04,BBDC3,BBDC3.SA,0.008926,1.0
2016-11-03,BBDC3,BBDC3.SA,0.008926,1.0
2016-12-02,BBDC3,BBDC3.SA,0.008926,1.0
2016-12-22,BBDC3,BBDC3.SA,0.132837,1.0
2017-01-03,BBDC3,BBDC3.SA,0.008926,1.0
2017-02-02,BBDC3,BBDC3.SA,0.008926,1.0
2017-03-02,BBDC3,BBDC3.SA,0.008926,1.0
2017-04-04,BBDC3,BBDC3.SA,0.008926,1.0
2017-05-02,BBDC3,ISSUER_RI,0.0,1.1
2017-05-03,BBDC3,BBDC3.SA,0.009818,1.0
2017-06-02,BBDC3,BBDC3.SA,0.009818,1.0
2017-07-03,BBDC3,BBDC3.SA,0.09818,1.0
2017-07-04,BBDC3,BBDC3.SA,0.009818,1.0
2017-08-02,BBDC3,BBDC3.SA,0.009818,1.0
2017-09-04,BBDC3,BBDC3.SA,0.009818,1.0
2017-10-03,BBDC3,BBDC3.SA,0.009818,1.0
2017-11-03,BBDC3,BBDC3.SA,0.009818,1.0
2017-12-04,BBDC3,BBDC3.SA,0.009818,1.0
2017-12-26,BBDC3,BBDC3.SA,0.429424,1.0
2018-01-03,BBDC3,BBDC3.SA,0.009818,1.0
2018-02-02,BBDC3,BBDC3.SA,0.009818,1.0
2018-03-02,BBDC3,BBDC3.SA,0.009818,1.0
2018-04-02,BBDC3,ISSUER_RI,0.0,1.1
2018-04-03,BBDC3,BBDC3.SA,0.0108,1.0
2018-05-03,BBDC3,BBDC3.SA,0.0108,1.0
2018-06-04,BBDC3,BBDC3.SA,0.0108,1.0
2018-07-02,BBDC3,BBDC3.SA,0.10798,1.0
2018-07-03,BBDC3,BBDC3.SA,0.0108,1.0
2018-08-02,BBDC3,BBDC3.SA,0.0108,1.0
2018-09-04,BBDC3,BBDC3.SA,0.0108,1.0
2018-10-02,BBDC3,BBDC3.SA,0.0108,1.0
2018-11-05,BBDC3,BBDC3.SA,0.0108,1.0
2018-12-04,BBDC3,BBDC3.SA,0.0108,1.0
2018-12-26,BBDC3,BBDC3.SA,0.415615,1.0
2019-01-03,BBDC3,BBDC3.SA,0.0108,1.0
2019-02-04,BBDC3,BBDC3.SA,0.0108,1.0
2019-03-06,BBDC3,BBDC3.SA,0.0108,1.0
2019-04-01,BBDC3,ISSUER_RI,0.0,1.2
2019-04-02,BBDC3,BBDC3.SA,0.012959,1.0
2019-05-03,BBDC3,BBDC3.SA,0.012959,1.0
2019-06-04,BBDC3,BBDC3.SA,0.012959,1.0
2019-07-01,BBDC3,BBDC3.SA,0.129629,1.0
2019-07-02,BBDC3,BBDC3.SA,0.012959,1.0
2019-08-02,BBDC3,BBDC3.SA,0.012959,1.0
2019-09-03,BBDC3,BBDC3.SA,0.012959,1.0
2019-10-02,BBDC3,BBDC3.SA,0.012959,1.0
2019-10-18,BBDC3,BBDC3.SA,0.712738,1.0
2019-11-04,BBDC3,BBDC3.SA,0.012959,1.0
2019-12-03,BBDC3,BBDC3.SA,0.012959,1.0
2019-12-20,BBDC3,BBDC3.SA,0.378196,1.0
2020-01-03,BBDC3,BBDC3.SA,0.012959,1.0
2020-02-04,BBDC3,BBDC3.SA,0.012959,1.0
2020-02-18,BBDC3,BBDC3.SA,0.043736,1.0
2020-03-03,BBDC3,BBDC3.SA,0.012959,1.0
2020-04-02,BBDC3,BBDC3.SA,0.012959,1.0
2020-04-14,BBDC3,ISSUER_RI,0.0,1.1
2020-05-05,BBDC3,BBDC3.SA,0.014255,1.0
2020-06-02,BBDC3,BBDC3.SA,0.014255,1.0
2020-07-02,BBDC3,BBDC3.SA,0.014255,1.0
2020-08-04,BBDC3,BBDC3.SA,0.014255,1.0
2020-09-02,BBDC3,BBDC3.SA,0.014255,1.0
2020-10-02,BBDC3,BBDC3.SA,0.014255,1.0
2020-11-04,BBDC3,BBDC3.SA,0.014255,1.0
2020-12-02,BBDC3,BBDC3.SA,0.014255,1.0
2020-12-29,BBDC3,BBDC3.SA,0.312001,1.0
2021-01-05,BBDC3,BBDC3.SA,0.014255,1.0
2021-02-02,BBDC3,BBDC3.SA,0.014255,1.0
2021-02-18,BBDC3,BBDC3.SA,0.016394,1.0
2021-03-02,BBDC3,BBDC3.SA,0.014255,1.0
2021-04-05,BBDC3,BBDC3.SA,0.014255,1.0
2021-04-19,BBDC3,ISSUER_RI,0.0,1.1
2021-05-04,BBDC3,BBDC3.SA,0.015681,1.0
2021-06-02,BBDC3,BBDC3.SA,0.015681,1.0
2021-07-02,BBDC3,BBDC3.SA,0.015681,1.0
2021-07-05,BBDC3,BBDC3.SA,0.445461,1.0
2021-08-03,BBDC3,BBDC3.SA,0.015681,1.0
2021-09-02,BBDC3,BBDC3.SA,0.015681,1.0
2021-10-04,BBDC3,BBDC3.SA,0.015681,1.0
2021-11-03,BBDC3,BBDC3.SA,0.015681,1.0
2021-12-02,BBDC3,BBDC3.SA,0.015681,1.0
2021-12-21,BBDC3,BBDC3.SA,0.196595,1.0
2022-01-04,BBDC3,BBDC3.SA,0.015681,1.0
2022-02-02,BBDC3,BBDC3.SA,0.015681,1.0
2022-03-03,BBDC3,BBDC3.SA,0.015681,1.0
2022-04-04,BBDC3,BBDC3.SA,0.015681,1.0
2022-04-19,BBDC3,B3_LISTED_COMPANIES,0.0,1.1
2022-05-03,BBDC3,BBDC3.SA,0.017249,1.0
2022-06-02,BBDC3,BBDC3.SA,0.017249,1.0
2022-06-21,BBDC3,BBDC3.SA,0.178723,1.0
2022-07-04,BBDC3,BBDC3.SA,0.017249,1.0
2022-08-02,BBDC3,BBDC3.SA,0.017249,1.0
2022-09-02,BBDC3,BBDC3.SA,0.017249,1.0
2022-10-04,BBDC3,BBDC3.SA,0.017249,1.0
2022-11-03,BBDC3,BBDC3.SA,0.017249,1.0
2022-12-02,BBDC3,BBDC3.SA,0.01725,1.0
2023-01-03,BBDC3,BBDC3.SA,0.01725,1.0
2023-01-09,BBDC3,BBDC3.SA,0.530369,1.0
2023-02-02,BBDC3,BBDC3.SA,0.01725,1.0
2023-03-02,BBDC3,BBDC3.SA,0.01725,1.0
2023-04-04,BBDC3,BBDC3.SA,0.01725,1.0
2023-05-03,BBDC3,BBDC3.SA,0.01725,1.0
2023-06-02,BBDC3,BBDC3.SA,0.01725,1.0
2023-06-27,BBDC3,BBDC3.SA,0.178997,1.0
2023-07-04,BBDC3,BBDC3.SA,0.01725,1.0
2023-08-02,BBDC3,BBDC3.SA,0.01725,1.0
2023-09-04,BBDC3,BBDC3.SA,0.01725,1.0
2023-10-03,BBDC3,BBDC3.SA,0.01725,1.0
2023-11-03,BBDC3,BBDC3.SA,0.01725,1.0
2023-12-04,BBDC3,BBDC3.SA,0.01725,1.0
2023-12-22,BBDC3,BBDC3.SA,0.626311,1.0
2024-01-03,BBDC3,BBDC3.SA,0.01725,1.0
2024-02-02,BBDC3,BBDC3.SA,0.01725,1.0
2024-03-04,BBDC3,BBDC3.SA,0.01725,1.0
2024-04-02,BBDC3,BBDC3.SA,0.01725,1.0
2024-05-03,BBDC3,BBDC3.SA,0.01725,1.0
2024-06-04,BBDC3,BBDC3.SA,0.01725,1.0
2024-06-18,BBDC3,BBDC3.SA,0.359141,1.0
2024-07-02,BBDC3,BBDC3.SA,0.01725,1.0
2024-08-02,BBDC3,BBDC3.SA,0.01725,1.0
2024-09-03,BBDC3,BBDC3.SA,0.01725,1.0
2024-10-01,BBDC3,BBDC3.SA,0.179571,1.0
2024-10-02,BBDC3,BBDC3.SA,0.01725,1.0
2024-11-04,BBDC3,BBDC3.SA,0.01725,1.0
2024-12-03,BBDC3,BBDC3.SA,0.01725,1.0
2025-01-02,BBDC3,BBDC3.SA,0.267251,1.0
2025-01-03,BBDC3,BBDC3.SA,0.01725,1.0
2025-02-04,BBDC3,BBDC3.SA,0.01725,1.0
2025-03-06,BBDC3,BBDC3.SA,0.01725,1.0
2025-04-01,BBDC3,BBDC3.SA,0.207112,1.0
2025-04-02,BBDC3,BBDC3.SA,0.01725,1.0
2025-05-05,BBDC3,BBDC3.SA,0.01725,1.0
2025-06-03,BBDC3,BBDC3.SA,0.01725,1.0
2025-07-01,BBDC3,BBDC3.SA,0.270147,1.0
2025-07-02,BBDC3,BBDC3.SA,0.01725,1.0
2025-08-04,BBDC3,BBDC3.SA,0.01725,1.0
2025-09-02,BBDC3,BBDC3.SA,0.01725,1.0
2025-09-30,BBDC3,BBDC3.SA,0.270147,1.0
2025-10-02,BBDC3,BBDC3.SA,0.01725,1.0
2025-11-04,BBDC3,BBDC3.SA,0.01725,1.0
2025-12-02,BBDC3,BBDC3.SA,0.01725,1.0
2025-12-30,BBDC3,BBDC3.SA,0.351191,1.0
2026-01-05,BBDC3,BBDC3.SA,0.01725,1.0
2026-02-03,BBDC3,BBDC3.SA,0.01725,1.0
2026-03-03,BBDC3,BBDC3.SA,0.01725,1.0
2026-04-02,BBDC3,BBDC3.SA,0.01725,1.0
2026-04-07,BBDC3,BBDC3.SA,0.270308,1.0
2026-05-05,BBDC3,BBDC3.SA,0.01725,1.0
2026-06-02,BBDC3,BBDC3.SA,0.01725,1.0
2026-07-02,BBDC3,BBDC3.SA,0.01725,1.0
2026-07-06,BBDC3,BBDC3.SA,0.315359,1.0
