ticker,strategy,family,params,start,end,candles,trades,exposure,total_return,cagr,max_drawdown,sharpe,benchmark_total_return,benchmark_cagr,benchmark_max_drawdown,excess_total_return,train_cagr,train_total_return,train_trades,train_max_drawdown,train_ratio,fast,slow,signal_window,lookback,exit_lookback,rsi_period,lower,upper,trend_window,sma_window,stop_pct,window,num_std,exit_z,atr_period,atr_mult,max_hold,streak_rsi_period,rank_period,ibs_lower,ibs_upper,range_mult,volume_window,volume_mult,streak_length
LOGG3,range_expansion_breakout,range_expansion_breakout,range_mult=0.25;atr_period=10;atr_mult=3;trend_window=0;volume_window=0;volume_mult=1;max_hold=10,2024-04-15,2026-07-17,565,87,0.7575221238938054,0.38660944203665704,0.156111447936935,-0.26198861050260325,0.6782387501245514,0.594424209953542,0.2300315243270643,-0.26260718465613897,-0.2078147679168849,,,,,0.7,,,,,,,,,0,,,,,,10,3.0,10,,,,,0.25,0,1.0,
LOGG3,range_expansion_breakout,range_expansion_breakout,range_mult=0.25;atr_period=10;atr_mult=3;trend_window=0;volume_window=20;volume_mult=0;max_hold=10,2024-04-15,2026-07-17,565,85,0.7398230088495575,0.4096937656364299,0.1646141114077504,-0.2620388832752142,0.7092489499391194,0.594424209953542,0.2300315243270643,-0.26260718465613897,-0.18473044431711205,,,,,0.7,,,,,,,,,0,,,,,,10,3.0,10,,,,,0.25,20,0.0,
LOGG3,range_expansion_breakout,range_expansion_breakout,range_mult=0.5;atr_period=14;atr_mult=3;trend_window=0;volume_window=0;volume_mult=0;max_hold=20,2024-04-15,2026-07-17,565,49,0.768141592920354,0.38143045251206464,0.15419307644292357,-0.18753814690260118,0.6908964109191671,0.594424209953542,0.2300315243270643,-0.26260718465613897,-0.2129937574414773,,,,,0.7,,,,,,,,,0,,,,,,14,3.0,20,,,,,0.5,0,0.0,
LOGG3,range_expansion_breakout,range_expansion_breakout,range_mult=0.5;atr_period=14;atr_mult=3;trend_window=0;volume_window=0;volume_mult=1;max_hold=20,2024-04-15,2026-07-17,565,49,0.768141592920354,0.38143045251206464,0.15419307644292357,-0.18753814690260118,0.6908964109191671,0.594424209953542,0.2300315243270643,-0.26260718465613897,-0.2129937574414773,,,,,0.7,,,,,,,,,0,,,,,,14,3.0,20,,,,,0.5,0,1.0,
LOGG3,range_expansion_breakout,range_expansion_breakout,range_mult=0.5;atr_period=14;atr_mult=3;trend_window=0;volume_window=20;volume_mult=0;max_hold=20,2024-04-15,2026-07-17,565,47,0.7469026548672566,0.39650792511734645,0.15976693062701464,-0.19095573434683832,0.7089644864799056,0.594424209953542,0.2300315243270643,-0.26260718465613897,-0.1979162848361955,,,,,0.7,,,,,,,,,0,,,,,,14,3.0,20,,,,,0.5,20,0.0,
LOGG3,range_expansion_breakout,range_expansion_breakout,range_mult=1;atr_period=10;atr_mult=1.5;trend_window=0;volume_window=20;volume_mult=1;max_hold=20,2024-04-15,2026-07-17,565,31,0.3256637168141593,0.40834005657160133,0.1641176459721898,-0.1191484650531971,0.957670196551101,0.594424209953542,0.2300315243270643,-0.26260718465613897,-0.18608415338194062,,,,,0.7,,,,,,,,,0,,,,,,10,1.5,20,,,,,1.0,20,1.0,
LOGG3,range_expansion_breakout,range_expansion_breakout,range_mult=1;atr_period=14;atr_mult=1.5;trend_window=0;volume_window=20;volume_mult=1;max_hold=20,2024-04-15,2026-07-17,565,31,0.3256637168141593,0.40834005657160133,0.1641176459721898,-0.1191484650531971,0.957670196551101,0.594424209953542,0.2300315243270643,-0.26260718465613897,-0.18608415338194062,,,,,0.7,,,,,,,,,0,,,,,,14,1.5,20,,,,,1.0,20,1.0,
LOGG3,range_expansion_breakout,range_expansion_breakout,range_mult=1;atr_period=10;atr_mult=1.5;trend_window=0;volume_window=20;volume_mult=1;max_hold=10,2024-04-15,2026-07-17,565,35,0.26017699115044246,0.4071363054028587,0.16367595378563848,-0.07841760043688673,1.0440507128206957,0.594424209953542,0.2300315243270643,-0.26260718465613897,-0.18728790455068323,,,,,0.7,,,,,,,,,0,,,,,,10,1.5,10,,,,,1.0,20,1.0,
LOGG3,range_expansion_breakout,range_expansion_breakout,range_mult=1;atr_period=14;atr_mult=1.5;trend_window=0;volume_window=20;volume_mult=1;max_hold=10,2024-04-15,2026-07-17,565,35,0.26017699115044246,0.4071363054028587,0.16367595378563848,-0.07841760043688673,1.0440507128206957,0.594424209953542,0.2300315243270643,-0.26260718465613897,-0.18728790455068323,,,,,0.7,,,,,,,,,0,,,,,,14,1.5,10,,,,,1.0,20,1.0,
LOGG3,range_expansion_breakout,range_expansion_breakout,range_mult=0.25;atr_period=10;atr_mult=1.5;trend_window=0;volume_window=0;volume_mult=0;max_hold=10,2024-04-15,2026-07-17,565,95,0.7079646017699115,0.3311855998086197,0.13537019189804678,-0.19509511971105864,0.6298621073758813,0.594424209953542,0.2300315243270643,-0.26260718465613897,-0.2632386101449222,,,,,0.7,,,,,,,,,0,,,,,,10,1.5,10,,,,,0.25,0,0.0,
LOGG3,range_expansion_breakout,range_expansion_breakout,range_mult=0.25;atr_period=10;atr_mult=1.5;trend_window=0;volume_window=0;volume_mult=1;max_hold=10,2024-04-15,2026-07-17,565,95,0.7079646017699115,0.3311855998086197,0.13537019189804678,-0.19509511971105864,0.6298621073758813,0.594424209953542,0.2300315243270643,-0.26260718465613897,-0.2632386101449222,,,,,0.7,,,,,,,,,0,,,,,,10,1.5,10,,,,,0.25,0,1.0,
LOGG3,range_expansion_breakout,range_expansion_breakout,range_mult=0.25;atr_period=10;atr_mult=1.5;trend_window=0;volume_window=20;volume_mult=0;max_hold=10,2024-04-15,2026-07-17,565,93,0.6920353982300885,0.3409452513883291,0.1390569152966945,-0.19512705349826454,0.6456546248389011,0.594424209953542,0.2300315243270643,-0.26260718465613897,-0.25347895856521285,,,,,0.7,,,,,,,,,0,,,,,,10,1.5,10,,,,,0.25,20,0.0,
LOGG3,range_expansion_breakout,range_expansion_breakout,range_mult=0.5;atr_period=10;atr_mult=1.5;trend_window=0;volume_window=20;volume_mult=1;max_hold=10,2024-04-15,2026-07-17,565,51,0.3734513274336283,0.40298146134931945,0.16214980095734788,-0.15979853311077818,0.8905221506884073,0.594424209953542,0.2300315243270643,-0.26260718465613897,-0.1914427486042225,,,,,0.7,,,,,,,,,0,,,,,,10,1.5,10,,,,,0.5,20,1.0,
