strategy,full_cagr,full_return,full_mdd,train_cagr,test_cagr,test_return,test_mdd,test_sharpe,full_sharpe,full_trades
top2_short_roc_filter_w2_1_1_trend200_vol63_equal_monthly_posscore,0.13869079345950475,30.386453227579675,-0.4867920217396301,0.12296932744341915,0.1753134713823643,2.663689821641699,-0.29722633703704515,0.7495915250455218,0.6145619809710406,627
top2_short_roc_filter_w2_1_1_trend200_vol21_equal_monthly_posscore,0.12366900103521838,21.064932117543247,-0.4866356152350293,0.10399173133662432,0.1697684663002057,2.527033153727105,-0.35173023588308805,0.7290114782249478,0.5675935982325755,624
top1_short_roc_filter_w1_1_1_trend0_vol21_equal_monthly_posall_windows,0.13112445175418386,25.297325760628272,-0.6045703721165175,0.11885716498629773,0.1598583320527338,2.2938833067328903,-0.34981878946495004,0.6654452963905457,0.567335571055029,285
top1_short_roc_filter_w2_1_1_trend0_vol21_equal_monthly_posall_windows,0.13112445175418386,25.297325760628272,-0.6045703721165175,0.11885716498629773,0.1598583320527338,2.2938833067328903,-0.34981878946495004,0.6654452963905457,0.567335571055029,285
top1_short_roc_filter_w1_1_2_trend0_vol21_equal_monthly_posall_windows,0.13112445175418386,25.297325760628272,-0.6045703721165175,0.11885716498629773,0.1598583320527338,2.2938833067328903,-0.34981878946495004,0.6654452963905457,0.567335571055029,285
top2_short_roc_filter_w1_1_1_trend200_vol63_equal_weekly_posscore,0.09504997875011179,10.127291841314436,-0.7083069252013529,0.069175233707371,0.1571022975170413,2.231491969925511,-0.41795015317127293,0.6966818800456456,0.47298071681818427,2152
top1_short_roc_filter_w1_1_1_trend200_vol21_equal_monthly_posall_windows,0.12944184805263714,24.278781410287078,-0.6045703721165175,0.11885716498629773,0.1540896029120855,2.164476419255102,-0.34981878946495004,0.6475596356666349,0.5621749069554419,282
top1_short_roc_filter_w2_1_1_trend200_vol21_equal_monthly_posall_windows,0.12944184805263714,24.278781410287078,-0.6045703721165175,0.11885716498629773,0.1540896029120855,2.164476419255102,-0.34981878946495004,0.6475596356666349,0.5621749069554419,282
top1_short_roc_filter_w1_1_2_trend200_vol21_equal_monthly_posall_windows,0.12944184805263714,24.278781410287078,-0.6045703721165175,0.11885716498629773,0.1540896029120855,2.164476419255102,-0.34981878946495004,0.6475596356666349,0.5621749069554419,282
top2_short_roc_filter_w1_1_1_trend200_vol21_inv_vol_monthly_posall_windows,0.14051962994663914,31.751871531736896,-0.49567704266837875,0.13497549912170204,0.15317355968836033,2.1443423637314045,-0.24249306851613628,0.7155739412143648,0.6339809705714244,473
top2_short_roc_filter_w2_1_1_trend200_vol21_inv_vol_monthly_posall_windows,0.14051962994663914,31.751871531736896,-0.49567704266837875,0.13497549912170204,0.15317355968836033,2.1443423637314045,-0.24249306851613628,0.7155739412143648,0.6339809705714244,473
top2_short_roc_filter_w1_1_2_trend200_vol21_inv_vol_monthly_posall_windows,0.14051962994663914,31.751871531736896,-0.49567704266837875,0.13497549912170204,0.15317355968836033,2.1443423637314045,-0.24249306851613628,0.7155739412143648,0.6339809705714244,473
top2_short_roc_filter_w1_1_1_trend200_vol63_inv_vol_weekly_posscore,0.08864259271937658,8.522724764248427,-0.7120783730111709,0.062418788402898384,0.15151401260063024,2.108152088475772,-0.42625788805202025,0.6896967867372171,0.4544596405852519,2163
top2_short_roc_filter_w1_1_1_trend200_vol63_inv_vol_monthly_posall_windows,0.14243569680367463,33.24367168559772,-0.47398543344591115,0.14102961281199233,0.1456617915161036,1.9834245737051726,-0.2389905378892161,0.6911552815118438,0.6393576514815321,473
top2_short_roc_filter_w2_1_1_trend200_vol63_inv_vol_monthly_posall_windows,0.14243569680367463,33.24367168559772,-0.47398543344591115,0.14102961281199233,0.1456617915161036,1.9834245737051726,-0.2389905378892161,0.6911552815118438,0.6393576514815321,473
top2_short_roc_filter_w1_1_2_trend200_vol63_inv_vol_monthly_posall_windows,0.14243569680367463,33.24367168559772,-0.47398543344591115,0.14102961281199233,0.1456617915161036,1.9834245737051726,-0.2389905378892161,0.6911552815118438,0.6393576514815321,473
top2_short_roc_filter_w1_1_2_trend200_vol63_equal_weekly_posscore,0.10017940599769237,11.596347388846542,-0.61059912963515,0.08215061317898087,0.14276109103537515,1.9232434629221444,-0.43680567199541076,0.6479480938200057,0.49228443982445064,2166
top2_short_roc_filter_w1_1_2_trend200_vol63_inv_vol_weekly_posscore,0.09726829942635762,10.741161978746259,-0.6028330113735993,0.07882890739824466,0.1411248550207982,1.8897674464138148,-0.4406304386980969,0.6531862456311296,0.4862971579672165,2181
top2_short_roc_filter_w1_1_1_trend200_vol21_equal_monthly_posall_windows,0.13386109455951445,27.03879552279153,-0.4668282519743294,0.13267012212157048,0.13622594606596672,1.7915382019951696,-0.23494206909449522,0.6506076894308046,0.6083885806377242,472
top2_short_roc_filter_w2_1_1_trend200_vol21_equal_monthly_posall_windows,0.13386109455951445,27.03879552279153,-0.4668282519743294,0.13267012212157048,0.13622594606596672,1.7915382019951696,-0.23494206909449522,0.6506076894308046,0.6083885806377242,472
top2_short_roc_filter_w1_1_2_trend200_vol21_equal_monthly_posall_windows,0.13386109455951445,27.03879552279153,-0.4668282519743294,0.13267012212157048,0.13622594606596672,1.7915382019951696,-0.23494206909449522,0.6506076894308046,0.6083885806377242,472
top2_short_roc_filter_w1_1_1_trend200_vol63_equal_monthly_posall_windows,0.13910171784364733,30.68839544319308,-0.4667910356469621,0.1417267302333427,0.13269170518910367,1.7224998127154287,-0.24363334017998173,0.6386228315140441,0.6248209951407281,473
top2_short_roc_filter_w2_1_1_trend200_vol63_equal_monthly_posall_windows,0.13910171784364733,30.68839544319308,-0.4667910356469621,0.1417267302333427,0.13269170518910367,1.7224998127154287,-0.24363334017998173,0.6386228315140441,0.6248209951407281,473
top2_short_roc_filter_w1_1_2_trend200_vol63_equal_monthly_posall_windows,0.13910171784364733,30.68839544319308,-0.4667910356469621,0.1417267302333427,0.13269170518910367,1.7224998127154287,-0.24363334017998173,0.6386228315140441,0.6248209951407281,473
top2_short_roc_filter_w2_1_1_trend200_vol63_inv_vol_weekly_posscore,0.08986573251687768,8.810741479710003,-0.6226479487052087,0.07370260070588719,0.1281445843814888,1.6358776040103575,-0.4363622660105678,0.6086017565150162,0.461050841399402,2109
top2_short_roc_filter_w1_1_1_trend200_vol21_equal_weekly_posscore,0.08792210281747481,8.356895338568483,-0.6864367324626323,0.07106821724707402,0.12793024248990026,1.6318546691808091,-0.42837275245369866,0.6004784551285237,0.44905318277905654,2148
top2_short_roc_filter_w1_1_1_trend200_vol21_inv_vol_weekly_posscore,0.08646232745330629,8.02938805879959,-0.7023243710775573,0.06959174881143593,0.12611380621000934,1.5979776353140895,-0.43565623376098894,0.6039489362156181,0.4470579698047023,2192
top2_short_roc_filter_w2_1_1_trend200_vol63_equal_weekly_posscore,0.09586277068390925,10.348539785902199,-0.6149518934613221,0.08324914154443963,0.1255145971453675,1.5868862908438577,-0.4319340884305778,0.5909608753364112,0.47820861483202487,2094
top2_short_roc_filter_w1_1_2_trend200_vol21_inv_vol_weekly_posscore,0.1005145125022393,11.698553536186067,-0.5669022933276259,0.09349079004270044,0.11697888012125102,1.4333313498558722,-0.45383935784717566,0.5707834416717096,0.49753216884380236,2208
top2_short_roc_filter_w1_1_2_trend200_vol21_equal_weekly_posscore,0.09785280457775514,10.908258080131109,-0.5747412678997073,0.09097115440348591,0.11418824526480575,1.3848907902747425,-0.44662445205701584,0.551969207764381,0.4843383440143103,2161
top2_short_roc_filter_w2_1_1_trend200_vol21_inv_vol_weekly_posscore,0.09172245764896192,9.264030204712839,-0.6103897239695424,0.08500731652303872,0.10741493150182468,1.2708132095737357,-0.44649043588493986,0.5363299454574871,0.4674870159847414,2128
top2_short_roc_filter_w2_1_1_trend200_vol21_equal_weekly_posscore,0.0928641073492007,9.552679888606542,-0.5926036085917826,0.08761793564405163,0.10533748993474057,1.2367959009793754,-0.4511525071356599,0.521711762898611,0.4677918554379433,2087
top2_short_roc_filter_w1_1_1_trend200_vol63_inv_vol_weekly_posall_windows,0.1118553680081893,15.668751406570728,-0.5732519505881425,0.12915332712820082,0.07349214532173964,0.7683632734259804,-0.5311406620216113,0.4132097545665332,0.5436302404385461,1616
top2_short_roc_filter_w2_1_1_trend200_vol63_inv_vol_weekly_posall_windows,0.1118553680081893,15.668751406570728,-0.5732519505881425,0.12915332712820082,0.07349214532173964,0.7683632734259804,-0.5311406620216113,0.4132097545665332,0.5436302404385461,1616
top2_short_roc_filter_w1_1_2_trend200_vol63_inv_vol_weekly_posall_windows,0.1118553680081893,15.668751406570728,-0.5732519505881425,0.12915332712820082,0.07349214532173964,0.7683632734259804,-0.5311406620216113,0.4132097545665332,0.5436302404385461,1616
top1_short_roc_filter_w1_1_1_trend0_vol21_equal_weekly_posscore,0.05900446704105211,3.5779298317169053,-0.8212615971194346,0.06091923947705613,0.0545452127277366,0.5325184901731315,-0.6402725191560146,0.32619810212193956,0.3385340494387066,878
top1_short_roc_filter_w1_1_1_trend200_vol21_equal_weekly_posscore,0.05847317460898793,3.517374996275393,-0.8126863040723264,0.060517918688300476,0.05385302903175515,0.5244512554221215,-0.6839826584096644,0.32419113121159376,0.337166905538793,843
top2_short_roc_filter_w1_1_1_trend200_vol63_equal_weekly_posall_windows,0.10849956788081538,14.383969696356534,-0.5620782961688247,0.134719813196996,0.05054861531944588,0.48644935429575553,-0.5551747719351535,0.3231757450328139,0.5279375626476808,1602
top2_short_roc_filter_w2_1_1_trend200_vol63_equal_weekly_posall_windows,0.10849956788081538,14.383969696356534,-0.5620782961688247,0.134719813196996,0.05054861531944588,0.48644935429575553,-0.5551747719351535,0.3231757450328139,0.5279375626476808,1602
top2_short_roc_filter_w1_1_2_trend200_vol63_equal_weekly_posall_windows,0.10849956788081538,14.383969696356534,-0.5620782961688247,0.134719813196996,0.05054861531944588,0.48644935429575553,-0.5551747719351535,0.3231757450328139,0.5279375626476808,1602
top2_short_roc_filter_w1_1_1_trend200_vol21_inv_vol_weekly_posall_windows,0.11144203580195788,15.505100937109646,-0.555279099593044,0.1399224211387402,0.048434436673479686,0.4625730390602889,-0.5450427291493994,0.31606573440349756,0.5419820247040446,1633
top2_short_roc_filter_w2_1_1_trend200_vol21_inv_vol_weekly_posall_windows,0.11144203580195788,15.505100937109646,-0.555279099593044,0.1399224211387402,0.048434436673479686,0.4625730390602889,-0.5450427291493994,0.31606573440349756,0.5419820247040446,1633
top2_short_roc_filter_w1_1_2_trend200_vol21_inv_vol_weekly_posall_windows,0.11144203580195788,15.505100937109646,-0.555279099593044,0.1399224211387402,0.048434436673479686,0.4625730390602889,-0.5450427291493994,0.31606573440349756,0.5419820247040446,1633
top1_short_roc_filter_w2_1_1_trend200_vol63_equal_weekly_posscore,0.05964481861572035,3.6519533113150215,-0.8194464746101027,0.06880691030510944,0.03891037373010153,0.35912718398913945,-0.6630802791605648,0.27823992891629035,0.34131337639525217,805
top1_short_roc_filter_w1_1_2_trend200_vol21_equal_weekly_posscore,0.059466917601851854,3.631273527581828,-0.7913871071346459,0.06907280586670517,0.03766459904276398,0.34608184923409224,-0.692169980473295,0.2742947539513086,0.34011295677525266,839
top1_short_roc_filter_w2_1_1_trend200_vol21_equal_weekly_posscore,0.06569863156997746,4.4111045250534175,-0.7409484535525043,0.07937120118371976,0.03482457401904471,0.31675115375859075,-0.6862802483334616,0.2651514570772502,0.35893774312012044,836
top1_short_roc_filter_w1_1_1_trend200_vol63_equal_weekly_posscore,0.04942524298419526,2.5971078620435684,-0.8521287394073864,0.05724848468424404,0.03162822743313054,0.28441118280376987,-0.6710755180735055,0.25650759085842706,0.3107820029535182,818
top2_short_roc_filter_w1_1_1_trend200_vol21_equal_weekly_posall_windows,0.10268112085986658,12.378879350809623,-0.5641410121503876,0.13665245241280055,0.028740365871932738,0.25579262482808307,-0.5641977163061355,0.23857328963913105,0.5066575708749947,1600
top2_short_roc_filter_w2_1_1_trend200_vol21_equal_weekly_posall_windows,0.10268112085986658,12.378879350809623,-0.5641410121503876,0.13665245241280055,0.028740365871932738,0.25579262482808307,-0.5641977163061355,0.23857328963913105,0.5066575708749947,1600
top2_short_roc_filter_w1_1_2_trend200_vol21_equal_weekly_posall_windows,0.10268112085986658,12.378879350809623,-0.5641410121503876,0.13665245241280055,0.028740365871932738,0.25579262482808307,-0.5641977163061355,0.23857328963913105,0.5066575708749947,1600
top1_short_roc_filter_w1_1_1_trend0_vol63_equal_weekly_posscore,0.04744203497678767,2.421011565736226,-0.8626850024105959,0.05786533001415206,0.023865685394295122,0.20875008206465662,-0.6253130103872927,0.23376953277108492,0.3053067338091429,850
top1_short_roc_filter_w1_1_1_trend0_vol63_equal_weekly_posall_windows,0.07418372195099221,5.678478551283843,-0.6239806974483055,0.0973277446952594,0.022587427324999965,0.19667276661554856,-0.6235253447547646,0.22303145274272432,0.3905140370827684,678
top1_short_roc_filter_w1_1_1_trend200_vol63_equal_weekly_posall_windows,0.07418372195099221,5.678478551283843,-0.6239806974483055,0.0973277446952594,0.022587427324999965,0.19667276661554856,-0.6235253447547646,0.22303145274272432,0.3905140370827684,678
top1_short_roc_filter_w2_1_1_trend0_vol63_equal_weekly_posall_windows,0.07418372195099221,5.678478551283843,-0.6239806974483055,0.0973277446952594,0.022587427324999965,0.19667276661554856,-0.6235253447547646,0.22303145274272432,0.3905140370827684,678
top1_short_roc_filter_w2_1_1_trend200_vol63_equal_weekly_posall_windows,0.07418372195099221,5.678478551283843,-0.6239806974483055,0.0973277446952594,0.022587427324999965,0.19667276661554856,-0.6235253447547646,0.22303145274272432,0.3905140370827684,678
top1_short_roc_filter_w1_1_2_trend0_vol63_equal_weekly_posall_windows,0.07418372195099221,5.678478551283843,-0.6239806974483055,0.0973277446952594,0.022587427324999965,0.19667276661554856,-0.6235253447547646,0.22303145274272432,0.3905140370827684,678
top1_short_roc_filter_w1_1_2_trend200_vol63_equal_weekly_posall_windows,0.07418372195099221,5.678478551283843,-0.6239806974483055,0.0973277446952594,0.022587427324999965,0.19667276661554856,-0.6235253447547646,0.22303145274272432,0.3905140370827684,678
top1_short_roc_filter_w1_1_2_trend0_vol21_equal_weekly_posscore,0.04611905154728091,2.3081841953552793,-0.805101351303038,0.05679411849222871,0.0219095018263864,0.1903105316958198,-0.7056397442427196,0.22576988599216297,0.3012724263330764,870
top1_short_roc_filter_w1_1_2_trend200_vol63_equal_weekly_posscore,0.05789756144208957,3.452638717643179,-0.81357786959657,0.07524053710407075,0.019141882470981475,0.16464302629693806,-0.6713254880394363,0.21805627050502469,0.33593598802288693,807
top1_short_roc_filter_w1_1_2_trend0_vol63_equal_weekly_posscore,0.06252655436032306,3.9995737327821166,-0.8429988842888203,0.08234046916547633,0.018308373101969533,0.15700845276995823,-0.6359773382829609,0.21701040990040965,0.3481559343452705,832
top1_short_roc_filter_w1_1_1_trend0_vol21_equal_weekly_posall_windows,0.08731723536562064,8.219826868830618,-0.6484654980435218,0.1192889875582348,0.017279594567480405,0.14764574938286734,-0.6481037958155806,0.20519279627147136,0.431653801616887,685
top1_short_roc_filter_w1_1_1_trend200_vol21_equal_weekly_posall_windows,0.08731723536562064,8.219826868830618,-0.6484654980435218,0.1192889875582348,0.017279594567480405,0.14764574938286734,-0.6481037958155806,0.20519279627147136,0.431653801616887,685
top1_short_roc_filter_w2_1_1_trend0_vol21_equal_weekly_posall_windows,0.08731723536562064,8.219826868830618,-0.6484654980435218,0.1192889875582348,0.017279594567480405,0.14764574938286734,-0.6481037958155806,0.20519279627147136,0.431653801616887,685
top1_short_roc_filter_w2_1_1_trend200_vol21_equal_weekly_posall_windows,0.08731723536562064,8.219826868830618,-0.6484654980435218,0.1192889875582348,0.017279594567480405,0.14764574938286734,-0.6481037958155806,0.20519279627147136,0.431653801616887,685
top1_short_roc_filter_w1_1_2_trend0_vol21_equal_weekly_posall_windows,0.08731723536562064,8.219826868830618,-0.6484654980435218,0.1192889875582348,0.017279594567480405,0.14764574938286734,-0.6481037958155806,0.20519279627147136,0.431653801616887,685
top1_short_roc_filter_w1_1_2_trend200_vol21_equal_weekly_posall_windows,0.08731723536562064,8.219826868830618,-0.6484654980435218,0.1192889875582348,0.017279594567480405,0.14764574938286734,-0.6481037958155806,0.20519279627147136,0.431653801616887,685
top1_short_roc_filter_w2_1_1_trend0_vol21_equal_weekly_posscore,0.05439899304711138,3.07795996575757,-0.7757517040668254,0.07489799747436443,0.00879821747587961,0.07295193700097835,-0.7185701473101244,0.1844751045548301,0.32494600679235053,877
top1_short_roc_filter_w2_1_1_trend0_vol63_equal_weekly_posscore,0.04226646212081353,1.9996527118504357,-0.857227527116224,0.061523690539047715,-0.0004923458992648344,-0.003950788371066327,-0.7115988873913075,0.1599073385110604,0.289311261043738,854
