date,strategy_equity,benchmark_equity,strategy_position,benchmark_position,strategy_trade,benchmark_trade,strategy_trade_price,benchmark_trade_price,strategy_dividend_cash,benchmark_dividend_cash,strategy_split_ratio,benchmark_split_ratio
2018-12-21,10909.570032000001,10909.570032000001,1,1,BUY,BUY,16.008,16.008,0.0,0.0,1.0,1.0
2018-12-26,11096.469556688722,11096.469556688722,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-27,11439.120269655641,11439.120269655641,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2018-12-28,11233.530317186769,11233.530317186769,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-02,10504.620269655641,10504.620269655641,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-03,10348.870269655641,10348.870269655641,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-04,10031.140127062257,10031.140127062257,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-07,9738.32996070331,9738.32996070331,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-08,9894.07996070331,9894.07996070331,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-09,10124.589889406618,10124.589889406618,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-10,10903.339889406618,10903.339889406618,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-11,12217.870269655641,12217.870269655641,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-14,12716.269794344362,12716.269794344362,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-15,12404.769794344362,12404.769794344362,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-16,11968.67050731128,11968.67050731128,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-17,11345.67050731128,11345.67050731128,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-18,11794.23007953113,11794.23007953113,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-21,12186.719556688722,12186.719556688722,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-22,11943.749936937746,11943.749936937746,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-23,11968.67050731128,11968.67050731128,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-24,11719.469556688722,11719.469556688722,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-28,11750.620269655641,11750.620269655641,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-29,11669.62960421985,11669.62960421985,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-30,12093.269794344362,12093.269794344362,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-01-31,11999.820032000001,11999.820032000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-01,12342.469556688722,12342.469556688722,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-04,12498.219556688722,12498.219556688722,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-05,12404.769794344362,12404.769794344362,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-06,11999.820032000001,11999.820032000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-07,11470.269794344362,11470.269794344362,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-08,11252.219556688722,11252.219556688722,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-11,11333.210222124513,11333.210222124513,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-12,11314.519794344362,11314.519794344362,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-13,11407.969556688722,11407.969556688722,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-14,11426.659984468874,11426.659984468874,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-15,11239.760459780153,11239.760459780153,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-18,8155.9099844688735,8155.9099844688735,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-19,10959.409984468874,10959.409984468874,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-20,10903.339889406618,10903.339889406618,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-21,10897.109746813234,10897.109746813234,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-22,10909.570032000001,10909.570032000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-25,10816.120269655641,10816.120269655641,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-26,10784.969556688722,10784.969556688722,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-27,10847.269794344362,10847.269794344362,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-02-28,10890.87960421985,10890.87960421985,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,11009.249936937746,11009.249936937746,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-06,10859.73007953113,10859.73007953113,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-07,10741.359746813234,10741.359746813234,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-08,10691.519794344362,10691.519794344362,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-11,10660.370269655641,10660.370269655641,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-12,10760.050174593385,10760.050174593385,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-13,10847.269794344362,10847.269794344362,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-14,10809.890127062257,10809.890127062257,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-15,10909.570032000001,10909.570032000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
