strategy,signal_mode,lookback,skip,top_n,trend_window,vol_window,rebalance,score,weighting,absolute_momentum,max_weight,target_vol,full_start,full_end,full_candles,full_trades,full_exposure,full_avg_positions,full_total_return,full_cagr,full_max_drawdown,full_volatility,full_sharpe,full_turnover,train_end,train_total_return,train_cagr,train_max_drawdown,train_sharpe,test_start,test_total_return,test_cagr,test_max_drawdown,test_sharpe,test_trades,test_exposure
invvol_all_v126_weekly_adjusted,adjusted,1,0,99,0,126,weekly,all,inv_vol,False,1.0,0.0,2000-01-03,2026-07-17,6662,6385,0.9804863404383068,4.812218552987091,15.202102117137912,0.11066623187946689,-0.6692183619770613,0.26213529929800367,0.5339646322502115,53.48916407682995,2018-07-02,5.973751543185062,0.11072647787268242,-0.6692183619770613,0.5238396174095991,2018-07-03,1.2333035545396065,0.10512264897626422,-0.5179275389489233,0.5450325208843829,1961,0.997997997997998
invvol_all_v63_monthly_adjusted,adjusted,1,0,99,0,63,monthly,all,inv_vol,False,1.0,0.0,2000-01-03,2026-07-17,6662,1550,0.9902431702191534,4.8488441909336535,31.250025754740598,0.13985613733052205,-0.6610238594019415,0.2876419626918734,0.5946570556734668,47.128522673251254,2018-07-02,12.57086271733518,0.1514399248706908,-0.6610238594019415,0.6060987354332498,2018-07-03,1.214969485179696,0.10398993078191654,-0.5146810953475107,0.5403142084857183,569,0.98998998998999
equal_all_monthly_adjusted,adjusted,1,0,99,0,63,monthly,all,equal,False,1.0,0.0,2000-01-03,2026-07-17,6662,1560,0.9902431702191534,4.8522966076253375,61.716842392914856,0.16878792846416024,-0.6923784075385546,0.2934998476463673,0.671721138398636,25.768631973718012,2018-07-02,25.993689179927035,0.19506042406979174,-0.6923784075385546,0.7193151687211234,2018-07-03,1.1332631263540982,0.09883991517494861,-0.522567046162464,0.5060846588351893,535,0.98998998998999
invvol_all_v126_monthly_adjusted,adjusted,1,0,99,0,126,monthly,all,inv_vol,False,1.0,0.0,2000-01-03,2026-07-17,6662,1511,0.9804863404383068,4.8071149804863404,14.986802645071515,0.1101064431419021,-0.6777916833353932,0.2614084528634153,0.5328143164706794,30.34364862232799,2018-07-02,6.034427955922012,0.11124688666666782,-0.6777916833353932,0.5264288343568603,2018-07-03,1.117693661038409,0.09783901750478075,-0.515303862140587,0.518074278314357,536,0.98998998998999
invvol_all_v21_monthly_adjusted,adjusted,1,0,99,0,21,monthly,all,inv_vol,False,1.0,0.0,2000-01-03,2026-07-17,6662,1572,0.9936955869108376,4.8054638246772745,42.27628069710313,0.15255924048623748,-0.7002105414888792,0.28486099548961563,0.6344298544298644,95.74269920396722,2018-07-02,18.049275046015246,0.1727471403957752,-0.7002105414888792,0.6672946166181711,2018-07-03,1.11022774662344,0.09735677667135878,-0.52099955118504,0.5147364374767799,601,0.98998998998999
invvol_all_v21_weekly_adjusted,adjusted,1,0,99,0,21,weekly,all,inv_vol,False,1.0,0.0,2000-01-03,2026-07-17,6662,6730,0.9962473731612128,4.814920444311018,55.577625276485065,0.16425919968487834,-0.7157395644917778,0.28701061659826804,0.6674399665650388,187.01406330231126,2018-07-02,25.9866572946235,0.1950435888889699,-0.7157395644917778,0.7254496808338669,2018-07-03,1.0249623218151385,0.09174064406370142,-0.5193053905210128,0.49300626322663776,2474,0.997997997997998
top1_momentum_lb252_skip0_trend200_vol63_equal_weekly_abs_cap1_adjusted,adjusted,252,0,1,200,63,weekly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,330,0.8516961873311318,0.8516961873311318,2.8540721194307435,0.05215763508007232,-0.7012451582906252,0.3333985405179394,0.31971427908591993,312.67646155196894,2018-07-02,1.095881555487031,0.04082242219609178,-0.7012451582906252,0.2861859302127166,2018-07-03,0.7651578343025285,0.07324987847205944,-0.46001448337712214,0.38071605595934854,103,0.9644644644644644
top1_momentum_lb252_skip0_trend200_vol21_equal_weekly_abs_cap1_adjusted,adjusted,252,0,1,200,21,weekly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,334,0.8516961873311318,0.8516961873311318,2.739922234085615,0.050966174891990956,-0.7012879364073787,0.3333662061719719,0.3163131550599973,316.675341000602,2018-07-02,1.033813743360636,0.0391319823462728,-0.7012879364073787,0.28128321688785746,2018-07-03,0.7651578343025285,0.07324987847205944,-0.46001448337712214,0.38071605595934854,103,0.9644644644644644
top3_momentum_lb252_skip0_trend200_vol21_inv_vol_monthly_abs_cap1_adjusted,adjusted,252,0,3,200,21,monthly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,725,0.8608525968177725,2.0096067247072953,26.197262510544213,0.13255972870234323,-0.6049287110685608,0.2651370861067968,0.6023052224022636,147.84376481479933,2018-07-02,13.127378847738813,0.15394483487386412,-0.6049287110685608,0.6648338152833452,2018-07-03,0.7608636448788741,0.0729247195467686,-0.513536692253779,0.40611032120922225,284,0.9584584584584585
top2_momentum_lb126_skip0_trend200_vol21_inv_vol_weekly_abs_cap1_adjusted,adjusted,126,0,2,200,21,weekly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,2345,0.9024317021915341,1.6151305914139897,16.485379524504715,0.11386127340278662,-0.7419810046453728,0.29221614905404275,0.5153976737998206,432.7638174388993,2018-07-02,8.836956697486988,0.13157939872470492,-0.7419810046453728,0.5622043181942498,2018-07-03,0.7489251891321558,0.07201706936536456,-0.4948528520533426,0.39214751029821643,794,0.9769769769769769
top2_momentum_lb126_skip0_trend200_vol63_inv_vol_weekly_abs_cap1_adjusted,adjusted,126,0,2,200,63,weekly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,2317,0.9024317021915341,1.6181326928850195,10.388126243854991,0.09600658820033003,-0.7329839292711972,0.29117988295920444,0.4607872557341185,390.10176091576193,2018-07-02,5.558462104221509,0.1070451903279428,-0.7329839292711972,0.4898321792332533,2018-07-03,0.7038133716006238,0.06853761246205692,-0.49563587967461487,0.380669396745316,761,0.9769769769769769
top2_momentum_lb252_skip0_trend200_vol21_inv_vol_monthly_abs_cap1_adjusted,adjusted,252,0,2,200,21,monthly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,569,0.8608525968177725,1.5436805764034824,26.183400130680226,0.13253796879371893,-0.5858918652142342,0.2811369266653294,0.5834888388198715,150.60038585314123,2018-07-02,13.553168901525833,0.15579908617004268,-0.5858918652142342,0.6515096331542172,2018-07-03,0.7032781195744389,0.06849584673722542,-0.4819161703048115,0.37996901645786796,210,0.9584584584584585
top3_momentum_lb252_skip0_trend200_vol63_inv_vol_monthly_abs_cap1_adjusted,adjusted,252,0,3,200,63,monthly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,723,0.8608525968177725,2.0127589312518763,21.913721388396908,0.12526855587658758,-0.5989330936280647,0.2647727025185805,0.5784280708222667,137.74557907200432,2018-07-02,11.62449094120846,0.14694818856913927,-0.5989330936280647,0.6427603595335276,2018-07-03,0.6520953702428343,0.06444794936339382,-0.5062777878160734,0.3750249070612433,280,0.9584584584584585
top3_momentum_lb252_skip0_trend200_vol63_inv_vol_weekly_abs_cap1_adjusted,adjusted,252,0,3,200,63,weekly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,2809,0.8516961873311318,2.004202942059442,7.802654457529018,0.08542156505967946,-0.6581900677419641,0.2573483858123542,0.4477076409844872,327.8659521277689,2018-07-02,4.314475337263755,0.09452682912093002,-0.6581900677419641,0.4767557689519283,2018-07-03,0.6265914754783384,0.06238976762596993,-0.46255044878534024,0.3690908762984532,1019,0.9644644644644644
top1_risk_adjusted_lb252_skip0_trend0_vol21_equal_monthly_abs_cap1_adjusted,adjusted,252,0,1,0,21,monthly,risk_adjusted,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,170,0.8893725607925548,0.8893725607925548,7.833412026099653,0.08556425209636132,-0.6735443047774875,0.34204337929429984,0.4108237301490616,164.5618746912737,2018-07-02,3.9836993555381737,0.09073027054225169,-0.6735443047774875,0.4268939153686251,2018-07-03,0.6126696288481177,0.0612543139347439,-0.5526752874603283,0.34601680502519255,72,0.98998998998999
top1_momentum_lb21_skip0_trend200_vol21_equal_weekly_abs_cap1_adjusted,adjusted,21,0,1,200,21,weekly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,873,0.8026118282797958,0.8026118282797958,0.11432410446290664,0.004087737323557494,-0.8687620800728565,0.3401190483788854,0.18186930151695016,860.1471547790356,2018-07-02,-0.2997836562052315,-0.019084620917663386,-0.8687620800728565,0.11189598962244492,2018-07-03,0.5904227803761761,0.05942193854433686,-0.6523396132541441,0.33889054055921786,335,0.9084084084084084
top1_momentum_lb21_skip0_trend200_vol63_equal_weekly_abs_cap1_adjusted,adjusted,21,0,1,200,63,weekly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,873,0.8026118282797958,0.8026118282797958,0.11432410446290664,0.004087737323557494,-0.8687620800728565,0.3401190483788854,0.18186930151695016,860.1471547790356,2018-07-02,-0.2997836562052315,-0.019084620917663386,-0.8687620800728565,0.11189598962244492,2018-07-03,0.5904227803761761,0.05942193854433686,-0.6523396132541441,0.33889054055921786,335,0.9084084084084084
top3_momentum_lb252_skip0_trend200_vol21_inv_vol_weekly_abs_cap1_adjusted,adjusted,252,0,3,200,21,weekly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,2835,0.8516961873311318,1.998198739117382,8.273603396317686,0.08755557001514602,-0.6605501736983523,0.25797281587856685,0.45473791741677116,374.94528503272613,2018-07-02,4.873969224796416,0.10046681081917908,-0.6605501736983523,0.4969088491929381,2018-07-03,0.547999813681783,0.055864650380462955,-0.46667069652103543,0.34390554364678383,1085,0.9644644644644644
top2_momentum_lb252_skip0_trend200_vol21_equal_weekly_abs_cap1_adjusted,adjusted,252,0,2,200,21,weekly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,2104,0.8516961873311318,1.5282197538276794,9.573917427958577,0.09294691380917786,-0.6639528641294837,0.27963571723990244,0.458253335601097,308.7849041996063,2018-07-02,5.7592279932537105,0.10885156660462525,-0.6639528641294837,0.5075054582339104,2018-07-03,0.5268240994736482,0.05405695574315694,-0.48637471410349664,0.33077534967712574,683,0.9644644644644644
top2_momentum_lb252_skip0_trend200_vol63_equal_weekly_abs_cap1_adjusted,adjusted,252,0,2,200,63,weekly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,2110,0.8516961873311318,1.5312218552987091,9.375732901656466,0.09216787879436095,-0.6639286587082783,0.2796282523830382,0.4557137343856103,308.76045745287445,2018-07-02,5.632941576861103,0.10772134025677049,-0.6639286587082783,0.5039055323429475,2018-07-03,0.5268240994736482,0.05405695574315694,-0.48637471410349664,0.33077534967712574,683,0.9644644644644644
top2_momentum_lb252_skip0_trend200_vol63_inv_vol_monthly_abs_cap1_adjusted,adjusted,252,0,2,200,63,monthly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,562,0.8608525968177725,1.5436805764034824,22.7619923683525,0.12681115105883145,-0.5895230537122214,0.28126903423132765,0.5654131598884901,139.2494572978218,2018-07-02,13.313963902047341,0.15476380294155856,-0.5895230537122214,0.648169641896527,2018-07-03,0.5170322280260868,0.05321362582789013,-0.47892917459533146,0.32740889787042743,201,0.9584584584584585
top3_momentum_lb252_skip0_trend200_vol21_equal_weekly_abs_cap1_adjusted,adjusted,252,0,3,200,21,weekly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,2762,0.8516961873311318,1.998198739117382,7.809009904201204,0.08545108781345534,-0.6736366160984416,0.26267381984927446,0.44401170209039925,314.05595188147635,2018-07-02,4.738481538770831,0.09907911750355192,-0.6736366160984416,0.48786626765811125,2018-07-03,0.5081905272690694,0.05244802493310763,-0.4662500107824663,0.32976783284613115,959,0.9644644644644644
top3_momentum_lb252_skip0_trend200_vol63_equal_weekly_abs_cap1_adjusted,adjusted,252,0,3,200,63,weekly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,2763,0.8516961873311318,2.004202942059442,7.446238841700735,0.08373219661242359,-0.6735905854055548,0.26226717893051404,0.43825363998079064,311.61281239328446,2018-07-02,4.503278589147727,0.09659481565244521,-0.6735905854055548,0.47983704022526447,2018-07-03,0.5081905272690694,0.05244802493310763,-0.4662500107824663,0.32976783284613115,959,0.9644644644644644
top1_risk_adjusted_lb21_skip0_trend200_vol21_equal_weekly_abs_cap1_adjusted,adjusted,21,0,1,200,21,weekly,risk_adjusted,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,862,0.8026118282797958,0.8026118282797958,2.2494036683295127,0.04541250266610608,-0.8513689423953086,0.3246121767743122,0.29857656805254984,852.4793439751531,2018-07-02,1.1655169884165248,0.04266349988929674,-0.8513689423953086,0.2906486582590997,2018-07-03,0.4997942624488809,0.05171734758286273,-0.6809074991664662,0.3174491261157562,315,0.9084084084084084
top2_momentum_lb252_skip0_trend200_vol21_equal_monthly_abs_cap1_adjusted,adjusted,252,0,2,200,21,monthly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,563,0.8608525968177725,1.5436805764034824,20.067001255941335,0.12171085277835036,-0.603635885412127,0.28606187352975393,0.5447958291445718,129.80327670921216,2018-07-02,12.03830846496212,0.14895016939269756,-0.603635885412127,0.6251513437653656,2018-07-03,0.472451018956878,0.0493127417761372,-0.48783158416652306,0.3129160640026852,196,0.9584584584584585
top2_momentum_lb252_skip0_trend200_vol63_equal_monthly_abs_cap1_adjusted,adjusted,252,0,2,200,63,monthly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,563,0.8608525968177725,1.5436805764034824,20.067001255941335,0.12171085277835036,-0.603635885412127,0.28606187352975393,0.5447958291445718,129.80327670921216,2018-07-02,12.03830846496212,0.14895016939269756,-0.603635885412127,0.6251513437653656,2018-07-03,0.472451018956878,0.0493127417761372,-0.48783158416652306,0.3129160640026852,196,0.9584584584584585
top2_momentum_lb252_skip0_trend200_vol21_inv_vol_weekly_abs_cap1_adjusted,adjusted,252,0,2,200,21,weekly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,2170,0.8516961873311318,1.5282197538276794,10.660274042076399,0.0969824705812612,-0.6471481118074698,0.2744653369977079,0.4749501431132247,365.7812129801393,2018-07-02,6.786090611161463,0.11736377215230864,-0.6471481118074698,0.5400324757939797,2018-07-03,0.46921248978317953,0.049025356421391386,-0.4844791136747475,0.3137236774880231,791,0.9644644644644644
top1_risk_adjusted_lb252_skip0_trend200_vol21_equal_monthly_abs_cap1_adjusted,adjusted,252,0,1,200,21,monthly,risk_adjusted,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,178,0.8608525968177725,0.8608525968177725,7.782045961717186,0.08532569177672511,-0.6702528151213578,0.332639846854647,0.412299406336414,170.63427766670378,2018-07-02,4.462902036857759,0.09615826926765703,-0.6702528151213578,0.44473122390931086,2018-07-03,0.4664426192922695,0.04877911917860156,-0.5519657183680862,0.3119274710127675,69,0.9584584584584585
top1_momentum_lb252_skip0_trend0_vol63_equal_weekly_abs_cap1_adjusted,adjusted,252,0,1,0,63,weekly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,300,0.8904232963074152,0.8904232963074152,1.2656660309672003,0.03130188855780647,-0.7760796862461341,0.34469963478915977,0.26253010127601223,284.734489892739,2018-07-02,0.4864609310969137,0.021665014711973907,-0.7760796862461341,0.23179236831382968,2018-07-03,0.4653822077703935,0.048684742411025494,-0.6108949557468779,0.31516026131303576,102,0.9954954954954955
top1_momentum_lb252_skip0_trend0_vol21_equal_weekly_abs_cap1_adjusted,adjusted,252,0,1,0,21,weekly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,311,0.8904232963074152,0.8904232963074152,1.145797839991873,0.02919143393164414,-0.7761233364092848,0.3447290975380528,0.2565927693051023,294.70004093639506,2018-07-02,0.40626379461385564,0.018605761583664115,-0.7761233364092848,0.22290916399843755,2018-07-03,0.4653822077703935,0.048684742411025494,-0.6108949557468779,0.31516026131303576,102,0.9954954954954955
top3_momentum_lb252_skip0_trend200_vol21_equal_monthly_abs_cap1_adjusted,adjusted,252,0,3,200,21,monthly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,724,0.8608525968177725,2.0096067247072953,19.12972434130917,0.11978866622782114,-0.617546892276589,0.26872413626439795,0.5556800083226147,128.84216706536372,2018-07-02,11.789499778320199,0.14775381106931662,-0.617546892276589,0.6406223405348087,2018-07-03,0.441935129271231,0.046582517539839774,-0.5185628228702928,0.3066107548165544,266,0.9584584584584585
top3_momentum_lb252_skip0_trend200_vol63_equal_monthly_abs_cap1_adjusted,adjusted,252,0,3,200,63,monthly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,725,0.8608525968177725,2.0127589312518763,18.67676276422698,0.11882864042412367,-0.6175275988362565,0.26867839179928843,0.552538041141981,128.79982533705825,2018-07-02,11.505210250582467,0.14635959801334786,-0.6175275988362565,0.6362623269857525,2018-07-03,0.441935129271231,0.046582517539839774,-0.5185628228702928,0.3066107548165544,266,0.9584584584584585
top2_voltarget_lb252_trend200_vol63_target0.3_monthly_adjusted,adjusted,252,0,2,200,63,monthly,momentum,inv_vol,True,1.0,0.3,2000-01-03,2026-07-17,6662,579,0.8608525968177725,1.5436805764034824,21.04867814591942,0.12363779589780544,-0.5128345045012593,0.2635996581253784,0.5743825231543344,130.50854335770433,2018-07-02,13.033796257568342,0.15353021724101135,-0.5128345045012593,0.6775294540141936,2018-07-03,0.4387110271511734,0.04629111305459488,-0.479258738962423,0.30384944104090283,207,0.9584584584584585
top2_momentum_lb252_skip0_trend200_vol63_inv_vol_weekly_abs_cap1_adjusted,adjusted,252,0,2,200,63,weekly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,2163,0.8516961873311318,1.5312218552987091,8.766780179076532,0.08968129188077256,-0.6474318844171116,0.2741997879856796,0.4509554236466478,328.650198073071,2018-07-02,5.6536529394455775,0.10790808884934444,-0.6474318844171116,0.5094221379187415,2018-07-03,0.4343145002107882,0.045892818266674684,-0.49398567357917145,0.30284702981447564,713,0.9644644644644644
top3_momentum_lb126_skip0_trend200_vol63_inv_vol_weekly_abs_cap1_adjusted,adjusted,126,0,3,200,63,weekly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,3044,0.9024317021915341,2.1394476133293305,9.263451461460042,0.09172013775109478,-0.748017044105576,0.27444877440863996,0.45733478791562915,382.1069431405365,2018-07-02,6.110825266248258,0.11189612450828346,-0.748017044105576,0.5174706505909619,2018-07-03,0.42102812660989364,0.04468263446011145,-0.46400584500262954,0.2999821961131698,1038,0.9769769769769769
top3_momentum_lb126_skip0_trend200_vol21_inv_vol_monthly_abs_cap1_adjusted,adjusted,126,0,3,200,21,monthly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,790,0.8953767637346143,2.1418492945061542,23.022495899312087,0.12727425465930864,-0.578210598962581,0.275383466802781,0.5726823239052186,165.69632781397596,2018-07-02,14.72415924136247,0.16064570242259557,-0.5157786255401167,0.6721671121962624,2018-07-03,0.4029337299962643,0.04301848002415465,-0.5774589347463073,0.29261497293919025,277,0.96996996996997
top2_momentum_lb126_skip0_trend200_vol21_equal_weekly_abs_cap1_adjusted,adjusted,126,0,2,200,21,weekly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,2306,0.9024317021915341,1.6151305914139897,11.255028252975826,0.09904103700571532,-0.757479758291977,0.29552474390502215,0.4676779790422551,375.4759245993075,2018-07-02,7.612403910631803,0.12347436044475502,-0.757479758291977,0.5365224977393053,2018-07-03,0.3951367140201012,0.04229558284159651,-0.4936126052740498,0.289378764965959,703,0.9769769769769769
top2_momentum_lb126_skip0_trend200_vol63_equal_weekly_abs_cap1_adjusted,adjusted,126,0,2,200,63,weekly,momentum,equal,True,1.0,0.0,2000-01-03,2026-07-17,6662,2312,0.9024317021915341,1.6181326928850195,8.475885086393681,0.0884403165402452,-0.7574639125864205,0.2948848369313369,0.4351907739529142,377.2824727414948,2018-07-02,5.661974067559102,0.10798296334647506,-0.7574639125864205,0.49109016463307636,2018-07-03,0.3951367140201012,0.04229558284159651,-0.4936126052740498,0.289378764965959,703,0.9769769769769769
top3_momentum_lb126_skip0_trend200_vol63_inv_vol_monthly_abs_cap1_adjusted,adjusted,126,0,3,200,63,monthly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,782,0.8953767637346143,2.148303812668868,21.72354601860302,0.12491518402806179,-0.5757360617834553,0.2743108315595147,0.5663688805716836,146.34016527279505,2018-07-02,14.228039458752711,0.15863545090869557,-0.5143775678434436,0.668252800450119,2018-07-03,0.37583924480226427,0.04049109701014153,-0.5756293966529291,0.2833941145873268,270,0.96996996996997
top2_voltarget_lb252_trend200_vol63_target0.2_monthly_adjusted,adjusted,252,0,2,200,63,monthly,momentum,inv_vol,True,1.0,0.2,2000-01-03,2026-07-17,6662,589,0.8608525968177725,1.5436805764034824,12.495727151877828,0.1030425382815574,-0.43557255067287093,0.21421757666469454,0.5651319006998831,108.52333267371151,2018-07-02,8.345774153679297,0.12844967464893142,-0.42479315689793185,0.6884941131210575,2018-07-03,0.3365303815735816,0.03674575276480896,-0.43525467771618953,0.2724556642057727,212,0.9584584584584585
top3_momentum_lb126_skip0_trend200_vol21_inv_vol_weekly_abs_cap1_adjusted,adjusted,126,0,3,200,21,weekly,momentum,inv_vol,True,1.0,0.0,2000-01-03,2026-07-17,6662,3080,0.9024317021915341,2.129690783548484,9.320444914309508,0.09194799452569447,-0.755194083453774,0.27479500334642215,0.45783140540965184,430.1580478287741,2018-07-02,6.668338244013718,0.1164434589963037,-0.755194083453774,0.5317103856414969,2018-07-03,0.32904685187464766,0.03602181519171155,-0.46674703457411415,0.26757019444229807,1102,0.9769769769769769
