ticker,strategy,fast,slow,lookback,exit_lookback,rsi_period,lower,upper,trend_window,sma_window,stop_pct,start,end,candles,trades,exposure,final_equity,total_return,cagr,max_drawdown,annual_volatility,sharpe,benchmark_final_equity,benchmark_total_return,benchmark_cagr,benchmark_max_drawdown,excess_total_return
BBSE3,sma_stop,,,,,,,,,150,0.2,2013-04-29,2026-07-17,3289,113,0.6409242930982061,32173.122392247595,2.2173122392247593,0.09244870852529585,-0.3660011185897335,0.19653370202124837,0.5483215886624002,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.4207216377545397
BBSE3,sma_stop,,,,,,,,,50,0.15,2013-04-29,2026-07-17,3289,247,0.58954089388872,31546.544823537795,2.1546544823537794,0.09082414684998086,-0.40661838417317386,0.19493172370000353,0.5436354905166808,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.4833793946255196
BBSE3,sma_stop,,,,,,,,,50,0.2,2013-04-29,2026-07-17,3289,247,0.58954089388872,31546.544823537795,2.1546544823537794,0.09082414684998086,-0.40661838417317386,0.19493172370000353,0.5436354905166808,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.4833793946255196
BBSE3,sma_stop,,,,,,,,,50,0.3,2013-04-29,2026-07-17,3289,247,0.58954089388872,31546.544823537795,2.1546544823537794,0.09082414684998086,-0.40661838417317386,0.19493172370000353,0.5436354905166808,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.4833793946255196
BBSE3,sma_stop,,,,,,,,,50,0.4,2013-04-29,2026-07-17,3289,247,0.58954089388872,31546.544823537795,2.1546544823537794,0.09082414684998086,-0.40661838417317386,0.19493172370000353,0.5436354905166808,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.4833793946255196
BBSE3,sma_stop,,,,,,,,,150,0.3,2013-04-29,2026-07-17,3289,113,0.6412283368805108,31152.70557256744,2.115270557256744,0.08978768429355322,-0.38610930437170576,0.19672382173906064,0.5355831487961825,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.522763319722555
BBSE3,sma_stop,,,,,,,,,150,0.4,2013-04-29,2026-07-17,3289,113,0.6412283368805108,31152.70557256744,2.115270557256744,0.08978768429355322,-0.38610930437170576,0.19672382173906064,0.5355831487961825,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.522763319722555
BBSE3,sma_stop,,,,,,,,,20,0.15,2013-04-29,2026-07-17,3289,399,0.5548799027059896,31036.41103272504,2.103641103272504,0.0894793166452752,-0.3378190703937184,0.19318600530233443,0.5404303082629613,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.534392773706795
BBSE3,sma_stop,,,,,,,,,20,0.2,2013-04-29,2026-07-17,3289,399,0.5548799027059896,31036.41103272504,2.103641103272504,0.0894793166452752,-0.3378190703937184,0.19318600530233443,0.5404303082629613,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.534392773706795
BBSE3,sma_stop,,,,,,,,,20,0.3,2013-04-29,2026-07-17,3289,399,0.5548799027059896,31036.41103272504,2.103641103272504,0.0894793166452752,-0.3378190703937184,0.19318600530233443,0.5404303082629613,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.534392773706795
BBSE3,sma_stop,,,,,,,,,20,0.4,2013-04-29,2026-07-17,3289,399,0.5548799027059896,31036.41103272504,2.103641103272504,0.0894793166452752,-0.3378190703937184,0.19318600530233443,0.5404303082629613,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.534392773706795
BBSE3,sma_stop,,,,,,,,,150,0.15,2013-04-29,2026-07-17,3289,117,0.6406202493159014,30697.051593502634,2.0697051593502636,0.08857332343391855,-0.38653923190252315,0.19676499330067443,0.5298445948852996,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.5683287176290355
BBSE3,sma_stop,,,,,,,,,50,0.1,2013-04-29,2026-07-17,3289,253,0.5886287625418061,27548.30618822487,1.7548306188224871,0.07969515471024602,-0.47921519663399537,0.1927032445469947,0.49460197584714305,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.883203258156812
BBSE3,sma_stop,,,,,,,,,150,0.1,2013-04-29,2026-07-17,3289,131,0.6381878990574643,27266.877586907034,1.7266877586907032,0.07885657077605157,-0.4349695375296132,0.19428468883475408,0.4880989342308784,66380.33876979299,5.638033876979299,0.15399035294626073,-0.440436497205311,-3.911346118288596
