strategy,weights,short_window,vol_window,trend_window,full_cagr,full_return,full_mdd,full_sharpe,test_cagr,test_return,test_mdd,test_sharpe,trades
top1_short22_riskadj_rocfilter_w1_1_2_trend0_vol10_posscore,1_1_2,22,10,0,0.13436067101131433,27.368458095742437,-0.7649160454625834,0.5564846698600656,0.24030223103938209,4.646835039771609,-0.2755831393304917,0.854438186149657,397
top1_short20_riskadj_rocfilter_w1_1_2_trend0_vol16_posscore,1_1_2,20,16,0,0.14772318846810317,37.70738996758016,-0.6786879862548383,0.5905397038954115,0.24000476052707298,4.635957747695071,-0.31702473459848146,0.8531569092457564,387
top1_short30_riskadj_rocfilter_w1_1_2_trend200_vol16_posscore,1_1_2,30,16,200,0.11269158621866104,16.004623161569832,-0.6589584289511874,0.5013549156402436,0.23984419612855779,4.630094185121431,-0.3834309249815069,0.862157133541033,338
top1_short20_riskadj_rocfilter_w1_1_1_trend0_vol21_posscore,1_1_1,20,21,0,0.1349858499055827,27.78626060064117,-0.6593428470392759,0.5533857591526126,0.23910350716332096,4.603114471209176,-0.30888257184463785,0.8402559495288545,380
top1_short26_riskadj_rocfilter_w1_1_1_trend0_vol18_posscore,1_1_1,26,18,0,0.15043311217753885,40.207070795190745,-0.6675044879054434,0.5995102697473625,0.23802224477773515,4.563932574194318,-0.3660422258961685,0.8465329114037468,345
top1_short26_riskadj_rocfilter_w1_1_2_trend200_vol18_posscore,1_1_2,26,18,200,0.15065190346477242,40.41552875103177,-0.688673129215376,0.6031895764266627,0.23474054324431348,4.446478050953103,-0.36600860070800945,0.8355232854990974,339
top1_short22_riskadj_rocfilter_w1_1_2_trend200_vol14_posscore,1_1_2,22,14,200,0.18369029221475097,86.77905581203493,-0.5675564729626994,0.7004305622211008,0.23437259806161093,4.433445375170903,-0.2845146906203707,0.8416298578746051,357
top1_short24_riskadj_rocfilter_w2_1_1_trend0_vol14_posscore,2_1_1,24,14,0,0.12499483972354986,21.766281541984643,-0.7566907221711636,0.5385005032970926,0.231019517822868,4.315931265172307,-0.5014862117971797,0.8542693088084854,350
top1_short26_riskadj_rocfilter_w1_1_1_trend200_vol16_posscore,1_1_1,26,16,200,0.15409352428153267,43.83122388933655,-0.6748135136618639,0.61526312175324,0.23085683644035138,4.310286886639646,-0.41756159794812175,0.8230719500269223,336
top1_short26_riskadj_rocfilter_w2_1_1_trend200_vol16_posscore,2_1_1,26,16,200,0.1436112962792222,34.191102535040265,-0.6746032367422374,0.5884268498862018,0.23085683644035138,4.310286886639646,-0.41756159794812175,0.8230719500269223,340
top1_short26_riskadj_rocfilter_w1_1_2_trend0_vol18_posscore,1_1_2,26,18,0,0.14986455715816893,39.67007840141496,-0.6877878793909822,0.5987619899282944,0.22879320042090057,4.239141287009648,-0.3403785694845085,0.821844478924152,351
top1_short22_riskadj_rocfilter_w1_1_1_trend200_vol7_posscore,1_1_1,22,7,200,0.15109095714260246,40.8369119995399,-0.6922000431560593,0.6046210169836634,0.2269288511436962,4.175585301019922,-0.28200119859935724,0.8115354437776106,362
top1_short22_riskadj_rocfilter_w2_1_1_trend200_vol7_posscore,2_1_1,22,7,200,0.12941193603010093,24.261022579230602,-0.7356262846656771,0.5464273632417256,0.2269288511436962,4.175585301019922,-0.28200119859935724,0.8115354437776106,359
top1_short24_riskadj_rocfilter_w1_1_1_trend200_vol10_posscore,1_1_1,24,10,200,0.14856234596772766,38.46541381177923,-0.7166711164402826,0.6022975743139682,0.2266461055883473,4.166005653783798,-0.4410077566289061,0.818492976897839,343
top1_short24_riskadj_rocfilter_w1_1_1_trend200_vol12_posscore,1_1_1,24,12,200,0.15263164135482166,42.34847484350397,-0.716642354293169,0.61935115582242,0.22573728571094298,4.135319172325384,-0.4592044762276428,0.8416390784508188,338
top1_short24_riskadj_rocfilter_w2_1_1_trend200_vol12_posscore,2_1_1,24,12,200,0.13048705871404787,24.906925339711954,-0.7388449633800418,0.5581272028416138,0.22573728571094298,4.135319172325384,-0.4592044762276428,0.8416390784508188,340
top1_short30_riskadj_rocfilter_w1_1_2_trend0_vol18_posscore,1_1_2,30,18,0,0.09069250214115998,9.010152246754915,-0.6820056862404309,0.43252235633511654,0.22496097961041328,4.109233558513036,-0.3633604674512261,0.8157256585969738,361
top1_short26_riskadj_rocfilter_w2_1_1_trend0_vol16_posscore,2_1_1,26,16,0,0.12496608300425249,21.750844561310316,-0.6672684609574437,0.5291487138031163,0.22467361931024232,4.099607076903943,-0.4176248240878746,0.8016758962226311,349
top1_short22_riskadj_rocfilter_w2_1_1_trend0_vol5_posscore,2_1_1,22,5,0,0.08069330568586497,6.839768330980047,-0.8780335628028263,0.4024033182566042,0.22392293809241615,4.074534380154038,-0.3122892136931277,0.7979094936282106,379
top1_short30_riskadj_rocfilter_w2_1_1_trend0_vol5_posscore,2_1_1,30,5,0,0.08824417579590937,8.430677920986618,-0.7405323184273822,0.427215885680051,0.22213821417227386,4.015357621170791,-0.3104456593989884,0.8071673742113364,345
top1_short24_riskadj_rocfilter_w1_1_1_trend0_vol14_posscore,1_1_1,24,14,0,0.14919467795995334,39.04602599276154,-0.7157177789803688,0.6034164225440698,0.22132197322472202,3.988495196965512,-0.48868296507486053,0.8372217041753847,351
top1_short22_riskadj_rocfilter_w1_1_1_trend0_vol7_posscore,1_1_1,22,7,0,0.11955389071322897,19.018033996701163,-0.742598872012074,0.5133538203982061,0.22119396696474203,3.9842939690628993,-0.2800763686121498,0.7971925817631681,381
