ticker,strategy,label,params,start,end,candles,trades,exposure,total_return,cagr,benchmark_total_return,benchmark_cagr,excess_total_return,max_drawdown,benchmark_max_drawdown,sharpe,train_ratio
MLAS3,rsi_reversion_atr,rsi_atr_21_45_75_atr14x2,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,2025-01-17,2026-07-17,374,5,0.839572192513369,0.7908927561275636,0.4767005102897208,0.5008811842721252,0.3121030106576579,0.29001157185543835,-0.3188496582433543,-0.3503408357073504,1.0733909225653067,0.7
MLAS3,rsi_reversion_trend_entry,rsi_trend_21_50_75_ma200,rsi_period=21;lower=50;upper=75;trend_window=200,2025-01-17,2026-07-17,374,3,0.9625668449197861,0.7861773532581515,0.4740983821224434,0.5008811842721252,0.3121030106576579,0.2852961689860263,-0.3503634373698077,-0.3503408357073504,1.044830408184593,0.7
MLAS3,rsi_cross_reversion,rsi_cross_10_35_85,rsi_period=10;lower=35;upper=85,2025-01-17,2026-07-17,374,3,0.8288770053475936,0.7349704912581518,0.4456923789801315,0.5008811842721252,0.3121030106576579,0.2340893069860266,-0.3503634373698077,-0.3503408357073504,1.0291550162975345,0.7
MLAS3,rsi_reversion_hold,rsi_hold_7_50_85_max40,rsi_period=7;lower=50;upper=85;max_hold=40,2025-01-17,2026-07-17,374,20,0.8663101604278075,0.7290832770369831,0.4424088908927599,0.5008811842721252,0.3121030106576579,0.2282020927648578,-0.33553400299932246,-0.3503408357073504,1.038656399142933,0.7
MLAS3,rsi_reversion,rsi_14_40_80,rsi_period=14;lower=40;upper=80,2025-01-17,2026-07-17,374,3,0.8368983957219251,0.6864936639877852,0.41854395132507216,0.5008811842721252,0.3121030106576579,0.18561247971565997,-0.3503634373698077,-0.3503408357073504,0.9857270766526938,0.7
MLAS3,rsi_reversion_atr,rsi_atr_14_45_80_atr14x3,rsi_period=14;lower=45;upper=80;atr_period=14;atr_mult=3,2025-01-17,2026-07-17,374,3,0.8422459893048129,0.6605377715746625,0.4039018242008863,0.5008811842721252,0.3121030106576579,0.1596565873025373,-0.3503634373698077,-0.3503408357073504,0.9630388092934188,0.7
MLAS3,rsi_reversion,rsi_14_50_80,rsi_period=14;lower=50;upper=80,2025-01-17,2026-07-17,374,3,0.9652406417112299,0.6585521944169017,0.4027786210244346,0.5008811842721252,0.3121030106576579,0.15767101014477647,-0.3503634373698077,-0.3503408357073504,0.9403191464268342,0.7
MLAS3,rsi_reversion,rsi_7_50_90,rsi_period=7;lower=50;upper=90,2025-01-17,2026-07-17,374,3,0.9786096256684492,0.6319722018221252,0.38769966796380473,0.5008811842721252,0.3121030106576579,0.13109101754999997,-0.3503634373698077,-0.3503408357073504,0.9170918016244746,0.7
MLAS3,rsi_reversion_hold,rsi_hold_14_50_85_max40,rsi_period=14;lower=50;upper=85;max_hold=40,2025-01-17,2026-07-17,374,18,0.8743315508021391,0.5950210494380643,0.3666012743600482,0.5008811842721252,0.3121030106576579,0.09413986516593909,-0.3849958177324825,-0.3503408357073504,0.9156163174256984,0.7
MLAS3,rsi_reversion,rsi_21_45_70,rsi_period=21;lower=45;upper=70,2025-01-17,2026-07-17,374,3,0.8368983957219251,0.5926291456507844,0.36522999938976963,0.5008811842721252,0.3121030106576579,0.09174796137865915,-0.3503634373698077,-0.3503408357073504,0.905768258064972,0.7
MLAS3,rsi_cross_reversion,rsi_cross_14_55_80,rsi_period=14;lower=55;upper=80,2025-01-17,2026-07-17,374,3,0.9518716577540107,0.5874633429863609,0.36226612362356647,0.5008811842721252,0.3121030106576579,0.08658215871423569,-0.3503634373698077,-0.3503408357073504,0.8818954442931892,0.7
LOGG3,rsi_reversion,rsi_21_45_70,rsi_period=21;lower=45;upper=70,2024-04-15,2026-07-17,565,5,0.9504424778761061,0.9225439805760882,0.33654994225746404,0.594424209953542,0.2300315243270643,0.32811977062254627,-0.2625750801829464,-0.26260718465613897,1.1575040186231458,0.7
MLAS3,rsi_reversion_trend_entry,rsi_trend_21_50_80_ma50,rsi_period=21;lower=50;upper=80;trend_window=50,2025-01-17,2026-07-17,374,1,0.9973262032085561,0.5404165484268812,0.33512427300594316,0.5008811842721252,0.3121030106576579,0.039535364154756,-0.3503634373698077,-0.3503408357073504,0.82891376439039,0.7
LOGG3,rsi_reversion_hold,rsi_hold_14_50_85_max40,rsi_period=14;lower=50;upper=85;max_hold=40,2024-04-15,2026-07-17,565,27,0.9185840707964602,0.8907928011772692,0.32670832587892273,0.594424209953542,0.2300315243270643,0.2963685912237273,-0.2532945665412133,-0.26260718465613897,1.1120069242700785,0.7
LOGG3,rsi_reversion_hold,rsi_hold_7_50_85_max40,rsi_period=7;lower=50;upper=85;max_hold=40,2024-04-15,2026-07-17,565,27,0.8973451327433628,0.8017950039354313,0.2986222952438866,0.594424209953542,0.2300315243270643,0.2073707939818894,-0.25922761131634875,-0.26260718465613897,1.0776707394828087,0.7
PETR4,breakout,breakout_5_55,lookback=5;exit_lookback=55,2018-07-02,2026-07-17,1999,35,0.9089544772386193,6.708952393077103,0.2891639629449707,3.8987021880250587,0.21848328922685778,2.8102502050520446,-0.40720811891674413,-0.5983653896843235,0.9724641016952894,0.7
GGBR3,rsi_reversion_atr,rsi_atr_21_45_75_atr14x2,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,2018-07-02,2026-07-17,1999,39,0.8774387193596799,6.149824688305826,0.27714890799959147,2.508794543975277,0.16895208516572868,3.6410301443305495,-0.4979887175327925,-0.5900160630784312,0.9410065618181197,0.7
PETR4,rsi_reversion_atr,rsi_atr_21_45_75_atr14x2,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,2018-07-02,2026-07-17,1999,11,0.9379689844922461,5.276679016509815,0.2566286701518241,3.8987021880250587,0.21848328922685778,1.3779768284847567,-0.5299821040555797,-0.5983653896843235,0.8598503201281087,0.7
PETR4,rsi_cross_reversion,rsi_cross_10_35_85,rsi_period=10;lower=35;upper=85,2018-07-02,2026-07-17,1999,9,0.9054527263631816,5.18625628427429,0.2543630017996068,3.8987021880250587,0.21848328922685778,1.287554096249231,-0.6146736826422765,-0.5983653896843235,0.8300580624655558,0.7
PETR4,rsi_reversion,rsi_21_45_70,rsi_period=21;lower=45;upper=70,2018-07-02,2026-07-17,1999,15,0.8049024512256128,5.173882206235759,0.2540506995597993,3.8987021880250587,0.21848328922685778,1.2751800182107003,-0.6007073675794781,-0.5983653896843235,0.8631756717253025,0.7
PETR4,rsi_reversion,rsi_14_40_80,rsi_period=14;lower=40;upper=80,2018-07-02,2026-07-17,1999,9,0.9139569784892446,5.0402878153647634,0.2506436196201127,3.8987021880250587,0.21848328922685778,1.1415856273397047,-0.6008808496903821,-0.5983653896843235,0.8294228840451034,0.7
LOGG3,rsi_reversion_atr,rsi_atr_14_45_80_atr14x3,rsi_period=14;lower=45;upper=80;atr_period=14;atr_mult=3,2024-04-15,2026-07-17,565,1,0.9982300884955753,0.6404225355171778,0.2456557315586405,0.594424209953542,0.2300315243270643,0.04599832556363581,-0.2625750801829464,-0.26260718465613897,0.933042733202278,0.7
LOGG3,rsi_reversion,rsi_14_50_80,rsi_period=14;lower=50;upper=80,2024-04-15,2026-07-17,565,1,0.9982300884955753,0.6404225355171778,0.2456557315586405,0.594424209953542,0.2300315243270643,0.04599832556363581,-0.2625750801829464,-0.26260718465613897,0.933042733202278,0.7
LOGG3,rsi_reversion,rsi_14_40_80,rsi_period=14;lower=40;upper=80,2024-04-15,2026-07-17,565,1,0.9982300884955753,0.6404225355171778,0.2456557315586405,0.594424209953542,0.2300315243270643,0.04599832556363581,-0.2625750801829464,-0.26260718465613897,0.933042733202278,0.7
LOGG3,rsi_reversion,rsi_7_50_90,rsi_period=7;lower=50;upper=90,2024-04-15,2026-07-17,565,1,0.9982300884955753,0.6404225355171778,0.2456557315586405,0.594424209953542,0.2300315243270643,0.04599832556363581,-0.2625750801829464,-0.26260718465613897,0.933042733202278,0.7
LOGG3,rsi_cross_reversion,rsi_cross_10_35_85,rsi_period=10;lower=35;upper=85,2024-04-15,2026-07-17,565,1,0.9982300884955753,0.6404225355171778,0.2456557315586405,0.594424209953542,0.2300315243270643,0.04599832556363581,-0.2625750801829464,-0.26260718465613897,0.933042733202278,0.7
