strategy,signal_mode,lookback,skip,top_n,trend_window,vol_window,rebalance,score,weighting,absolute_momentum,max_weight,target_vol,roc_windows,roc_weights,positive_rule,full_start,full_end,full_candles,full_trades,full_exposure,full_avg_positions,full_total_return,full_cagr,full_max_drawdown,full_volatility,full_sharpe,full_turnover,train_end,train_total_return,train_cagr,train_max_drawdown,train_sharpe,test_start,test_total_return,test_cagr,test_max_drawdown,test_sharpe,test_trades,test_exposure
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posscore_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,"252,126,63","1,1,1",score,2000-01-03,2026-07-17,6662,815,0.9118883218252777,2.2472230561392976,32.89259919070029,0.1419921121221317,-0.5899895059559865,0.27969671995993156,0.6146433420110013,133.2065752253541,2018-07-02,18.490423043663935,0.17419979732300472,-0.5899895059559865,0.7019548157933587,2018-07-03,0.5838194113592459,0.05887372864220075,-0.5144024348637095,0.35106477139337444,295,0.96996996996997
top2_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_posscore_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,"252,126,63","2,1,1",score,2000-01-03,2026-07-17,6662,597,0.8988291804262984,1.6317922545782046,20.396424555416665,0.12236694171098517,-0.6279505519805788,0.29271319433119763,0.540983054443155,143.47001338950292,2018-07-02,11.505759708466593,0.1463623214678802,-0.6279505519805788,0.6127727618826097,2018-07-03,0.5656219900633144,0.0573525600350413,-0.5671716166690897,0.33830214839524153,200,0.96996996996997
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_inv_vol_monthly_target0.35_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.35,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,830,0.9120384268988292,2.2544280996697688,18.60088905846224,0.11866575392299694,-0.6221756583163941,0.26094674635380305,0.5606203442220745,139.93335434615227,2018-07-02,10.470441537211597,0.14101832537056236,-0.6039729009880095,0.6329718474746064,2018-07-03,0.5617515717847905,0.057027026682746174,-0.5677104224313647,0.34617949184116514,292,0.96996996996997
top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posscore_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,"252,126,63","2,1,1",score,2000-01-03,2026-07-17,6662,595,0.8988291804262984,1.6317922545782046,18.481407631303224,0.11840801571776294,-0.6209263230169234,0.28860774099675,0.5321016851296245,144.34272356702368,2018-07-02,10.505346684030028,0.14120580001818528,-0.6209263230169234,0.5951718428714183,2018-07-03,0.5527751335454638,0.056269308436801335,-0.49774401386176004,0.33785395015986625,208,0.96996996996997
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,"252,126,63","1,1,2",all_windows,2000-01-03,2026-07-17,6662,614,0.8009606724707296,1.6113779645752027,23.660077714549676,0.12838762079669053,-0.7771626981475245,0.2778287176965484,0.5735257308405688,176.6802304648729,2018-07-02,13.554509433211546,0.15580484252826055,-0.5964342597192211,0.6510207647747402,2018-07-03,0.54660487678251,0.05574623790015343,-0.6053247068793954,0.33913197657383304,248,0.9269269269269269
top1_roc_combo_roc12_6_3_w1_1_2_skip0_trend0_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,1,0,63,monthly,roc_combo,equal,True,1.0,0.0,"252,126,63","1,1,2",all_windows,2000-01-03,2026-07-17,6662,192,0.8009606724707296,0.8009606724707296,21.102528929094614,0.1237410964811736,-0.729082929206329,0.33910801314854316,0.5131297082707131,180.89667871258055,2018-07-02,12.263610230531594,0.15001501102019188,-0.5683372373520967,0.585792834281738,2018-07-03,0.5199186396466713,0.053462713720413335,-0.5952807748371418,0.32450426274694844,75,0.9269269269269269
top1_roc_combo_roc12_6_3_w1_1_2_skip0_trend200_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,1,200,63,monthly,roc_combo,equal,True,1.0,0.0,"252,126,63","1,1,2",all_windows,2000-01-03,2026-07-17,6662,192,0.8009606724707296,0.8009606724707296,21.102528929094614,0.1237410964811736,-0.729082929206329,0.33910801314854316,0.5131297082707131,180.89667871258055,2018-07-02,12.263610230531594,0.15001501102019188,-0.5683372373520967,0.585792834281738,2018-07-03,0.5199186396466713,0.053462713720413335,-0.5952807748371418,0.32450426274694844,75,0.9269269269269269
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,"252,126,63","1,1,1",all_windows,2000-01-03,2026-07-17,6662,620,0.8009606724707296,1.6113779645752027,22.70807538860908,0.12671469150402004,-0.7402488042131266,0.2747253025653143,0.5713236019705279,177.78604262548825,2018-07-02,13.4283982918299,0.15526110232615098,-0.5964402875421042,0.6496262683971037,2018-07-03,0.5038347891724753,0.052069416623595766,-0.5572429223009999,0.3281629005107511,251,0.9269269269269269
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_inv_vol_monthly_target0.25_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.25,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,840,0.9120384268988292,2.2544280996697688,16.976454896209066,0.11502454016576946,-0.5892368560775425,0.24506653851597848,0.5672636088500755,130.05338485225474,2018-07-02,10.031992330802234,0.13861631586769319,-0.5335395742048248,0.6565447612848043,2018-07-03,0.4932111906462866,0.051141952478714,-0.5677104224313647,0.3257393830861383,298,0.96996996996997
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,"252,126,63","1,1,1",all_windows,2000-01-03,2026-07-17,6662,504,0.8009606724707296,1.322425697988592,26.663258886563032,0.1332850660107725,-0.6994149320169807,0.29236817535760734,0.5739207572758477,164.8867201335541,2018-07-02,15.9557096010779,0.16538766146865225,-0.5672481693135336,0.6667286607019794,2018-07-03,0.48858102283455795,0.050735919461581735,-0.596949089995934,0.3166953552798574,194,0.9269269269269269
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_posscore_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,"252,126,63","1,1,1",score,2000-01-03,2026-07-17,6662,620,0.9118883218252777,1.6639147403182228,37.75991840064036,0.1477818469899328,-0.5777360478458127,0.28926488738728073,0.6212172207725271,151.30322810370893,2018-07-02,22.950810993459445,0.18735696586557893,-0.5777360478458127,0.7318518509669747,2018-07-03,0.47534947082304657,0.04956947991343408,-0.5605998477939194,0.31366386128772167,201,0.96996996996997
top2_roc_combo_roc12_6_3_w1_1_2_skip0_trend200_vol63_inv_vol_monthly_posscore_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,628,0.9120384268988292,1.6642149504653256,46.743876313187435,0.1568344727094706,-0.6297931555024472,0.2961357002031738,0.6402953732071318,154.94287380993387,2018-07-02,28.743324146369478,0.2013449580813642,-0.6297931555024472,0.7616411651834123,2018-07-03,0.4662797074489946,0.04876462388846936,-0.5703239487064078,0.31056923589273333,205,0.96996996996997
top1_roc_combo_roc12_6_3_w1_1_1_skip0_trend0_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,1,0,63,monthly,roc_combo,equal,True,1.0,0.0,"252,126,63","1,1,1",all_windows,2000-01-03,2026-07-17,6662,188,0.8009606724707296,0.8009606724707296,21.31932764923175,0.12415454021598271,-0.6586583764272119,0.3382752666808587,0.5147889357176856,178.82491706501918,2018-07-02,12.861695822154719,0.15276085224200942,-0.5683424999484465,0.5943187282782729,2018-07-03,0.46556760719383017,0.04870124729719638,-0.5621993720792772,0.3120293893278667,72,0.9269269269269269
top1_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,1,200,63,monthly,roc_combo,equal,True,1.0,0.0,"252,126,63","1,1,1",all_windows,2000-01-03,2026-07-17,6662,188,0.8009606724707296,0.8009606724707296,21.31932764923175,0.12415454021598271,-0.6586583764272119,0.3382752666808587,0.5147889357176856,178.82491706501918,2018-07-02,12.861695822154719,0.15276085224200942,-0.5683424999484465,0.5943187282782729,2018-07-03,0.46556760719383017,0.04870124729719638,-0.5621993720792772,0.3120293893278667,72,0.9269269269269269
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,2",all_windows,2000-01-03,2026-07-17,6662,613,0.8009606724707296,1.6113779645752027,24.854797443696047,0.13040125273556025,-0.7692093054299515,0.28085605933298374,0.5767043146336652,173.97335050854318,2018-07-02,15.304473064132925,0.16292233097150488,-0.6112892304005794,0.6683012560028875,2018-07-03,0.44884405005225747,0.0472050512872364,-0.6042223654016861,0.30771629420850666,237,0.9269269269269269
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posscore_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,1",score,2000-01-03,2026-07-17,6662,613,0.9118883218252777,1.6639147403182228,37.2835335675958,0.14724704539184863,-0.586755441927555,0.292787552516174,0.6156905307769479,139.92386824679437,2018-07-02,23.158686047333795,0.18791191337028668,-0.586755441927555,0.7279968957073883,2018-07-03,0.44456845818788815,0.04682010311107887,-0.5639772659368931,0.3040472606030985,194,0.96996996996997
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_inv_vol_monthly_posscore_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,632,0.9120384268988292,1.6642149504653256,31.438834251698466,0.1401069202177221,-0.6297696543839797,0.29249108254547423,0.5947664428074061,161.36590638448405,2018-07-02,19.649541808169364,0.17787335659457626,-0.6297696543839797,0.7002941718491014,2018-07-03,0.4313726677862255,0.04562571131472559,-0.5672907507511398,0.3000547173850738,210,0.96996996996997
top3_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_posscore_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,"252,126,63","2,1,1",score,2000-01-03,2026-07-17,6662,785,0.8988291804262984,2.1820774542179526,18.45876792806735,0.11835900732682281,-0.66771211024057,0.27019768560422125,0.5493685435204978,139.71427253542495,2018-07-02,11.50860489922623,0.14637642219008717,-0.66771211024057,0.6363157199220546,2018-07-03,0.42510865342356174,0.04505535795799154,-0.5678760844171913,0.30040824126040616,287,0.96996996996997
top2_roc_combo_roc12_6_3_w1_1_2_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,"252,126,63","1,1,2",all_windows,2000-01-03,2026-07-17,6662,507,0.8009606724707296,1.322425697988592,33.34379329370649,0.1425613998621913,-0.6681414700235382,0.29552830647195183,0.5985636865736089,167.4323375419073,2018-07-02,21.07748147271235,0.1821396210771653,-0.5785031126576958,0.7092623601190735,2018-07-03,0.4205141901533984,0.04463562404616184,-0.5670395003434239,0.2966793696801791,201,0.9269269269269269
top2_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,"252,126,63","1,1,1",all_windows,2000-01-03,2026-07-17,6662,504,0.8009606724707296,1.322425697988592,28.053287794771702,0.13538085846739367,-0.6593349171953014,0.29676579089580857,0.5759787022968299,164.39277617656728,2018-07-02,17.654086892917082,0.1714185446005898,-0.5766388320573109,0.6782180279511143,2018-07-03,0.4198560989002911,0.04457540586299502,-0.5651891799622533,0.29612634923487263,198,0.9269269269269269
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_target0.35_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.35,"252,126,63","1,1,1",score,2000-01-03,2026-07-17,6662,626,0.9118883218252777,1.6639147403182228,28.3927221189801,0.13587796470416857,-0.5720060859827356,0.27993925484815213,0.5953298157869963,145.1492528423886,2018-07-02,17.8981780353016,0.17224226839647083,-0.5238282670145414,0.7059569134197303,2018-07-03,0.41832744311777925,0.04443543290704177,-0.5605998477939194,0.2962147784528851,207,0.96996996996997
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_equal_monthly_posscore_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,820,0.9120384268988292,2.2544280996697688,22.174026855290965,0.12574769083582482,-0.6568079608918644,0.277017203203035,0.5664059458314735,135.63862313814485,2018-07-02,13.919703037579975,0.1573546350493258,-0.6568079608918644,0.657598754744128,2018-07-03,0.4152777194885955,0.04415578669822873,-0.5709504586523156,0.2971092764164086,270,0.96996996996997
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,1",all_windows,2000-01-03,2026-07-17,6662,618,0.8009606724707296,1.6113779645752027,23.61483782598505,0.12830953970776848,-0.7387161931006337,0.2785688753363634,0.5723386688079084,175.31181207230105,2018-07-02,14.916125815991975,0.16140747892907314,-0.6112875979997335,0.6641003084621278,2018-07-03,0.4101315939728152,0.04368271109733546,-0.5623745022167841,0.29540003564814515,238,0.9269269269269269
top3_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,"252,126,63","2,1,1",all_windows,2000-01-03,2026-07-17,6662,619,0.8009606724707296,1.6113779645752027,21.167330748843128,0.12386508355281456,-0.7402501939845179,0.2746658208130888,0.5621659121172495,179.07083976813936,2018-07-02,13.426696101192844,0.15525373246457175,-0.5964206815917681,0.6496079355862184,2018-07-03,0.4076665255759293,0.04345556535321182,-0.5572429223009999,0.29549296767697264,251,0.9269269269269269
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_target0.25_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.25,"252,126,63","1,1,1",score,2000-01-03,2026-07-17,6662,639,0.9118883218252777,1.6639147403182228,23.178338439580106,0.12754899491456473,-0.5384980717878286,0.25329997469939136,0.6008595490368713,133.6883041870204,2018-07-02,14.788159649994995,0.16090064666563197,-0.4462337453493719,0.7232059007958315,2018-07-03,0.39614710730807756,0.04238946025104684,-0.5385913218833387,0.2901928423919131,208,0.96996996996997
top3_roc_combo_roc12_6_3_w1_1_2_skip0_trend200_vol63_inv_vol_monthly_posscore_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,818,0.9120384268988292,2.2544280996697688,23.412620722423043,0.1279588293941034,-0.651293682290337,0.27476840305883604,0.5759093516872756,144.88405708388228,2018-07-02,15.082743521423446,0.1620616513153199,-0.651293682290337,0.6763220654719009,2018-07-03,0.39176460838223504,0.04198184313464948,-0.570621057280603,0.28906908880442567,289,0.96996996996997
top2_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posscore_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,"252,126,63","1,1,1",score,2000-01-03,2026-07-17,6662,613,0.9118883218252777,1.6639147403182228,41.63402408749659,0.15190997976026055,-0.5652895112424476,0.30291226704078783,0.6184079390506364,136.31829639310112,2018-07-02,26.904859881615806,0.19720752935477948,-0.564688935033846,0.741558631780207,2018-07-03,0.3900374272700422,0.04182088886903257,-0.5645081602867672,0.2872144738437493,213,0.96996996996997
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_equal_monthly_posscore_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,617,0.9120384268988292,1.6642149504653256,30.48062525608289,0.13881936241408588,-0.6430174987305952,0.29610865625681465,0.5873202118490537,149.18917616184262,2018-07-02,19.858364412183764,0.17851436238910967,-0.6430174987305952,0.6972418935827429,2018-07-03,0.3802229466321905,0.04090294868373645,-0.5684572403224222,0.28409082356450754,198,0.96996996996997
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_inv_vol_monthly_target0.35_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.35,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,638,0.9120384268988292,1.6642149504653256,28.514740310462017,0.13605531310674213,-0.5744641856389572,0.2808588914860588,0.5949143128820621,154.39356308808212,2018-07-02,18.548119092025743,0.1743874800774794,-0.5744641856389572,0.7127562178323283,2018-07-03,0.3771019538179432,0.04060984703130699,-0.5672907507511398,0.2830285809366973,211,0.96996996996997
top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_inv_vol_monthly_target0.25_adjusted,adjusted,252,0,1,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.25,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,360,0.9120384268988292,0.9120384268988292,9.791868238075798,0.09378758766187278,-0.4839059620025554,0.2503643956114678,0.4832249177845688,157.17120116291096,2018-07-02,6.313687829332633,0.1135885859521435,-0.405243164804873,0.5616001746158854,2018-07-03,0.372988938095566,0.040222691966972146,-0.464905883391733,0.28201213832962624,111,0.96996996996997
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,"252,126,63","1,1,2",all_windows,2000-01-03,2026-07-17,6662,610,0.8009606724707296,1.6113779645752027,20.314273869153357,0.1222042425701364,-0.7610651663010208,0.28325168002565915,0.5485254468968386,162.87219189148593,2018-07-02,13.202925926462473,0.15427765531727977,-0.5714096900340969,0.6420304017591252,2018-07-03,0.371708941617638,0.040101999669092336,-0.6082388910917071,0.281595213930142,250,0.9269269269269269
top2_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,"252,126,63","2,1,1",all_windows,2000-01-03,2026-07-17,6662,507,0.8009606724707296,1.322425697988592,22.75991726634706,0.126807442520241,-0.6909058730599464,0.29703295217083053,0.550228112254722,167.7159052692412,2018-07-02,14.893049702332366,0.16131636751590084,-0.5736835134700182,0.6506789822231333,2018-07-03,0.3641987676842722,0.03939186381144477,-0.560535728331276,0.27916534275342164,192,0.9269269269269269
top1_roc_combo_roc12_6_3_w1_1_2_skip0_trend200_vol63_equal_monthly_posscore_adjusted,adjusted,252,0,1,200,63,monthly,roc_combo,equal,True,1.0,0.0,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,175,0.9120384268988292,0.9120384268988292,24.7765823393418,0.13027219266988777,-0.599129317096887,0.35613763784981406,0.5216854861367684,164.9134716586185,2018-07-02,16.278382690410183,0.16657617309876316,-0.5796013193276801,0.612583623849484,2018-07-03,0.3602180832405135,0.03901407503967769,-0.5952807748371418,0.2875332771989338,71,0.96996996996997
top1_roc_combo_roc12_6_3_w1_1_2_skip0_trend0_vol63_equal_monthly_posscore_adjusted,adjusted,252,0,1,0,63,monthly,roc_combo,equal,True,1.0,0.0,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,177,0.9271990393275292,0.9271990393275292,21.26960338317716,0.12406005669200981,-0.696392007835633,0.3634496282620656,0.5032030609627441,166.90209837854496,2018-07-02,13.928589826809835,0.15739189941297926,-0.6858539430325592,0.583321227092682,2018-07-03,0.3602180832405135,0.03901407503967769,-0.5952807748371418,0.2875332771989338,71,0.96996996996997
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_inv_vol_monthly_target0.25_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.25,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,649,0.9120384268988292,1.6642149504653256,22.368191223049756,0.12610172170874256,-0.544631889318913,0.2544064219520576,0.5943453012924486,141.18127424541646,2018-07-02,14.86242342928052,0.16119525236811238,-0.5031268253132803,0.723999225589149,2018-07-03,0.34634473497650364,0.03768980769395758,-0.5448663958976707,0.2729171132207261,209,0.96996996996997
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,"252,126,63","1,1,1",all_windows,2000-01-03,2026-07-17,6662,615,0.8009606724707296,1.6113779645752027,19.522453158911624,0.12060435311170159,-0.7216212161569162,0.28049831940103337,0.5459438983003797,163.65289689684226,2018-07-02,12.871323322401528,0.1528041293910185,-0.5681388815181982,0.6377878578742449,2018-07-03,0.34580394477565846,0.037637945528604444,-0.5621683247185447,0.2726573377140777,252,0.9269269269269269
top2_roc_combo_roc12_6_3_w1_1_2_skip0_trend200_vol63_equal_monthly_posscore_adjusted,adjusted,252,0,2,200,63,monthly,roc_combo,equal,True,1.0,0.0,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,619,0.9120384268988292,1.6642149504653256,41.94886581039485,0.15222942238027892,-0.6430337679733588,0.2999345000412711,0.6227165294200293,143.88251943345486,2018-07-02,28.124457263195854,0.19997989941707006,-0.6430337679733588,0.7523710865964847,2018-07-03,0.34481054110867726,0.03754262984453516,-0.5745526635056152,0.2733567461441028,199,0.96996996996997
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_score_inv_vol_monthly_posscore_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,828,0.9120384268988292,2.2544280996697688,25.11421262691181,0.1308266313970854,-0.6027184055370851,0.2841165998688334,0.5749983033041065,142.4988327646964,2018-07-02,16.83468675793688,0.16857677131179694,-0.6027184055370851,0.6823350486551156,2018-07-03,0.3302683171186098,0.03614021996731309,-0.5795883930859003,0.26752374584223054,299,0.96996996996997
top3_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,"252,126,63","2,1,1",all_windows,2000-01-03,2026-07-17,6662,615,0.8009606724707296,1.6113779645752027,17.81846476918263,0.11694971884892102,-0.7190120594722181,0.2805682734309497,0.5342511888530975,165.7233560139479,2018-07-02,12.083798126050727,0.14916656173979903,-0.5671208830143254,0.627002468372358,2018-07-03,0.31752789910211554,0.03490049533474626,-0.5500393614770622,0.26258639290520497,251,0.9269269269269269
top3_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,3,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,"252,126,63","2,1,1",all_windows,2000-01-03,2026-07-17,6662,616,0.8009606724707296,1.6113779645752027,21.850072289800487,0.12515060239787057,-0.7386345312766491,0.27859106309374865,0.5622488327487898,176.5380709228157,2018-07-02,14.912523057909109,0.1613932623951051,-0.6112868669639633,0.664061716463547,2018-07-03,0.3144594838548611,0.03460035089353464,-0.5627077559472358,0.2613887503215579,239,0.9269269269269269
top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend0_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,1,0,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,2",all_windows,2000-01-03,2026-07-17,6662,200,0.8009606724707296,0.8009606724707296,10.293995493130167,0.09566381852136763,-0.7495279079245634,0.325473531475774,0.4430622634946048,188.84307497852384,2018-07-02,6.90916981550029,0.11831175105783509,-0.5688076389259882,0.5098609247558039,2018-07-03,0.3040321162510826,0.03357576717181443,-0.620850786693601,0.2673045179908541,74,0.9269269269269269
top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,1,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,2",all_windows,2000-01-03,2026-07-17,6662,200,0.8009606724707296,0.8009606724707296,10.293995493130167,0.09566381852136763,-0.7495279079245634,0.325473531475774,0.4430622634946048,188.84307497852384,2018-07-02,6.90916981550029,0.11831175105783509,-0.5688076389259882,0.5098609247558039,2018-07-03,0.3040321162510826,0.03357576717181443,-0.620850786693601,0.2673045179908541,74,0.9269269269269269
top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend200_vol63_equal_monthly_posscore_adjusted,adjusted,252,0,1,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,203,0.9120384268988292,0.9120384268988292,18.80628874937449,0.11910531664474133,-0.6243331897872902,0.3454006484156138,0.4981369539347922,190.838457501059,2018-07-02,13.02529751960784,0.15349243414502856,-0.5566431302650436,0.586378961861129,2018-07-03,0.29066332657937766,0.0322516156367223,-0.620850786693601,0.26507511059712047,75,0.96996996996997
top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_2_skip0_trend0_vol63_equal_monthly_posscore_adjusted,adjusted,252,0,1,0,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,2",score,2000-01-03,2026-07-17,6662,205,0.9271990393275292,0.9271990393275292,16.030578526114184,0.11275554394094178,-0.7076275608777087,0.3525263259080822,0.4789156558471663,194.82254042468904,2018-07-02,11.060675118053696,0.14411823652709188,-0.6826313464636833,0.5564123134391995,2018-07-03,0.29066332657937766,0.0322516156367223,-0.620850786693601,0.26507511059712047,75,0.96996996996997
