date,strategy_equity,benchmark_equity,strategy_position,benchmark_position,strategy_trade,benchmark_trade,strategy_trade_price,benchmark_trade_price
2018-12-21,10937.5,10937.5,1,1,BUY,BUY,9.645309012276785,9.645309012276785
2018-12-26,11124.99951410286,11124.99951410286,1,1,,,0.0,0.0
2018-12-27,11468.749282454222,11468.749282454222,1,1,,,0.0,0.0
2018-12-28,11262.50021243875,11262.50021243875,1,1,,,0.0,0.0
2019-01-02,10531.247756963201,10531.247756963201,1,1,,,0.0,0.0
2019-01-03,10374.998491458879,10374.998491458879,1,1,,,0.0,0.0
2019-01-04,10056.249119735181,10056.249119735181,1,1,,,0.0,0.0
2019-01-07,9762.498167150787,9762.498167150787,1,1,,,0.0,0.0
2019-01-08,9918.74842139929,9918.74842139929,1,1,,,0.0,0.0
2019-01-09,10150.000854274973,10150.000854274973,1,1,,,0.0,0.0
2019-01-10,10931.249159284947,10931.249159284947,1,1,,,0.0,0.0
2019-01-11,12249.99956495256,12249.99956495256,1,1,,,0.0,0.0
2019-01-14,12749.997610064065,12749.997610064065,1,1,,,0.0,0.0
2019-01-15,12437.49809031124,12437.49809031124,1,1,,,0.0,0.0
2019-01-16,11999.999553652628,11999.999553652628,1,1,,,0.0,0.0
2019-01-17,11374.99754791443,11374.99754791443,1,1,,,0.0,0.0
2019-01-18,11824.996777258966,11824.996777258966,1,1,,,0.0,0.0
2019-01-21,12218.748327609843,12218.748327609843,1,1,,,0.0,0.0
2019-01-22,11974.999157024962,11974.999157024962,1,1,,,0.0,0.0
2019-01-23,11999.999553652628,11999.999553652628,1,1,,,0.0,0.0
2019-01-24,11749.998553608511,11749.998553608511,1,1,,,0.0,0.0
2019-01-28,11781.250779695412,11781.250779695412,1,1,,,0.0,0.0
2019-01-29,11699.998749097362,11699.998749097362,1,1,,,0.0,0.0
2019-01-30,12124.99758181423,12124.99758181423,1,1,,,0.0,0.0
2019-01-31,12031.2478247628,12031.2478247628,1,1,,,0.0,0.0
2019-02-01,12374.997593114165,12374.997593114165,1,1,,,0.0,0.0
2019-02-04,12531.249824851031,12531.249824851031,1,1,,,0.0,0.0
2019-02-05,12437.49809031124,12437.49809031124,1,1,,,0.0,0.0
2019-02-06,12031.2478247628,12031.2478247628,1,1,,,0.0,0.0
2019-02-07,11499.999531052761,11499.999531052761,1,1,,,0.0,0.0
2019-02-08,11281.24680211882,11281.24680211882,1,1,,,0.0,0.0
2019-02-11,11362.499821461051,11362.499821461051,1,1,,,0.0,0.0
2019-02-12,11343.747299315894,11343.747299315894,1,1,,,0.0,0.0
2019-02-13,11437.499033855685,11437.499033855685,1,1,,,0.0,0.0
2019-02-14,11456.2485897683,11456.2485897683,1,1,,,0.0,0.0
2019-02-15,11268.74907566544,11268.74907566544,1,1,,,0.0,0.0
2019-02-18,8174.999677386899,8174.999677386899,1,1,,,0.0,0.0
2019-02-19,10987.498815766969,10987.498815766969,1,1,,,0.0,0.0
2019-02-20,10931.249159284947,10931.249159284947,1,1,,,0.0,0.0
2019-02-21,10924.997329825714,10924.997329825714,1,1,,,0.0,0.0
2019-02-22,10937.5,10937.5,1,1,,,0.0,0.0
2019-02-25,10843.74925420439,10843.74925420439,1,1,,,0.0,0.0
2019-02-26,10812.498016861671,10812.498016861671,1,1,,,0.0,0.0
2019-02-27,10874.999502802926,10874.999502802926,1,1,,,0.0,0.0
2019-02-28,10918.748466599025,10918.748466599025,1,1,,,0.0,0.0
2019-03-01,11037.499609022301,11037.499609022301,1,1,,,0.0,0.0
2019-03-06,10887.49920674467,10887.49920674467,1,1,,,0.0,0.0
2019-03-07,10768.749053065572,10768.749053065572,1,1,,,0.0,0.0
2019-03-08,10718.750237298604,10718.750237298604,1,1,,,0.0,0.0
2019-03-11,10687.498999955886,10687.498999955886,1,1,,,0.0,0.0
2019-03-12,10787.498608978187,10787.498608978187,1,1,,,0.0,0.0
2019-03-13,10874.999502802926,10874.999502802926,1,1,,,0.0,0.0
2019-03-14,10837.499402233518,10837.499402233518,1,1,,,0.0,0.0
2019-03-15,10937.5,10937.5,1,1,,,0.0,0.0
2019-03-18,11193.749863270805,11193.749863270805,1,1,,,0.0,0.0
2019-03-19,11306.249176234849,11306.249176234849,1,1,,,0.0,0.0
2019-03-20,11249.997542264464,11249.997542264464,1,1,,,0.0,0.0
2019-03-21,11124.99951410286,11124.99951410286,1,1,,,0.0,0.0
2019-03-22,10687.498999955886,10687.498999955886,1,1,,,0.0,0.0
2019-03-25,10631.248354729683,10631.248354729683,1,1,,,0.0,0.0
2019-03-26,10718.750237298604,10718.750237298604,1,1,,,0.0,0.0
2019-03-27,10468.748248510308,10468.748248510308,1,1,,,0.0,0.0
2019-03-28,10874.999502802926,10874.999502802926,1,1,,,0.0,0.0
2019-03-29,10612.498798817069,10612.498798817069,1,1,,,0.0,0.0
2019-04-01,10624.999491502993,10624.999491502993,1,1,,,0.0,0.0
2019-04-02,10774.997916292263,10774.997916292263,1,1,,,0.0,0.0
2019-04-03,10881.250343517979,10881.250343517979,1,1,,,0.0,0.0
2019-04-04,11218.749271154289,11218.749271154289,1,1,,,0.0,0.0
2019-04-05,11356.24996949018,11356.24996949018,1,1,,,0.0,0.0
2019-04-08,11424.999329913944,11424.999329913944,1,1,,,0.0,0.0
2019-04-09,11368.749673431923,11368.749673431923,1,1,,,0.0,0.0
2019-04-10,11187.498033811571,11187.498033811571,1,1,,,0.0,0.0
2019-04-11,11262.50021243875,11262.50021243875,1,1,,,0.0,0.0
2019-04-12,10843.74925420439,10843.74925420439,1,1,,,0.0,0.0
2019-04-15,10843.74925420439,10843.74925420439,1,1,,,0.0,0.0
2019-04-16,10712.499396583551,10712.499396583551,1,1,,,0.0,0.0
2019-04-17,10862.495843884459,10862.495843884459,1,1,,,0.0,0.0
2019-04-18,10768.749053065572,10768.749053065572,1,1,,,0.0,0.0
2019-04-22,10849.99910617526,10849.99910617526,1,1,,,0.0,0.0
2019-04-23,10981.247975051918,10981.247975051918,1,1,,,0.0,0.0
2019-04-24,10968.748271110175,10968.748271110175,1,1,,,0.0,0.0
2019-04-25,11000.000497197074,11000.000497197074,1,1,,,0.0,0.0
2019-04-26,10956.249555912615,10956.249555912615,1,1,,,0.0,0.0
2019-04-29,11024.997927592196,11024.997927592196,1,1,,,0.0,0.0
2019-04-30,10962.500396627667,10962.500396627667,1,1,,,0.0,0.0
2019-05-02,10949.998715197562,10949.998715197562,1,1,,,0.0,0.0
2019-05-03,10699.998703897627,10699.998703897627,1,1,,,0.0,0.0
2019-05-06,10868.749650832055,10868.749650832055,1,1,,,0.0,0.0
2019-05-07,11124.99951410286,11124.99951410286,1,1,,,0.0,0.0
2019-05-08,11187.498033811571,11187.498033811571,1,1,,,0.0,0.0
2019-05-09,11449.998737797428,11449.998737797428,1,1,,,0.0,0.0
2019-05-10,11437.499033855685,11437.499033855685,1,1,,,0.0,0.0
2019-05-13,11249.997542264464,11249.997542264464,1,1,,,0.0,0.0
2019-05-14,11249.997542264464,11249.997542264464,1,1,,,0.0,0.0
2019-05-15,10937.5,10937.5,1,1,,,0.0,0.0
2019-05-16,11056.250153679097,11056.250153679097,1,1,,,0.0,0.0
2019-05-17,11062.500005649967,11062.500005649967,1,1,,,0.0,0.0
2019-05-20,11093.750254248504,11093.750254248504,1,1,,,0.0,0.0
2019-05-21,11093.750254248504,11093.750254248504,1,1,,,0.0,0.0
2019-05-22,11187.498033811571,11187.498033811571,1,1,,,0.0,0.0
2019-05-23,11249.997542264464,11249.997542264464,1,1,,,0.0,0.0
2019-05-24,11093.750254248504,11093.750254248504,1,1,,,0.0,0.0
2019-05-27,11193.749863270805,11193.749863270805,1,1,,,0.0,0.0
2019-05-28,11431.248193140633,11431.248193140633,1,1,,,0.0,0.0
2019-05-29,11399.997944542096,11399.997944542096,1,1,,,0.0,0.0
2019-05-30,11468.749282454222,11468.749282454222,1,1,,,0.0,0.0
2019-05-31,11868.747718543427,11868.747718543427,1,1,,,0.0,0.0
2019-06-03,11900.21647960606,11900.21647960606,1,1,,,0.0,0.0
2019-06-04,11900.21647960606,11900.21647960606,1,1,,,0.0,0.0
2019-06-05,11660.951263884002,11660.951263884002,1,1,,,0.0,0.0
2019-06-06,11623.17332619961,11623.17332619961,1,1,,,0.0,0.0
2019-06-07,11837.253250132075,11837.253250132075,1,1,,,0.0,0.0
2019-06-10,11837.253250132075,11837.253250132075,1,1,,,0.0,0.0
2019-06-11,11805.770646650899,11805.770646650899,1,1,,,0.0,0.0
2019-06-12,11648.360595477568,11648.360595477568,1,1,,,0.0,0.0
2019-06-13,11597.989023154198,11597.989023154198,1,1,,,0.0,0.0
2019-06-14,11623.17332619961,11623.17332619961,1,1,,,0.0,0.0
2019-06-17,11711.323824951556,11711.323824951556,1,1,,,0.0,0.0
