strategy,signal_mode,lookback,skip,top_n,trend_window,vol_window,rebalance,score,weighting,absolute_momentum,max_weight,target_vol,roc_windows,roc_weights,positive_rule,short_window,short_weight,full_start,full_end,full_candles,full_trades,full_exposure,full_avg_positions,full_total_return,full_cagr,full_max_drawdown,full_volatility,full_sharpe,full_turnover,train_end,train_total_return,train_cagr,train_max_drawdown,train_sharpe,test_start,test_total_return,test_cagr,test_max_drawdown,test_sharpe,test_trades,test_exposure
top1_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_2_short21_trend200_vol21_equal_monthly_posall_windows_adjusted,adjusted,252,0,1,200,21,monthly,short_risk_adjusted_roc_filter,equal,True,1.0,0.0,"252,126,63","1,1,2",all_windows,21,1.0,2000-01-03,2026-07-17,6662,282,0.6742719903932753,0.6742719903932753,24.278781410287078,0.12944184805263714,-0.6045703721165175,0.29225858482781186,0.5621749069554419,276.2999190710888,2018-07-02,6.980814356893129,0.11885716498629773,-0.6045703721165175,0.5266553107068512,2018-07-03,2.164476419255102,0.1540896029120855,-0.34981878946495004,0.6475596356666349,104,0.8218218218218218
top2_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_1_short21_trend200_vol21_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,21,monthly,short_risk_adjusted_roc_filter,inv_vol,True,1.0,0.0,"252,126,63","1,1,1",all_windows,21,1.0,2000-01-03,2026-07-17,6662,473,0.6742719903932753,1.0184629240468328,31.751871531736896,0.14051962994663914,-0.49567704266837875,0.2610260077187105,0.6339809705714244,251.7907513070773,2018-07-02,9.397527835405437,0.13497549912170204,-0.49567704266837875,0.6036211268835541,2018-07-03,2.1443423637314045,0.15317355968836033,-0.24249306851613628,0.7155739412143648,191,0.8218218218218218
top2_short_risk_adjusted_roc_filter_roc12_6_3_w2_1_1_short21_trend200_vol21_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,21,monthly,short_risk_adjusted_roc_filter,inv_vol,True,1.0,0.0,"252,126,63","2,1,1",all_windows,21,1.0,2000-01-03,2026-07-17,6662,473,0.6742719903932753,1.0184629240468328,31.751871531736896,0.14051962994663914,-0.49567704266837875,0.2610260077187105,0.6339809705714244,251.7907513070773,2018-07-02,9.397527835405437,0.13497549912170204,-0.49567704266837875,0.6036211268835541,2018-07-03,2.1443423637314045,0.15317355968836033,-0.24249306851613628,0.7155739412143648,191,0.8218218218218218
top2_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_2_short21_trend200_vol21_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,21,monthly,short_risk_adjusted_roc_filter,inv_vol,True,1.0,0.0,"252,126,63","1,1,2",all_windows,21,1.0,2000-01-03,2026-07-17,6662,473,0.6742719903932753,1.0184629240468328,31.751871531736896,0.14051962994663914,-0.49567704266837875,0.2610260077187105,0.6339809705714244,251.7907513070773,2018-07-02,9.397527835405437,0.13497549912170204,-0.49567704266837875,0.6036211268835541,2018-07-03,2.1443423637314045,0.15317355968836033,-0.24249306851613628,0.7155739412143648,191,0.8218218218218218
top2_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_1_short21_trend200_vol63_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,short_risk_adjusted_roc_filter,inv_vol,True,1.0,0.0,"252,126,63","1,1,1",all_windows,21,1.0,2000-01-03,2026-07-17,6662,473,0.6742719903932753,1.0184629240468328,33.24367168559772,0.14243569680367463,-0.47398543344591115,0.26176167655134763,0.6393576514815321,249.16348602181813,2018-07-02,10.472540263172457,0.14102961281199233,-0.47398543344591115,0.6212459372090862,2018-07-03,1.9834245737051726,0.1456617915161036,-0.2389905378892161,0.6911552815118438,191,0.8218218218218218
top2_short_risk_adjusted_roc_filter_roc12_6_3_w2_1_1_short21_trend200_vol63_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,short_risk_adjusted_roc_filter,inv_vol,True,1.0,0.0,"252,126,63","2,1,1",all_windows,21,1.0,2000-01-03,2026-07-17,6662,473,0.6742719903932753,1.0184629240468328,33.24367168559772,0.14243569680367463,-0.47398543344591115,0.26176167655134763,0.6393576514815321,249.16348602181813,2018-07-02,10.472540263172457,0.14102961281199233,-0.47398543344591115,0.6212459372090862,2018-07-03,1.9834245737051726,0.1456617915161036,-0.2389905378892161,0.6911552815118438,191,0.8218218218218218
top2_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_2_short21_trend200_vol63_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,short_risk_adjusted_roc_filter,inv_vol,True,1.0,0.0,"252,126,63","1,1,2",all_windows,21,1.0,2000-01-03,2026-07-17,6662,473,0.6742719903932753,1.0184629240468328,33.24367168559772,0.14243569680367463,-0.47398543344591115,0.26176167655134763,0.6393576514815321,249.16348602181813,2018-07-02,10.472540263172457,0.14102961281199233,-0.47398543344591115,0.6212459372090862,2018-07-03,1.9834245737051726,0.1456617915161036,-0.2389905378892161,0.6911552815118438,191,0.8218218218218218
top2_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_1_short21_trend200_vol21_equal_monthly_posall_windows_adjusted,adjusted,252,0,2,200,21,monthly,short_risk_adjusted_roc_filter,equal,True,1.0,0.0,"252,126,63","1,1,1",all_windows,21,1.0,2000-01-03,2026-07-17,6662,472,0.6742719903932753,1.0184629240468328,27.03879552279153,0.13386109455951445,-0.4668282519743294,0.26344193837441,0.6083885806377242,248.02356903440605,2018-07-02,9.013801013648918,0.13267012212157048,-0.4668282519743294,0.592967394451854,2018-07-03,1.7915382019951696,0.13622594606596672,-0.23494206909449522,0.6506076894308046,188,0.8218218218218218
top2_short_risk_adjusted_roc_filter_roc12_6_3_w2_1_1_short21_trend200_vol21_equal_monthly_posall_windows_adjusted,adjusted,252,0,2,200,21,monthly,short_risk_adjusted_roc_filter,equal,True,1.0,0.0,"252,126,63","2,1,1",all_windows,21,1.0,2000-01-03,2026-07-17,6662,472,0.6742719903932753,1.0184629240468328,27.03879552279153,0.13386109455951445,-0.4668282519743294,0.26344193837441,0.6083885806377242,248.02356903440605,2018-07-02,9.013801013648918,0.13267012212157048,-0.4668282519743294,0.592967394451854,2018-07-03,1.7915382019951696,0.13622594606596672,-0.23494206909449522,0.6506076894308046,188,0.8218218218218218
top2_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_2_short21_trend200_vol21_equal_monthly_posall_windows_adjusted,adjusted,252,0,2,200,21,monthly,short_risk_adjusted_roc_filter,equal,True,1.0,0.0,"252,126,63","1,1,2",all_windows,21,1.0,2000-01-03,2026-07-17,6662,472,0.6742719903932753,1.0184629240468328,27.03879552279153,0.13386109455951445,-0.4668282519743294,0.26344193837441,0.6083885806377242,248.02356903440605,2018-07-02,9.013801013648918,0.13267012212157048,-0.4668282519743294,0.592967394451854,2018-07-03,1.7915382019951696,0.13622594606596672,-0.23494206909449522,0.6506076894308046,188,0.8218218218218218
top2_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_1_short21_trend200_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,short_risk_adjusted_roc_filter,equal,True,1.0,0.0,"252,126,63","1,1,1",all_windows,21,1.0,2000-01-03,2026-07-17,6662,473,0.6742719903932753,1.0184629240468328,30.68839544319308,0.13910171784364733,-0.4667910356469621,0.2642240744622715,0.6248209951407281,248.01913556454434,2018-07-02,10.60286481379063,0.1417267302333427,-0.4667910356469621,0.6205217775817107,2018-07-03,1.7224998127154287,0.13269170518910367,-0.24363334017998173,0.6386228315140441,188,0.8218218218218218
top2_short_risk_adjusted_roc_filter_roc12_6_3_w2_1_1_short21_trend200_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,short_risk_adjusted_roc_filter,equal,True,1.0,0.0,"252,126,63","2,1,1",all_windows,21,1.0,2000-01-03,2026-07-17,6662,473,0.6742719903932753,1.0184629240468328,30.68839544319308,0.13910171784364733,-0.4667910356469621,0.2642240744622715,0.6248209951407281,248.01913556454434,2018-07-02,10.60286481379063,0.1417267302333427,-0.4667910356469621,0.6205217775817107,2018-07-03,1.7224998127154287,0.13269170518910367,-0.24363334017998173,0.6386228315140441,188,0.8218218218218218
top2_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_2_short21_trend200_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,short_risk_adjusted_roc_filter,equal,True,1.0,0.0,"252,126,63","1,1,2",all_windows,21,1.0,2000-01-03,2026-07-17,6662,473,0.6742719903932753,1.0184629240468328,30.68839544319308,0.13910171784364733,-0.4667910356469621,0.2642240744622715,0.6248209951407281,248.01913556454434,2018-07-02,10.60286481379063,0.1417267302333427,-0.4667910356469621,0.6205217775817107,2018-07-03,1.7224998127154287,0.13269170518910367,-0.24363334017998173,0.6386228315140441,188,0.8218218218218218
