rank,trading_strategy,strategy_params,management_strategy,start,end,candles,trades,exposure,avg_positions,initial_equity,final_equity,total_return,cagr,average_annual_return,max_drawdown,annual_volatility,sharpe,turnover
87,buy_and_hold,,top1_momentum_lb252_skip21_trend0_vol63_equal_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,110,0.9821847163619315,0.9887482419127989,10000.0,42913.08126984125,3.2913081269841244,0.18514594558493136,0.31776326762509927,-0.7872996935850691,0.4170187390399101,0.6161858119938173,102.90331454098973
88,buy_and_hold,,top1_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_target0.35_adjusted,2018-01-02,2026-07-31,2133,91,0.9714017815283638,0.9812470698546648,10000.0,42821.86471493945,3.2821864714939455,0.1848518880116099,0.28091142539509706,-0.5858197174966094,0.32444012692812485,0.6855590961398984,63.5275984711643
89,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_1_short21x1_trend0_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,81,0.9226441631504922,0.9324894514767933,10000.0,42602.520905415644,3.260252090541564,0.1841425112381767,0.3147159025098725,-0.6561994197785583,0.36085814053022136,0.6502076772666928,78.91270346137894
90,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_1_short21x1_trend200_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,81,0.9226441631504922,0.9324894514767933,10000.0,42602.520905415644,3.260252090541564,0.1841425112381767,0.3147159025098725,-0.6561994197785583,0.36085814053022136,0.6502076772666928,78.91270346137894
91,buy_and_hold,,top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,224,0.9714017815283638,1.894045944678856,10000.0,42539.812283682586,3.253981228368259,0.18393911312264066,0.2253243213318977,-0.5742220879221483,0.3026141983039862,0.710901964995273,52.90554197945844
92,buy_and_hold,,top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_target0.35_adjusted,2018-01-02,2026-07-31,2133,228,0.9714017815283638,1.8949835911861228,10000.0,42539.23713436825,3.2539237134368255,0.18393724637560527,0.22155888297815207,-0.5596235088080982,0.2880345420548337,0.7318445167401998,52.82995245788277
93,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x1_trend0_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,77,0.9226441631504922,0.9324894514767933,10000.0,42529.514238748976,3.2529514238748973,0.18390568565368248,0.29759747393199276,-0.635739810062357,0.36088639064093714,0.6497666472411969,74.91841222409558
94,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x1_trend200_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,77,0.9226441631504922,0.9324894514767933,10000.0,42529.514238748976,3.2529514238748973,0.18390568565368248,0.29759747393199276,-0.635739810062357,0.36088639064093714,0.6497666472411969,74.91841222409558
95,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_2_short21x2_trend0_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,114,0.9714017815283638,1.0009376465072668,10000.0,42503.01725462201,3.250301725462201,0.18381964352581437,0.27341934920102123,-0.6357403942933069,0.3793706840195958,0.6356976147188145,110.8300972907656
96,buy_and_hold,,top1_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend0_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,77,0.9226441631504922,0.9423347398030942,10000.0,42498.478524463244,3.249847852446324,0.18380490041600184,0.30050737085714674,-0.635739810062357,0.3623356882904394,0.648395781238538,74.90760162253315
97,buy_and_hold,,top1_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,77,0.9226441631504922,0.9423347398030942,10000.0,42498.478524463244,3.249847852446324,0.18380490041600184,0.30050737085714674,-0.635739810062357,0.3623356882904394,0.648395781238538,74.90760162253315
98,buy_and_hold,,top2_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,198,0.9226441631504922,1.6601031411157994,10000.0,42395.73271045758,3.2395732710457583,0.1834707795668804,0.25164414242403277,-0.6061542624347906,0.30941970047254685,0.7006229970341643,58.14912629509466
99,buy_and_hold,,top2_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x1_trend200_vol63_score_inv_vol_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,252,0.9714017815283638,1.8851383028598219,10000.0,42022.98807777246,3.202298807777246,0.18225260970542712,0.21907037013358166,-0.586713169266863,0.30485933437465407,0.703071526701643,69.6562153406824
100,buy_and_hold,,top2_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,199,0.9226441631504922,1.6699484294421003,10000.0,41787.697283438654,3.178769728343865,0.18147873036312245,0.23013165498596905,-0.5679851550101808,0.2873130968734801,0.7257480434906866,60.62035489510472
101,buy_and_hold,,top2_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,210,0.9226441631504922,1.7004219409282701,10000.0,41760.68204527837,3.1760682045278372,0.18138963014159248,0.25173340161303726,-0.6062103633304929,0.31003744435293423,0.6941016757759708,60.16010632622423
102,buy_and_hold,,top2_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,220,0.9714017815283638,1.8846694796061885,10000.0,41595.617769700875,3.1595617769700874,0.1808441153102025,0.24500277272127532,-0.6062276143241542,0.3181037191164201,0.6830562060394967,47.926021458729004
103,buy_and_hold,,top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,233,0.9714017815283638,1.884200656352555,10000.0,41401.438197343174,3.140143819734317,0.1801999249916275,0.22935991857683413,-0.5874439891894102,0.3013615903352874,0.7020258739712955,55.99897831859434
104,buy_and_hold,,top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_target0.25_adjusted,2018-01-02,2026-07-31,2133,121,0.9714017815283638,0.9915611814345991,10000.0,41223.73746031747,3.122373746031747,0.17960806002887608,0.24095792381122424,-0.5212517307978062,0.26714993454935665,0.7523797170104257,53.4081465552555
105,buy_and_hold,,top1_short_risk_adjusted_roc_filter_roc12_6_3_w2_1_1_short21_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,149,0.8912330051570558,0.9399906235349273,10000.0,40819.99606229734,3.0819996062297337,0.17825490250385845,0.20992282447819896,-0.4883603165967756,0.332939549588144,0.6596472465734339,144.57059631524302
106,buy_and_hold,,top1_risk_adjusted_lb252_skip0_trend0_vol21_equal_monthly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,83,0.9901547116736991,1.0192217533989687,10000.0,40673.07222222223,3.0673072222222233,0.17775954529704108,0.26828919614479774,-0.68081419504472,0.40169298265778974,0.608068606440579,78.88561322773423
107,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_2_short21x2_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,107,0.9615564932020628,0.9910923581809657,10000.0,40633.7888419236,3.0633788841923595,0.1776268326474295,0.26807786022937485,-0.6503907695861801,0.3733770268412806,0.6258307725114429,104.81864129911013
108,buy_and_hold,,top1_risk_adjusted_lb252_skip0_trend200_vol21_equal_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,165,0.953117674636662,0.9681200187529302,10000.0,40576.5819047619,3.0576581904761904,0.17743336526402165,0.3017292610526183,-0.6370197471068335,0.3637322755369753,0.6321698408485362,156.82688665923132
109,buy_and_hold,,top2_voltarget_lb252_trend200_vol63_target0.2_monthly_adjusted,2018-01-02,2026-07-31,2133,210,0.9714017815283638,1.8246601031411158,10000.0,40439.73539682539,3.043973539682539,0.17696958646263328,0.20610922613605956,-0.4251434352865895,0.23276173734758368,0.8172371419243226,38.86821223353344
110,buy_and_hold,,top2_roc_combo_roc12_6_3_w1_1_2_skip0_trend200_vol63_score_inv_vol_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,225,0.9714017815283638,1.8851383028598219,10000.0,40378.26687417267,3.037826687417267,0.1767608155762419,0.241540829883782,-0.6068130797928919,0.3165792313320109,0.673990903031448,53.19330057071695
111,buy_and_hold,,top1_risk_adjusted_lb252_skip0_trend200_vol63_equal_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,136,0.953117674636662,0.9657759024847632,10000.0,40145.956587301574,3.0145956587301574,0.17596925590597245,0.2924803226568891,-0.6522377844507474,0.36210308393338086,0.6299407778477438,126.87499812187622
112,buy_and_hold,,top2_momentum_lb126_skip0_trend200_vol21_inv_vol_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,904,0.9582747304266291,1.86685419596812,10000.0,39940.04446519509,2.994004446519509,0.17526425368726684,0.22352494517943494,-0.49754873366604857,0.2839649944031496,0.7120152306180451,171.06865759911267
113,buy_and_hold,,top1_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_1_short21_trend0_vol21_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,126,0.8241912798874824,0.8438818565400844,10000.0,39917.889349099016,2.9917889349099016,0.17518820776787658,0.20571899758998063,-0.5168288173527007,0.32559845669018816,0.6586951264518167,122.727025537019
114,buy_and_hold,,top1_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_1_short21_trend200_vol21_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,126,0.8241912798874824,0.8438818565400844,10000.0,39917.889349099016,2.9917889349099016,0.17518820776787658,0.20571899758998063,-0.5168288173527007,0.32559845669018816,0.6586951264518167,122.727025537019
115,buy_and_hold,,top1_short_risk_adjusted_roc_filter_roc12_6_3_w2_1_1_short21_trend0_vol21_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,126,0.8241912798874824,0.8438818565400844,10000.0,39917.889349099016,2.9917889349099016,0.17518820776787658,0.20571899758998063,-0.5168288173527007,0.32559845669018816,0.6586951264518167,122.727025537019
116,buy_and_hold,,top1_short_risk_adjusted_roc_filter_roc12_6_3_w2_1_1_short21_trend200_vol21_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,126,0.8241912798874824,0.8438818565400844,10000.0,39917.889349099016,2.9917889349099016,0.17518820776787658,0.20571899758998063,-0.5168288173527007,0.32559845669018816,0.6586951264518167,122.727025537019
117,buy_and_hold,,top1_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_2_short21_trend0_vol21_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,126,0.8241912798874824,0.8438818565400844,10000.0,39917.889349099016,2.9917889349099016,0.17518820776787658,0.20571899758998063,-0.5168288173527007,0.32559845669018816,0.6586951264518167,122.727025537019
118,buy_and_hold,,top1_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_2_short21_trend200_vol21_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,126,0.8241912798874824,0.8438818565400844,10000.0,39917.889349099016,2.9917889349099016,0.17518820776787658,0.20571899758998063,-0.5168288173527007,0.32559845669018816,0.6586951264518167,122.727025537019
119,buy_and_hold,,top2_momentum_lb126_skip0_trend200_vol21_equal_monthly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,232,0.9615564932020628,1.8860759493670887,10000.0,39878.32361972738,2.987832361972738,0.17505230831429808,0.23628453649832137,-0.6143333635455135,0.3083762202983916,0.6787403883884675,63.89202155383471
120,buy_and_hold,,top2_momentum_lb126_skip0_trend200_vol63_equal_monthly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,232,0.9615564932020628,1.8860759493670887,10000.0,39878.32361972738,2.987832361972738,0.17505230831429808,0.23628453649832137,-0.6143333635455135,0.3083762202983916,0.6787403883884675,63.89202155383471
121,buy_and_hold,,top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_target0.25_adjusted,2018-01-02,2026-07-31,2133,224,0.9714017815283638,1.8748241912798875,10000.0,39830.20405862857,2.9830204058628573,0.17488686774533124,0.20875919695658451,-0.5216513207622948,0.26919119721485385,0.7345561319141332,49.655298711897245
122,buy_and_hold,,top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_inv_vol_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,213,0.953117674636662,1.8368495077355838,10000.0,39720.766311044325,2.9720766311044327,0.17450994982867596,0.21850371566287335,-0.5660036902907135,0.2969182337789497,0.691583332030513,54.91605915230782
123,buy_and_hold,,top2_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x1_trend200_vol63_inv_vol_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,248,0.9714017815283638,1.8949835911861228,10000.0,39620.314626613894,2.9620314626613893,0.174163172746024,0.1904419437470969,-0.5465806229442597,0.2922011950705687,0.6973478893958575,76.1331733876327
124,buy_and_hold,,top1_momentum_lb126_skip0_trend0_vol21_equal_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,188,0.976558837318331,0.9849976558837318,10000.0,39610.799047619046,2.9610799047619047,0.174130283016678,0.3237975514898219,-0.7191699000176907,0.3938786659025105,0.6063379140736184,178.4199537173044
125,buy_and_hold,,top1_momentum_lb126_skip0_trend0_vol63_equal_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,188,0.976558837318331,0.9849976558837318,10000.0,39610.799047619046,2.9610799047619047,0.174130283016678,0.3237975514898219,-0.7191699000176907,0.3938786659025105,0.6063379140736184,178.4199537173044
126,buy_and_hold,,top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,200,0.9226441631504922,1.6901078293483356,10000.0,39531.5614581253,2.9531561458125304,0.17385613415277668,0.20927565993750852,-0.5596186285326925,0.28319838961274235,0.7092357271680946,60.038176881725796
127,buy_and_hold,,top2_roc_combo_roc12_6_3_w2_1_1_skip21_trend200_vol63_inv_vol_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,207,0.953117674636662,1.79887482419128,10000.0,38982.671666666676,2.8982671666666677,0.17194362664611718,0.22546344415943892,-0.6085796110733305,0.3007997445609261,0.6793563773328333,53.03467283801439
128,buy_and_hold,,top2_momentum_lb126_skip0_trend200_vol21_inv_vol_monthly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,245,0.9615564932020628,1.9067041725269573,10000.0,38971.499364125324,2.8971499364125326,0.1719044523444906,0.22370244222303906,-0.6101476718740908,0.29439262604860966,0.687496466381377,73.84909506277428
129,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x1_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,77,0.9714017815283638,0.9812470698546648,10000.0,38768.974238749,2.8768974238748997,0.17119259749959825,0.2963549342898939,-0.6849449566627024,0.3727069430033819,0.6116957022973708,74.91649436948151
130,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_1_short21x2_trend0_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,91,0.9132676980778247,0.9620253164556962,10000.0,38634.01757208232,2.8634017572082318,0.17071641271079052,0.29564512218710776,-0.6632690667534982,0.36075584804132604,0.6186443434257733,86.88137303781006
131,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_1_short21x2_trend200_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,91,0.9132676980778247,0.9620253164556962,10000.0,38634.01757208232,2.8634017572082318,0.17071641271079052,0.29564512218710776,-0.6632690667534982,0.36075584804132604,0.6186443434257733,86.88137303781006
132,buy_and_hold,,top2_momentum_lb126_skip0_trend200_vol21_equal_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,813,0.9582747304266291,1.8602906704172526,10000.0,38601.54918017246,2.860154918017246,0.17060163109070325,0.2285011527889312,-0.5028953919170249,0.29561163751392666,0.6819105653051641,146.6301572226912
133,buy_and_hold,,top2_momentum_lb126_skip0_trend200_vol63_equal_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,813,0.9582747304266291,1.8602906704172526,10000.0,38601.54918017246,2.860154918017246,0.17060163109070325,0.2285011527889312,-0.5028953919170249,0.29561163751392666,0.6819105653051641,146.6301572226912
134,buy_and_hold,,top1_risk_adjusted_lb126_skip0_trend0_vol21_equal_monthly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,89,0.9615564932020628,0.9709329582747305,10000.0,38512.654798874195,2.8512654798874193,0.17028693645981763,0.3171766789095796,-0.6850337629565111,0.36684601213693446,0.6139828583762036,86.799622925289
135,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_2_short21x1_trend0_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,84,0.9226441631504922,0.9413970932958274,10000.0,38295.68836573308,2.8295688365733085,0.16951615178203494,0.3033414917946273,-0.6918489156812233,0.3586387295716732,0.6173732985919881,80.90152503642587
136,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_2_short21x1_trend200_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,84,0.9226441631504922,0.9413970932958274,10000.0,38295.68836573308,2.8295688365733085,0.16951615178203494,0.3033414917946273,-0.6918489156812233,0.3586387295716732,0.6173732985919881,80.90152503642587
137,buy_and_hold,,top2_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x1_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,241,0.9714017815283638,1.8743553680262541,10000.0,38252.34341447099,2.825234341447099,0.16936170440056442,0.19259219741084696,-0.5606121403091713,0.30313293289832266,0.669443293809749,73.80444550743476
138,buy_and_hold,,top2_roc_combo_roc12_6_3_w1_1_2_skip0_trend200_vol63_inv_vol_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,199,0.9226441631504922,1.707923112986404,10000.0,38237.595169999884,2.8237595169999885,0.16930911798251214,0.21510247055051684,-0.5679940529008806,0.28878394123826256,0.6876473260826972,60.90546718730709
139,buy_and_hold,,top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,195,0.9226441631504922,1.6985466479137366,10000.0,38203.856639281075,2.8203856639281075,0.16918875229064056,0.20845283455542638,-0.5742274303530965,0.292893335585338,0.681753130808044,60.77217087728169
140,buy_and_hold,,top2_roc_combo_roc12_6_3_w2_1_1_skip21_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,203,0.953117674636662,1.8190342240975153,10000.0,37966.54150793651,2.796654150793651,0.16833944291249803,0.23312794347313479,-0.6143698433120304,0.31276350732223646,0.6552843994111951,52.60297973142149
141,buy_and_hold,,top1_momentum_lb21_skip0_trend0_vol21_equal_monthly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,172,0.9596812001875293,1.0009376465072668,10000.0,37823.85655882102,2.782385655882102,0.1678265382470594,0.21049598471435177,-0.727646890806183,0.41733414507115124,0.5810294677445633,168.68777234039652
142,buy_and_hold,,top1_momentum_lb21_skip0_trend0_vol63_equal_monthly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,172,0.9596812001875293,1.0009376465072668,10000.0,37823.85655882102,2.782385655882102,0.1678265382470594,0.21049598471435177,-0.727646890806183,0.41733414507115124,0.5810294677445633,168.68777234039652
143,buy_and_hold,,top2_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,209,0.9714017815283638,1.8856071261134553,10000.0,37339.315700451974,2.7339315700451974,0.16607192393874914,0.22552214830303619,-0.5784383873309943,0.3107719605925805,0.6513875501523945,49.29096688177631
144,buy_and_hold,,top1_roc_combo_roc12_6_3_w1_1_1_skip0_trend0_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,77,0.9226441631504922,0.9329582747304266,10000.0,37203.1322222222,2.72031322222222,0.1655751571705022,0.2829973689485098,-0.6600183327080527,0.3803356585026806,0.5943500521369635,74.84614417692767
145,buy_and_hold,,top1_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,77,0.9226441631504922,0.9329582747304266,10000.0,37203.1322222222,2.72031322222222,0.1655751571705022,0.2829973689485098,-0.6600183327080527,0.3803356585026806,0.5943500521369635,74.84614417692767
146,buy_and_hold,,top2_voltarget_lb126_trend200_vol63_target0.2_monthly_adjusted,2018-01-02,2026-07-31,2133,242,0.9615564932020628,1.9029535864978904,10000.0,37051.37970090515,2.7051379700905147,0.16501970212064654,0.1945717418315647,-0.43829041093359544,0.228540642779171,0.7830895131988375,56.094037135124545
147,buy_and_hold,,top2_momentum_lb126_skip0_trend200_vol63_inv_vol_monthly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,236,0.9615564932020628,1.8738865447726207,10000.0,36827.07689200146,2.682707689200146,0.16419500171377122,0.21404075837068373,-0.6086244032606077,0.29470371585325184,0.6646773625071192,69.46204517788333
148,buy_and_hold,,top1_risk_adjusted_lb126_skip0_trend200_vol21_equal_monthly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,88,0.9615564932020628,1.0,10000.0,36652.840604748766,2.6652840604748764,0.16355131451774851,0.30489822426064084,-0.684859298310575,0.3674972657880433,0.5978287836857915,84.90983516432075
149,buy_and_hold,,top2_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,192,0.9226441631504922,1.6901078293483356,10000.0,36532.186309851764,2.6532186309851764,0.16310399128409103,0.2222521871513824,-0.5783899883219441,0.29991374309010504,0.6553262238530874,59.477027798543375
150,buy_and_hold,,top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,209,0.9226441631504922,1.669479606188467,10000.0,36319.64227352411,2.6319642273524106,0.1623128046199982,0.21571836759107366,-0.5873657016111367,0.2932449077612949,0.6611414205704864,63.693600082191836
151,buy_and_hold,,top2_roc_combo_roc12_6_3_w1_1_2_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,201,0.9226441631504922,1.6704172526957337,10000.0,36307.1093376504,2.63071093376504,0.1622660236792326,0.2303236982399857,-0.6067654312276664,0.30787056244758004,0.6438635465659143,61.151068235445585
152,buy_and_hold,,top2_momentum_lb126_skip0_trend200_vol63_inv_vol_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,859,0.9582747304266291,1.8649789029535866,10000.0,36125.70737737471,2.612570737737471,0.16158731299798879,0.2093708346190791,-0.49965248352381375,0.28279026255351575,0.672338244502453,157.03410430427195
153,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x2_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,96,0.9615564932020628,1.0107829348335677,10000.0,36085.00534986012,2.6085005349860118,0.16143461398225334,0.2805664360419984,-0.701938403422642,0.37403486243679057,0.5883956805588764,90.90491407208387
154,buy_and_hold,,top2_voltarget_lb126_trend200_vol63_target0.3_monthly_adjusted,2018-01-02,2026-07-31,2133,240,0.9615564932020628,1.8748241912798875,10000.0,36042.95419358878,2.6042954193588783,0.161276693649826,0.21255711410503503,-0.5933926731525706,0.28555433038248895,0.6677118296489867,67.41204267531204
155,buy_and_hold,,top1_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,71,0.9714017815283638,0.9915611814345991,10000.0,35872.075191129916,2.5872075191129915,0.16063328974231617,0.2938145436322215,-0.7037711179214232,0.37299710554748755,0.5872040418711357,66.90797570072955
156,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x2_trend0_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,86,0.9226441631504922,0.9512423816221285,10000.0,35777.3364609712,2.57773364609712,0.160275406216424,0.29713209962093184,-0.7096134749142147,0.3614658277524902,0.5933536320604489,82.91993260434165
157,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x2_trend200_vol63_equal_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,86,0.9226441631504922,0.9512423816221285,10000.0,35777.3364609712,2.57773364609712,0.160275406216424,0.29713209962093184,-0.7096134749142147,0.3614658277524902,0.5933536320604489,82.91993260434165
158,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_1_short21x2_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,104,0.9615564932020628,1.0220346929207689,10000.0,35761.32392128867,2.576132392128867,0.1602148348124346,0.2685150878981515,-0.6828634681175907,0.37398212598290825,0.5855944746058851,96.87414184224396
159,buy_and_hold,,top1_risk_adjusted_lb252_skip21_trend0_vol63_equal_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,117,0.9821847163619315,0.9821847163619315,10000.0,35257.76071428572,2.5257760714285724,0.15829764986854578,0.25202828163505564,-0.7421967871473629,0.4006373135957983,0.5678956516377012,112.90898528261302
160,buy_and_hold,,top2_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x1_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,220,0.9226441631504922,1.7093295827473043,10000.0,34953.77506189945,2.4953775061899446,0.15712856320295954,0.20683250504169848,-0.5865527657431001,0.2966801503978677,0.6417664319665678,71.94984607015054
161,buy_and_hold,,top2_short_risk_adjusted_roc_filter_roc12_6_3_w1_1_2_short21_trend200_vol21_inv_vol_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,289,0.8823253633380216,1.6812001875293014,10000.0,34510.040127793996,2.4510040127793995,0.15540579248991215,0.18067942806882561,-0.4411807714225955,0.2576240348084257,0.6897653220894051,135.03537546309647
162,buy_and_hold,,top1_risk_adjusted_lb126_skip21_trend0_vol21_equal_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,191,0.96671354899203,0.9760900140646976,10000.0,34338.30496654864,2.433830496654864,0.15473378626335554,0.23422996312919153,-0.6636691068972591,0.3694303935780862,0.5761147998319995,186.47791316010395
163,buy_and_hold,,top2_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,206,0.9714017815283638,1.8757618377871543,10000.0,34252.58970595728,2.425258970595728,0.15439726775264706,0.20665897561734944,-0.5783383107240553,0.3108069308686564,0.618970219264278,50.1689733045573
