rank,trading_strategy,strategy_params,management_strategy,start,end,candles,trades,exposure,avg_positions,initial_equity,final_equity,total_return,cagr,average_annual_return,max_drawdown,annual_volatility,sharpe,turnover
74,buy_and_hold,,top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,66,0.9714017815283638,0.980309423347398,10000.0,45037.95238095235,3.5037952380952353,0.19184434272025097,0.3280051030165507,-0.6816846478296492,0.374741191228582,0.6570875388630923,64.93669303290105
75,buy_and_hold,,top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip21_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,213,0.953117674636662,1.8180965775902485,10000.0,44982.2049599895,3.4982204959989502,0.19167220671881746,0.24401121640223752,-0.535171719127602,0.3004959757044318,0.7354531831340431,53.062831528840555
76,buy_and_hold,,top1_short_risk_adjusted_roc_filter_roc12_6_3_w2_1_1_short21_trend0_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,155,0.919831223628692,0.9488982653539616,10000.0,44924.11057758004,3.4924110577580043,0.19149262316944515,0.2362663036691496,-0.4882628800677541,0.34126300808914095,0.6843784909029519,152.59397416898253
77,buy_and_hold,,top1_voltarget_lb126_trend200_vol63_target0.2_monthly_adjusted,2018-01-02,2026-07-31,2133,132,0.9615564932020628,0.9906235349273323,10000.0,44327.50126984126,3.432750126984126,0.18963639338955085,0.21895521718868693,-0.3279814783787447,0.20712137852263304,0.9423871922965532,45.736971182001085
78,buy_and_hold,,top1_momentum_lb252_skip0_trend200_vol21_equal_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,145,0.953117674636662,0.9615564932020628,10000.0,44315.526507936476,3.4315526507936474,0.18959891092192405,0.31610648822358356,-0.6273306154206681,0.36991074240467964,0.6556499000614971,140.85918123096164
79,buy_and_hold,,top1_momentum_lb252_skip0_trend200_vol63_equal_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,145,0.953117674636662,0.9615564932020628,10000.0,44315.526507936476,3.4315526507936474,0.18959891092192405,0.31610648822358356,-0.6273306154206681,0.36991074240467964,0.6556499000614971,140.85918123096164
80,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_2_short21x1_trend0_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,103,0.9714017815283638,1.0323488045007032,10000.0,44053.967413352155,3.405396741335215,0.18877795875737746,0.3159950948973435,-0.6694331942793906,0.3757891922921532,0.649298929661201,94.89362517642775
81,buy_and_hold,,top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip21_trend200_vol63_inv_vol_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,207,0.953117674636662,1.8185654008438819,10000.0,43833.652659058105,3.3833652659058107,0.1880831119852444,0.23064262329461582,-0.5122699175414696,0.28906757827830226,0.7423293877621429,52.03829206058313
82,buy_and_hold,,top1_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_1_short21x2_trend0_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,103,0.9807782466010314,1.0004688232536334,10000.0,43648.246460971226,3.364824646097123,0.187495967953496,0.28408641348356906,-0.6785114370251191,0.38039311354293986,0.6430757396875644,100.88916415634297
83,buy_and_hold,,top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_equal_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,212,0.953117674636662,1.808720112517581,10000.0,43110.65890558477,3.311065890558477,0.18578099403302906,0.23560545958915888,-0.578868137475054,0.30829151907222885,0.7082883856800435,55.8697275644465
84,buy_and_hold,,top2_roc_combo_roc12_6_3_w1_1_2_skip0_trend200_vol63_inv_vol_monthly_posscore_adjusted,2018-01-02,2026-07-31,2133,223,0.9714017815283638,1.903891233005157,10000.0,42947.57524870905,3.2947575248709047,0.18525700100537712,0.22792864700951987,-0.5681431627143375,0.29933406671849067,0.7192041635209333,54.04826582218509
85,buy_and_hold,,top2_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_posall_windows_adjusted,2018-01-02,2026-07-31,2133,194,0.9226441631504922,1.6601031411157994,10000.0,42936.94912275052,3.2936949122750523,0.18522279795998453,0.2321216034369824,-0.5682224090927495,0.2887899362326123,0.7344594566036108,58.04493481127138
86,buy_and_hold,,top1_momentum_lb252_skip21_trend0_vol21_equal_weekly_abs_cap1_adjusted,2018-01-02,2026-07-31,2133,110,0.9821847163619315,0.9887482419127989,10000.0,42913.08126984125,3.2913081269841244,0.18514594558493136,0.31776326762509927,-0.7872996935850691,0.4170187390399101,0.6161858119938173,102.90331454098973
