ticker,label,strategy,params,full_return,full_cagr,full_mdd,benchmark_return,excess_full_return,years,positive_years,positive_gt5_years,negative_years,beat_bh_years,avg_year_return,median_year_return,std_year_return,avg_excess_year_return,median_excess_year_return,worst_year,worst_year_return,best_year,best_year_return
GGBR3,chandelier_breakout,chandelier_breakout,lookback=10;atr_period=10;atr_mult=3;volume_window=0;volume_mult=0,57.96845135777787,0.1660765975352405,-0.7034633897210563,103.70928235908642,-45.74083100130854,26,18,17,8,10,0.20938665395230271,0.08676043686282342,0.48881900822057595,-0.08721450488798539,-0.03753422934713169,2014,-0.3923798981032225,2000,1.957070267875026
GGBR3,chandelier_breakout,chandelier_breakout,lookback=10;atr_period=10;atr_mult=3;volume_window=20;volume_mult=0,57.96845135777787,0.1660765975352405,-0.7034633897210563,103.70928235908642,-45.74083100130854,26,18,17,8,10,0.20938665395230271,0.08676043686282342,0.48881900822057595,-0.08721450488798539,-0.03753422934713169,2014,-0.3923798981032225,2000,1.957070267875026
GGBR3,atr_breakout_5_20x4,atr_breakout,lookback=5;atr_period=20;atr_mult=4,89.72552841140316,0.185163987144838,-0.8514244841033345,103.70928235908642,-13.983753947683256,26,18,17,8,13,0.260239706402924,0.12010145885149892,0.583253727926424,-0.0363614524373641,-0.003398994010254175,2015,-0.5699106703587211,2000,1.9289352142878933
GGBR3,keltner_w40_atr14x1.5_exit0_tw0,keltner_breakout,window=40;atr_period=14;atr_mult=1.5;exit_z=0;trend_window=0,73.30841245735435,0.1762818986426824,-0.5313296902183584,103.70928235908642,-30.400869901732065,26,18,16,8,9,0.23337306887646006,0.082232050146828,0.5309124622979755,-0.06322808996382803,-0.06317460256938323,2011,-0.20564862479530588,2000,2.4363282738040493
GGBR3,keltner_w40_atr20x1.5_exit0_tw0,keltner_breakout,window=40;atr_period=20;atr_mult=1.5;exit_z=0;trend_window=0,69.43079522403302,0.1739085452637874,-0.5672091221779949,103.70928235908642,-34.2784871350534,26,18,16,8,10,0.23063040405532914,0.09577398105403967,0.5281635600480321,-0.06597075478495895,-0.06316891135412062,2011,-0.22433904779330582,2000,2.4363282738040493
GGBR3,keltner_w40_atr10x1.5_exit0.5_tw0,keltner_breakout,window=40;atr_period=10;atr_mult=1.5;exit_z=0.5;trend_window=0,65.32676764027896,0.1712555333058019,-0.4753039101776191,103.70928235908642,-38.38251471880746,26,18,16,8,10,0.22654486925098122,0.09032467368635433,0.5330480778666307,-0.07005628958930689,-0.11856790048575677,2011,-0.25504191224266604,2000,2.4363282738040493
GGBR3,keltner_w40_atr20x1.5_exit0.5_tw50,keltner_breakout,window=40;atr_period=20;atr_mult=1.5;exit_z=0.5;trend_window=50,47.71188027452012,0.157709871349545,-0.5230733236685652,103.70928235908642,-55.997402084566296,26,18,16,8,10,0.21881757345238742,0.07313059022197654,0.5703480054681357,-0.07778358538790069,-0.057524198971783735,2011,-0.25504394479336034,2000,2.650897328394426
GGBR3,ema_cross_20_52,ema_cross,fast=20;slow=52,48.19609941583043,0.1581415046106313,-0.5260239810577584,103.70928235908642,-55.513182943255984,26,18,16,8,11,0.22631811709325914,0.11415629853510367,0.5584568164526562,-0.07028304174702896,-0.10134190491560852,2022,-0.29470630299680123,2000,2.6327018886706677
GGBR3,keltner_w40_atr20x1_exit1_tw0,keltner_breakout,window=40;atr_period=20;atr_mult=1;exit_z=1;trend_window=0,44.675440621017295,0.1549052073500014,-0.7019141350442297,103.70928235908642,-59.03384173806912,26,18,16,8,8,0.21409508814663664,0.08700908452024336,0.5371721490581399,-0.08250607069365147,-0.08900210955046811,2015,-0.31617822687108066,2000,2.4363282738040493
GGBR3,chandelier_breakout,chandelier_breakout,lookback=10;atr_period=14;atr_mult=3;volume_window=0;volume_mult=0,43.808407944783845,0.1540713840554581,-0.7093131032157317,103.70928235908642,-59.90087441430257,26,18,16,8,9,0.19857722169100273,0.08675943508811379,0.49643546783050757,-0.09802393714928535,-0.07005474312611043,2014,-0.42849397596878147,2000,1.957070267875026
GGBR3,atr_breakout_10_10x4,atr_breakout,lookback=10;atr_period=10;atr_mult=4,68.97856025280747,0.1736236022821384,-0.7082895982842643,103.70928235908642,-34.73072210627895,26,18,16,8,10,0.2294310311638555,0.15294016496362084,0.5543669420895041,-0.06717012767643259,-0.015173088008023528,2015,-0.4457200881066353,2000,2.0556451853051656
GGBR3,atr_breakout_10_10x3,atr_breakout,lookback=10;atr_period=10;atr_mult=3,75.39365465712217,0.1775093654052921,-0.6985366625155468,103.70928235908642,-28.31562770196425,26,18,16,8,13,0.22910963226383543,0.14658828523607315,0.539837196702875,-0.06749152657645266,-0.01014878475859815,2015,-0.45782708768551394,2000,1.957070267875026
GGBR3,atr_breakout_10_20x4,atr_breakout,lookback=10;atr_period=20;atr_mult=4,45.23472636790928,0.1554350273033364,-0.7642194587343343,103.70928235908642,-58.474555991177134,26,18,16,8,9,0.2046815175925829,0.1039309796523642,0.5061523889011176,-0.09191964124770521,-0.02633330105360482,2015,-0.46342072048746197,2000,1.8344619170287757
GGBR3,keltner_w40_atr10x1.5_exit0_tw0,keltner_breakout,window=40;atr_period=10;atr_mult=1.5;exit_z=0;trend_window=0,79.65910391172056,0.1799228354139501,-0.4844077597029304,103.70928235908642,-24.05017844736585,26,18,15,8,10,0.23758107993081046,0.07292104060758842,0.5324527445334668,-0.05902007890947764,-0.10077475505757516,2011,-0.2056455995820783,2000,2.4363282738040493
GGBR3,sma_cross_20_52,sma_cross,fast=20;slow=52,31.591856219577487,0.1403091416249891,-0.5030435043775301,103.70928235908642,-72.11742613950892,26,18,15,8,10,0.160784796269397,0.08667958843884993,0.29841915751935594,-0.13581636257089108,-0.07386709163559196,2010,-0.22456371371682993,2016,0.902021090550112
GGBR3,keltner_w20_atr14x1.5_exit1_tw0,keltner_breakout,window=20;atr_period=14;atr_mult=1.5;exit_z=1;trend_window=0,52.12084494445767,0.1614963598771666,-0.684742146421671,103.70928235908642,-51.58843741462875,26,18,15,8,9,0.19968538297860128,0.11466230091411345,0.45711587913127977,-0.09691577586168683,-0.0827825644824246,2011,-0.2298345544064806,2000,2.005412745687217
GGBR3,keltner_w20_atr10x1.5_exit1_tw0,keltner_breakout,window=20;atr_period=10;atr_mult=1.5;exit_z=1;trend_window=0,52.70464962819673,0.1619748920071131,-0.7046859281103621,103.70928235908642,-51.00463273088969,26,18,15,8,9,0.19983020477510643,0.11493124515531439,0.45713587347483153,-0.09677095406518169,-0.0863814833807901,2011,-0.2334010468741522,2000,2.005412745687217
GGBR3,keltner_w40_atr10x1.5_exit0.5_tw50,keltner_breakout,window=40;atr_period=10;atr_mult=1.5;exit_z=0.5;trend_window=50,60.35921567270246,0.1678243808569501,-0.4753057313101609,103.70928235908642,-43.350066686383954,26,18,15,8,10,0.22887993283137836,0.0694354404915839,0.570269950135578,-0.06772122600890974,-0.06389777229289129,2011,-0.25504549644894203,2000,2.650897328394426
GGBR3,keltner_w40_atr14x1.5_exit0.5_tw0,keltner_breakout,window=40;atr_period=14;atr_mult=1.5;exit_z=0.5;trend_window=0,54.88790529228008,0.1637211592176355,-0.4608994895621056,103.70928235908642,-48.82137706680634,26,18,15,8,10,0.21833193740603954,0.06943263496525576,0.5325286618627222,-0.07826922143424855,-0.12197421926959578,2011,-0.2550463676251449,2000,2.4363282738040493
GGBR3,keltner_w40_atr20x1_exit1_tw50,keltner_breakout,window=40;atr_period=20;atr_mult=1;exit_z=1;trend_window=50,39.695920441424576,0.1498920831229324,-0.7019165318507876,103.70928235908642,-64.01336191766184,26,18,15,8,8,0.2157854485809993,0.06468101705273022,0.5741694488561162,-0.08081571025928881,-0.06533183528754416,2015,-0.31617616551511285,2000,2.650897328394426
GGBR3,supertrend_14_4,supertrend_follow,atr_period=14;atr_mult=4,33.03814705628313,0.1421765478724095,-0.6918867564520815,103.70928235908642,-70.6711353028033,26,18,15,8,7,0.18439008565893752,0.08676668345455574,0.4456135925510756,-0.11221107318135058,-0.08307028329620347,2015,-0.35220102693417066,2000,1.9200117566516548
GGBR3,keltner_w20_atr10x1_exit1_tw0,keltner_breakout,window=20;atr_period=10;atr_mult=1;exit_z=1;trend_window=0,46.036267560291385,0.1561836843869886,-0.7509045120219598,103.70928235908642,-57.67301479879503,26,18,15,8,8,0.1986167093292675,0.09009284162836306,0.46634954022550273,-0.0979844495110206,-0.0993701517501106,2015,-0.3527332883853749,2000,2.005412745687217
GGBR3,breakout_10_10,breakout,lookback=10;exit_lookback=10,70.85997187155311,0.174797601593635,-0.7033827029881511,103.70928235908642,-32.8493104875333,26,18,15,8,10,0.22006286617635035,0.10737933319962067,0.4978603997365845,-0.07653829266393776,-0.025586264912012657,2015,-0.38079221568711563,2000,2.0318775778631664
GGBR3,legacy_rsi_hold_14_50_85_40,rsi_reversion_hold,rsi_period=14;lower=50;upper=85;max_hold=40,5.8176245033649625,0.0750188089460579,-0.937159909020518,103.70928235908642,-97.89165785572143,26,18,15,8,6,0.13762491586253428,0.06632741421893174,0.4813000797597925,-0.1589762429777538,-0.04107017029916249,2015,-0.6030241074274676,2000,1.8041901644536362
GGBR3,keltner_w40_atr14x2_exit0_tw0,keltner_breakout,window=40;atr_period=14;atr_mult=2;exit_z=0;trend_window=0,63.30258437447687,0.1698882809387032,-0.4866597648112478,103.70928235908642,-40.40669798460955,26,18,14,6,10,0.2207787164825602,0.059744688993837336,0.5127261786774285,-0.07582244235772792,-0.05728200674751571,2010,-0.1723648706216937,2000,2.4363282738040493
GGBR3,keltner_w40_atr14x2_exit0_tw50,keltner_breakout,window=40;atr_period=14;atr_mult=2;exit_z=0;trend_window=50,65.62341041698416,0.1714525216655371,-0.4866639980636937,103.70928235908642,-38.08587194210226,26,18,14,6,10,0.22784208366067532,0.05973784285027728,0.5501691665521059,-0.06875907517961277,-0.051467967228653766,2010,-0.1723657091329498,2000,2.650897328394426
GGBR3,keltner_w80_atr20x1.5_exit0.5_tw0,keltner_breakout,window=80;atr_period=20;atr_mult=1.5;exit_z=0.5;trend_window=0,39.590812547276045,0.1497800210520476,-0.5142144820399805,103.70928235908642,-64.11846981181037,26,18,14,7,10,0.20609313268527274,0.05575825326856465,0.5451778702778375,-0.09050802615501537,-0.10104030353174231,2010,-0.21051421359668865,2000,2.650897328394426
GGBR3,keltner_w20_atr20x1.5_exit1_tw0,keltner_breakout,window=20;atr_period=20;atr_mult=1.5;exit_z=1;trend_window=0,47.70427437036967,0.1577030585573866,-0.6847382033946618,103.70928235908642,-56.00500798871675,26,18,14,8,9,0.1946414051095459,0.10842760633151838,0.45277109922532804,-0.1019597537307422,-0.09857320316069129,2011,-0.2298362678824123,2000,2.005412745687217
GGBR3,keltner_w80_atr20x1.5_exit1_tw0,keltner_breakout,window=80;atr_period=20;atr_mult=1.5;exit_z=1;trend_window=0,32.77215521684214,0.1418389103421669,-0.5216317847362395,103.70928235908642,-70.93712714224428,26,18,14,7,9,0.20252456000655455,0.06369059080071093,0.5507328166320858,-0.09407659883373354,-0.08450196840881835,2010,-0.2664854166042506,2000,2.650897328394426
GGBR3,keltner_w20_atr10x1_exit0.5_tw0,keltner_breakout,window=20;atr_period=10;atr_mult=1;exit_z=0.5;trend_window=0,58.64560448073274,0.1665784577656803,-0.7005567869812837,103.70928235908642,-45.06367787835367,26,18,14,8,10,0.2023218440013803,0.08618174396712175,0.41944441919691017,-0.09427931483890778,-0.17606623792056308,2015,-0.30713703911505386,2000,1.6804487637240038
GGBR3,keltner_w40_atr10x1.5_exit1_tw0,keltner_breakout,window=40;atr_period=10;atr_mult=1.5;exit_z=1;trend_window=0,53.97188477932388,0.1629966205884256,-0.4965995913797629,103.70928235908642,-49.737397579762536,26,18,14,8,9,0.2190700042643163,0.07732639519570261,0.5282120861536168,-0.0775311545759718,-0.10691810228822918,2011,-0.31221022904510776,2000,2.4363282738040493
GGBR3,keltner_w40_atr14x1.5_exit1_tw0,keltner_breakout,window=40;atr_period=14;atr_mult=1.5;exit_z=1;trend_window=0,45.2548552924071,0.1554539805523502,-0.5322654639328288,103.70928235908642,-58.45442706667932,26,18,14,8,9,0.2121986080196961,0.07732198044762906,0.5292372796684448,-0.08440255082059202,-0.10479941919403218,2011,-0.31338739734555265,2000,2.4363282738040493
GGBR3,keltner_w20_atr20x1_exit0.5_tw0,keltner_breakout,window=20;atr_period=20;atr_mult=1;exit_z=0.5;trend_window=0,60.18210012970685,0.1676971667905114,-0.7214533017830004,103.70928235908642,-43.52718222937956,26,18,14,8,10,0.2135892382217826,0.09689367756166012,0.48059230031611005,-0.08301192061850547,-0.17384231139831102,2015,-0.3228100739720099,2000,2.0951929450383147
GGBR3,sma_cross_10_52,sma_cross,fast=10;slow=52,41.35718162512351,0.151627210435822,-0.597194369333153,103.70928235908642,-62.35210073396291,26,18,14,8,8,0.21138695241903813,0.05704381871293429,0.5655027174288638,-0.08521420642124997,-0.12211102442549598,2010,-0.3393932841075813,2000,2.650897328394426
GGBR3,supertrend_20_4,supertrend_follow,atr_period=20;atr_mult=4,25.027950184232477,0.1306856347215312,-0.6773249319263579,103.70928235908642,-78.68133217485394,26,18,14,8,8,0.16480849566643527,0.07262513084840327,0.4161657967982168,-0.13179266317385283,-0.08789276268649537,2015,-0.35220425212868134,2000,1.8707663506144399
GGBR3,breakout_10_20,breakout,lookback=10;exit_lookback=20,64.08609310958708,0.1704223571025467,-0.7783427540105532,103.70928235908642,-39.62318924949933,26,18,14,8,9,0.23383789313303138,0.0629074421103385,0.5828342975330091,-0.06276326570725672,-0.06518197850481561,2015,-0.43206267951259403,2000,2.0523638492341867
GGBR3,atr_breakout_5_10x3,atr_breakout,lookback=5;atr_period=10;atr_mult=3,80.93936366944548,0.1806232898963538,-0.8795293976388524,103.70928235908642,-22.76991868964093,26,18,14,8,11,0.2628110314255323,0.0673647835533352,0.6213026202306887,-0.0337901274147558,-0.02715102979057238,2015,-0.5749953438890629,2016,2.090143507894164
GGBR3,keltner_w80_atr14x2_exit0_tw0,keltner_breakout,window=80;atr_period=14;atr_mult=2;exit_z=0;trend_window=0,71.0618296504474,0.1749217988522469,-0.5142144820399805,103.70928235908642,-32.64745270863902,26,18,13,7,11,0.2265443578142112,0.04768243635299607,0.532136596997123,-0.0700568010260769,-0.033965081426426014,2010,-0.11701134995778728,2000,2.650897328394426
GGBR3,keltner_w40_atr20x2_exit0_tw50,keltner_breakout,window=40;atr_period=20;atr_mult=2;exit_z=0;trend_window=50,63.9031984782758,0.1702982433052808,-0.4866639980636937,103.70928235908642,-39.80608388081062,26,18,13,6,11,0.2265773703800901,0.04898278868030326,0.5502034139759163,-0.07002378846019802,-0.06488462687482766,2010,-0.1396583058423594,2000,2.650897328394426
GGBR3,keltner_w40_atr20x2_exit0_tw0,keltner_breakout,window=40;atr_period=20;atr_mult=2;exit_z=0;trend_window=0,60.09005699360889,0.1676309163704261,-0.4866597648112478,103.70928235908642,-43.619225365477526,26,18,13,6,11,0.2183258575021131,0.04899969678004168,0.5127176335553094,-0.07827530133817498,-0.08168351118467532,2010,-0.1396607885362514,2000,2.4363282738040493
GGBR3,keltner_w80_atr20x2_exit1_tw0,keltner_breakout,window=80;atr_period=20;atr_mult=2;exit_z=1;trend_window=0,61.53306320648146,0.1686586763228681,-0.5142144820399805,103.70928235908642,-42.17621915260496,26,18,13,7,12,0.22775308716760395,0.05871465455249236,0.5407083443372805,-0.06884807167268417,-0.056520727705269724,2010,-0.20749977195342217,2000,2.650897328394426
GGBR3,keltner_w20_atr20x1_exit1_tw50,keltner_breakout,window=20;atr_period=20;atr_mult=1;exit_z=1;trend_window=50,45.29820268787768,0.1554947692088273,-0.7213435692544519,103.70928235908642,-58.41107967120874,26,18,13,8,9,0.20765347102809245,0.050485083313927315,0.5437756143120386,-0.08894768781219566,-0.122636348869269,2015,-0.29700193615072934,2000,2.4965484715535773
GGBR3,keltner_w20_atr14x1_exit1_tw50,keltner_breakout,window=20;atr_period=14;atr_mult=1;exit_z=1;trend_window=50,45.31344705802951,0.1555091049899435,-0.7213440958826447,103.70928235908642,-58.395835301056906,26,18,13,8,9,0.2063929588934731,0.06704096275374483,0.5402913077371484,-0.090208199946815,-0.12263679570672226,2015,-0.2970050404115324,2000,2.4965484715535773
GGBR3,keltner_w40_atr10x1.5_exit1_tw50,keltner_breakout,window=40;atr_period=10;atr_mult=1.5;exit_z=1;trend_window=50,49.854828974336826,0.1595897231085303,-0.4966060658902057,103.70928235908642,-53.85445338474959,26,18,13,8,9,0.2213203043209127,0.041318578719590326,0.5655599241901634,-0.0752808545193754,-0.0723626594058222,2011,-0.3122080520270841,2000,2.650897328394426
GGBR3,keltner_w40_atr14x1.5_exit1_tw50,keltner_breakout,window=40;atr_period=14;atr_mult=1.5;exit_z=1;trend_window=50,42.48577665235793,0.1527690166969708,-0.532255589758672,103.70928235908642,-61.22350570672849,26,18,13,8,9,0.21517966301705463,0.037689669312644836,0.566499111210016,-0.08142149582323346,-0.07236187136238126,2011,-0.31339453639650283,2000,2.650897328394426
GGBR3,keltner_w80_atr10x2_exit0_tw0,keltner_breakout,window=80;atr_period=10;atr_mult=2;exit_z=0;trend_window=0,66.99581232762456,0.1723530298367892,-0.5142144820399805,103.70928235908642,-36.71347003146185,26,18,12,7,10,0.22402480040551145,0.04543571798781998,0.5326262809797363,-0.07257635843477665,-0.043215627607153584,2010,-0.11700840290507641,2000,2.650897328394426
GGBR3,keltner_w80_atr20x2_exit0_tw0,keltner_breakout,window=80;atr_period=20;atr_mult=2;exit_z=0;trend_window=0,68.21427320987499,0.1731379898788281,-0.5142144820399805,103.70928235908642,-35.49500914921143,26,18,12,7,10,0.22488149084838677,0.04739049634859138,0.5326233664402072,-0.07171966799190134,-0.0413041280024975,2010,-0.11700990956297264,2000,2.650897328394426
GGBR3,keltner_w20_atr10x1.5_exit0.5_tw50,keltner_breakout,window=20;atr_period=10;atr_mult=1.5;exit_z=0.5;trend_window=50,44.43274365500821,0.1546733517767635,-0.6492787396503491,103.70928235908642,-59.276538704078206,26,18,12,8,11,0.19084897571619622,0.029584612850064418,0.43248508856868834,-0.10575218312409188,-0.08038460167954731,2015,-0.22950656721677531,2000,1.8625707685191015
GGBR3,breakout_20_55,breakout,lookback=20;exit_lookback=55,79.67597475086974,0.1799321351369671,-0.719873781401088,103.70928235908642,-24.033307608216678,26,17,17,9,8,0.264393912417931,0.1243296244302351,0.6025129696096833,-0.03220724642235711,-0.03585883248250915,2015,-0.46047154708792437,2000,2.407504230758996
GGBR3,atr_breakout_5_14x4,atr_breakout,lookback=5;atr_period=14;atr_mult=4,100.11940292140736,0.1900182776976586,-0.8282366931193373,103.70928235908642,-3.589879437679045,26,17,17,9,13,0.26803598894160874,0.10470305590521367,0.6156512549867273,-0.028565169898679355,-0.002820838685014704,2015,-0.5557082993675301,2000,2.1574995030525828
GGBR3,keltner_w40_atr14x1.5_exit0_tw50,keltner_breakout,window=40;atr_period=14;atr_mult=1.5;exit_z=0;trend_window=50,68.86442636933656,0.1735514090821688,-0.5313313307773762,103.70928235908642,-34.84485598974986,26,17,16,9,9,0.236825763966927,0.08223210687012805,0.5687453574354656,-0.059775394873361073,-0.05518417752259952,2011,-0.20565228871119778,2000,2.650897328394426
GGBR3,keltner_w40_atr20x1.5_exit0_tw50,keltner_breakout,window=40;atr_period=20;atr_mult=1.5;exit_z=0;trend_window=50,65.21543660851691,0.1711813840374336,-0.5672079952783089,103.70928235908642,-38.49384575056951,26,17,16,9,10,0.23408038759641359,0.09578341219169861,0.5661960531970424,-0.0625207712438745,-0.05518491371229972,2011,-0.22433939426213756,2000,2.650897328394426
GGBR3,keltner_w40_atr10x1_exit0.5_tw0,keltner_breakout,window=40;atr_period=10;atr_mult=1;exit_z=0.5;trend_window=0,51.6413905851369,0.1610995613068835,-0.6518612132330379,103.70928235908642,-52.06789177394951,26,17,16,9,8,0.21758795130624087,0.08315231600200945,0.5402007054391549,-0.07901320753404723,-0.08658467625216265,2015,-0.3161733841364043,2000,2.4363282738040493
GGBR3,supertrend_10_4,supertrend_follow,atr_period=10;atr_mult=4,42.4728952289065,0.1527561461309192,-0.7317625492320328,103.70928235908642,-61.23638713017992,26,17,16,9,8,0.2111933876867002,0.11236834690378972,0.5110623266460429,-0.08540777115358791,-0.09706255900733979,2015,-0.3522044000221718,2000,2.278693389163435
GGBR3,supertrend_20_3,supertrend_follow,atr_period=20;atr_mult=3,57.245142347110495,0.1655343665804893,-0.695388260674185,103.70928235908642,-46.46414001197592,26,17,16,9,10,0.2061948517076781,0.1360917180525486,0.534287071698677,-0.09040630713261003,-0.07584307973431464,2015,-0.362838871429331,2000,2.5218060134874447
GGBR3,breakout_10_55,breakout,lookback=10;exit_lookback=55,189.59684295376752,0.2187869694454738,-0.720734571652724,103.70928235908642,85.8875605946811,26,17,16,9,10,0.30527139779555923,0.1502052600518683,0.6391809989552809,0.008670238955271158,-0.004045806522481432,2014,-0.45164882459441147,2000,2.3990034011841455
GGBR3,breakout_5_10,breakout,lookback=5;exit_lookback=10,80.36841608215958,0.180312224230011,-0.8411241405835352,103.70928235908642,-23.340866276926832,26,17,16,9,11,0.25294676413121464,0.09063213467862863,0.5838315154457937,-0.04365439470907344,-0.023330427785539176,2015,-0.5363191790622223,2000,2.0318775778631664
GGBR3,keltner_w40_atr10x1.5_exit0_tw50,keltner_breakout,window=40;atr_period=10;atr_mult=1.5;exit_z=0;trend_window=50,73.62189868020631,0.1764685317485639,-0.4844057402355554,103.70928235908642,-30.0873836788801,26,17,15,9,10,0.2402316018843955,0.07292073737386895,0.5700824681224731,-0.056369556955892595,-0.0757608731792263,2011,-0.2056505367456687,2000,2.650897328394426
