ticker,label,strategy,params,full_return,full_cagr,full_mdd,full_trades,years,positive_years,positive_gt5_years,negative_years,beat_bh_years,avg_year_return,median_year_return,std_year_return,worst_year,worst_year_return,best_year,best_year_return,avg_bh_year_return,median_bh_year_return,avg_excess_year_return,median_excess_year_return,avg_year_mdd,worst_year_mdd,year,strategy_return,buy_hold_return,excess_return,year_mdd,trades,exposure
GGBR3,breakout_10_55,breakout,lookback=10;exit_lookback=55,189.59684295376752,0.2187869694454738,-0.720734571652724,91,26,17,16,9,10,0.30527139779555923,0.1502052600518683,0.6391809989552809,2014,-0.45164882459441147,2000,2.3990034011841455,0.2966011588402881,0.1376559755187563,0.008670238955271158,-0.004045806522481432,-0.27907784033552974,-0.4648794460008475,2023,-0.03270238163173522,-0.05064990577488204,0.01794752414314682,-0.21829842931886057,4,0.842741935483871
GGBR3,breakout_10_55,breakout,lookback=10;exit_lookback=55,189.59684295376752,0.2187869694454738,-0.720734571652724,91,26,17,16,9,10,0.30527139779555923,0.1502052600518683,0.6391809989552809,2014,-0.45164882459441147,2000,2.3990034011841455,0.2966011588402881,0.1376559755187563,0.008670238955271158,-0.004045806522481432,-0.27907784033552974,-0.4648794460008475,2024,-0.05035815665786403,0.00927274084584484,-0.05963089750370887,-0.16501424899489225,4,0.7529880478087649
GGBR3,breakout_10_55,breakout,lookback=10;exit_lookback=55,189.59684295376752,0.2187869694454738,-0.720734571652724,91,26,17,16,9,10,0.30527139779555923,0.1502052600518683,0.6391809989552809,2014,-0.45164882459441147,2000,2.3990034011841455,0.2966011588402881,0.1376559755187563,0.008670238955271158,-0.004045806522481432,-0.27907784033552974,-0.4648794460008475,2025,0.027390814944349806,0.08456152108633797,-0.05717070614198816,-0.17820131347953438,4,0.76
GGBR3,breakout_10_55,breakout,lookback=10;exit_lookback=55,189.59684295376752,0.2187869694454738,-0.720734571652724,91,26,17,16,9,10,0.30527139779555923,0.1502052600518683,0.6391809989552809,2014,-0.45164882459441147,2000,2.3990034011841455,0.2966011588402881,0.1376559755187563,0.008670238955271158,-0.004045806522481432,-0.27907784033552974,-0.4648794460008475,2026,0.09414358210442009,0.17275355099655543,-0.07860996889213534,-0.18760385888025022,4,0.8592592592592593
GGBR3,legacy_rsi_21_45_70,rsi_reversion,rsi_period=21;lower=45;upper=70,135.7953134595569,0.2036476776792648,-0.8453425690508973,65,26,20,20,6,17,0.2859401776893779,0.15422340828939063,0.6144800639408357,2015,-0.5781539437169188,2000,2.226584266907345,0.2966011588402881,0.1376559755187563,-0.010660981150910196,0.0039282257319497305,-0.28913669134908054,-0.6959949486977258,2000,2.226584266907345,2.7099655428050626,-0.4833812758977176,-0.1960291920229884,3,0.3192307692307692
GGBR3,legacy_rsi_21_45_70,rsi_reversion,rsi_period=21;lower=45;upper=70,135.7953134595569,0.2036476776792648,-0.8453425690508973,65,26,20,20,6,17,0.2859401776893779,0.15422340828939063,0.6144800639408357,2015,-0.5781539437169188,2000,2.226584266907345,0.2966011588402881,0.1376559755187563,-0.010660981150910196,0.0039282257319497305,-0.28913669134908054,-0.6959949486977258,2001,0.16430892623104087,0.4230763271372273,-0.25876740090618644,-0.24374753939820315,3,0.4904214559386973
GGBR3,legacy_rsi_21_45_70,rsi_reversion,rsi_period=21;lower=45;upper=70,135.7953134595569,0.2036476776792648,-0.8453425690508973,65,26,20,20,6,17,0.2859401776893779,0.15422340828939063,0.6144800639408357,2015,-0.5781539437169188,2000,2.226584266907345,0.2966011588402881,0.1376559755187563,-0.010660981150910196,0.0039282257319497305,-0.28913669134908054,-0.6959949486977258,2002,0.7622592192478286,0.4378381571006935,0.32442106214713506,-0.1245397143253858,8,0.6053639846743295
GGBR3,legacy_rsi_21_45_70,rsi_reversion,rsi_period=21;lower=45;upper=70,135.7953134595569,0.2036476776792648,-0.8453425690508973,65,26,20,20,6,17,0.2859401776893779,0.15422340828939063,0.6144800639408357,2015,-0.5781539437169188,2000,2.226584266907345,0.2966011588402881,0.1376559755187563,-0.010660981150910196,0.0039282257319497305,-0.28913669134908054,-0.6959949486977258,2003,0.4246472309043148,0.9980443157725578,-0.573397084868243,-0.18027583434332684,4,0.5862068965517241
GGBR3,legacy_rsi_21_45_70,rsi_reversion,rsi_period=21;lower=45;upper=70,135.7953134595569,0.2036476776792648,-0.8453425690508973,65,26,20,20,6,17,0.2859401776893779,0.15422340828939063,0.6144800639408357,2015,-0.5781539437169188,2000,2.226584266907345,0.2966011588402881,0.1376559755187563,-0.010660981150910196,0.0039282257319497305,-0.28913669134908054,-0.6959949486977258,2004,0.547865051485994,0.6085269257765804,-0.06066187429058645,-0.07911448050634007,4,0.2988505747126437
GGBR3,legacy_rsi_21_45_70,rsi_reversion,rsi_period=21;lower=45;upper=70,135.7953134595569,0.2036476776792648,-0.8453425690508973,65,26,20,20,6,17,0.2859401776893779,0.15422340828939063,0.6144800639408357,2015,-0.5781539437169188,2000,2.226584266907345,0.2966011588402881,0.1376559755187563,-0.010660981150910196,0.0039282257319497305,-0.28913669134908054,-0.6959949486977258,2005,0.16506781720023467,0.09385740790858854,0.07121040929164613,-0.38500742349246986,4,0.8353413654618473
