report,strategy,tests,wins,tickers_tested,win_tickers,fail_tickers,failed_everywhere,best_win_ticker,best_win_return,best_win_cagr,best_win_mdd,best_win_bh_return
1d_full,atr_breakout,416,135,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,GGBR3;LOGG3;MLAS3;PETR4;TUPY3,BBSE3;VALE3,no,GGBR3,116.33404129091188,0.1967067341134398,-0.8302761583240518,103.70928235908642
1d_full,breakout,167,63,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3,VALE3,no,GGBR3,232.73660230794812,0.2281945689450519,-0.8052924040983814,103.70928235908642
1d_full,chandelier_breakout,364,90,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,LOGG3;MLAS3;PETR4;TUPY3,BBSE3;GGBR3;VALE3,no,PETR4,83.56591189315654,0.1820279452957571,-0.3567530636902052,14.43078147110415
1d_full,down_streak_reversion,168,48,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,MLAS3;TUPY3,BBSE3;GGBR3;LOGG3;PETR4;VALE3,no,TUPY3,0.7919322267874391,0.0222252545101584,-0.2003583829550139,-0.7964597346931884
1d_full,ema_cross,112,29,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,MLAS3;TUPY3,BBSE3;GGBR3;LOGG3;PETR4;VALE3,no,MLAS3,0.300131931869853,0.0540548498449753,-0.2195791861575742,-0.8432598291934688
1d_full,ibs_reversion,210,45,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,MLAS3;TUPY3,BBSE3;GGBR3;LOGG3;PETR4;VALE3,no,TUPY3,0.493690450059207,0.0152362969923474,-0.5173484596134954,-0.7964597346931884
1d_full,keltner_breakout,2441,629,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,LOGG3;MLAS3;PETR4;TUPY3,BBSE3;GGBR3;VALE3,no,PETR4,24.970384305006423,0.1305912924222367,-0.5271051844416248,14.43078147110415
1d_full,range_expansion_breakout,2374,562,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,LOGG3;MLAS3;PETR4;TUPY3,BBSE3;GGBR3;VALE3,no,PETR4,34.439303626593485,0.1439142362212233,-0.6951794326752335,14.43078147110415
1d_full,rsi2_trend_reversion,734,165,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,MLAS3;TUPY3,BBSE3;GGBR3;LOGG3;PETR4;VALE3,no,TUPY3,0.2948389997985519,0.0097850396510936,-0.2461212317166546,-0.7964597346931884
1d_full,rsi_ibs_reversion,931,242,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,MLAS3;TUPY3,BBSE3;GGBR3;LOGG3;PETR4;VALE3,no,TUPY3,1.1836266389301624,0.029869464746278,-0.2111786301486339,-0.7964597346931884
1d_full,rsi_reversion,28,18,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3,VALE3,no,GGBR3,135.7953134595569,0.2036476776792648,-0.8453425690508973,103.70928235908642
1d_full,rsi_reversion_atr,14,12,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,,no,GGBR3,218.7694728533523,0.2253459701869899,-0.8886262123933522,103.70928235908642
1d_full,rsi_reversion_hold,14,5,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,LOGG3;MLAS3;TUPY3,BBSE3;GGBR3;PETR4;VALE3,no,LOGG3,1.8983446594227569,0.1509300580150909,-0.5744657280847434,1.3939800300655645
1d_full,sma_cross,112,36,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,BBSE3;LOGG3;MLAS3;TUPY3;VALE3,GGBR3;PETR4,no,VALE3,38.35217268123285,0.1484379749357576,-0.598824408730555,37.11854892430078
1d_full,supertrend_follow,140,44,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,MLAS3;PETR4;TUPY3,BBSE3;GGBR3;LOGG3;VALE3,no,PETR4,124.59335230021524,0.199778485681912,-0.3865018732019806,14.43078147110415
4h_short,atr_breakout,390,103,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,GGBR3;MLAS3;TUPY3;VALE3,BBSE3;LOGG3;PETR4,no,GGBR3,0.5891949528872351,0.1713127305597344,-0.1892801444616106,0.1339645703508598
4h_short,breakout,168,49,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,GGBR3;MLAS3;TUPY3;VALE3,BBSE3;LOGG3;PETR4,no,GGBR3,0.5432463242220631,0.159640412095797,-0.2147891036130943,0.1339645703508598
4h_short,chandelier_breakout,354,60,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,GGBR3;MLAS3;TUPY3;VALE3,BBSE3;LOGG3;PETR4,no,VALE3,0.4658967160046792,0.1394630320709793,-0.1125796217813628,0.4169675120576535
4h_short,down_streak_reversion,166,41,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,MLAS3;TUPY3,BBSE3;GGBR3;LOGG3;PETR4;VALE3,no,MLAS3,0.4172520229224969,0.1264119290134109,-0.1666211006067683,-0.4497563388397084
4h_short,ema_cross,112,28,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,MLAS3;TUPY3,BBSE3;GGBR3;LOGG3;PETR4;VALE3,no,MLAS3,0.3195592916903647,0.0992817732265383,-0.2342189346065697,-0.4497563388397084
4h_short,ibs_reversion,210,29,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,MLAS3;TUPY3,BBSE3;GGBR3;LOGG3;PETR4;VALE3,no,MLAS3,-0.0493997810563058,-0.0171449499363234,-0.2748002538620591,-0.4497563388397084
4h_short,keltner_breakout,2137,403,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,GGBR3;MLAS3;TUPY3,BBSE3;LOGG3;PETR4;VALE3,no,GGBR3,0.3050569924841619,0.0951427102535851,-0.1086649869128221,0.1339645703508598
4h_short,range_expansion_breakout,2168,260,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,MLAS3;PETR4;TUPY3;VALE3,BBSE3;GGBR3;LOGG3,no,PETR4,0.7945069142844332,0.2209151350933407,-0.1864140247054179,0.7351088303859585
4h_short,rsi2_trend_reversion,671,143,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,MLAS3;TUPY3,BBSE3;GGBR3;LOGG3;PETR4;VALE3,no,MLAS3,0.6151973554605767,0.177819871271307,-0.1740770581082875,-0.4497563388397084
4h_short,rsi_ibs_reversion,896,229,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,MLAS3;TUPY3,BBSE3;GGBR3;LOGG3;PETR4;VALE3,no,MLAS3,0.3591706646554864,0.1104365864117447,-0.1772609861959938,-0.4497563388397084
4h_short,rsi_reversion,28,19,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,,no,LOGG3,1.2245489537456518,0.313810808575514,-0.2639989203917663,0.8903220985301981
4h_short,rsi_reversion_atr,14,9,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,GGBR3;LOGG3;MLAS3;TUPY3;VALE3,BBSE3;PETR4,no,LOGG3,1.1230671970092607,0.293036407697006,-0.2704254686075668,0.8903220985301981
4h_short,rsi_reversion_hold,14,3,BBSE3;GGBR3;LOGG3;MLAS3;PETR4;TUPY3;VALE3,BBSE3;MLAS3,GGBR3;LOGG3;PETR4;TUPY3;VALE3,no,BBSE3,0.7169055809254132,0.202629615719355,-0.2204537009163188,0.5874129266861712
