date,strategy_equity,benchmark_equity,strategy_position,benchmark_position,strategy_trade,benchmark_trade,strategy_trade_price,benchmark_trade_price
2013-04-29,9793.510108722243,9793.510108722243,1,1,BUY,BUY,6.194605163810465,6.194605163810465
2013-04-30,10058.995629841378,10058.995629841378,1,1,,,0.0,0.0
2013-05-02,10324.481920722501,10324.481920722501,1,1,,,0.0,0.0
2013-05-03,10471.972166317602,10471.972166317602,1,1,,,0.0,0.0
2013-05-06,10578.171609146772,10578.171609146772,1,1,,,0.0,0.0
2013-05-07,10554.568397327233,10554.568397327233,1,1,,,0.0,0.0
2013-05-08,10324.481920722501,10324.481920722501,1,1,,,0.0,0.0
2013-05-09,10471.972166317602,10471.972166317602,1,1,,,0.0,0.0
2013-05-10,10566.370388117995,10566.370388117995,1,1,,,0.0,0.0
2013-05-13,10519.173971384755,10519.173971384755,1,1,,,0.0,0.0
2013-05-14,10619.46703048463,10619.46703048463,1,1,,,0.0,0.0
2013-05-15,10855.457581532693,10855.457581532693,1,1,,,0.0,0.0
2013-05-16,11091.444283770821,11091.444283770821,1,1,,,0.0,0.0
2013-05-17,11115.04133749446,11115.04133749446,1,1,,,0.0,0.0
2013-05-20,10949.849645237187,10949.849645237187,1,1,,,0.0,0.0
2013-05-21,10914.454449532723,10914.454449532723,1,1,,,0.0,0.0
2013-05-22,10766.957276079733,10766.957276079733,1,1,,,0.0,0.0
2013-05-23,10525.072657494175,10525.072657494175,1,1,,,0.0,0.0
2013-05-24,10643.06408420827,10643.06408420827,1,1,,,0.0,0.0
2013-05-27,10643.06408420827,10643.06408420827,1,1,,,0.0,0.0
2013-05-28,10825.95722312771,10825.95722312771,1,1,,,0.0,0.0
2013-05-29,10672.564442613253,10672.564442613253,1,1,,,0.0,0.0
2013-05-31,10896.749154060615,10896.749154060615,1,1,,,0.0,0.0
2013-06-03,10737.463075770649,10737.463075770649,1,1,,,0.0,0.0
2013-06-04,10501.475603770536,10501.475603770536,1,1,,,0.0,0.0
2013-06-05,10471.972166317602,10471.972166317602,1,1,,,0.0,0.0
2013-06-06,10501.475603770536,10501.475603770536,1,1,,,0.0,0.0
2013-06-07,10560.469392722614,10560.469392722614,1,1,,,0.0,0.0
2013-06-10,10589.967441841634,10589.967441841634,1,1,,,0.0,0.0
2013-06-11,10300.884097236874,10300.884097236874,1,1,,,0.0,0.0
2013-06-12,10176.988596079447,10176.988596079447,1,1,,,0.0,0.0
2013-06-13,10560.469392722614,10560.469392722614,1,1,,,0.0,0.0
2013-06-14,10702.06018244631,10702.06018244631,1,1,,,0.0,0.0
2013-06-17,10678.464668246646,10678.464668246646,1,1,,,0.0,0.0
2013-06-18,10607.669658265791,10607.669658265791,1,1,,,0.0,0.0
2013-06-19,10277.283964465285,10277.283964465285,1,1,,,0.0,0.0
2013-06-20,10153.386154021897,10153.386154021897,1,1,,,0.0,0.0
2013-06-21,10289.083645970086,10289.083645970086,1,1,,,0.0,0.0
2013-06-24,9999.999531603336,9999.999531603336,1,1,,,0.0,0.0
2013-06-25,9852.502358150348,9852.502358150348,1,1,,,0.0,0.0
2013-06-26,9929.202982098508,9929.202982098508,1,1,,,0.0,0.0
2013-06-27,10200.588728851037,10200.588728851037,1,1,,,0.0,0.0
2013-06-28,10383.480328246504,10383.480328246504,1,1,,,0.0,0.0
2013-07-01,10324.481920722501,10324.481920722501,1,1,,,0.0,0.0
2013-07-02,10141.592630612995,10141.592630612995,1,1,,,0.0,0.0
2013-07-03,10176.988596079447,10176.988596079447,1,1,,,0.0,0.0
2013-07-04,10460.175563860752,10460.175563860752,1,1,,,0.0,0.0
2013-07-05,10383.480328246504,10383.480328246504,1,1,,,0.0,0.0
2013-07-08,10560.469392722614,10560.469392722614,1,1,,,0.0,0.0
2013-07-10,10471.972166317602,10471.972166317602,1,1,,,0.0,0.0
2013-07-11,10560.469392722614,10560.469392722614,1,1,,,0.0,0.0
2013-07-12,10454.276877751332,10454.276877751332,1,1,,,0.0,0.0
2013-07-15,10389.381323641885,10389.381323641885,1,1,,,0.0,0.0
2013-07-16,10271.382969069904,10271.382969069904,1,1,,,0.0,0.0
2013-07-17,10595.868437237017,10595.868437237017,1,1,,,0.0,0.0
2013-07-18,10648.965079603651,10648.965079603651,1,1,,,0.0,0.0
2013-07-19,10589.967441841634,10589.967441841634,1,1,,,0.0,0.0
2013-07-22,10619.46703048463,10619.46703048463,1,1,,,0.0,0.0
2013-07-23,10619.46703048463,10619.46703048463,1,1,,,0.0,0.0
2013-07-24,10648.965079603651,10648.965079603651,1,1,,,0.0,0.0
2013-07-25,10684.365663642027,10684.365663642027,1,1,,,0.0,0.0
2013-07-26,10684.365663642027,10684.365663642027,1,1,,,0.0,0.0
2013-07-29,10707.961177841691,10707.961177841691,1,1,,,0.0,0.0
2013-07-30,10849.555046613337,10849.555046613337,1,1,,,0.0,0.0
2013-07-31,10879.05540501832,10879.05540501832,1,1,,,0.0,0.0
2013-08-01,11014.745969108622,11014.745969108622,1,1,,,0.0,0.0
2013-08-02,11203.537024375497,11203.537024375497,1,1,,,0.0,0.0
2013-08-05,11445.42318248503,11445.42318248503,1,1,,,0.0,0.0
2013-08-06,11445.42318248503,11445.42318248503,1,1,,,0.0,0.0
2013-08-07,11563.421537057011,11563.421537057011,1,1,,,0.0,0.0
2013-08-08,11740.414450343058,11740.414450343058,1,1,,,0.0,0.0
2013-08-09,11764.009964542724,11764.009964542724,1,1,,,0.0,0.0
2013-08-12,11510.322585404414,11510.322585404414,1,1,,,0.0,0.0
2013-08-13,11598.820581571414,11598.820581571414,1,1,,,0.0,0.0
2013-08-14,11445.42318248503,11445.42318248503,1,1,,,0.0,0.0
2013-08-15,11445.42318248503,11445.42318248503,1,1,,,0.0,0.0
2013-08-16,11392.325770356409,11392.325770356409,1,1,,,0.0,0.0
2013-08-19,10772.859041237101,10772.859041237101,1,1,,,0.0,0.0
2013-08-20,10987.039156134273,10987.039156134273,1,1,,,0.0,0.0
2013-08-21,11150.035487203491,11150.035487203491,1,1,,,0.0,0.0
2013-08-22,11300.954252690459,11300.954252690459,1,1,,,0.0,0.0
2013-08-23,11657.128512592722,11657.128512592722,1,1,,,0.0,0.0
2013-08-26,11463.950583759675,11463.950583759675,1,1,,,0.0,0.0
2013-08-27,11445.83962372021,11445.83962372021,1,1,,,0.0,0.0
2013-08-28,11391.508283125793,11391.508283125793,1,1,,,0.0,0.0
2013-08-29,11469.987827026825,11469.987827026825,1,1,,,0.0,0.0
2013-08-30,11614.873198056579,11614.873198056579,1,1,,,0.0,0.0
2013-09-02,11590.722685464001,11590.722685464001,1,1,,,0.0,0.0
2013-09-03,11584.686211958839,11584.686211958839,1,1,,,0.0,0.0
2013-09-04,11578.649738453676,11578.649738453676,1,1,,,0.0,0.0
2013-09-05,11802.013883622474,11802.013883622474,1,1,,,0.0,0.0
2013-09-06,12013.30123297101,12013.30123297101,1,1,,,0.0,0.0
2013-09-09,12351.366842119773,12351.366842119773,1,1,,,0.0,0.0
2013-09-10,12502.287916892701,12502.287916892701,1,1,,,0.0,0.0
2013-09-11,12592.8380985181,12592.8380985181,1,1,,,0.0,0.0
2013-09-12,12683.392898715421,12683.392898715421,1,1,,,0.0,0.0
2013-09-13,12641.130656321391,12641.130656321391,1,1,,,0.0,0.0
2013-09-16,12604.910275766439,12604.910275766439,1,1,,,0.0,0.0
2013-09-17,12786.013718065184,12786.013718065184,1,1,,,0.0,0.0
2013-09-18,13220.668291630467,13220.668291630467,1,1,,,0.0,0.0
2013-09-19,13130.116570481096,13130.116570481096,1,1,,,0.0,0.0
2013-09-20,12979.192416660217,12979.192416660217,1,1,,,0.0,0.0
2013-09-23,12912.786589531497,12912.786589531497,1,1,,,0.0,0.0
2013-09-24,12961.082996144727,12961.082996144727,1,1,,,0.0,0.0
2013-09-25,13190.484384580677,13190.484384580677,1,1,,,0.0,0.0
2013-09-26,13220.668291630467,13220.668291630467,1,1,,,0.0,0.0
2013-09-27,13377.624300384585,13377.624300384585,1,1,,,0.0,0.0
2013-09-30,13166.3338719881,13166.3338719881,1,1,,,0.0,0.0
2013-10-01,13558.729282207305,13558.729282207305,1,1,,,0.0,0.0
2013-10-02,13341.40391982963,13341.40391982963,1,1,,,0.0,0.0
2013-10-03,13039.564849331722,13039.564849331722,1,1,,,0.0,0.0
2013-10-04,13039.564849331722,13039.564849331722,1,1,,,0.0,0.0
2013-10-07,13274.998092700911,13274.998092700911,1,1,,,0.0,0.0
2013-10-08,13510.439033689974,13510.439033689974,1,1,,,0.0,0.0
2013-10-09,13788.130670643255,13788.130670643255,1,1,,,0.0,0.0
2013-10-10,14126.193200744066,14126.193200744066,1,1,,,0.0,0.0
2013-10-11,14083.931728112024,14083.931728112024,1,1,,,0.0,0.0
2013-10-14,14240.895434486016,14240.895434486016,1,1,,,0.0,0.0
2013-10-15,14337.488247712476,14337.488247712476,1,1,,,0.0,0.0
2013-10-16,14216.746461417413,14216.746461417413,1,1,,,0.0,0.0
2013-10-17,14428.03381076595,14428.03381076595,1,1,,,0.0,0.0
2013-10-18,14627.252831676084,14627.252831676084,1,1,,,0.0,0.0
2013-10-21,14609.143411160594,14609.143411160594,1,1,,,0.0,0.0
2013-10-22,14621.211739598995,14621.211739598995,1,1,,,0.0,0.0
2013-10-23,14246.931907991178,14246.931907991178,1,1,,,0.0,0.0
2013-10-24,14482.365151360367,14482.365151360367,1,1,,,0.0,0.0
2013-10-25,14361.632602209154,14361.632602209154,1,1,,,0.0,0.0
2013-10-28,14397.849903716158,14397.849903716158,1,1,,,0.0,0.0
2013-10-29,14325.410682130225,14325.410682130225,1,1,,,0.0,0.0
2013-10-30,14572.91995155769,14572.91995155769,1,1,,,0.0,0.0
2013-10-31,14772.13743294385,14772.13743294385,1,1,,,0.0,0.0
2013-11-01,14910.980942134527,14910.980942134527,1,1,,,0.0,0.0
2013-11-04,14645.362252191573,14645.362252191573,1,1,,,0.0,0.0
2013-11-05,14397.849903716158,14397.849903716158,1,1,,,0.0,0.0
2013-11-06,14041.677953099857,14041.677953099857,1,1,,,0.0,0.0
2013-11-07,13945.089758445321,13945.089758445321,1,1,,,0.0,0.0
2013-11-08,14005.459112068878,14005.459112068878,1,1,,,0.0,0.0
2013-11-11,14283.149209498184,14283.149209498184,1,1,,,0.0,0.0
2013-11-12,13860.574510801112,13860.574510801112,1,1,,,0.0,0.0
2013-11-13,14295.226775080435,14295.226775080435,1,1,,,0.0,0.0
2013-11-14,14566.881938528551,14566.881938528551,1,1,,,0.0,0.0
2013-11-18,14548.770978489087,14548.770978489087,1,1,,,0.0,0.0
2013-11-19,14349.556576150879,14349.556576150879,1,1,,,0.0,0.0
2013-11-21,14548.770978489087,14548.770978489087,1,1,,,0.0,0.0
2013-11-22,14560.843925499414,14560.843925499414,1,1,,,0.0,0.0
2013-11-25,14621.211739598995,14621.211739598995,1,1,,,0.0,0.0
2013-11-26,14729.879039359757,14729.879039359757,1,1,,,0.0,0.0
2013-11-27,14747.98999939922,14747.98999939922,1,1,,,0.0,0.0
2013-11-28,15182.639184630594,15182.639184630594,1,1,,,0.0,0.0
2013-11-29,15333.560259403523,15333.560259403523,1,1,,,0.0,0.0
2013-12-02,15321.485772869222,15321.485772869222,1,1,,,0.0,0.0
2013-12-03,15152.456817104778,15152.456817104778,1,1,,,0.0,0.0
2013-12-04,14808.356273974829,14808.356273974829,1,1,,,0.0,0.0
2013-12-05,14711.763460748369,14711.763460748369,1,1,,,0.0,0.0
2013-12-06,14530.663097497572,14530.663097497572,1,1,,,0.0,0.0
2013-12-09,14687.620645775665,14687.620645775665,1,1,,,0.0,0.0
2013-12-10,14729.879039359757,14729.879039359757,1,1,,,0.0,0.0
2013-12-11,14699.69667183394,14699.69667183394,1,1,,,0.0,0.0
2013-12-12,14476.33021737918,14476.33021737918,1,1,,,0.0,0.0
2013-12-13,14572.91995155769,14572.91995155769,1,1,,,0.0,0.0
2013-12-16,14572.91995155769,14572.91995155769,1,1,,,0.0,0.0
2013-12-17,14717.801473777507,14717.801473777507,1,1,,,0.0,0.0
2013-12-18,14687.620645775665,14687.620645775665,1,1,,,0.0,0.0
2013-12-19,14820.43383955708,14820.43383955708,1,1,,,0.0,0.0
2013-12-20,14651.398725696736,14651.398725696736,1,1,,,0.0,0.0
2013-12-23,14458.223875911639,14458.223875911639,1,1,,,0.0,0.0
2013-12-26,14295.226775080435,14295.226775080435,1,1,,,0.0,0.0
2013-12-27,14591.029372073179,14591.029372073179,1,1,,,0.0,0.0
2013-12-30,14790.245313935364,14790.245313935364,1,1,,,0.0,0.0
2014-01-02,14458.223875911639,14458.223875911639,1,1,,,0.0,0.0
2014-01-03,14144.30108173558,14144.30108173558,1,1,,,0.0,0.0
2014-01-06,13945.089758445321,13945.089758445321,1,1,,,0.0,0.0
2014-01-07,13854.538037295948,13854.538037295948,1,1,,,0.0,0.0
2014-01-08,14029.60500608953,14029.60500608953,1,1,,,0.0,0.0
2014-01-09,13721.726383038509,13721.726383038509,1,1,,,0.0,0.0
2014-01-10,13902.829825337254,13902.829825337254,1,1,,,0.0,0.0
2014-01-13,13969.235652465974,13969.235652465974,1,1,,,0.0,0.0
2014-01-14,14174.488067833321,14174.488067833321,1,1,,,0.0,0.0
2014-01-15,14464.254191320902,14464.254191320902,1,1,,,0.0,0.0
2014-01-16,14578.956425062854,14578.956425062854,1,1,,,0.0,0.0
2014-01-17,14470.29528339799,14470.29528339799,1,1,,,0.0,0.0
2014-01-20,14421.99887678476,14421.99887678476,1,1,,,0.0,0.0
2014-01-21,14325.410682130225,14325.410682130225,1,1,,,0.0,0.0
2014-01-22,14578.956425062854,14578.956425062854,1,1,,,0.0,0.0
2014-01-23,14428.03381076595,14428.03381076595,1,1,,,0.0,0.0
2014-01-24,14059.790452663296,14059.790452663296,1,1,,,0.0,0.0
2014-01-27,13902.829825337254,13902.829825337254,1,1,,,0.0,0.0
2014-01-28,13945.089758445321,13945.089758445321,1,1,,,0.0,0.0
2014-01-29,13763.984776622601,13763.984776622601,1,1,,,0.0,0.0
2014-01-30,13679.469528978392,13679.469528978392,1,1,,,0.0,0.0
2014-01-31,13703.61696252302,13703.61696252302,1,1,,,0.0,0.0
2014-02-03,13178.412977094325,13178.412977094325,1,1,,,0.0,0.0
2014-02-04,13450.072759114366,13450.072759114366,1,1,,,0.0,0.0
2014-02-05,13745.872277059163,13745.872277059163,1,1,,,0.0,0.0
2014-02-06,14295.226775080435,14295.226775080435,1,1,,,0.0,0.0
2014-02-07,14096.009293694275,14096.009293694275,1,1,,,0.0,0.0
2014-02-10,14186.562554367623,14186.562554367623,1,1,,,0.0,0.0
2014-02-11,14790.245313935364,14790.245313935364,1,1,,,0.0,0.0
2014-02-12,14428.03381076595,14428.03381076595,1,1,,,0.0,0.0
2014-02-13,14488.403164389505,14488.403164389505,1,1,,,0.0,0.0
2014-02-14,14337.488247712476,14337.488247712476,1,1,,,0.0,0.0
2014-02-17,14591.075557792423,14591.075557792423,1,1,,,0.0,0.0
2014-02-18,14454.884648410314,14454.884648410314,1,1,,,0.0,0.0
2014-02-19,14522.982412387331,14522.982412387331,1,1,,,0.0,0.0
2014-02-20,14535.36172466864,14535.36172466864,1,1,,,0.0,0.0
2014-02-21,14547.7441159979,14547.7441159979,1,1,,,0.0,0.0
2014-02-24,14417.746711566382,14417.746711566382,1,1,,,0.0,0.0
2014-02-25,14547.7441159979,14547.7441159979,1,1,,,0.0,0.0
