rank,ticker,strategy,params,test_total_return,test_benchmark_total_return,test_excess_total_return,test_max_drawdown,test_trades,test_exposure,train_total_return,train_benchmark_total_return,train_excess_total_return,source_file
23,VALE3,roc_trend,lookback=52;sma_window=104,0.4416695060519098,1.2570305704380362,-0.8153610643861264,-0.4135944986224904,23,0.4254807692307692,46.39382290187598,31.30739801106226,15.086424890813717,train_test_roc_trend_excess_raw_events_raw_1wk.csv
24,VALE3,price_sma,sma_window=104,0.4186601056775434,1.2570305704380362,-0.8383704647604928,-0.3881015797066024,27,0.5144230769230769,49.7101420557083,31.30739801106226,18.40274404464604,train_test_price_sma_excess_raw_events_raw_1wk.csv
25,VALE3,sma_stop,sma_window=104;stop_pct=0.4,0.4186601056775434,1.2570305704380362,-0.8383704647604928,-0.3881015797066024,27,0.5144230769230769,49.7101420557083,31.30739801106226,18.40274404464604,train_test_sma_stop_excess_raw_events_raw_1wk.csv
26,BBSE3,ema_cross,fast=8;slow=13,0.3908636841618718,0.8978749218940629,-0.5070112377321911,-0.22329671938012752,23,0.6153846153846154,1.2205271984497648,2.5505489637087115,-1.3300217652589468,train_test_ema_cross_excess_raw_events_raw_1wk.csv
27,BBSE3,momentum,lookback=8,0.3519404627647498,0.8978749218940629,-0.5459344591293132,-0.2450301117938306,41,0.5673076923076923,1.3773692864150142,2.5505489637087115,-1.1731796772936973,train_test_momentum_excess_raw_events_raw_1wk.csv
28,BBSE3,roc_trend,lookback=8;sma_window=13,0.3492256393649278,0.8978749218940629,-0.5486492825291351,-0.23432839879430856,35,0.5,1.419873005258288,2.5505489637087115,-1.1306759584504236,train_test_roc_trend_excess_raw_events_raw_1wk.csv
29,VALE3,rsi_reversion,rsi_period=5;lower=50.0;upper=80.0,0.280220708554463,1.2570305704380362,-0.9768098618835732,-0.369099108226132,15,0.7860576923076923,36.27513483210514,31.30739801106226,4.967736821042877,train_test_rsi_reversion_excess_raw_events_raw_1wk.csv
30,BBSE3,trend_pullback,rsi_period=2;lower=50.0;upper=80.0;trend_window=13,0.2584693302666976,0.8978749218940629,-0.6394055916273653,-0.05193835963933768,24,0.125,0.5145080892776204,2.5505489637087115,-2.036040874431091,train_test_trend_pullback_excess_raw_events_raw_1wk.csv
31,BBSE3,breakout,lookback=4;exit_lookback=4,0.18142921183967653,0.8978749218940629,-0.7164457100543864,-0.22816237810678963,21,0.5432692307692307,2.634779620686501,2.5505489637087115,0.08423065697778931,train_test_breakout_excess_raw_events_raw_1wk.csv
32,LOGG3,bollinger_reversion,window=40;num_std=2.0;exit_z=0.5,0.16858909989492799,0.598464081227857,-0.429874981332929,-0.1537329120285813,2,0.20833333333333334,2.345685382651361,1.1204829492626462,1.2252024333887146,train_test_bollinger_reversion_excess_raw_events_raw_1wk.csv
33,LOGG3,sma_stop,sma_window=13;stop_pct=0.15,0.06450856069398303,0.598464081227857,-0.533955520533874,-0.3387295387554845,26,0.575,1.7179604443293197,1.1204829492626462,0.5974774950666735,train_test_sma_stop_excess_raw_events_raw_1wk.csv
34,BBSE3,bollinger_reversion,window=20;num_std=2.0;exit_z=0.0,0.04748281584076053,0.8978749218940629,-0.8503921060533024,-0.08383643797714069,4,0.15865384615384615,0.9856282047325355,2.5505489637087115,-1.564920758976176,train_test_bollinger_reversion_excess_raw_events_raw_1wk.csv
35,LOGG3,sma_cross,fast=4;slow=13,0.0435739960637036,0.598464081227857,-0.5548900851641534,-0.2759848245809462,15,0.5916666666666667,1.106238686441086,1.1204829492626462,-0.014244262821560216,train_test_sma_cross_excess_raw_events_raw_1wk.csv
36,LOGG3,rsi_reversion,rsi_period=14;lower=30.0;upper=60.0,0.0,0.598464081227857,-0.598464081227857,0.0,0,0.0,2.36282041135232,1.1204829492626462,1.2423374620896737,train_test_rsi_reversion_excess_raw_events_raw_1wk.csv
37,LOGG3,price_sma,sma_window=8,-0.0012283552770242512,0.598464081227857,-0.5996924365048812,-0.26329471574381236,30,0.5083333333333333,1.6205978859593735,1.1204829492626462,0.5001149366967272,train_test_price_sma_excess_raw_events_raw_1wk.csv
38,LOGG3,trend_pullback,rsi_period=14;lower=50.0;upper=70.0;trend_window=13,-0.0309440324910627,0.598464081227857,-0.6294081137189197,-0.12225559240481998,8,0.175,1.7281112833375158,1.1204829492626462,0.6076283340748696,train_test_trend_pullback_excess_raw_events_raw_1wk.csv
39,VALE3,atr_breakout,lookback=26;atr_period=10;atr_mult=5.0,-0.061158899335644334,1.2570305704380362,-1.3181894697736807,-0.6344396069797529,11,0.5865384615384616,51.09604067250332,31.30739801106226,19.78864266144106,train_test_atr_breakout_excess_raw_events_raw_1wk.csv
40,LOGG3,roc_trend,lookback=4;sma_window=13,-0.07872610998925933,0.598464081227857,-0.6771901912171163,-0.31819442481361127,30,0.45,2.566278147218693,1.1204829492626462,1.4457951979560466,train_test_roc_trend_excess_raw_events_raw_1wk.csv
41,LOGG3,momentum,lookback=4,-0.09639014929362255,0.598464081227857,-0.6948542305214795,-0.4131167382705139,30,0.5333333333333333,2.0756580107736187,1.1204829492626462,0.9551750615109724,train_test_momentum_excess_raw_events_raw_1wk.csv
42,GGBR3,sma_cross,fast=13;slow=52,-0.10374743962376032,1.9106350848749591,-2.0143825244987195,-0.5695807994393054,15,0.4735576923076923,22.57435636812934,69.24327989479197,-46.668923526662624,train_test_sma_cross_excess_raw_events_raw_1wk.csv
43,GGBR3,trend_pullback,rsi_period=5;lower=50.0;upper=80.0;trend_window=104,-0.14861369752546083,1.9106350848749591,-2.05924878240042,-0.4723470130532216,25,0.3581730769230769,9.020502205066599,69.24327989479197,-60.22277768972537,train_test_trend_pullback_excess_raw_events_raw_1wk.csv
44,LOGG3,macd,fast=8;slow=13;signal_window=4,-0.184458051285199,0.598464081227857,-0.782922132513056,-0.31834889099782204,26,0.49166666666666664,2.915096862052277,1.1204829492626462,1.7946139127896306,train_test_macd_excess_raw_events_raw_1wk.csv
45,LOGG3,breakout,lookback=4;exit_lookback=4,-0.2012838249183999,0.598464081227857,-0.7997479061462569,-0.3189190455543056,11,0.5583333333333333,1.0175613105501564,1.1204829492626462,-0.10292163871248983,train_test_breakout_excess_raw_events_raw_1wk.csv
46,VALE3,trend_pullback,rsi_period=5;lower=50.0;upper=80.0;trend_window=104,-0.29991766667994857,1.2570305704380362,-1.5569482371179848,-0.47900041620054135,17,0.24278846153846154,24.442408520262184,31.30739801106226,-6.8649894908000775,train_test_trend_pullback_excess_raw_events_raw_1wk.csv
47,VALE3,ema_cross,fast=26;slow=39,-0.30722005104267536,1.2570305704380362,-1.5642506214807117,-0.5681764323909678,11,0.4735576923076923,79.48838299052535,31.30739801106226,48.18098497946309,train_test_ema_cross_excess_raw_events_raw_1wk.csv
48,LOGG3,ema_cross,fast=4;slow=13,-0.8921032845116101,0.598464081227857,-1.4905673657394671,-0.9138968779470752,16,0.6416666666666667,0.8183660109682764,1.1204829492626462,-0.3021169382943698,train_test_ema_cross_excess_raw_events_raw_1wk.csv
