date,strategy_equity,benchmark_equity,strategy_position,benchmark_position,strategy_trade,benchmark_trade,strategy_trade_price,benchmark_trade_price,strategy_dividend_cash,benchmark_dividend_cash,strategy_split_ratio,benchmark_split_ratio
2013-04-29,10445.47308366963,10445.47308366963,1,1,BUY,BUY,16.958475763320923,16.958475763320923,0.0,0.0,1.0,1.0
2013-05-06,10539.552993947951,10539.552993947951,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-13,11086.39317339131,11086.39317339131,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-20,10615.993621999709,10615.993621999709,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-27,10868.832679922072,10868.832679922072,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-06-03,10533.672859365432,10533.672859365432,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-06-10,10674.792724782912,10674.792724782912,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-06-17,10263.19339769551,10263.19339769551,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-06-24,10357.27330797383,10357.27330797383,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-07-01,10357.27330797383,10357.27330797383,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-07-08,10427.832679922072,10427.832679922072,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-07-15,10563.07353227803,10563.07353227803,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-07-22,10657.15344255635,10657.15344255635,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-07-29,11174.592949087111,11174.592949087111,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-08-05,11733.19339769551,11733.19339769551,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-08-12,11362.752769643752,11362.752769643752,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-08-19,11606.648113643752,11606.648113643752,1,1,,,0.0,0.0,243.895344,243.895344,1.0,1.0
2013-08-26,11565.488293087112,11565.488293087112,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-09-02,11953.568203365432,11953.568203365432,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-09-09,12565.08874169551,12565.08874169551,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-09-16,12894.368427669631,12894.368427669631,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-09-23,13282.448337947952,13282.448337947952,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-09-30,12953.16865197383,12953.16865197383,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-10-07,13970.408382808791,13970.408382808791,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-10-14,14499.608158504592,14499.608158504592,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
