date,strategy_equity,benchmark_equity,strategy_position,benchmark_position,strategy_trade,benchmark_trade,strategy_trade_price,benchmark_trade_price,strategy_dividend_cash,benchmark_dividend_cash,strategy_split_ratio,benchmark_split_ratio
2013-04-29,9769.117936510595,9769.117936510595,1,1,BUY,BUY,6.19770100498914,6.19770100498914,0.0,0.0,1.0,1.0
2013-04-30,10033.898062128575,10033.898062128575,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-02,10298.678187746556,10298.678187746556,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-03,10445.773310083898,10445.773310083898,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-06,10551.683978457006,10551.683978457006,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-07,10528.147591967137,10528.147591967137,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-08,10298.678187746556,10298.678187746556,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-09,10445.773310083898,10445.773310083898,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-10,10539.918088335546,10539.918088335546,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-13,10492.846083063634,10492.846083063634,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-14,10592.873038668187,10592.873038668187,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-15,10828.233065027745,10828.233065027745,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-16,11063.590020556005,11063.590020556005,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-17,11087.127174753698,11087.127174753698,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-20,10922.377075571569,10922.377075571569,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-21,10887.074031252416,10887.074031252416,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-22,10739.968161005529,10739.968161005529,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-23,10498.732098955663,10498.732098955663,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
