ticker,strategy,start,end,candles,trades,exposure,final_equity,total_return,cagr,max_drawdown,annual_volatility,sharpe,benchmark_final_equity,benchmark_total_return,benchmark_cagr,benchmark_max_drawdown,excess_total_return
BBSE3,buy_and_hold,2013-04-29,2026-07-17,3289,1,1.0,66204.94306506589,5.620494306506589,0.1537593457451656,-0.440413802182097,0.2738647772991567,0.6658881823477352,66204.94306506589,5.620494306506589,0.1537593457451656,-0.440413802182097,0.0
VALE3,buy_and_hold,2000-01-03,2026-07-17,6662,1,1.0,565067.2155731473,55.50672155731473,0.1642041806699508,-0.8407987507820555,0.38957993800939406,0.585268847336416,565067.2155731473,55.50672155731473,0.1642041806699508,-0.8407987507820555,0.0
GGBR3,buy_and_hold,2000-05-19,2026-07-17,5856,1,1.0,352083.08366472175,34.208308366472174,0.14583517493431608,-0.9122976907461829,0.4048016350763897,0.539175989222026,352083.08366472175,34.208308366472174,0.14583517493431608,-0.9122976907461829,0.0
LOGG3,buy_and_hold,2018-12-21,2026-07-17,1881,1,1.0,27247.709586361834,1.7247709586361832,0.1415792596395804,-0.6229585082964761,0.45823087600157075,0.49143812859053054,27247.709586361834,1.7247709586361832,0.1415792596395804,-0.6229585082964761,0.0
