date,strategy_equity,benchmark_equity,strategy_position,benchmark_position,strategy_trade,benchmark_trade,strategy_trade_price,benchmark_trade_price,strategy_dividend_cash,benchmark_dividend_cash,strategy_split_ratio,benchmark_split_ratio
2013-04-29,9769.27330797383,9769.27330797383,1,1,BUY,BUY,16.958475763320923,16.958475763320923,0.0,0.0,1.0,1.0
2013-04-30,10033.872635061232,10033.872635061232,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-02,10298.47308366963,10298.47308366963,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-03,10445.47308366963,10445.47308366963,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-06,10551.31326311299,10551.31326311299,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-07,10527.792724782912,10527.792724782912,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-08,10298.47308366963,10298.47308366963,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-09,10445.47308366963,10445.47308366963,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-10,10539.552993947951,10539.552993947951,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-13,10492.513038808791,10492.513038808791,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-14,10592.47308366963,10592.47308366963,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-15,10827.672859365432,10827.672859365432,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-16,11062.872635061232,11062.872635061232,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-17,11086.39317339131,11086.39317339131,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-20,10921.752769643752,10921.752769643752,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-21,10886.47308366963,10886.47308366963,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-22,10739.47308366963,10739.47308366963,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-23,10498.39317339131,10498.39317339131,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-24,10615.993621999709,10615.993621999709,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-27,10615.993621999709,10615.993621999709,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-28,10798.27330797383,10798.27330797383,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-29,10645.39317339131,10645.39317339131,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-31,10868.832679922072,10868.832679922072,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-06-03,10710.07353227803,10710.07353227803,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-06-04,10474.872635061232,10474.872635061232,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-06-05,10445.47308366963,10445.47308366963,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-06-06,10474.872635061232,10474.872635061232,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-06-07,10533.672859365432,10533.672859365432,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
