ticker,strategy,start,end,candles,trades,exposure,final_equity,total_return,cagr,max_drawdown,annual_volatility,sharpe,benchmark_final_equity,benchmark_total_return,benchmark_cagr,benchmark_max_drawdown,excess_total_return
BBSE3,buy_and_hold,2013-04-29,2026-07-17,691,1,1.0,42637.929143617876,3.2637929143617876,0.11597761967687426,-0.3648988168264037,0.21032742130462256,0.6105448783795996,42637.929143617876,3.2637929143617876,0.11597761967687426,-0.3648988168264037,0.0
VALE3,buy_and_hold,2000-01-03,2026-07-17,1386,1,1.0,381185.48924300785,37.11854892430078,0.14706033545960984,-0.7066562774080813,0.30169293455730783,0.6033021242373643,381185.48924300785,37.11854892430078,0.14706033545960984,-0.7066562774080813,0.0
GGBR3,buy_and_hold,2000-05-15,2026-07-13,1316,1,1.0,261694.85027335727,25.16948502733573,0.13291342444790155,-0.8610625796402435,0.361348597709416,0.5261472719576408,261694.85027335727,25.16948502733573,0.13291342444790155,-0.8610625796402435,0.0
LOGG3,buy_and_hold,2018-12-17,2026-07-17,397,1,1.0,23939.800300655643,1.3939800300655643,0.12204063356297667,-0.588105989318435,0.3941041917589884,0.4585364750024239,23939.800300655643,1.3939800300655643,0.12204063356297667,-0.588105989318435,0.0
