date,strategy_equity,benchmark_equity,strategy_position,benchmark_position,strategy_trade,benchmark_trade,strategy_trade_price,benchmark_trade_price,strategy_dividend_cash,benchmark_dividend_cash,strategy_split_ratio,benchmark_split_ratio
2000-01-03,10093.8007130188,10093.8007130188,1,1,BUY,BUY,3.50175,3.50175,0.0,0.0,1.0,1.0
2000-01-10,11637.5516190094,11637.5516190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-17,11162.5507130188,11162.5507130188,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-24,11400.052525000001,11400.052525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-31,11091.30044122162,11091.30044122162,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-07,10803.926564649964,10803.926564649964,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-14,10687.552525000001,10687.552525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-21,10450.0507130188,10450.0507130188,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-28,9378.926564649964,9378.926564649964,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-06,9025.0507130188,9025.0507130188,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-13,8618.925930456544,8618.925930456544,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-20,9143.8016190094,9143.8016190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-27,9500.0516190094,9500.0516190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-03,9618.802525000001,9618.802525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-10,8787.5516190094,8787.5516190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-17,8751.92648311081,8751.92648311081,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-24,9500.0516190094,9500.0516190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-01,9500.0516190094,9500.0516190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-08,9096.30030532303,9096.30030532303,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-15,10093.8007130188,10093.8007130188,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-22,9428.80134721222,9428.80134721222,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-29,9975.052525000001,9975.052525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-05,10450.0507130188,10450.0507130188,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-12,9903.80225320282,9903.80225320282,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-19,10687.552525000001,10687.552525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-26,10685.175658659364,10685.175658659364,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-03,11164.927579359437,11164.927579359437,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-10,10141.30134721222,10141.30134721222,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-17,10841.92584891739,10841.92584891739,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-24,10568.8016190094,10568.8016190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-31,10853.80134721222,10853.80134721222,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-07,11162.5507130188,11162.5507130188,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-14,11281.3016190094,11281.3016190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-21,11397.675658659364,11397.675658659364,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-28,10825.301374391938,10825.301374391938,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-09-04,11162.5507130188,11162.5507130188,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-09-11,10687.552525000001,10687.552525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-09-18,9856.3016190094,9856.3016190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-09-25,9986.92530532303,9986.92530532303,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-10-02,10212.5516190094,10212.5516190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-10-09,9975.052525000001,9975.052525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-10-16,9618.802525000001,9618.802525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-10-23,10093.8007130188,10093.8007130188,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-10-30,9856.3016190094,9856.3016190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-11-06,10210.177470640565,10210.177470640565,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-11-13,9523.80057712021,9523.80057712021,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-11-20,9381.3007130188,9381.3007130188,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-11-27,9262.552525000001,9262.552525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-12-04,10568.8016190094,10568.8016190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-12-11,10212.5516190094,10212.5516190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-12-18,10450.0507130188,10450.0507130188,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-12-25,11043.802525000001,11043.802525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-01-01,10450.0507130188,10450.0507130188,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-01-08,10212.5516190094,10212.5516190094,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-01-15,11043.802525000001,11043.802525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-01-22,11649.427796797181,11649.427796797181,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-01-29,11756.302525000001,11756.302525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-02-05,11400.052525000001,11400.052525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-02-12,11518.8007130188,11518.8007130188,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-02-19,11970.05198140564,11970.05198140564,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-02-26,11922.55134721222,11922.55134721222,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-03-05,11400.052525000001,11400.052525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-03-12,11400.052525000001,11400.052525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-03-19,11400.052525000001,11400.052525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-03-26,11756.302525000001,11756.302525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-04-02,11400.052525000001,11400.052525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-04-09,11400.052525000001,11400.052525000001,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
