name,lookback,skip,top_n,trend_window,vol_window,rebalance,score,weighting,absolute_momentum,max_weight,target_vol,signal_mode,roc_windows,roc_weights,positive_rule,short_window,short_weight
top2_voltarget_lb252_trend200_vol63_target0.2_monthly_raw,252,0,2,200,63,monthly,momentum,inv_vol,True,1.0,0.2,raw,,,score,0,0.0
top2_voltarget_lb252_trend200_vol63_target0.3_monthly_raw,252,0,2,200,63,monthly,momentum,inv_vol,True,1.0,0.3,raw,,,score,0,0.0
top1_roc_combo_roc12_6_3_w1_1_1_skip0_trend0_vol63_equal_monthly_posscore_raw,252,0,1,0,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top1_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posscore_raw,252,0,1,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top1_roc_combo_roc12_6_3_w1_1_1_skip0_trend0_vol63_equal_monthly_posall_windows_raw,252,0,1,0,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top1_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_raw,252,0,1,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend0_vol63_equal_monthly_posscore_raw,252,0,1,0,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posscore_raw,252,0,1,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend0_vol63_equal_monthly_posall_windows_raw,252,0,1,0,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_raw,252,0,1,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top2_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posscore_raw,252,0,2,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top2_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_posscore_raw,252,0,2,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top2_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,0,2,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top2_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_raw,252,0,2,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top2_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_posall_windows_raw,252,0,2,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top2_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_raw,252,0,2,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posscore_raw,252,0,2,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_posscore_raw,252,0,2,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,0,2,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_raw,252,0,2,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_posall_windows_raw,252,0,2,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_raw,252,0,2,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top3_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posscore_raw,252,0,3,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top3_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_posscore_raw,252,0,3,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top3_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,0,3,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top3_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_raw,252,0,3,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top3_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_posall_windows_raw,252,0,3,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top3_roc_combo_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_raw,252,0,3,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posscore_raw,252,0,3,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_posscore_raw,252,0,3,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,0,3,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_raw,252,0,3,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_inv_vol_monthly_posall_windows_raw,252,0,3,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_raw,252,0,3,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top1_roc_combo_roc12_6_3_w1_1_1_skip21_trend0_vol63_equal_monthly_posscore_raw,252,21,1,0,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top1_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_equal_monthly_posscore_raw,252,21,1,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top1_roc_combo_roc12_6_3_w1_1_1_skip21_trend0_vol63_equal_monthly_posall_windows_raw,252,21,1,0,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top1_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_equal_monthly_posall_windows_raw,252,21,1,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend0_vol63_equal_monthly_posscore_raw,252,21,1,0,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_equal_monthly_posscore_raw,252,21,1,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend0_vol63_equal_monthly_posall_windows_raw,252,21,1,0,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_equal_monthly_posall_windows_raw,252,21,1,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top2_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_equal_monthly_posscore_raw,252,21,2,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top2_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_inv_vol_monthly_posscore_raw,252,21,2,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top2_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,21,2,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top2_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_equal_monthly_posall_windows_raw,252,21,2,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top2_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_inv_vol_monthly_posall_windows_raw,252,21,2,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top2_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_score_inv_vol_monthly_posall_windows_raw,252,21,2,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_equal_monthly_posscore_raw,252,21,2,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_inv_vol_monthly_posscore_raw,252,21,2,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,21,2,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_equal_monthly_posall_windows_raw,252,21,2,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_inv_vol_monthly_posall_windows_raw,252,21,2,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_score_inv_vol_monthly_posall_windows_raw,252,21,2,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top3_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_equal_monthly_posscore_raw,252,21,3,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top3_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_inv_vol_monthly_posscore_raw,252,21,3,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top3_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,21,3,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top3_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_equal_monthly_posall_windows_raw,252,21,3,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top3_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_inv_vol_monthly_posall_windows_raw,252,21,3,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top3_roc_combo_roc12_6_3_w1_1_1_skip21_trend200_vol63_score_inv_vol_monthly_posall_windows_raw,252,21,3,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_equal_monthly_posscore_raw,252,21,3,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_inv_vol_monthly_posscore_raw,252,21,3,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,21,3,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",score,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_equal_monthly_posall_windows_raw,252,21,3,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_inv_vol_monthly_posall_windows_raw,252,21,3,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w1_1_1_skip21_trend200_vol63_score_inv_vol_monthly_posall_windows_raw,252,21,3,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,raw,"252,126,63","1,1,1",all_windows,0,0.0
top1_roc_combo_roc12_6_3_w2_1_1_skip0_trend0_vol63_equal_monthly_posscore_raw,252,0,1,0,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top1_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posscore_raw,252,0,1,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top1_roc_combo_roc12_6_3_w2_1_1_skip0_trend0_vol63_equal_monthly_posall_windows_raw,252,0,1,0,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top1_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_raw,252,0,1,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend0_vol63_equal_monthly_posscore_raw,252,0,1,0,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posscore_raw,252,0,1,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend0_vol63_equal_monthly_posall_windows_raw,252,0,1,0,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_raw,252,0,1,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top2_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posscore_raw,252,0,2,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top2_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_posscore_raw,252,0,2,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top2_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,0,2,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top2_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_raw,252,0,2,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top2_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_posall_windows_raw,252,0,2,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top2_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_raw,252,0,2,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posscore_raw,252,0,2,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_posscore_raw,252,0,2,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,0,2,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_raw,252,0,2,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_posall_windows_raw,252,0,2,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_raw,252,0,2,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top3_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posscore_raw,252,0,3,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top3_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_posscore_raw,252,0,3,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top3_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,0,3,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top3_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_raw,252,0,3,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top3_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_posall_windows_raw,252,0,3,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top3_roc_combo_roc12_6_3_w2_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_raw,252,0,3,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posscore_raw,252,0,3,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_posscore_raw,252,0,3,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,0,3,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_equal_monthly_posall_windows_raw,252,0,3,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_inv_vol_monthly_posall_windows_raw,252,0,3,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top3_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip0_trend200_vol63_score_inv_vol_monthly_posall_windows_raw,252,0,3,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top1_roc_combo_roc12_6_3_w2_1_1_skip21_trend0_vol63_equal_monthly_posscore_raw,252,21,1,0,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top1_roc_combo_roc12_6_3_w2_1_1_skip21_trend200_vol63_equal_monthly_posscore_raw,252,21,1,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top1_roc_combo_roc12_6_3_w2_1_1_skip21_trend0_vol63_equal_monthly_posall_windows_raw,252,21,1,0,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top1_roc_combo_roc12_6_3_w2_1_1_skip21_trend200_vol63_equal_monthly_posall_windows_raw,252,21,1,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip21_trend0_vol63_equal_monthly_posscore_raw,252,21,1,0,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip21_trend200_vol63_equal_monthly_posscore_raw,252,21,1,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip21_trend0_vol63_equal_monthly_posall_windows_raw,252,21,1,0,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top1_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip21_trend200_vol63_equal_monthly_posall_windows_raw,252,21,1,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top2_roc_combo_roc12_6_3_w2_1_1_skip21_trend200_vol63_equal_monthly_posscore_raw,252,21,2,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top2_roc_combo_roc12_6_3_w2_1_1_skip21_trend200_vol63_inv_vol_monthly_posscore_raw,252,21,2,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top2_roc_combo_roc12_6_3_w2_1_1_skip21_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,21,2,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top2_roc_combo_roc12_6_3_w2_1_1_skip21_trend200_vol63_equal_monthly_posall_windows_raw,252,21,2,200,63,monthly,roc_combo,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top2_roc_combo_roc12_6_3_w2_1_1_skip21_trend200_vol63_inv_vol_monthly_posall_windows_raw,252,21,2,200,63,monthly,roc_combo,inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top2_roc_combo_roc12_6_3_w2_1_1_skip21_trend200_vol63_score_inv_vol_monthly_posall_windows_raw,252,21,2,200,63,monthly,roc_combo,score_inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",all_windows,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip21_trend200_vol63_equal_monthly_posscore_raw,252,21,2,200,63,monthly,roc_combo_risk_adjusted,equal,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip21_trend200_vol63_inv_vol_monthly_posscore_raw,252,21,2,200,63,monthly,roc_combo_risk_adjusted,inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
top2_roc_combo_risk_adjusted_roc12_6_3_w2_1_1_skip21_trend200_vol63_score_inv_vol_monthly_posscore_raw,252,21,2,200,63,monthly,roc_combo_risk_adjusted,score_inv_vol,True,1.0,0.0,raw,"252,126,63","2,1,1",score,0,0.0
