date,side,ticker,shares,raw_open,execution_price,fee,slippage_cost
2018-06-25,BUY,MGLU3,36,36.75892857142857,36.79568749999999,0.4238863199999999,1.3233214285712336
2018-06-26,SELL,MGLU3,36.0,36.75,36.71325,0.4229366400000001,1.3229999999999222
2018-06-27,BUY,MGLU3,35,36.87202380952381,36.90889583333333,0.4133796333333334,1.2905208333332752
2018-07-12,SELL,MGLU3,35.0,35.11904761904762,35.08392857142857,0.39294,1.2291666666666856
2018-07-16,BUY,BRKM5,23,52.94,52.99293999999999,0.39002803839999994,1.217619999999826
2018-07-23,SELL,BRKM5,23.0,51.59,51.538410000000006,0.37932269760000004,1.1865699999999393
2018-07-23,BUY,MGLU3,31,38.779761904761905,38.81854166666666,0.3850799333333333,1.2021726190474382
2018-08-27,SELL,MGLU3,31.0,39.76190476190476,39.722142857142856,0.39404365714285716,1.2326190476189964
2018-08-27,BUY,TUPY3,54,23.04,23.063039999999997,0.39852933119999995,1.2441599999999013
2018-09-24,SELL,TUPY3,54.0,20.31,20.28969,0.35060584320000004,1.0967399999999188
2018-09-24,BUY,IRBR3,1,654.09999986918,654.7540998690491,0.20952131195809573,0.6540999998691177
2018-10-08,SELL,IRBR3,1.0,649.99999987,649.34999987013,0.2077919999584416,0.6499999998700332
2018-10-08,BUY,PETR4,40,26.94,26.966939999999997,0.34517683200000004,1.0775999999998476
2018-10-29,SELL,PETR4,40.0,28.73,28.70127,0.367376256,1.1491999999999791
2018-10-29,BUY,CMIG4,183,6.351307706914682,6.357659014621595,0.3723045118962407,1.1622893103652112
2018-11-05,SELL,CMIG4,183.0,5.72433270855954,5.718608375850981,0.33488170648983345,1.0475528856663354
2018-11-05,BUY,JHSF3,653,1.6,1.6016,0.33467033599999996,1.044799999999885
2018-11-26,SELL,JHSF3,653.0,1.75,1.74825,0.36531432,1.1427499999999466
2018-11-26,BUY,CMIG4,180,6.320723560653454,6.327044284214107,0.36443775077073265,1.1377302409175094
2018-11-30,SELL,CMIG4,180.0,6.448157503408565,6.441709345905156,0.37104245832413707,1.1606683506134985
2018-12-03,BUY,JHSF3,598,1.94,1.9419399999999998,0.3716096384,1.1601199999998988
2019-01-03,SELL,JHSF3,598.0,1.99,1.98801,0.3804255936,1.1900199999999619
2019-01-07,BUY,TUPY3,58,20.28,20.300279999999997,0.3767731968,1.1762399999997726
2019-01-10,SELL,TUPY3,58.0,20.94,20.91906,0.38825775360000003,1.2145199999999718
2019-01-14,BUY,SBSP3,158,7.733894275591823,7.741628169867415,0.39141672026849655,1.2219552955434327
2019-01-22,SELL,SBSP3,158.0,8.048059489394701,8.040011429905306,0.40650297789601225,1.2715933993244484
2019-01-23,BUY,SBSP3,152,8.340892497322073,8.349233389819394,0.4061067120808154,1.2678156595927845
2019-02-06,SELL,SBSP3,152.0,8.20320280485291,8.194999602048057,0.39860478064361754,1.2468868263377715
2019-02-11,BUY,EGIE3,40,31.071428571428573,31.1025,0.398112,1.2428571428570478
2019-02-18,SELL,EGIE3,40.0,30.714285714285715,30.68357142857143,0.3927497142857143,1.2285714285714278
2019-02-18,BUY,UGPA3,43,28.265,28.293264999999998,0.3893153264,1.2153949999998943
2019-02-20,SELL,UGPA3,43.0,28.145,28.116855,0.38688792480000006,1.210234999999937
2019-02-25,BUY,CSNA3,97,12.53,12.542529999999998,0.3893201311999999,1.215409999999821
2019-04-15,SELL,CSNA3,97.0,16.32,16.30368,0.5060662272,1.5830400000000324
2019-04-15,BUY,CSAN3,142,11.1375,11.148637499999998,0.5065940879999999,1.5815249999997825
2019-04-22,SELL,CSAN3,142.0,11.595,11.583405,0.5263499232000001,1.6464899999999716
2019-04-22,BUY,CSNA3,108,15.18,15.195179999999999,0.5251454208,1.639439999999901
2019-04-26,SELL,CSNA3,108.0,14.48,14.46552,0.4999283712,1.5638400000000772
2019-04-29,BUY,SBSP3,173,9.01770521100852,9.026722916219528,0.4997193806419131,1.5600630015043606
2019-05-07,SELL,SBSP3,173.0,8.986676547916879,8.977689871368963,0.4970049112789858,1.5546950427895574
2019-05-13,BUY,EGIE3,51,29.928571428571427,29.958499999999994,0.4889227199999999,1.5263571428568987
2019-05-16,SELL,EGIE3,51.0,29.714285714285715,29.68457142857143,0.48445220571428577,1.515428571428508
2019-05-27,BUY,MRVE3,96,16.0,16.016,0.49201152,1.5359999999998308
2019-06-13,SELL,MRVE3,96.0,17.0,16.983,0.52171776,1.6319999999999482
2019-06-14,BUY,MRVE3,96,16.92,16.93692,0.5203021824,1.6243199999998978
2019-06-17,SELL,MRVE3,96.0,17.36,17.34264,0.5327659008,1.666560000000004
2019-06-17,BUY,QUAL3,76,21.73,21.75173,0.5290020736,1.6514799999998502
2019-06-18,SELL,QUAL3,76.0,21.7,21.6783,0.527216256,1.6491999999999365
2019-06-24,BUY,RENT3,44,37.69314293123178,37.73083607416301,0.5312501719242152,1.6584982889739024
2019-07-08,SELL,RENT3,44.0,39.34393751216164,39.30459357464947,0.5534086775310646,1.7311332505352368
2019-07-08,BUY,QUAL3,74,23.23,23.25323,0.5506364864000001,1.7190199999998583
2019-07-22,SELL,QUAL3,74.0,22.98,22.95702,0.5436222336000001,1.700520000000033
2019-07-22,BUY,MGLU3,23,71.72619047619048,71.79791666666667,0.5284326666666667,1.6497023809522346
2019-07-29,SELL,MGLU3,23.0,75.0,74.925,0.551448,1.7250000000000654
2019-07-29,BUY,JHSF3,486,3.65,3.6536499999999994,0.568215648,1.7738999999997507
2019-08-06,SELL,JHSF3,486.0,3.78,3.77622,0.5872777344,1.8370799999999488
2019-08-12,BUY,QUAL3,63,28.8,28.828799999999998,0.581188608,1.8143999999998002
2019-08-19,SELL,QUAL3,63.0,28.0,27.972,0.5639155200000001,1.7639999999999176
2019-08-19,BUY,MGLU3,19,90.64285714285714,90.73349999999999,0.55165968,1.722214285714216
2019-08-26,SELL,MGLU3,19.0,82.97619047619048,82.8932142857143,0.503990742857143,1.5765476190475738
2019-08-26,BUY,QUAL3,55,29.2,29.229199999999995,0.51443392,1.6059999999997743
2019-09-09,SELL,QUAL3,55.0,28.55,28.52145,0.5019775200000001,1.5702499999999553
2019-09-09,BUY,RENT3,36,43.01236991422799,43.05538228414221,0.4959980039133183,1.548445316912023
2019-09-16,SELL,RENT3,36.0,40.35275642272988,40.312403666307155,0.46439889023585845,1.4526992312181903
2019-09-16,BUY,RADL3,85,17.530165912518854,17.547696078431372,0.47729733333333335,1.4900641025640482
2019-09-25,SELL,RADL3,85.0,18.16553544494721,18.147369909502263,0.4936084615384616,1.544070512820479
2019-09-26,BUY,RADL3,85,18.001508295625943,18.019509803921565,0.4901306666666666,1.5301282051279053
2019-09-27,SELL,RADL3,85.0,18.114630467571644,18.09651583710407,0.4922252307692308,1.5397435897436296
2019-09-30,BUY,RADL3,85,18.146681749622925,18.164828431372545,0.49408333333333326,1.5424679487177073
2019-10-04,SELL,RADL3,85.0,18.03544494720965,18.017409502262442,0.49007353846153845,1.5330128205127735
2019-10-07,BUY,IRBR3,1,1080.29999978394,1081.3802997837238,0.34604169593079165,1.080299999783847
2019-10-08,SELL,IRBR3,1.0,1061.3999997877202,1060.3385997879325,0.33930835193213843,1.0613999997876817
2019-10-09,BUY,IRBR3,1,1070.9999997858001,1072.0709997855859,0.3430627199313875,1.0709999997857267
2019-10-14,SELL,IRBR3,1.0,1090.79999978184,1089.709199782058,0.3487069439302586,1.0907999997818933
2019-10-14,BUY,RADL3,79,19.12707390648567,19.146200980392152,0.48401596078431364,1.5110388386120732
2019-11-18,SELL,RADL3,79.0,21.266968325791854,21.24570135746606,0.537091330316742,1.680090497737691
2019-11-18,BUY,JHSF3,321,5.27,5.275269999999999,0.5418757343999999,1.6916699999998208
2019-12-03,SELL,JHSF3,321.0,6.3,6.293699999999999,0.646488864,2.0223000000001337
2019-12-04,BUY,JHSF3,326,6.18,6.186179999999999,0.6453422976,2.0146799999998795
2020-01-21,SELL,JHSF3,326.0,8.74,8.73126,0.9108450432000001,2.8492399999998455
2020-01-23,BUY,JHSF3,334,8.5,8.5085,0.90938848,2.83899999999991
2020-01-24,SELL,JHSF3,334.0,9.03,9.02097,0.9641612736,3.0160199999997346
2020-01-27,BUY,GGBR3,202,14.904761904761905,14.919666666666666,0.9644072533333334,3.0107619047617398
2020-02-12,SELL,GGBR3,202.0,14.999999999999998,14.984999999999998,0.9686303999999999,3.030000000000115
2020-02-17,BUY,CSAN3,146,20.7075,20.728207499999996,0.9684218544,3.0232949999995284
2020-02-27,SELL,CSAN3,146.0,18.625,18.606375,0.8692898400000001,2.7192500000000166
2020-04-13,BUY,WEGE3,142,19.07,19.08907,0.8674073408,2.707939999999894
2020-04-27,SELL,WEGE3,142.0,19.66,19.64034,0.8924570495999999,2.7917200000002538
2020-05-11,BUY,SUZB3,59,47.0,47.047,0.8882473599999999,2.7729999999998256
2020-05-25,SELL,SUZB3,59.0,38.99,38.951010000000004,0.7353950688,2.3004099999999
2020-06-01,BUY,MGLU3,15,152.38095238095238,152.5333333333333,0.7321599999999999,2.2857142857138513
2020-06-17,SELL,MGLU3,15.0,158.11904761904762,157.96092857142858,0.7582124571428572,2.371785714285579
2020-06-22,BUY,CVCB3,119,20.01,20.03001,0.7627427808000001,2.381189999999904
2020-07-06,SELL,CVCB3,119.0,20.11,20.08989,0.7650230112,2.3930899999998765
2020-07-06,BUY,JHSF3,242,9.9,9.909899999999999,0.7674226559999999,2.395799999999575
2020-07-08,SELL,JHSF3,242.0,9.8,9.7902,0.758153088,2.371600000000061
2020-07-09,BUY,JHSF3,247,9.58,9.58958,0.7579604032,2.366259999999926
2020-07-22,SELL,JHSF3,247.0,9.66,9.65034,0.7627628736000001,2.3860200000000553
2020-07-27,BUY,USIM5,315,7.54,7.547539999999999,0.760792032,2.3750999999996125
2020-07-29,SELL,USIM5,315.0,8.15,8.14185,0.82069848,2.567250000000172
2020-07-30,BUY,USIM5,321,7.98,7.987979999999999,0.8205253056,2.561579999999675
2020-07-31,SELL,USIM5,321.0,8.22,8.211780000000001,0.8435140416000001,2.6386199999998947
2020-08-03,BUY,WEGE3,78,33.68,33.71368,0.8414934528,2.6270399999997522
2020-08-05,SELL,WEGE3,78.0,33.945,33.911055,0.8464199328,2.6477100000002167
2020-08-06,BUY,WEGE3,77,34.295,34.329294999999995,0.8458738288,2.6407149999994672
2020-08-24,SELL,WEGE3,77.0,33.88,33.84612,0.8339683968000001,2.6087600000002666
2020-08-24,BUY,USIM5,269,9.7,9.709699999999998,0.8358109759999999,2.609299999999653
2020-09-08,SELL,USIM5,269.0,10.49,10.47951,0.9020762208,2.821810000000209
2020-09-08,BUY,MGLU3,13,207.26190476190476,207.46916666666664,0.8630717333333333,2.6944047619044227
2020-09-09,SELL,MGLU3,13.0,211.97619047619048,211.7642142857143,0.8809391314285716,2.755690476190324
2020-09-14,BUY,LREN3,79,35.933884297520656,35.96981818181817,0.9093170036363635,2.838776859503561
2020-09-18,SELL,LREN3,79.0,36.421487603305785,36.38506611570248,0.9198144714049586,2.8772975206611733
2020-09-21,BUY,MGLU3,14,202.92857142857144,203.1315,0.91002912,2.8409999999996103
2020-09-22,SELL,MGLU3,14.0,213.33333333333331,213.11999999999998,0.9547776,2.9866666666667356
2020-09-28,BUY,RENT3,53,56.824476462058065,56.88130093852012,0.9647068639173013,3.0116972524888865
2020-10-16,SELL,RENT3,53.0,59.71336697868532,59.65365361170664,1.0117259652545447,3.1648084498702644
2020-10-19,BUY,CSNA3,162,19.57,19.58957,1.0155233088,3.1703399999996904
2020-10-30,SELL,CSNA3,162.0,20.92,20.89908,1.0834083072000003,3.389040000000044
2020-11-03,BUY,GGBR3,234,14.444444444444443,14.458888888888886,1.0826816,3.379999999999697
2020-11-09,SELL,GGBR3,234.0,14.984126984126982,14.969142857142856,1.1208894171428572,3.5062857142855854
2020-11-09,BUY,CSNA3,164,21.4,21.421399999999995,1.1241950719999998,3.509599999999395
2020-12-15,SELL,CSNA3,164.0,27.91,27.88209,1.4632520832000002,4.577239999999762
2020-12-16,BUY,CSNA3,160,28.42,28.44842,1.456559104,4.5471999999995205
2020-12-17,SELL,CSNA3,160.0,28.37,28.341630000000002,1.4510914560000003,4.539199999999823
2020-12-21,BUY,CSNA3,151,30.03,30.060029999999998,1.4525006496,4.534529999999464
2020-12-22,SELL,CSNA3,151.0,30.69,30.65931,1.4814578592,4.6341899999999825
2020-12-28,BUY,SANB11,101,45.53,45.57552999999999,1.4730011295999998,4.598529999999222
2021-01-04,SELL,SANB11,101.0,45.4,45.3546,1.465860672,4.585400000000078
2021-01-04,BUY,CSNA3,140,32.8,32.83279999999999,1.4709094399999998,4.591999999999246
2021-01-14,SELL,CSNA3,140.0,37.06,37.022940000000006,1.6586277120000004,5.188399999999547
2021-01-15,BUY,CSNA3,141,36.74,36.77674,1.6593665087999998,5.180339999999248
2021-01-22,SELL,CSNA3,141.0,32.6,32.5674,1.469441088,4.596600000000308
2021-01-26,BUY,BRAP4,73,62.5953171686239,62.657912485792515,1.4636888356681133,4.5694581533088865
2021-01-29,SELL,BRAP4,73.0,57.6018576377747,57.54425578013692,1.3442338150239987,4.204935607557772
2021-02-01,BUY,SUZB3,67,62.73,62.79272999999999,1.3462761312,4.202909999999655
2021-02-08,SELL,SUZB3,67.0,66.65,66.58335000000001,1.427547024,4.465549999999709
2021-02-08,BUY,BRAP4,80,55.592078713124394,55.64767079183751,1.4245803722710406,4.447366297049484
2021-02-12,SELL,BRAP4,80.0,55.167103433903186,55.111936330469284,1.4108655700600137,4.413368274712184
2021-02-17,BUY,SUZB3,61,72.0,72.07199999999999,1.4068454399999997,4.3919999999993
2021-03-01,SELL,SUZB3,61.0,74.17,74.09583,1.4463506016000003,4.524369999999706
2021-03-01,BUY,CSNA3,135,33.49,33.523489999999995,1.448214768,4.521149999999103
2021-03-10,SELL,CSNA3,135.0,34.96,34.92504,1.508761728,4.719599999999744
2021-03-15,BUY,SUZB3,63,74.0,74.074,1.4933318400000002,4.661999999999878
2021-03-18,SELL,SUZB3,63.0,75.0,74.925,1.510488,4.725000000000179
2021-03-22,BUY,GGBR3,258,18.49206349206349,18.510555555555552,1.5282314666666665,4.770952380951883
2021-04-05,SELL,GGBR3,258.0,19.047619047619047,19.02857142857143,1.5709988571428573,4.914285714285697
2021-04-05,BUY,CSNA3,131,37.33,37.367329999999995,1.5664384735999999,4.890229999999633
2021-04-12,SELL,CSNA3,131.0,43.55,43.506449999999994,1.8237903839999998,5.705050000000433
2021-04-12,BUY,BRKM5,131,43.43,43.47342999999999,1.8224061855999998,5.689329999999167
2021-06-21,SELL,BRKM5,131.0,54.55,54.49545,2.284449264,7.1460499999998675
2021-06-21,BUY,CVCB3,263,27.14,27.167139999999996,2.2863865023999996,7.137819999998875
2021-06-28,SELL,CVCB3,263.0,27.72,27.69228,2.3305822848,7.290359999999641
2021-06-28,BUY,PETR4,249,29.18,29.209179999999996,2.3273874624,7.265819999999167
2021-07-07,SELL,PETR4,249.0,28.15,28.12185,2.240749008,7.00935000000003
2021-07-08,BUY,PETR4,255,27.4,27.427399999999995,2.23807584,6.986999999999117
2021-07-12,SELL,PETR4,255.0,27.58,27.552419999999998,2.248277472,7.032900000000097
2021-07-12,BUY,CSAN3,279,25.2,25.225199999999997,2.252105856,7.0307999999994735
2021-07-28,SELL,CSAN3,279.0,26.47,26.44353,2.3608783584,7.385129999999936
2021-08-02,BUY,ITSA4,841,8.753862295278859,8.762616157574136,2.358195260326352,7.361998190328306
2021-08-09,SELL,ITSA4,841.0,8.86934860524296,8.860479256637717,2.3845321775463426,7.459122177009474
2021-08-09,BUY,ITUB4,274,27.15798764342453,27.18514563106795,2.3835935689320378,7.44128861429715
2021-08-16,SELL,ITUB4,274.0,27.060900264783754,27.033839364518972,2.3703270354810235,7.414686672550367
2021-08-23,BUY,ITSA4,857,8.630676897983818,8.639307574881801,2.3692437093355854,7.396490101571548
2021-09-01,SELL,ITSA4,857.0,8.89244586723578,8.883553421368545,2.43622569027611,7.620826108221184
2021-09-06,BUY,EQTL3,297,25.59,25.615589999999997,2.4345056736,7.600229999999275
2021-09-20,SELL,EQTL3,297.0,25.56,25.53444,2.4267931776000005,7.591319999999612
2021-09-20,BUY,BRKM5,120,62.79,62.85278999999999,2.4135471359999996,7.534799999999109
2021-10-04,SELL,BRKM5,120.0,59.51,59.450489999999995,2.2828988160000003,7.141200000000367
2021-10-04,BUY,SBSP3,964,7.427486227561856,7.434913713789417,2.2935221824297596,7.160096723368973
2021-10-18,SELL,SBSP3,964.0,7.510875759620644,7.503364883861024,2.3146379993734487,7.240484232273953
2021-10-18,BUY,PETR4,245,29.4,29.429399999999994,2.30726496,7.20299999999888
2021-10-25,SELL,PETR4,245.0,27.76,27.73224,2.1742076160000003,6.801200000000165
2021-11-01,BUY,WEGE3,181,37.51,37.547509999999996,2.1747517792,6.789309999999546
2021-11-08,SELL,WEGE3,181.0,37.43,37.39257,2.1657776544000003,6.774830000000094
2021-11-08,BUY,ABEV3,380,17.82,17.837819999999997,2.169078912,6.771599999998799
2021-11-29,SELL,ABEV3,380.0,16.77,16.75323,2.037192768,6.3726000000004035
2021-11-29,BUY,PETR4,216,29.36,29.389359999999996,2.0313925632,6.34175999999934
2021-12-03,SELL,PETR4,216.0,28.48,28.451520000000002,1.9665690624000003,6.1516799999996294
2021-12-06,BUY,BBAS3,375,16.365,16.381364999999995,1.9657637999999997,6.13687499999882
2021-12-20,SELL,BBAS3,375.0,14.985,14.970015,1.7964018000000002,5.61937499999976
2021-12-20,BUY,SUZB3,92,60.92,60.98092,1.7952782848000002,5.60463999999962
2021-12-27,SELL,SUZB3,92.0,60.39,60.32961,1.7761037184000001,5.555879999999831
2021-12-27,BUY,KLBN11,237,23.4023402340234,23.42574257425742,1.7766083168316829,5.546354635463054
2022-01-03,SELL,KLBN11,237.0,23.168316831683164,23.14514851485148,1.7553280633663364,5.4908910891088105
2022-01-03,BUY,SUZB3,90,60.34,60.40034,1.7395297920000001,5.430599999999686
2022-01-26,SELL,SUZB3,90.0,56.72,56.66328,1.6319024640000002,5.104799999999869
2022-01-31,BUY,MRVE3,387,13.28,13.293279999999998,1.6462397951999999,5.1393599999992965
2022-02-02,SELL,MRVE3,387.0,13.17,13.15683,1.6293418272,5.096790000000221
2022-02-07,BUY,PETR4,156,32.55,32.58254999999999,1.6265208959999997,5.077799999998973
2022-03-07,SELL,PETR4,156.0,34.5,34.4655,1.72051776,5.382000000000204
2022-03-07,BUY,HYPE3,168,32.01,32.04201,1.7225784576,5.377679999999941
2022-03-21,SELL,HYPE3,168.0,35.06,35.02494,1.8829407744000002,5.890080000000239
2022-03-21,BUY,PETR4,190,30.91,30.940909999999995,1.881207328,5.8728999999990705
2022-04-01,SELL,PETR4,190.0,33.55,33.51645,2.03780016,6.3744999999996566
2022-04-04,BUY,HYPE3,161,39.4,39.43939999999999,2.0319178879999997,6.343399999998944
2022-04-11,SELL,HYPE3,161.0,38.91,38.871089999999995,2.0026385568,6.2645100000002145
2022-04-11,BUY,MULT3,259,24.19,24.21419,2.0068720672,6.265209999999293
2022-04-18,SELL,MULT3,259.0,23.99,23.966009999999997,1.9863029088,6.213410000000334
2022-04-18,BUY,HYPE3,160,38.58,38.618579999999994,1.977271296,6.17279999999937
2022-04-20,SELL,HYPE3,160.0,37.65,37.61235,1.92575232,6.023999999999887
2022-04-25,BUY,BBSE3,231,26.11,26.136109999999995,1.9319812511999996,6.031409999998992
2022-05-09,SELL,BBSE3,231.0,24.84,24.81516,1.8343366272000001,5.73804000000025
2022-05-09,BUY,TAEE11,127,44.99,45.03499,1.8302219936000002,5.7137299999998135
2022-05-11,SELL,TAEE11,127.0,40.92,40.87908,1.6613258112000002,5.19683999999998
2022-05-16,BUY,MULT3,206,25.16,25.185159999999996,1.6602057471999998,5.182959999999191
2022-05-23,SELL,MULT3,206.0,25.22,25.194779999999998,1.6608398976,5.195320000000187
2022-05-23,BUY,SBSP3,574,9.039037416884025,9.048076454300908,1.6619506831259911,5.188407477291065
2022-05-30,SELL,SBSP3,574.0,9.256238058525518,9.246981820466992,1.6984856207833772,5.313080645594141
2022-05-30,BUY,TUPY3,234,22.58,22.602579999999996,1.6924811903999997,5.283719999999491
2022-06-02,SELL,TUPY3,234.0,23.74,23.71626,1.7758735488000001,5.555160000000022
2022-06-03,BUY,TUPY3,228,24.34,24.36434,1.7776222464000002,5.549519999999703
2022-06-06,SELL,TUPY3,228.0,24.44,24.415560000000003,1.7813592576000004,5.5723199999996496
2022-06-06,BUY,JHSF3,819,6.8,6.806799999999999,1.7839261439999998,5.569199999999387
2022-06-14,SELL,JHSF3,819.0,6.3,6.293699999999999,1.6494528960000001,5.159700000000341
2022-06-20,BUY,EGIE3,171,30.0,30.029999999999998,1.6432415999999999,5.129999999999587
2022-06-27,SELL,EGIE3,171.0,29.32857142857143,29.299242857142858,1.6032545691428572,5.015185714285742
2022-06-27,BUY,HYPE3,131,38.11,38.148109999999996,1.5991687712,4.992409999999488
2022-06-29,SELL,HYPE3,131.0,38.32,38.28168,1.6047680256000003,5.019919999999843
2022-06-30,BUY,HYPE3,137,36.63,36.66663,1.6074650592000002,5.018309999999353
2022-07-01,SELL,HYPE3,137.0,37.56,37.52244,1.6449837696000003,5.1457199999998835
2022-07-04,BUY,BBSE3,197,26.06,26.086059999999996,1.6444652223999998,5.133819999999513
2022-07-11,SELL,BBSE3,197.0,25.14,25.11486,1.5832407744,4.952580000000076
2022-07-18,BUY,FLRY3,318,15.561904761904762,15.577466666666664,1.5851630079999999,4.948685714285048
2022-07-25,SELL,FLRY3,318.0,14.619047619047619,14.60442857142857,1.4861466514285713,4.648857142857256
2022-07-25,BUY,BBSE3,165,27.98,28.007979999999996,1.478821344,4.616699999999323
2022-08-08,SELL,BBSE3,165.0,28.96,28.93104,1.527558912,4.778400000000236
2022-08-08,BUY,RADL3,228,20.946455505279033,20.96740196078431,1.5297816470588235,4.775791855203451
2022-08-15,SELL,RADL3,228.0,20.92760180995475,20.906674208144796,1.5253509502262446,4.771493212669768
2022-08-15,BUY,BBAS3,218,21.845,21.866844999999998,1.5254311072000002,4.762209999999783
2022-08-22,SELL,BBAS3,218.0,20.515,20.494485,1.4296952736000001,4.4722699999999165
2022-08-22,BUY,RADL3,209,21.304675716440425,21.32598039215686,1.426281568627451,4.452677224735197
2022-08-29,SELL,RADL3,209.0,20.767345399698343,20.746578054298645,1.3875311402714934,4.340375188536775
2022-08-29,BUY,TUPY3,162,26.79,26.816789999999997,1.3901823936,4.339979999999727
2022-09-05,SELL,TUPY3,162.0,27.28,27.25272,1.4127810048,4.419360000000175
2022-09-05,BUY,MRVE3,367,12.01,12.022009999999998,1.4118648544,4.407669999999376
2022-09-12,SELL,MRVE3,367.0,12.32,12.30768,1.4454139392,4.521440000000284
2022-09-12,BUY,MGLU3,106,42.28571428571429,42.328,1.4357657600000002,4.482285714285382
2022-09-19,SELL,MGLU3,106.0,41.42857142857142,41.387142857142855,1.4038518857142857,4.391428571428236
2022-09-19,BUY,MRVE3,353,12.5,12.5125,1.413412,4.412499999999749
2022-09-27,SELL,MRVE3,353.0,11.99,11.97801,1.3530360096,4.232470000000294
2022-10-03,BUY,EQTL3,153,27.59,27.617589999999996,1.3521572064,4.221269999999457
2022-10-17,SELL,EQTL3,153.0,27.39,27.36261,1.3396733856,4.190670000000072
2022-10-17,BUY,CSMG3,291,14.36,14.374359999999998,1.3385404032,4.178759999999462
2022-10-24,SELL,CSMG3,291.0,15.5,15.4845,1.4419166400000003,4.510499999999826
2022-10-24,BUY,MGLU3,116,38.666666666666664,38.70533333333333,1.4367419733333333,4.485333333333045
2022-11-03,SELL,MGLU3,116.0,42.476190476190474,42.43371428571428,1.5751394742857143,4.927238095238465
2022-11-07,BUY,ITUB4,185,26.540158870255954,26.56669902912621,1.5727485825242717,4.909929390997085
2022-11-08,SELL,ITUB4,185.0,25.99293909973521,25.966946160635477,1.5372432127096203,4.808693733450706
2022-11-14,BUY,SUZB3,81,58.98,59.03897999999999,1.5302903615999996,4.777379999999283
2022-11-22,SELL,SUZB3,81.0,55.96,55.90404,1.4490327168000001,4.532759999999911
2022-11-28,BUY,SBSP3,389,11.707502442765254,11.719209945208018,1.458807253979494,4.554218450235272
2022-12-02,SELL,SBSP3,389.0,11.752106145959491,11.740354039813532,1.4614392708759887,4.571569290778097
2022-12-05,BUY,VALE3,51,87.9,87.9879,1.435962528,4.482899999999518
2022-12-12,SELL,VALE3,51.0,88.15,88.06185,1.4371693920000004,4.495649999999941
