date,strategy_equity,benchmark_equity,strategy_position,benchmark_position,strategy_trade,benchmark_trade,strategy_trade_price,benchmark_trade_price
2000-01-03,10000.0,9980.039920159681,0,1,,BUY,0.0,1.2874711751937866
2000-01-04,10000.0,9742.419019992321,0,1,,,0.0,0.0
2000-01-05,10000.0,9742.419019992321,0,1,,,0.0,0.0
2000-01-06,9980.039920159681,9742.419019992321,1,1,BUY,,1.2568169832229614,0.0
2000-01-07,10345.163805177022,10098.849446173375,1,1,,,0.0,0.0
2000-01-10,10931.797701602029,10930.52074861916,0,1,SELL,,1.3794336218986198,0.0
2000-01-11,10931.797701602029,10954.280436053936,0,1,,,0.0,0.0
2000-01-12,10931.797701602029,11061.210118350242,0,1,,,0.0,0.0
2000-01-13,10931.797701602029,11429.525932668588,0,1,,,0.0,0.0
2000-01-14,10931.797701602029,11643.381600981265,0,1,,,0.0,0.0
2000-01-17,10931.797701602029,11881.000653008654,0,1,,,0.0,0.0
2000-01-18,10931.797701602029,11524.570226827602,0,1,,,0.0,0.0
2000-01-19,10931.797701602029,11477.04715567811,0,1,,,0.0,0.0
2000-01-20,10931.797701602029,11405.764397093844,0,1,,,0.0,0.0
2000-01-21,10931.797701602029,11168.138876576564,0,1,,,0.0,0.0
2000-01-24,11142.106740868065,11405.764397093844,1,1,BUY,,1.4407418862746226,0.0
2000-01-25,11142.106740868065,11405.764397093844,1,1,,,0.0,0.0
2000-01-26,11049.248674824123,11310.70901409502,1,1,,,0.0,0.0
2000-01-27,11142.106740868065,11405.764397093844,1,1,,,0.0,0.0
2000-01-28,11142.106740868065,11405.764397093844,1,1,,,0.0,0.0
2000-01-31,11142.106740868065,11405.764397093844,1,1,,,0.0,0.0
2000-02-01,10909.974213684487,11168.138876576564,1,1,,,0.0,0.0
2000-02-02,10445.722699952634,10692.901696591769,1,1,,,0.0,0.0
2000-02-03,10445.722699952634,10692.901696591769,1,1,,,0.0,0.0
2000-02-04,10840.33653176016,11096.853345782345,1,1,,,0.0,0.0
2000-02-07,11374.231143670462,11643.381600981265,1,1,,,0.0,0.0
2000-02-08,11351.479216162043,12320.595529631331,0,1,SELL,,1.5020494644184272,0.0
2000-02-09,11351.479216162043,12118.619705036044,0,1,,,0.0,0.0
2000-02-10,11351.479216162043,11405.764397093844,0,1,,,0.0,0.0
2000-02-11,11351.479216162043,10809.331742396047,0,1,,,0.0,0.0
2000-02-14,11179.430636726596,10669.137388807072,1,1,BUY,,1.3947603564014568,0.0
2000-02-15,11453.315678611927,10930.52074861916,1,1,,,0.0,0.0
2000-02-16,11453.315678611927,10930.52074861916,1,1,,,0.0,0.0
2000-02-17,11204.331565529666,10692.901696591769,1,1,,,0.0,0.0
2000-02-18,11204.331565529666,10692.901696591769,1,1,,,0.0,0.0
2000-02-21,11204.331565529666,10692.901696591769,1,1,,,0.0,0.0
2000-02-22,10955.346484180156,10455.281720494397,1,1,,,0.0,0.0
2000-02-23,11204.331565529666,10692.901696591769,1,1,,,0.0,0.0
2000-02-24,11079.83757245404,10574.090322438107,1,1,,,0.0,0.0
2000-02-25,10955.346484180156,10455.281720494397,1,1,,,0.0,0.0
2000-02-28,10706.359466296151,10217.659896257053,1,1,,,0.0,0.0
2000-02-29,10158.597128663469,9694.900569192752,1,1,,,0.0,0.0
2000-03-01,10208.388335329886,9742.419019992321,1,1,,,0.0,0.0
2000-03-02,9954.421518992167,9500.044703826034,1,1,,,0.0,0.0
2000-03-03,9832.42275061326,9383.614658021757,1,1,,,0.0,0.0
2000-03-06,9832.42275061326,9383.614658021757,1,1,,,0.0,0.0
2000-03-07,9832.42275061326,9383.614658021757,1,1,,,0.0,0.0
2000-03-08,9887.199565336876,9435.891145170177,1,1,,,0.0,0.0
2000-03-09,9685.519180362291,9243.416608152846,1,1,,,0.0,0.0
2000-03-10,9461.435027815853,9029.56093984017,1,1,,,0.0,0.0
2000-03-13,9461.435027815853,9029.56093984017,1,1,,,0.0,0.0
2000-03-14,8963.462928582338,8554.319139505453,1,1,,,0.0,0.0
2000-03-15,8963.462928582338,8554.319139505453,1,1,,,0.0,0.0
2000-03-16,9112.854945659292,8696.892049233862,1,1,,,0.0,0.0
2000-03-17,9035.669522027581,8623.229810440176,1,1,,,0.0,0.0
2000-03-20,8465.492765883318,8079.079187310706,1,1,,,0.0,0.0
2000-03-21,8729.416274326726,8330.955715124934,1,1,,,0.0,0.0
2000-03-22,8888.769824845604,8483.035456851203,1,1,,,0.0,0.0
2000-03-23,9087.95498512347,8673.128665519149,1,1,,,0.0,0.0
2000-03-24,9194.023541321421,9148.36954178388,0,1,SELL,,1.1342007449032556,0.0
2000-03-27,9194.023541321421,9385.986745671302,0,1,,,0.0,0.0
2000-03-28,9194.023541321421,9100.843698424436,0,1,,,0.0,0.0
2000-03-29,9194.023541321421,9271.930635656536,0,1,,,0.0,0.0
2000-03-30,9194.023541321421,9262.424727728661,0,1,,,0.0,0.0
2000-03-31,9194.023541321421,9504.79904389495,0,1,,,0.0,0.0
2000-04-03,9194.023541321421,9742.419019992321,0,1,,,0.0,0.0
2000-04-04,9194.023541321421,9267.179067797575,0,1,,,0.0,0.0
2000-04-05,9194.023541321421,9623.611342118596,0,1,,,0.0,0.0
2000-04-06,9194.023541321421,9742.419019992321,0,1,,,0.0,0.0
2000-04-07,9194.023541321421,9623.611342118596,0,1,,,0.0,0.0
2000-04-10,9194.023541321421,9497.672616176491,0,1,,,0.0,0.0
2000-04-11,9194.023541321421,9495.297756316993,0,1,,,0.0,0.0
2000-04-12,9194.023541321421,9495.297756316993,0,1,,,0.0,0.0
2000-04-13,9194.023541321421,9267.179067797575,0,1,,,0.0,0.0
2000-04-14,8934.20801175016,8791.942811882764,1,1,BUY,,1.164855140887369,0.0
2000-04-17,8692.73927577686,8554.319139505453,1,1,,,0.0,0.0
2000-04-18,8692.73927577686,8554.319139505453,1,1,,,0.0,0.0
2000-04-19,8475.42408046172,8340.464395262763,1,1,,,0.0,0.0
2000-04-20,8897.982395876179,8756.294040030756,1,1,,,0.0,0.0
2000-04-21,8897.982395876179,8756.294040030756,1,1,,,0.0,0.0
2000-04-24,8813.471296206879,8673.128665519149,1,1,,,0.0,0.0
2000-04-25,9173.257825371564,9027.186079980673,1,1,,,0.0,0.0
2000-04-26,9157.317265976979,9481.038432390187,0,1,SELL,,1.1648546846601475,0.0
2000-04-27,9157.317265976979,9219.65692071807,0,1,,,0.0,0.0
2000-04-28,9157.317265976979,9504.79904389495,0,1,,,0.0,0.0
2000-05-01,9157.317265976979,9504.79904389495,0,1,,,0.0,0.0
2000-05-02,9157.317265976979,9530.940059679111,0,1,,,0.0,0.0
2000-05-03,9157.317265976979,9457.275048675474,0,1,,,0.0,0.0
2000-05-04,9157.317265976979,9385.986745671302,0,1,,,0.0,0.0
2000-05-05,9157.317265976979,9504.79904389495,0,1,,,0.0,0.0
2000-05-08,9157.317265976979,9385.986745671302,0,1,,,0.0,0.0
2000-05-09,9157.317265976979,9267.179067797575,0,1,,,0.0,0.0
2000-05-10,9139.039187601775,9504.79904389495,1,1,BUY,,1.2261629104614258,0.0
2000-05-11,8864.86978899431,9219.65692071807,1,1,,,0.0,0.0
2000-05-12,8750.628689363257,9100.843698424436,1,1,,,0.0,0.0
2000-05-15,8887.715165687578,9243.416608152846,1,1,,,0.0,0.0
2000-05-16,9116.192922398212,9481.038432390187,1,1,,,0.0,0.0
2000-05-17,8892.743846579559,9666.382845409125,0,1,SELL,,1.1955090749915023,0.0
2000-05-18,8892.743846579559,9861.228546006017,0,1,,,0.0,0.0
2000-05-19,8892.743846579559,10098.849446173375,0,1,,,0.0,0.0
2000-05-22,8892.743846579559,9861.228546006017,0,1,,,0.0,0.0
2000-05-23,8892.743846579559,9385.986745671302,0,1,,,0.0,0.0
2000-05-24,8874.993858861835,9267.179067797575,1,1,BUY,,1.1955088376998901,0.0
2000-05-25,8874.993858861835,9267.179067797575,1,1,,,0.0,0.0
2000-05-26,9034.286408022343,9433.510740890775,1,1,,,0.0,0.0
2000-05-29,8988.773619002539,9385.986745671302,1,1,,,0.0,0.0
2000-05-30,9443.903279127628,9861.228546006017,1,1,,,0.0,0.0
2000-05-31,9311.457542108878,9937.264720589214,0,1,SELL,,1.2568164482548587,0.0
2000-06-01,9311.457542108878,10003.80237980441,0,1,,,0.0,0.0
2000-06-02,9311.457542108878,9980.039920159681,0,1,,,0.0,0.0
2000-06-05,9311.457542108878,10217.659896257053,0,1,,,0.0,0.0
2000-06-06,9311.457542108878,10217.659896257053,0,1,,,0.0,0.0
2000-06-07,9311.457542108878,10122.613753958072,0,1,,,0.0,0.0
2000-06-08,9311.457542108878,10217.659896257053,0,1,,,0.0,0.0
2000-06-09,9311.457542108878,10455.281720494397,0,1,,,0.0,0.0
2000-06-12,9311.457542108878,9766.18147963705,0,1,,,0.0,0.0
2000-06-13,9066.217211237306,9504.79904389495,1,1,BUY,,1.2568168692103432,0.0
2000-06-14,9292.87264151824,9742.419019992321,1,1,,,0.0,0.0
2000-06-15,9179.54712995387,9623.611342118596,1,1,,,0.0,0.0
2000-06-16,9451.533646290989,9908.755313435444,1,1,,,0.0,0.0
2000-06-19,9859.513420796668,10336.471270410717,1,1,,,0.0,0.0
2000-06-20,10065.997865702091,10455.281720494397,0,1,SELL,,1.3641067191738545,0.0
2000-06-21,10065.997865702091,10692.901696591769,0,1,,,0.0,0.0
2000-06-22,10065.997865702091,10692.901696591769,0,1,,,0.0,0.0
2000-06-23,10065.997865702091,10692.901696591769,0,1,,,0.0,0.0
2000-06-26,10065.997865702091,10692.901696591769,0,1,,,0.0,0.0
2000-06-27,10065.997865702091,10692.901696591769,0,1,,,0.0,0.0
2000-06-28,10065.997865702091,10930.52074861916,0,1,,,0.0,0.0
2000-06-29,10065.997865702091,10809.331742396047,0,1,,,0.0,0.0
2000-06-30,10065.997865702091,10690.523140452337,0,1,,,0.0,0.0
2000-07-03,10065.997865702091,10692.901696591769,0,1,,,0.0,0.0
2000-07-04,10065.997865702091,10930.52074861916,0,1,,,0.0,0.0
2000-07-05,10065.997865702091,10930.52074861916,0,1,,,0.0,0.0
2000-07-06,10065.997865702091,11168.138876576564,0,1,,,0.0,0.0
2000-07-07,10065.997865702091,11170.519280855966,0,1,,,0.0,0.0
2000-07-10,10065.997865702091,11215.664719936007,0,1,,,0.0,0.0
2000-07-11,10065.997865702091,10787.946914820766,0,1,,,0.0,0.0
2000-07-12,10068.032630835007,10811.712146675449,1,1,BUY,,1.391695453651704,0.0
2000-07-13,9913.138576702637,10645.37677730231,1,1,,,0.0,0.0
2000-07-14,9448.460716846434,10146.375289532818,1,1,,,0.0,0.0
2000-07-17,10517.222203938609,11294.081298798606,1,1,,,0.0,0.0
2000-07-18,10178.669028194234,10930.52074861916,1,1,,,0.0,0.0
2000-07-19,10178.669028194234,10930.52074861916,1,1,,,0.0,0.0
2000-07-20,9957.394512459417,10692.901696591769,1,1,,,0.0,0.0
2000-07-21,10101.220710365777,10847.351677827613,1,1,,,0.0,0.0
2000-07-24,10289.308867586185,11049.333046842807,1,1,,,0.0,0.0
2000-07-25,10397.732037903483,11165.764940787052,1,1,,,0.0,0.0
2000-07-26,10379.142798054027,11168.138876576564,0,1,SELL,,1.4407414197921753,0.0
2000-07-27,10379.142798054027,11049.333046842807,0,1,,,0.0,0.0
