ticker,label,strategy,sell_date,buy_date,bars_out,sell_price,buy_price,reentry_cost_return,exit_helped,max_drop_while_out,max_rally_while_out
PETR4,supertrend_20_5,supertrend_follow,2000-02-14,2000-02-17,3,5.210393320798874,5.6908442022800445,0.09658769411341228,False,0.0005002501250623848,0.10126041601728675
PETR4,supertrend_20_5,supertrend_follow,2000-03-15,2000-03-28,9,5.88505601143837,5.990993916034698,0.022081336865310996,False,-0.03348410089494669,0.06201198218883808
PETR4,supertrend_20_5,supertrend_follow,2000-04-18,2000-06-05,34,5.410293606758118,5.792894961833953,0.07500875191838219,False,-0.07583573768447815,0.07443340873733861
PETR4,supertrend_20_5,supertrend_follow,2000-07-12,2000-08-16,25,6.30934375,6.378187499999999,0.014963145375540998,False,-0.10747454445914939,0.038142864023673395
PETR4,supertrend_20_5,supertrend_follow,2000-09-20,2000-10-31,29,6.68415625,6.3331649236679075,-0.04871338843766937,True,-0.14349699640361213,0.003118370206569354
PETR4,supertrend_20_5,supertrend_follow,2000-12-01,2001-01-12,30,5.995750834703446,6.384440529584884,0.06909537208950156,False,-0.07017486834225994,0.06533776758938092
PETR4,supertrend_20_5,supertrend_follow,2001-03-16,2001-05-04,35,6.243127027511597,6.939718334913254,0.11603252769866113,False,-0.10001028801636147,0.1152264025200469
PETR4,supertrend_20_5,supertrend_follow,2001-06-29,2002-02-26,172,6.6216875,6.640818559169769,0.006908747418380878,False,-0.1354167793885519,0.09488706617459663
PETR4,supertrend_20_5,supertrend_follow,2002-04-29,2002-11-22,149,6.771612595319748,5.64657206583023,-0.1627985893471524,True,-0.3539205117812241,0.03926499125135874
PETR4,supertrend_20_5,supertrend_follow,2003-01-27,2003-03-21,39,5.628434279680253,6.105551211833953,0.08911680484680273,False,-0.07589752001342998,0.08156190387520312
PETR4,supertrend_20_5,supertrend_follow,2003-08-05,2003-09-04,22,67.46625,7.753875,-0.8846096729059252,True,-0.8986530288052554,-0.8825153320226555
PETR4,supertrend_20_5,supertrend_follow,2004-02-02,2004-08-23,145,9.68265625,10.54401906967163,0.09332391792234307,False,-0.1323403755494179,0.1425067372395874
PETR4,supertrend_20_5,supertrend_follow,2005-03-24,2005-06-20,59,12.869812141895295,13.49424394083023,0.052721588901953,False,-0.10740731379136226,0.061592836852216504
PETR4,supertrend_20_5,supertrend_follow,2005-10-07,2005-12-14,45,16.241875,18.434211736679075,0.1395295403306669,False,-0.09308503222464604,0.13441331355281005
PETR4,supertrend_20_5,supertrend_follow,2006-02-13,2006-05-08,60,20.63467795753479,23.561774236679074,0.14642982334141297,False,-0.011373007104228838,0.1524289710546316
PETR4,supertrend_20_5,supertrend_follow,2006-05-25,2006-08-01,48,21.719134542465213,22.311149236679075,0.03137501343416327,False,-0.15972710771151433,0.03825496328920597
PETR4,supertrend_20_5,supertrend_follow,2006-09-15,2006-11-10,40,19.940025762557983,22.411199618339538,0.1284350548813491,False,-0.039620116515153514,0.1296374381233838
PETR4,supertrend_20_5,supertrend_follow,2007-01-10,2007-03-30,54,22.3638125,23.16657818698883,0.04004763068776174,False,-0.10189735831166291,0.05594695766288349
PETR4,supertrend_20_5,supertrend_follow,2007-07-30,2007-09-17,34,25.792097805023193,27.013499999999997,0.05155349309353219,False,-0.10844782719632218,0.07106448683750877
PETR4,supertrend_20_5,supertrend_follow,2008-01-18,2008-02-19,19,36.17690219497681,42.78137832069397,0.18730029838876439,False,-0.08131988661632106,0.17892906628696603
PETR4,supertrend_20_5,supertrend_follow,2008-03-20,2008-04-15,17,34.327828720092775,41.320649236679074,0.20853152116178642,False,0.010841700647056696,0.22262324142095324
PETR4,supertrend_20_5,supertrend_follow,2008-06-06,2009-02-09,170,45.94701622009278,27.023505228996274,-0.4094977627876556,True,-0.632402693817093,0.03510532970131974
PETR4,supertrend_20_5,supertrend_follow,2009-07-07,2009-08-24,34,30.014985686302186,33.766875,0.12950955668203168,False,-0.03015110803013399,0.12044035001698572
PETR4,supertrend_20_5,supertrend_follow,2009-12-22,2010-03-08,48,35.712134542465215,35.957968626022335,0.010919375256804642,False,-0.1173868249100789,0.05006324826114317
PETR4,supertrend_20_5,supertrend_follow,2010-04-19,2011-02-24,213,32.58369847488404,28.72435408401489,-0.1149107343377801,True,-0.2585249379828699,0.052673601908618695
PETR4,supertrend_20_5,supertrend_follow,2011-04-14,2011-10-31,137,26.086950381278992,20.86042538166046,-0.1971451628145816,True,-0.3019498707851701,0.01698359903672242
PETR4,supertrend_20_5,supertrend_follow,2012-04-04,2012-08-09,87,22.248870228767395,20.920454847335815,-0.05593838474531554,True,-0.20715078076907334,-0.01073627547958389
PETR4,supertrend_20_5,supertrend_follow,2012-11-13,2013-03-15,79,20.429780533790588,19.409699618339538,-0.04612318407653315,True,-0.19235549433782617,0.03035855927302422
PETR4,supertrend_20_5,supertrend_follow,2013-06-20,2013-08-23,45,16.891549618721008,18.129060839653015,0.07756380065755075,False,-0.11198200647172074,0.0981822068297078
PETR4,supertrend_20_5,supertrend_follow,2013-12-03,2014-03-28,77,17.441275762557986,15.57778469467163,-0.10326395165154612,True,-0.27929585737020257,0.010820504232480266
PETR4,supertrend_20_5,supertrend_follow,2014-09-26,2015-04-08,130,19.890049618721008,11.10555038166046,-0.43941509350784436,True,-0.5837114591620802,0.11261658894693238
PETR4,supertrend_20_5,supertrend_follow,2015-07-21,2016-03-04,152,10.904544847488404,6.573285171747207,-0.3947816166193344,True,-0.6148395125145911,-0.016006656645763506
PETR4,supertrend_20_5,supertrend_follow,2016-11-11,2017-08-23,195,15.172410305023194,13.786889732837675,-0.08767641201105592,True,-0.2328179828178618,0.06443203774837447
PETR4,supertrend_20_5,supertrend_follow,2017-11-15,2018-01-09,38,15.342325381278993,17.03851568698883,0.1150073998494987,False,-0.025571454278539796,0.11000127186885567
PETR4,supertrend_20_5,supertrend_follow,2018-05-24,2018-08-06,50,20.039974237442017,21.16057461833954,0.06015039185845672,False,-0.2764461756188945,0.05339459822809278
PETR4,supertrend_20_5,supertrend_follow,2018-12-19,2019-02-04,28,22.48875,25.852920152664183,0.15420105924569993,False,-0.044411104613721775,0.15746765323308365
PETR4,supertrend_20_5,supertrend_follow,2019-04-15,2019-09-17,107,26.33682538127899,27.673829847335814,0.05497707482932945,False,-0.0921457122767706,0.08327409524936491
PETR4,supertrend_20_5,supertrend_follow,2020-02-27,2020-06-03,66,25.707139313697816,21.870930610656735,-0.14581745626282216,True,-0.560822391628879,0.046012901766955716
PETR4,supertrend_20_5,supertrend_follow,2020-09-29,2020-11-11,29,19.62018416118622,23.36167538166046,0.19546835842278587,False,-0.0484289075518457,0.17633961710533996
PETR4,supertrend_20_5,supertrend_follow,2021-02-01,2021-06-02,83,27.246370228767397,27.36367538166046,0.008330621679628614,False,-0.22558490528063735,0.08601622543270127
PETR4,supertrend_20_5,supertrend_follow,2021-09-09,2021-10-05,18,25.067459923744202,29.014499999999998,0.16209582741047024,False,-0.016653474523699363,0.1736330751416486
PETR4,supertrend_20_5,supertrend_follow,2022-05-31,2022-08-01,43,30.394794847488406,34.016999999999996,0.12365754902224291,False,-0.1350492396003209,0.12354768957095952
PETR4,supertrend_20_5,supertrend_follow,2022-08-15,2022-10-20,46,30.86455916118622,36.11804847335815,0.1749012840685118,False,-0.051663096663560615,0.18161419478707597
PETR4,supertrend_20_5,supertrend_follow,2022-11-01,2023-04-19,115,30.55471469497681,27.173579847335812,-0.1070938719811464,True,-0.29732614008390146,-0.019791182410771158
PETR4,supertrend_20_5,supertrend_follow,2023-05-03,2023-06-06,24,22.588700381278993,27.463725763320923,0.22069000655447502,False,0.003156421791853381,0.24177127340658133
PETR4,supertrend_20_5,supertrend_follow,2023-12-07,2024-01-04,17,33.63317652511597,39.139558931350706,0.16838297690051363,False,-0.006338335482866553,0.15838000182286738
PETR4,supertrend_20_5,supertrend_follow,2024-03-11,2024-04-23,30,35.65216316986084,41.42070152664184,0.16645702995031741,False,-6.063149581236882e-05,0.16402474100316944
PETR4,supertrend_20_5,supertrend_follow,2024-05-20,2024-08-27,70,36.71163454246521,39.269625,0.07396520961132858,False,-0.05534033726935783,0.07785992609652581
PETR4,supertrend_20_5,supertrend_follow,2024-12-27,2025-06-18,116,35.982,32.97647908401489,-0.07985522369894238,True,-0.18931687854221702,0.06997943416152519
PETR4,supertrend_20_5,supertrend_follow,2025-10-16,2025-11-11,18,29.725129771232606,32.5562709159851,0.09963378539710188,False,-0.009255771477217123,0.11690011173878068
PETR4,supertrend_20_5,supertrend_follow,2026-01-07,2026-01-22,11,29.6551650762558,33.39669106864929,0.13068146663993652,False,0.005895595151828692,0.1323491791297231
PETR4,chandelier_breakout,chandelier_breakout,2000-02-11,2000-02-28,11,5.285356106758118,5.7528749999999995,0.09281806155787065,False,-0.01368995477076207,0.10929136990030597
PETR4,chandelier_breakout,chandelier_breakout,2000-03-15,2000-05-17,45,5.88505601143837,5.515756511449814,-0.05899557434744718,True,-0.15039041424892963,0.06201198218883808
PETR4,chandelier_breakout,chandelier_breakout,2000-05-23,2000-06-05,9,5.322337309360504,5.792894961833953,0.09277421547186226,False,-0.015845931661550017,0.09218936423956281
PETR4,chandelier_breakout,chandelier_breakout,2000-07-10,2000-08-18,29,6.727884184360504,6.5019995849132535,-0.029700939462506182,True,-0.16299838844984105,0.0005002501250626068
