strategy,signal_mode,lookback,skip,top_n,trend_window,vol_window,rebalance,score,weighting,absolute_momentum,max_weight,target_vol,roc_windows,roc_weights,positive_rule,short_window,short_weight,full_start,full_end,full_candles,full_trades,full_exposure,full_avg_positions,full_total_return,full_cagr,full_max_drawdown,full_volatility,full_sharpe,full_turnover,train_end,train_total_return,train_cagr,train_max_drawdown,train_sharpe,test_start,test_total_return,test_cagr,test_max_drawdown,test_sharpe,test_trades,test_exposure
top2_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_2_short21x1_trend200_vol63_equal_monthly_posscore_adjusted,adjusted,252,0,2,200,63,monthly,roc_short_blend_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,2",score,21,1.0,2000-01-03,2026-07-17,6662,654,0.8994296007205044,1.6269888922245572,88.44184892534986,0.18452769516925693,-0.5022667177764392,0.28722805289698794,0.7332960206003436,188.44194755954445,2018-07-02,34.41961493259088,0.21274433332619003,-0.5022667177764392,0.8076237272879965,2018-07-03,1.3013941009222503,0.10925938055530748,-0.4932755420818541,0.5137703806440411,217,0.96996996996997
top2_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x1_trend200_vol63_score_inv_vol_monthly_posscore_adjusted,adjusted,252,0,2,200,63,monthly,roc_short_blend_risk_adjusted,score_inv_vol,True,1.0,0.0,"252,126,63","2,1,1",score,21,1.0,2000-01-03,2026-07-17,6662,627,0.8895226658661063,1.6131792254578206,31.512595975898023,0.1402045120588742,-0.5616441706594038,0.2855879438671544,0.6022853418106875,175.86948756486967,2018-07-02,12.383849818121286,0.15057631606634891,-0.5616441706594038,0.6267251505437238,2018-07-03,1.2165616238280692,0.10408862138285868,-0.480322399569835,0.5022596372838553,214,0.96996996996997
top2_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_1_short21x1_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,roc_short_blend_risk_adjusted,score_inv_vol,True,1.0,0.0,"252,126,63","1,1,1",all_windows,21,1.0,2000-01-03,2026-07-17,6662,511,0.8009606724707296,1.3156709696787752,43.330396250484384,0.15360501728016152,-0.5990610043445244,0.2881508362319311,0.6396548014432185,181.92994824190438,2018-07-02,17.236298856474765,0.16998469894756463,-0.5636533534163234,0.6780011909418329,2018-07-03,1.2112524378570813,0.10375928319354699,-0.48594202757731686,0.5025509167564539,199,0.9269269269269269
top2_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_1_short21x2_trend200_vol63_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,roc_short_blend_risk_adjusted,inv_vol,True,1.0,0.0,"252,126,63","1,1,1",all_windows,21,2.0,2000-01-03,2026-07-17,6662,523,0.7979585709996998,1.2904533173221255,41.77558442002536,0.15205388868334846,-0.5642457980713966,0.2818850127804671,0.6428194478749606,202.13779470285735,2018-07-02,17.433484106173466,0.1706652670682991,-0.5642457980713966,0.686849828320457,2018-07-03,1.114660465491808,0.0976432761469539,-0.4466800421609032,0.48918757138139557,206,0.9269269269269269
top2_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_1_short21x2_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,roc_short_blend_risk_adjusted,score_inv_vol,True,1.0,0.0,"252,126,63","1,1,1",all_windows,21,2.0,2000-01-03,2026-07-17,6662,519,0.7979585709996998,1.2904533173221255,34.354271780810826,0.14381068181331136,-0.5648844109992361,0.28637905692200294,0.6121275528696585,208.288127284289,2018-07-02,14.353062722462287,0.15914781396142952,-0.5648844109992361,0.6492310513050588,2018-07-03,1.1005322855052704,0.09672828957213464,-0.44827530803898397,0.47935752219106254,207,0.9269269269269269
top2_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_1_short21x2_trend200_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,roc_short_blend_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,1",all_windows,21,2.0,2000-01-03,2026-07-17,6662,521,0.7979585709996998,1.2904533173221255,44.939159739395706,0.1551558058062661,-0.5678230912315585,0.2841308826554481,0.6494453272371722,198.61452389273936,2018-07-02,19.443770085609753,0.17723568942194712,-0.5678230912315585,0.703790710043027,2018-07-03,1.0437872443427185,0.09299814692563846,-0.44714075329965486,0.46974485530819154,196,0.9269269269269269
top2_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_2_short21x2_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,roc_short_blend_risk_adjusted,score_inv_vol,True,1.0,0.0,"252,126,63","1,1,2",all_windows,21,2.0,2000-01-03,2026-07-17,6662,527,0.7889522665866107,1.2779945962173522,28.48535163998994,0.13601266247913557,-0.621949560602868,0.28330086798046855,0.591552831629813,215.85619631529022,2018-07-02,12.352530134487672,0.1504305696953958,-0.584097726601812,0.6290096978813718,2018-07-03,1.0087627084606203,0.09065029041774508,-0.46243845976589093,0.4578372568963905,206,0.9269269269269269
top2_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x1_trend200_vol63_score_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,roc_short_blend_risk_adjusted,score_inv_vol,True,1.0,0.0,"252,126,63","2,1,1",all_windows,21,1.0,2000-01-03,2026-07-17,6662,507,0.8009606724707296,1.312818973281297,24.121218724530767,0.12917574872525717,-0.6841590983712378,0.2865263722136463,0.5669927885035756,180.8844575704486,2018-07-02,10.931093708393533,0.14345016401540112,-0.5638967177744729,0.6032118227726265,2018-07-03,0.9145938554235749,0.08415518474771932,-0.48074711208185483,0.43521418182171395,196,0.9269269269269269
top2_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_2_short21x2_trend200_vol63_inv_vol_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,roc_short_blend_risk_adjusted,inv_vol,True,1.0,0.0,"252,126,63","1,1,2",all_windows,21,2.0,2000-01-03,2026-07-17,6662,526,0.7889522665866107,1.2779945962173522,30.068200522929242,0.13825353292342157,-0.6008269180441697,0.2778970470074695,0.6046860199408007,209.71281629990202,2018-07-02,13.983781798126657,0.15762286335640163,-0.6008269180441697,0.6550599199660064,2018-07-03,0.8881890481403374,0.0822837746373859,-0.4471810393149127,0.4352340396665317,205,0.9269269269269269
top2_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_2_short21x2_trend200_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,2,200,63,monthly,roc_short_blend_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,2",all_windows,21,2.0,2000-01-03,2026-07-17,6662,520,0.7889522665866107,1.2779945962173522,30.538127007501664,0.13889768517434442,-0.6122714028577421,0.27990614618642456,0.60437761275235,207.3809044777588,2018-07-02,15.106874964505945,0.16215586395811843,-0.6122714028577421,0.6669321369245382,2018-07-03,0.7873118694475936,0.07491647350634545,-0.4468826085706027,0.4068532762767613,199,0.9269269269269269
top1_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x2_trend0_vol63_equal_monthly_posscore_adjusted,adjusted,252,0,1,0,63,monthly,roc_short_blend_risk_adjusted,equal,True,1.0,0.0,"252,126,63","2,1,1",score,21,2.0,2000-01-03,2026-07-17,6662,285,0.908586010207145,0.908586010207145,2.9382254390464397,0.05301444997294702,-0.7627033554986296,0.33578292886668465,0.32170538408612126,276.3414964673324,2018-07-02,1.2718055651372526,0.04536839500755008,-0.7627033554986296,0.30021979332967885,2018-07-03,0.5778919582248159,0.05837992592721597,-0.4611887200848195,0.33810650231052647,93,0.97997997997998
top1_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x2_trend200_vol63_equal_monthly_posscore_adjusted,adjusted,252,0,1,200,63,monthly,roc_short_blend_risk_adjusted,equal,True,1.0,0.0,"252,126,63","2,1,1",score,21,2.0,2000-01-03,2026-07-17,6662,277,0.8865205643950765,0.8865205643950765,6.972358342406448,0.0813765518925984,-0.6480479160350712,0.3270836761684076,0.4026279286158566,266.4412505094749,2018-07-02,3.8080188160870723,0.08861579681813625,-0.6480479160350712,0.42151280677217245,2018-07-03,0.5111994290444379,0.05270900516706534,-0.4611887200848195,0.3214837155478858,91,0.96996996996997
top1_roc_short_blend_risk_adjusted_roc12_6_3_w2_1_1_short21x1_trend0_vol63_equal_monthly_posscore_adjusted,adjusted,252,0,1,0,63,monthly,roc_short_blend_risk_adjusted,equal,True,1.0,0.0,"252,126,63","2,1,1",score,21,1.0,2000-01-03,2026-07-17,6662,247,0.908586010207145,0.908586010207145,5.308214479504728,0.07187724338777768,-0.667027853292874,0.3484910532065513,0.37319459961396567,238.50194584789017,2018-07-02,2.8679229184747252,0.07588424302485786,-0.667027853292874,0.38393354834382276,2018-07-03,0.4827240412831604,0.050220716407693766,-0.5630023426470068,0.3158935947915573,81,0.97997997997998
top1_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_1_short21x2_trend0_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,1,0,63,monthly,roc_short_blend_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,1",all_windows,21,2.0,2000-01-03,2026-07-17,6662,250,0.7979585709996998,0.7979585709996998,16.1303476879978,0.11300051924416987,-0.7043852423467326,0.3198814608079758,0.49431036465261347,242.61322080451706,2018-07-02,9.560357772383442,0.13592952321885354,-0.5640369605561244,0.5574398141936188,2018-07-03,0.47772892480845974,0.04977991653692193,-0.5382642062404358,0.31231335559602175,92,0.9269269269269269
top1_roc_short_blend_risk_adjusted_roc12_6_3_w1_1_1_short21x2_trend200_vol63_equal_monthly_posall_windows_adjusted,adjusted,252,0,1,200,63,monthly,roc_short_blend_risk_adjusted,equal,True,1.0,0.0,"252,126,63","1,1,1",all_windows,21,2.0,2000-01-03,2026-07-17,6662,250,0.7979585709996998,0.7979585709996998,16.1303476879978,0.11300051924416987,-0.7043852423467326,0.3198814608079758,0.49431036465261347,242.61322080451706,2018-07-02,9.560357772383442,0.13592952321885354,-0.5640369605561244,0.5574398141936188,2018-07-03,0.47772892480845974,0.04977991653692193,-0.5382642062404358,0.31231335559602175,92,0.9269269269269269
