ticker,strategy,label,params,start,end,candles,trades,exposure,total_return,cagr,max_drawdown,sharpe,benchmark_total_return,benchmark_cagr,benchmark_max_drawdown,excess_total_return,fast,slow,signal_window,lookback,exit_lookback,rsi_period,lower,upper,trend_window,sma_window,stop_pct,window,num_std,exit_z,atr_period,atr_mult,max_hold,streak_rsi_period,rank_period,ibs_lower,ibs_upper,range_mult,volume_window,volume_mult,streak_length
LOGG3,rsi_reversion,legacy_rsi_21_45_70,rsi_period=21;lower=45;upper=70,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,13,0.8339052848318462,1.2245489537456518,0.313810808575514,-0.2639989203917663,1.0739289780623167,0.8903220985301981,0.2427876265353306,-0.2602943878537306,0.3342268552154537,,,,,,21,45.0,70.0,,,,,,,,,,,,,,,,,
LOGG3,rsi_reversion_atr,legacy_rsi_atr_21_45_75,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,7,0.9670555936856554,1.1230671970092607,0.293036407697006,-0.2704254686075668,0.9749643936101753,0.8903220985301981,0.2427876265353306,-0.2602943878537306,0.23274509847906266,,,,,,21,45.0,75.0,,,,,,,14,2.0,,,,,,,,,
PETR4,rsi_reversion,legacy_rsi_7_50_90,rsi_period=7;lower=50;upper=90,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,11,0.9622512010981469,1.100778068108227,0.2883863938512019,-0.22183235625325692,1.1759100974500796,0.7351088303859585,0.20696702768841324,-0.17433888538209752,0.36566923772226856,,,,,,7,50.0,90.0,,,,,,,,,,,,,,,,,
LOGG3,rsi_reversion,legacy_rsi_14_40_80,rsi_period=14;lower=40;upper=80,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,7,0.9196980096087852,1.061709830811338,0.2801568563232011,-0.26010361312146135,0.9696483194221344,0.8903220985301981,0.2427876265353306,-0.2602943878537306,0.1713877322811399,,,,,,14,40.0,80.0,,,,,,,,,,,,,,,,,
LOGG3,rsi_reversion,legacy_rsi_7_50_90,rsi_period=7;lower=50;upper=90,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,5,0.9794097460535347,1.0348077442401515,0.27443016456649705,-0.2601195364008594,0.9435528465606897,0.8903220985301981,0.2427876265353306,-0.2602943878537306,0.14448564570995348,,,,,,7,50.0,90.0,,,,,,,,,,,,,,,,,
LOGG3,rsi_reversion_atr,legacy_rsi_atr_14_45_80,rsi_period=14;lower=45;upper=80;atr_period=14;atr_mult=3,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,11,0.9251887439945092,1.0334365165424995,0.27413693680113416,-0.26304728895398133,0.9412699961448531,0.8903220985301981,0.2427876265353306,-0.2602943878537306,0.1431144180123014,,,,,,14,45.0,80.0,,,,,,,14,3.0,,,,,,,,,
LOGG3,rsi_reversion,legacy_rsi_14_50_80,rsi_period=14;lower=50;upper=80,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,7,0.9402882635552505,0.9705879881800368,0.26055500545328214,-0.2602652902521764,0.9123019110396067,0.8903220985301981,0.2427876265353306,-0.2602943878537306,0.08026588964983872,,,,,,14,50.0,80.0,,,,,,,,,,,,,,,,,
LOGG3,rsi_reversion_hold,legacy_rsi_hold_7_50_85_40,rsi_period=7;lower=50;upper=85;max_hold=40,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,67,0.8606726149622512,0.868164326880877,0.23779558960725034,-0.31091031689487525,0.8497842786277787,0.8903220985301981,0.2427876265353306,-0.2602943878537306,-0.02215777164932109,,,,,,7,50.0,85.0,,,,,,,,,40,,,,,,,,
PETR4,range_expansion_breakout,range_expansion_breakout,range_mult=0.5;atr_period=14;atr_mult=1.5;trend_window=0;volume_window=20;volume_mult=1;max_hold=20,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,111,0.5099519560741249,0.7945069142844332,0.2209151350933407,-0.1864140247054179,1.1865776075893448,0.7351088303859585,0.20696702768841324,-0.17433888538209752,0.059398083898474674,,,,,,,,,0,,,,,,14,1.5,20,,,,,0.5,20,1.0,
PETR4,range_expansion_breakout,range_expansion_breakout,range_mult=0.5;atr_period=10;atr_mult=1.5;trend_window=0;volume_window=20;volume_mult=1;max_hold=20,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,111,0.5051475634866164,0.7831492987894515,0.21827186593321102,-0.18639811964691344,1.1750509987247952,0.7351088303859585,0.20696702768841324,-0.17433888538209752,0.048040468403492964,,,,,,,,,0,,,,,,10,1.5,20,,,,,0.5,20,1.0,
PETR4,atr_breakout,atr_breakout_5_14x4,lookback=5;atr_period=14;atr_mult=4,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,45,0.7227179135209334,0.7314991926912535,0.20610932548683292,-0.24120897175166978,0.9759598278298659,0.7351088303859585,0.20696702768841324,-0.17433888538209752,-0.0036096376947050146,,,,5,,,,,,,,,,,14,4.0,,,,,,,,,
