ticker,strategy,start,end,candles,trades,exposure,final_equity,total_return,cagr,max_drawdown,annual_volatility,sharpe,benchmark_final_equity,benchmark_total_return,benchmark_cagr,benchmark_max_drawdown,excess_total_return
BBSE3,buy_and_hold,2013-04-29,2026-07-17,3289,1,1.0,42637.929143617876,3.2637929143617876,0.11597761967687426,-0.3895333542530355,0.21412322067573514,0.627891770712108,42637.929143617876,3.2637929143617876,0.11597761967687426,-0.3895333542530355,0.0
VALE3,buy_and_hold,2000-01-03,2026-07-17,6662,1,1.0,381185.48924300785,37.11854892430078,0.14706033545960984,-0.7125851276903039,0.3210779727116545,0.5882466695561696,381185.48924300785,37.11854892430078,0.14706033545960984,-0.7125851276903039,0.0
GGBR3,buy_and_hold,2000-05-19,2026-07-17,5856,1,1.0,261694.85027335727,25.16948502733573,0.13291342444790155,-0.8622483253034786,0.35879699859190906,0.5277648530803192,261694.85027335727,25.16948502733573,0.13291342444790155,-0.8622483253034786,0.0
LOGG3,buy_and_hold,2018-12-21,2026-07-17,1881,1,1.0,23939.800300655643,1.3939800300655643,0.12222755962907006,-0.6031642100266548,0.43405406217789355,0.454712704396786,23939.800300655643,1.3939800300655643,0.12222755962907006,-0.6031642100266548,0.0
