ticker,strategy,label,params,start,end,candles,trades,exposure,total_return,cagr,max_drawdown,sharpe,benchmark_total_return,benchmark_cagr,benchmark_max_drawdown,excess_total_return,fast,slow,signal_window,lookback,exit_lookback,rsi_period,lower,upper,trend_window,sma_window,stop_pct,window,num_std,exit_z,atr_period,atr_mult,max_hold,streak_rsi_period,rank_period,ibs_lower,ibs_upper,range_mult,volume_window,volume_mult,streak_length
BBSE3,rsi_reversion_hold,legacy_rsi_hold_14_50_85_40,rsi_period=14;lower=50;upper=85;max_hold=40,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,59,0.8085106382978723,0.7169055809254132,0.202629615719355,-0.2204537009163188,1.3068594601804229,0.5874129266861712,0.1708642158763151,-0.1846994144131503,0.129492654239242,,,,,,14.0,50.0,85.0,,,,,,,,,40.0,,,,,,,,
BBSE3,rsi_reversion,legacy_rsi_14_50_80,rsi_period=14;lower=50;upper=80,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,7,0.949210706932052,0.6730963218557255,0.1920652371690769,-0.202086090711442,1.1782982639262043,0.5874129266861712,0.1708642158763151,-0.1846994144131503,0.0856833951695543,,,,,,14.0,50.0,80.0,,,,,,,,,,,,,,,,,
BBSE3,rsi_reversion,legacy_rsi_7_50_90,rsi_period=7;lower=50;upper=90,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,9,0.9567604667124228,0.670393642220406,0.191407562256346,-0.2020287417889403,1.1540104731056149,0.5874129266861712,0.1708642158763151,-0.1846994144131503,0.0829807155342348,,,,,,7.0,50.0,90.0,,,,,,,,,,,,,,,,,
BBSE3,breakout,breakout_5_100,lookback=5;exit_lookback=100,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,15,0.8757721345229924,0.5659351626903089,0.1654322443695126,-0.1782393050690522,1.0262894399387874,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.0214777639958623,,,,5.0,100.0,,,,,,,,,,,,,,,,,,,,
BBSE3,breakout,breakout_20_55,lookback=20;exit_lookback=55,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,15,0.6087851750171586,0.5450624015513601,0.1601060632064674,-0.1778920658439748,1.131325653764064,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.042350525134811,,,,20.0,55.0,,,,,,,,,,,,,,,,,,,,
BBSE3,breakout,breakout_55_55,lookback=55;exit_lookback=55,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,11,0.485929993136582,0.493945440007993,0.1468590832492045,-0.1257576110441273,1.1182066029521722,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.0934674866781781,,,,55.0,55.0,,,,,,,,,,,,,,,,,,,,
BBSE3,rsi_reversion_atr,legacy_rsi_atr_21_45_75,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,14,0.91283459162663,0.4849310647539917,0.1444921695588648,-0.2066747170809699,0.9103996622972492,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.1024818619321794,,,,,,21.0,45.0,75.0,,,,,,,14.0,2.0,,,,,,,,,
BBSE3,keltner_breakout,keltner_w80_atr10x1.5_exit0.5_tw0,window=80;atr_period=10;atr_mult=1.5;exit_z=0.5;trend_window=0,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,21,0.4399450926561427,0.4819700413832231,0.1437126262816688,-0.0998730386053277,1.1143463220315724,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.1054428853029481,,,,,,,,,0.0,,,80.0,,0.5,10.0,1.5,,,,,,,,,
BBSE3,keltner_breakout,keltner_w80_atr20x1.5_exit0.5_tw0,window=80;atr_period=20;atr_mult=1.5;exit_z=0.5;trend_window=0,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,21,0.4406314344543582,0.4674778456702979,0.139882420651221,-0.0998090112449918,1.092452451939384,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.1199350810158732,,,,,,,,,0.0,,,80.0,,0.5,20.0,1.5,,,,,,,,,
BBSE3,keltner_breakout,keltner_w80_atr10x1.5_exit0.5_tw200,window=80;atr_period=10;atr_mult=1.5;exit_z=0.5;trend_window=200,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,17,0.3925875085792725,0.4615228459212008,0.1383013255323635,-0.1049245988654027,1.110218912115302,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.1258900807649703,,,,,,,,,200.0,,,80.0,,0.5,10.0,1.5,,,,,,,,,
BBSE3,breakout,breakout_20_100,lookback=20;exit_lookback=100,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,13,0.7357584076870282,0.4586370424671413,0.1375335974142091,-0.2120655049435885,0.9434277109819964,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.1287758842190298,,,,20.0,100.0,,,,,,,,,,,,,,,,,,,,
BBSE3,atr_breakout,atr_breakout_5_10x4,lookback=5;atr_period=10;atr_mult=4,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,37,0.8236101578586136,0.4574127606182283,0.1372075919084299,-0.1703758107906411,0.8727941102189496,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.1300001660679428,,,,5.0,,,,,,,,,,,10.0,4.0,,,,,,,,,
BBSE3,breakout,breakout_100_55,lookback=100;exit_lookback=55,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,9,0.3905284831846259,0.4546248020569827,0.1364645321482882,-0.1072393265180613,1.1181965815717168,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.1327881246291884,,,,100.0,55.0,,,,,,,,,,,,,,,,,,,,
BBSE3,sma_cross,sma_cross_50_150,fast=50;slow=150,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,13,0.4927934111187371,0.4543327627487008,0.1363866422076971,-0.1268486184363485,1.0670182183215142,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.1330801639374703,50.0,150.0,,,,,,,,,,,,,,,,,,,,,,,
BBSE3,keltner_breakout,keltner_w80_atr20x1.5_exit1_tw200,window=80;atr_period=20;atr_mult=1.5;exit_z=1;trend_window=200,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,15,0.4124914207275223,0.4531682481730885,0.1360759514995686,-0.1129535203532877,1.0814903768237087,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.1342446785130826,,,,,,,,,200.0,,,80.0,,1.0,20.0,1.5,,,,,,,,,
BBSE3,atr_breakout,atr_breakout_5_14x4,lookback=5;atr_period=14;atr_mult=4,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,37,0.821551132463967,0.4460512933706932,0.134173586189044,-0.1702077041104964,0.8569926287447784,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.1413616333154779,,,,5.0,,,,,,,,,,,14.0,4.0,,,,,,,,,
BBSE3,breakout,breakout_10_100,lookback=10;exit_lookback=100,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,15,0.824296499656829,0.4422345778273311,0.1331508350924084,-0.1889232923485371,0.8781207287247145,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.14517834885884,,,,10.0,100.0,,,,,,,,,,,,,,,,,,,,
BBSE3,rsi_reversion_atr,legacy_rsi_atr_14_45_80,rsi_period=14;lower=45;upper=80;atr_period=14;atr_mult=3,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,10,0.8970487302676733,0.4411104381480657,0.132849263759174,-0.2070681066110361,0.8567556560431856,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.1463024885381054,,,,,,14.0,45.0,80.0,,,,,,,14.0,3.0,,,,,,,,,
BBSE3,rsi_reversion,legacy_rsi_14_40_80,rsi_period=14;lower=40;upper=80,2023-08-15 10:00:00,2026-07-20 10:00:00,1457,4,0.8977350720658888,0.4358474149783684,0.1314352954942474,-0.2021172323799978,0.8739704046962338,0.5874129266861712,0.1708642158763151,-0.1846994144131503,-0.1515655117078027,,,,,,14.0,40.0,80.0,,,,,,,,,,,,,,,,,
