date,strategy_equity,benchmark_equity,strategy_position,benchmark_position,strategy_trade,benchmark_trade,strategy_trade_price,benchmark_trade_price,strategy_dividend_cash,benchmark_dividend_cash,strategy_split_ratio,benchmark_split_ratio
2000-05-15,9975.05335740771,9975.05335740771,1,1,BUY,BUY,1.200921119570732,1.200921119570732,0.0,0.0,1.0,1.0
2000-05-22,10309.440242573879,10309.440242573879,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-29,10672.287904545925,10672.287904545925,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-12,9605.100902840755,9605.100902840755,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-19,8537.905976102016,8537.905976102016,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-26,9242.25324086871,9242.25324086871,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-03,11241.455890462063,11241.455890462063,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-10,10672.287904545925,10672.287904545925,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-17,10672.287904545925,10672.287904545925,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-24,10316.561875865124,10316.561875865124,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-31,10565.570393130443,10565.570393130443,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-07,10672.287904545925,10672.287904545925,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-14,11526.040874049328,11526.040874049328,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-21,11739.482831284664,11739.482831284664,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-28,11739.482831284664,11739.482831284664,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-09-04,11739.482831284664,11739.482831284664,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-09-11,11739.482831284664,11739.482831284664,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-09-18,11454.898838326595,11454.898838326595,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-10-02,11668.332870528362,11668.332870528362,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-10-23,10672.287904545925,10672.287904545925,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-11-06,9960.826931521557,9960.826931521557,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-11-20,9462.80890636172,9462.80890636172,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-11-27,8929.20648984637,8929.20648984637,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-12-11,8893.639929816387,8893.639929816387,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-12-25,9249.365958497188,9249.365958497188,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2001-01-01,9960.826931521557,9960.826931521557,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
