ticker,strategy,fast,slow,signal_window,lookback,exit_lookback,rsi_period,lower,upper,trend_window,sma_window,stop_pct,window,num_std,exit_z,atr_period,atr_mult,start,end,candles,trades,exposure,final_equity,total_return,cagr,max_drawdown,annual_volatility,sharpe,benchmark_final_equity,benchmark_total_return,benchmark_cagr,benchmark_max_drawdown,excess_total_return
BBSE3,rsi_reversion,,,,,,14,40.0,80.0,,,,,,,,,2013-04-29,2026-07-17,3289,16,0.8753420492550927,67737.24355773561,5.7737243557735605,0.15575865360008057,-0.4403857242641409,0.2546569285753645,0.6959795499507399,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,0.15323028502346236
BBSE3,rsi_reversion,,,,,,5,40.0,80.0,,,,,,,,,2013-04-29,2026-07-17,3289,136,0.7087260565521435,47675.89098765238,3.7675890987652387,0.12544841588924371,-0.4527928162520676,0.23645696447406553,0.6179747265655021,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-1.8529049719848594
BBSE3,rsi_reversion,,,,,,5,20.0,80.0,,,,,,,,,2013-04-29,2026-07-17,3289,76,0.383399209486166,39583.648864324074,2.9583648864324075,0.10971868173591903,-0.3694180893071818,0.18573547635110602,0.6534414194472733,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-2.6621291843176906
BBSE3,rsi_reversion,,,,,,5,30.0,80.0,,,,,,,,,2013-04-29,2026-07-17,3289,112,0.5874125874125874,38090.539702317816,2.8090539702317816,0.10649470032718344,-0.4380091557652047,0.21844053459814658,0.5725356565444472,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-2.8114401005183165
BBSE3,rsi_reversion,,,,,,14,40.0,70.0,,,,,,,,,2013-04-29,2026-07-17,3289,44,0.6053511705685619,26267.548368055006,1.6267548368055005,0.07581274947127392,-0.3899834284270671,0.22414070568102973,0.43822857699374684,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-3.9937392339445976
BBSE3,rsi_reversion,,,,,,5,20.0,70.0,,,,,,,,,2013-04-29,2026-07-17,3289,90,0.23654606263301917,23511.56594142763,1.351156594142763,0.06682743610237085,-0.32833037384786057,0.1513708183827414,0.5030795895994149,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-4.269337476607335
BBSE3,rsi_reversion,,,,,,5,40.0,70.0,,,,,,,,,2013-04-29,2026-07-17,3289,202,0.5612648221343873,23015.689815380592,1.3015689815380593,0.06510806707298378,-0.43933262205746393,0.2168410963321787,0.39914388350795926,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-4.318925089212039
BBSE3,rsi_reversion,,,,,,14,30.0,80.0,,,,,,,,,2013-04-29,2026-07-17,3289,8,0.4788689571298267,21204.183942173986,1.1204183942173986,0.058521552199028326,-0.4215806911268408,0.20010919155841497,0.38425914647759685,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-4.500075676532699
BBSE3,rsi_reversion,,,,,,5,20.0,60.0,,,,,,,,,2013-04-29,2026-07-17,3289,102,0.1723928245667376,18541.207500037886,0.8541207500037886,0.04782679155191416,-0.32311427240793644,0.13334551312495857,0.41709039358610067,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-4.766373320746309
BBSE3,rsi_reversion,,,,,,5,30.0,70.0,,,,,,,,,2013-04-29,2026-07-17,3289,152,0.43295834600182426,17703.007662855318,0.7703007662855317,0.044165293272138584,-0.42609609963555684,0.19575266992778384,0.31863874034873346,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-4.850193304464566
BBSE3,rsi_reversion,,,,,,5,15.0,80.0,,,,,,,,,2013-04-29,2026-07-17,3289,40,0.2103982973548191,17601.527307471617,0.7601527307471616,0.04371117351350651,-0.3068978255246888,0.14417949191658272,0.36889727334128214,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-4.860341340002936
BBSE3,rsi_reversion,,,,,,14,40.0,60.0,,,,,,,,,2013-04-29,2026-07-17,3289,74,0.4013377926421405,16209.095645882453,0.6209095645882452,0.03722279398245054,-0.404205305662929,0.19232744491376041,0.28620277781449316,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-4.9995845061618525
BBSE3,rsi_reversion,,,,,,14,30.0,70.0,,,,,,,,,2013-04-29,2026-07-17,3289,18,0.2596533900881727,15774.866977139405,0.5774866977139406,0.035093763992045446,-0.3427107572610393,0.1697054947565703,0.28809363732823373,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-5.043007373036158
BBSE3,rsi_reversion,,,,,,5,40.0,60.0,,,,,,,,,2013-04-29,2026-07-17,3289,290,0.4472484037701429,13986.178133935478,0.39861781339354785,0.025710433427516888,-0.43467287023884194,0.1961688319667829,0.22732247472760683,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-5.22187625735655
BBSE3,rsi_reversion,,,,,,2,15.0,80.0,,,,,,,,,2013-04-29,2026-07-17,3289,332,0.4016418364244451,13808.147048221655,0.3808147048221655,0.02471662457342738,-0.3667706085517186,0.18918550870136536,0.2234412009477613,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-5.239679365927932
BBSE3,rsi_reversion,,,,,,5,15.0,70.0,,,,,,,,,2013-04-29,2026-07-17,3289,46,0.12496199452721192,12720.210409717967,0.2720210409717967,0.018373023770614783,-0.292027263568733,0.11349824764950049,0.21731002354897908,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-5.348473029778301
BBSE3,rsi_reversion,,,,,,5,15.0,60.0,,,,,,,,,2013-04-29,2026-07-17,3289,50,0.08330799635147461,12406.977107038072,0.2406977107038073,0.016453529854289384,-0.30826694626801876,0.09992871857920252,0.21344098250768126,66204.94070750098,5.620494070750098,0.15375934263630398,-0.4404139785484886,-5.37979636004629
