date,strategy_equity,benchmark_equity,strategy_position,benchmark_position,strategy_trade,benchmark_trade,strategy_trade_price,benchmark_trade_price,strategy_dividend_cash,benchmark_dividend_cash,strategy_split_ratio,benchmark_split_ratio
2000-05-19,9975.053504056223,9975.053504056223,1,1,BUY,BUY,0.5833291932642459,0.5833291932642459,0.0,0.0,1.0,1.0
2000-05-22,10031.977124995477,10031.977124995477,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-25,10309.44293982435,10309.44293982435,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-31,10316.557500190027,10316.557500190027,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-01,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-12,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-13,9960.827442473657,9960.827442473657,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-14,9605.102483338602,9605.102483338602,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-15,9605.102483338602,9605.102483338602,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-16,9605.102483338602,9605.102483338602,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-19,9249.370386189707,9249.370386189707,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-20,9249.370386189707,9249.370386189707,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-21,9605.102483338602,9605.102483338602,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-23,8537.912310189493,8537.912310189493,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-26,9107.080198592432,9107.080198592432,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-27,9249.370386189707,9249.370386189707,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-28,9605.102483338602,9605.102483338602,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-29,9242.258884972818,9242.258884972818,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-04,9960.827442473657,9960.827442473657,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-05,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-06,11952.907404011972,11952.907404011972,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-07,11241.450347728021,11241.450347728021,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-10,11383.742574757822,11383.742574757822,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-11,11383.742574757822,11383.742574757822,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-12,11028.017615622766,11028.017615622766,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-13,10814.575706071146,10814.575706071146,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-14,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-17,10814.575706071146,10814.575706071146,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-19,10707.857300585993,10707.857300585993,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-20,11028.017615622766,11028.017615622766,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-21,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-25,10601.143993682153,10601.143993682153,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-27,10316.557500190027,10316.557500190027,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-31,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-01,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-03,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-04,10565.56813270498,10565.56813270498,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-07,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-08,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-09,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-10,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-11,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-14,11028.017615622766,11028.017615622766,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-16,11035.13115627218,11035.13115627218,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-17,11383.742574757822,11383.742574757822,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-18,11526.03378207136,11526.03378207136,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-21,11383.742574757822,11383.742574757822,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-25,11739.470593041666,11739.470593041666,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-08-30,11739.470593041666,11739.470593041666,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-09-01,11739.470593041666,11739.470593041666,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-09-06,11739.470593041666,11739.470593041666,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-09-14,11739.470593041666,11739.470593041666,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-09-21,11497.57859975744,11497.57859975744,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-09-22,11454.891237563379,11454.891237563379,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-10-06,11668.323969668634,11668.323969668634,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-10-25,10672.283479041345,10672.283479041345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-11-07,9960.827442473657,9960.827442473657,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-11-10,9960.827442473657,9960.827442473657,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-11-21,9960.827442473657,9960.827442473657,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
