ticker,strategy,label,params,start,end,candles,trades,exposure,total_return,cagr,max_drawdown,sharpe,benchmark_total_return,benchmark_cagr,benchmark_max_drawdown,excess_total_return,fast,slow,signal_window,lookback,exit_lookback,rsi_period,lower,upper,trend_window,sma_window,stop_pct,window,num_std,exit_z,atr_period,atr_mult,max_hold,streak_rsi_period,rank_period,ibs_lower,ibs_upper,range_mult,volume_window,volume_mult,streak_length
VALE3,rsi_reversion_atr,legacy_rsi_atr_14_45_80,rsi_period=14;lower=45;upper=80;atr_period=14;atr_mult=3,2000-01-03,2026-07-17,6662,61,0.9336535574902431,57.50303741647018,0.16572843804357462,-0.7573962999125906,0.6033813809600912,37.11854892430078,0.14706033545960984,-0.7125851276903039,20.384488492169396,,,,,,14,45.0,80.0,,,,,,,14,3.0,,,,,,,,,
VALE3,sma_cross,sma_cross_20_100,fast=20;slow=100,2000-01-03,2026-07-17,6662,76,0.5670969678775143,38.352172681232844,0.1484379749357576,-0.598824408730555,0.6559862315521481,37.11854892430078,0.14706033545960984,-0.7125851276903039,1.2336237569320616,20,100,,,,,,,,,,,,,,,,,,,,,,,
VALE3,rsi_reversion,legacy_rsi_7_50_90,rsi_period=7;lower=50;upper=90,2000-01-03,2026-07-17,6662,31,0.9600720504353047,32.74535772140754,0.1418047530881581,-0.780962870378758,0.5511827399014365,37.11854892430078,0.14706033545960984,-0.7125851276903039,-4.373191202893246,,,,,,7,50.0,90.0,,,,,,,,,,,,,,,,,
VALE3,rsi_reversion,legacy_rsi_14_50_80,rsi_period=14;lower=50;upper=80,2000-01-03,2026-07-17,6662,23,0.9470129090363254,32.328589945289245,0.14127013601657046,-0.7125343727782307,0.5631013607748974,37.11854892430078,0.14706033545960984,-0.7125851276903039,-4.789958979011537,,,,,,14,50.0,80.0,,,,,,,,,,,,,,,,,
VALE3,rsi_reversion,legacy_rsi_14_40_80,rsi_period=14;lower=40;upper=80,2000-01-03,2026-07-17,6662,21,0.9102371660162113,30.00195901709454,0.13816197923298468,-0.7125587378497114,0.5611706073869861,37.11854892430078,0.14706033545960984,-0.7125851276903039,-7.116589907206244,,,,,,14,40.0,80.0,,,,,,,,,,,,,,,,,
VALE3,sma_cross,sma_cross_10_100,fast=10;slow=100,2000-01-03,2026-07-17,6662,104,0.5672470729510658,29.34529213803953,0.13724406459673744,-0.710435000791181,0.6196576637168504,37.11854892430078,0.14706033545960984,-0.7125851276903039,-7.773256786261253,10,100,,,,,,,,,,,,,,,,,,,,,,,
VALE3,rsi_reversion_atr,legacy_rsi_atr_21_45_75,rsi_period=21;lower=45;upper=75;atr_period=14;atr_mult=2,2000-01-03,2026-07-17,6662,87,0.8979285499849895,26.770904970790568,0.13345094792722922,-0.8229223308650246,0.5318439168866568,37.11854892430078,0.14706033545960984,-0.7125851276903039,-10.347643953510214,,,,,,21,45.0,75.0,,,,,,,14,2.0,,,,,,,,,
VALE3,ema_cross,ema_cross_39_100,fast=39;slow=100,2000-01-03,2026-07-17,6662,52,0.5532873011107775,26.60802186203992,0.13319970480977839,-0.4943846094731109,0.6136422253588335,37.11854892430078,0.14706033545960984,-0.7125851276903039,-10.510527062260863,39,100,,,,,,,,,,,,,,,,,,,,,,,
VALE3,sma_cross,sma_cross_20_150,fast=20;slow=150,2000-01-03,2026-07-17,6662,58,0.559291504052837,25.900845166376605,0.13209209679227762,-0.5358616958709705,0.6050975404032443,37.11854892430078,0.14706033545960984,-0.7125851276903039,-11.217703757924177,20,150,,,,,,,,,,,,,,,,,,,,,,,
VALE3,ema_cross,ema_cross_39_52,fast=39;slow=52,2000-01-03,2026-07-17,6662,68,0.563944761332933,25.49245011158494,0.13143961918673663,-0.6621825308951768,0.6007655296733126,37.11854892430078,0.14706033545960984,-0.7125851276903039,-11.626098812715842,39,52,,,,,,,,,,,,,,,,,,,,,,,
