strategy,short_window,vol_window,trend_window,positive_rule,weights,full_cagr,full_return,full_mdd,full_sharpe,test_cagr,test_return,test_mdd,test_sharpe,trades
top1_short21_riskadj_rocfilter_w2_1_1_trend0_vol10_posscore,21,10,0,score,2_1_1,0.11041582441229791,15.105450612184875,-0.7709641019707726,0.4853828587999243,0.2844044118809099,6.477920424534621,-0.29782147776034507,0.9400894731633288,381
top1_short21_riskadj_rocfilter_w2_1_1_trend0_vol14_posscore,21,14,0,score,2_1_1,0.134047393109487,27.161297606952267,-0.6869965968648812,0.5582603294145639,0.27262369832641786,5.944055638066065,-0.3258064792776363,0.9513290645467021,375
top1_short21_riskadj_rocfilter_w2_1_1_trend0_vol21_posscore,21,21,0,score,2_1_1,0.1123260846898777,15.85702387915427,-0.7848238106361625,0.49205843475365,0.27216326443755,5.923886219106187,-0.3258064792776363,0.9405236198141705,383
top1_short21_riskadj_rocfilter_w1_1_1_trend0_vol10_posscore,21,10,0,score,1_1_1,0.138557355458099,30.289001510456757,-0.6024700615464536,0.5656562328007494,0.27020812457469057,5.838811058864901,-0.27322645831246517,0.9139784428170638,383
top1_short21_riskadj_rocfilter_w2_1_1_trend0_vol42_posscore,21,42,0,score,2_1_1,0.11796238833669093,18.276476784758753,-0.7701438887135801,0.5077528912343746,0.2647588162913994,5.606503511759909,-0.292545267726661,0.9242358689911218,385
top1_short21_riskadj_rocfilter_w1_1_1_trend0_vol14_posscore,21,14,0,score,1_1_1,0.16300569086870453,53.983262343887,-0.457440102596261,0.6430853309426795,0.2585193933900847,5.3490232839320235,-0.28938930728251444,0.9245488642253022,375
top1_short21_riskadj_rocfilter_w1_1_1_trend0_vol21_posscore,21,21,0,score,1_1_1,0.13766342989784697,29.64362382784483,-0.6502609584295391,0.5650827281952119,0.258045153714898,5.3298173754993385,-0.28938930728251444,0.9137010916000283,383
top1_short21_riskadj_rocfilter_w1_1_2_trend0_vol10_posscore,21,10,0,score,1_1_2,0.1460363588301361,36.22581643522925,-0.6215295403271193,0.5863054159864712,0.2572876534760906,5.299245404960661,-0.2998672133763701,0.8793197257996241,391
top1_short21_riskadj_rocfilter_w1_1_2_trend200_vol10_posscore,21,10,200,score,1_1_2,0.16000315990453973,50.338152993200616,-0.6404346455499388,0.6275553244952724,0.256595435532851,5.271421299145439,-0.2957254621698192,0.8782507638565367,364
top1_short21_riskadj_rocfilter_w1_1_1_trend200_vol10_posscore,21,10,200,score,1_1_1,0.15196009718703185,41.683272359640405,-0.6138133967418266,0.6051365336182921,0.256595435532851,5.271421299145439,-0.2957254621698192,0.8782507638565367,362
top1_short21_riskadj_rocfilter_w2_1_1_trend200_vol10_posscore,21,10,200,score,2_1_1,0.12941810891095162,24.264686448214405,-0.6404265245698776,0.5444333031635036,0.256595435532851,5.271421299145439,-0.2957254621698192,0.8782507638565367,360
top1_short21_riskadj_rocfilter_w2_1_1_trend0_vol63_posscore,21,63,0,score,2_1_1,0.1112691487170534,15.437109406544216,-0.7701801449972915,0.48838808036128456,0.25521684130871924,5.216328287989195,-0.29259720142306034,0.8975983784485891,382
top1_short21_riskadj_rocfilter_w1_1_1_trend0_vol42_posscore,21,42,0,score,1_1_1,0.13991144312979187,31.291573067576884,-0.6227041749709799,0.5711133129366842,0.25082342207096,5.0435699598444685,-0.28938930728251444,0.8972625324227457,383
top1_short21_riskadj_rocfilter_w1_1_2_trend0_vol14_posscore,21,14,0,score,1_1_2,0.16564873721194817,57.396992953136355,-0.4835177127768737,0.6482915956322118,0.2457440323433131,4.849089962303744,-0.28938930728251444,0.8873456853823102,385
top1_short21_riskadj_rocfilter_w1_1_2_trend0_vol21_posscore,21,21,0,score,1_1_2,0.14047878509941447,31.72076187279567,-0.6458900882693694,0.571342623275573,0.24522073405619893,4.82936879215986,-0.28938930728251444,0.8770554817308783,391
top1_short21_riskadj_rocfilter_w1_1_2_trend200_vol14_posscore,21,14,200,score,1_1_2,0.18491820201536502,89.22758459676263,-0.5093200887337423,0.7084297510507914,0.24493310191134565,4.818553819585031,-0.28938930728251444,0.8858150512754752,356
top1_short21_riskadj_rocfilter_w1_1_1_trend200_vol14_posscore,21,14,200,score,1_1_1,0.17669146801010993,73.99803127589037,-0.473002322944014,0.685028114741434,0.24493310191134565,4.818553819585031,-0.28938930728251444,0.8858150512754752,355
top1_short21_riskadj_rocfilter_w2_1_1_trend200_vol14_posscore,21,14,200,score,2_1_1,0.15344766884537409,43.170228911434705,-0.509428679837016,0.6223015900336646,0.24493310191134565,4.818553819585031,-0.28938930728251444,0.8858150512754752,354
top1_short21_riskadj_rocfilter_w1_1_2_trend200_vol21_posscore,21,21,200,score,1_1_2,0.16601404001541242,57.88456373215357,-0.5979690463885955,0.6479146701277774,0.24439677339716104,4.798434772924654,-0.28938930728251444,0.875467841390644,362
top1_short21_riskadj_rocfilter_w1_1_1_trend200_vol21_posscore,21,21,200,score,1_1_1,0.15769054653790882,47.690308739361505,-0.5682014974173518,0.6245169673628944,0.24439677339716104,4.798434772924654,-0.28938930728251444,0.875467841390644,362
top1_short21_riskadj_rocfilter_w2_1_1_trend200_vol21_posscore,21,21,200,score,2_1_1,0.13809530135446235,29.953801375454564,-0.5979473134320898,0.5721578907167095,0.24439677339716104,4.798434772924654,-0.28938930728251444,0.875467841390644,361
top1_short21_riskadj_rocfilter_w1_1_1_trend0_vol63_posscore,21,63,0,score,1_1_1,0.1330920296060183,26.538496871217234,-0.6227305774692042,0.5511976713312241,0.2414604254140631,4.689360827585191,-0.28938930728251444,0.8704229865441925,381
top1_short21_riskadj_rocfilter_w1_1_2_trend0_vol42_posscore,21,42,0,score,1_1_2,0.14271741166311158,33.46844742128153,-0.626677549373588,0.5772790559068722,0.2380163490891467,4.563719590431984,-0.28938930728251444,0.8603433016628076,391
top1_short21_riskadj_rocfilter_w1_1_2_trend200_vol42_posscore,21,42,200,score,1_1_2,0.16160164058843396,52.24876003941812,-0.6361339191953836,0.634125663754664,0.23733137076096988,4.539023056170278,-0.28938930728251444,0.8591805459962406,363
top1_short21_riskadj_rocfilter_w1_1_1_trend200_vol42_posscore,21,42,200,score,1_1_1,0.15331561446346953,43.03623870251998,-0.6092363785466486,0.6109030370436126,0.23733137076096988,4.539023056170278,-0.28938930728251444,0.8591805459962406,362
top1_short21_riskadj_rocfilter_w2_1_1_trend200_vol42_posscore,21,42,200,score,2_1_1,0.1335689448464703,26.8477221768848,-0.6380302113015613,0.5580848653287259,0.23733137076096988,4.539023056170278,-0.28938930728251444,0.8591805459962406,362
top1_short14_riskadj_rocfilter_w2_1_1_trend0_vol10_posscore,14,10,0,score,2_1_1,0.07961231108150768,6.634316040471387,-0.8827312742525335,0.3988451972925144,0.23517687186133185,4.461968346586567,-0.37277188684344864,0.8167634691753153,381
top1_short21_riskadj_rocfilter_w1_1_1_trend200_vol63_posscore,21,63,200,score,1_1_1,0.14610851576501682,36.28806025719606,-0.60922120373324,0.5900131197418529,0.226990283311425,4.17766872800146,-0.28938930728251444,0.8319959118403706,361
top1_short21_riskadj_rocfilter_w2_1_1_trend200_vol63_posscore,21,63,200,score,2_1_1,0.12648175401040196,22.578357763222893,-0.6380474153126268,0.5371978216852111,0.226990283311425,4.17766872800146,-0.28938930728251444,0.8319959118403706,362
top1_short14_riskadj_rocfilter_w1_1_1_trend0_vol10_posall_windows,14,10,0,all_windows,1_1_1,0.15527825535131767,45.06855272254074,-0.779869305406087,0.6426631601900429,0.220871717477928,3.973731297316439,-0.4011078994842162,0.8696619518287461,279
top1_short14_riskadj_rocfilter_w2_1_1_trend0_vol10_posall_windows,14,10,0,all_windows,2_1_1,0.15527825535131767,45.06855272254074,-0.779869305406087,0.6426631601900429,0.220871717477928,3.973731297316439,-0.4011078994842162,0.8696619518287461,279
top1_short14_riskadj_rocfilter_w1_1_2_trend0_vol10_posall_windows,14,10,0,all_windows,1_1_2,0.15527825535131767,45.06855272254074,-0.779869305406087,0.6426631601900429,0.220871717477928,3.973731297316439,-0.4011078994842162,0.8696619518287461,279
top1_short14_riskadj_rocfilter_w1_1_1_trend200_vol10_posscore,14,10,200,score,1_1_1,0.12316195916372186,20.802249608273023,-0.7242974364393644,0.5237882853760645,0.22075392707838826,3.9698752659789323,-0.40419096964528434,0.7873209875626437,363
top1_short14_riskadj_rocfilter_w2_1_1_trend200_vol10_posscore,14,10,200,score,2_1_1,0.11659642908030188,17.661156353694295,-0.7101031702448581,0.5075853101823175,0.22075392707838826,3.9698752659789323,-0.40419096964528434,0.7873209875626437,359
top1_short14_riskadj_rocfilter_w1_1_1_trend0_vol10_posscore,14,10,0,score,1_1_1,0.10969836829556434,14.831591452796484,-0.7993987272647443,0.4845768213603282,0.2188542451825808,3.908047058753917,-0.38504102544712393,0.7806520569560628,379
top1_short30_riskadj_rocfilter_w2_1_1_trend0_vol21_posscore,30,21,0,score,2_1_1,0.07275403382500012,5.446578364259496,-0.8126737684904619,0.3799625187389419,0.21593947903293653,3.814490593207932,-0.3633604674512261,0.7886498414033192,353
top1_short10_riskadj_rocfilter_w2_1_1_trend0_vol14_posscore,10,14,0,score,2_1_1,0.13216395656586877,25.94619181502188,-0.8474094473707231,0.5450824582513609,0.21557639086297797,3.802946496240587,-0.4293009132447916,0.7523358768033849,367
top1_short30_riskadj_rocfilter_w1_1_1_trend200_vol21_posscore,30,21,200,score,1_1_1,0.11305800153579648,16.153839389054237,-0.6432745742979067,0.49892483894922185,0.21490346062743293,3.7816152907688902,-0.3633604674512261,0.7917604618237133,343
top1_short30_riskadj_rocfilter_w2_1_1_trend200_vol21_posscore,30,21,200,score,2_1_1,0.0964978920620998,10.524364810739065,-0.6678635758837883,0.4522145929885257,0.21490346062743293,3.7816152907688902,-0.3633604674512261,0.7917604618237133,341
top1_short10_riskadj_rocfilter_w2_1_1_trend0_vol63_posscore,10,63,0,score,2_1_1,0.12990281839459605,24.553984420835114,-0.852267803753934,0.532818551045184,0.21181957931681894,3.684916885533534,-0.4290003865597848,0.7380823840223303,377
top1_short14_riskadj_rocfilter_w2_1_1_trend0_vol14_posscore,14,14,0,score,2_1_1,0.10742707383571393,13.993852153999027,-0.7898702846450425,0.48082975420471274,0.21055132885494632,3.645649165953621,-0.3930321243230901,0.7807228733097676,374
top1_short21_riskadj_rocfilter_w1_1_2_trend0_vol63_posscore,21,63,0,score,1_1_2,0.13048353081306852,24.904780116229215,-0.6267424681321142,0.5425236495359332,0.20972071633038203,3.620088096870437,-0.3274552866218705,0.7811185480451808,390
top1_short21_riskadj_rocfilter_w1_1_1_trend0_vol63_posall_windows,21,63,0,all_windows,1_1_1,0.12957181014863428,24.35607977706731,-0.6076601683674728,0.5629332847825295,0.20929616800073436,3.6070707709701955,-0.3109007012950047,0.81747686031273,297
top1_short21_riskadj_rocfilter_w2_1_1_trend0_vol63_posall_windows,21,63,0,all_windows,2_1_1,0.12957181014863428,24.35607977706731,-0.6076601683674728,0.5629332847825295,0.20929616800073436,3.6070707709701955,-0.3109007012950047,0.81747686031273,297
top1_short21_riskadj_rocfilter_w1_1_2_trend0_vol63_posall_windows,21,63,0,all_windows,1_1_2,0.12957181014863428,24.35607977706731,-0.6076601683674728,0.5629332847825295,0.20929616800073436,3.6070707709701955,-0.3109007012950047,0.81747686031273,297
top1_short30_riskadj_rocfilter_w1_1_1_trend0_vol21_posscore,30,21,0,score,1_1_1,0.09387181539309286,9.813941624936628,-0.7036541166884023,0.44266839036797695,0.2081458078818692,3.571960164349445,-0.3633604674512261,0.776570380268068,354
top1_short21_riskadj_rocfilter_w1_1_2_trend200_vol63_posscore,21,63,200,score,1_1_2,0.1488555134048959,38.73358799652581,-0.6361437859291595,0.5978560309446334,0.20787362336950577,3.563687069226086,-0.32606482732154685,0.778819181723033,363
top1_short14_riskadj_rocfilter_w1_1_1_trend200_vol10_posall_windows,14,10,200,all_windows,1_1_1,0.15085452101002916,40.60948161120335,-0.779869305406087,0.6296807078729176,0.20554083937821344,3.4933175751898027,-0.4011078994842162,0.8247305289043763,277
top1_short14_riskadj_rocfilter_w2_1_1_trend200_vol10_posall_windows,14,10,200,all_windows,2_1_1,0.15085452101002916,40.60948161120335,-0.779869305406087,0.6296807078729176,0.20554083937821344,3.4933175751898027,-0.4011078994842162,0.8247305289043763,277
top1_short14_riskadj_rocfilter_w1_1_2_trend200_vol10_posall_windows,14,10,200,all_windows,1_1_2,0.15085452101002916,40.60948161120335,-0.779869305406087,0.6296807078729176,0.20554083937821344,3.4933175751898027,-0.4011078994842162,0.8247305289043763,277
top1_short21_riskadj_rocfilter_w1_1_1_trend200_vol63_posall_windows,21,63,200,all_windows,1_1_1,0.12789315303449822,23.37493033640135,-0.6076601683674728,0.5577800516718313,0.20341758970014534,3.43009655746853,-0.33343764659813646,0.7996688288816591,294
top1_short21_riskadj_rocfilter_w2_1_1_trend200_vol63_posall_windows,21,63,200,all_windows,2_1_1,0.12789315303449822,23.37493033640135,-0.6076601683674728,0.5577800516718313,0.20341758970014534,3.43009655746853,-0.33343764659813646,0.7996688288816591,294
top1_short21_riskadj_rocfilter_w1_1_2_trend200_vol63_posall_windows,21,63,200,all_windows,1_1_2,0.12789315303449822,23.37493033640135,-0.6076601683674728,0.5577800516718313,0.20341758970014534,3.43009655746853,-0.33343764659813646,0.7996688288816591,294
top1_short14_riskadj_rocfilter_w1_1_1_trend0_vol42_posall_windows,14,42,0,all_windows,1_1_1,0.18854961091500178,96.85954089679458,-0.6372417152341006,0.7398025603676192,0.20325558979435843,3.425305055278482,-0.37215500495476805,0.8174677363971927,284
top1_short14_riskadj_rocfilter_w2_1_1_trend0_vol42_posall_windows,14,42,0,all_windows,2_1_1,0.18854961091500178,96.85954089679458,-0.6372417152341006,0.7398025603676192,0.20325558979435843,3.425305055278482,-0.37215500495476805,0.8174677363971927,284
top1_short14_riskadj_rocfilter_w1_1_2_trend0_vol42_posall_windows,14,42,0,all_windows,1_1_2,0.18854961091500178,96.85954089679458,-0.6372417152341006,0.7398025603676192,0.20325558979435843,3.425305055278482,-0.37215500495476805,0.8174677363971927,284
top1_short14_riskadj_rocfilter_w1_1_2_trend0_vol10_posscore,14,10,0,score,1_1_2,0.08624287302338374,7.9811164726491235,-0.8294935011968626,0.4171448227861351,0.20283707908758997,3.412947681373864,-0.38504102544712393,0.7385740383827104,387
top1_short30_riskadj_rocfilter_w1_1_1_trend200_vol63_posscore,30,63,200,score,1_1_1,0.12724565216536288,23.006327205483007,-0.650940739725135,0.5331900398546905,0.20197869341215613,3.387696612226021,-0.44767071033266936,0.7509903199011353,325
top1_short30_riskadj_rocfilter_w2_1_1_trend200_vol63_posscore,30,63,200,score,2_1_1,0.11044565352490432,15.116934784830335,-0.6530740055665367,0.48826163096649977,0.20197869341215613,3.387696612226021,-0.44767071033266936,0.7509903199011353,323
top1_short14_riskadj_rocfilter_w1_1_2_trend200_vol10_posscore,14,10,200,score,1_1_2,0.11370109179519572,16.41877824178575,-0.7466452939259414,0.49531990127059167,0.2017577399252941,3.381217349786499,-0.40419096964528434,0.7364599144789147,371
top1_short30_riskadj_rocfilter_w1_1_1_trend0_vol10_posall_windows,30,10,0,all_windows,1_1_1,0.0791333943803132,6.544959220738179,-0.6834246491179198,0.40812782669798625,0.19994518727096566,3.3283813329490552,-0.3410164890233598,0.7757390660095158,284
top1_short30_riskadj_rocfilter_w1_1_1_trend200_vol10_posall_windows,30,10,200,all_windows,1_1_1,0.0791333943803132,6.544959220738179,-0.6834246491179198,0.40812782669798625,0.19994518727096566,3.3283813329490552,-0.3410164890233598,0.7757390660095158,284
top1_short30_riskadj_rocfilter_w2_1_1_trend0_vol10_posall_windows,30,10,0,all_windows,2_1_1,0.0791333943803132,6.544959220738179,-0.6834246491179198,0.40812782669798625,0.19994518727096566,3.3283813329490552,-0.3410164890233598,0.7757390660095158,284
top1_short30_riskadj_rocfilter_w2_1_1_trend200_vol10_posall_windows,30,10,200,all_windows,2_1_1,0.0791333943803132,6.544959220738179,-0.6834246491179198,0.40812782669798625,0.19994518727096566,3.3283813329490552,-0.3410164890233598,0.7757390660095158,284
top1_short30_riskadj_rocfilter_w1_1_2_trend0_vol10_posall_windows,30,10,0,all_windows,1_1_2,0.0791333943803132,6.544959220738179,-0.6834246491179198,0.40812782669798625,0.19994518727096566,3.3283813329490552,-0.3410164890233598,0.7757390660095158,284
top1_short30_riskadj_rocfilter_w1_1_2_trend200_vol10_posall_windows,30,10,200,all_windows,1_1_2,0.0791333943803132,6.544959220738179,-0.6834246491179198,0.40812782669798625,0.19994518727096566,3.3283813329490552,-0.3410164890233598,0.7757390660095158,284
top1_short14_riskadj_rocfilter_w2_1_1_trend0_vol42_posscore,14,42,0,score,2_1_1,0.13134918313633825,25.43631787207243,-0.7933988260829993,0.5447607124435816,0.19983314051042167,3.325133553498259,-0.39359106784019227,0.7473629329583384,379
top1_short30_riskadj_rocfilter_w2_1_1_trend0_vol63_posscore,30,63,0,score,2_1_1,0.08504601020090408,7.7221917888372875,-0.8254545674798925,0.413252929666904,0.19816423708875708,3.277010786261931,-0.44765408632631487,0.7333202928113922,333
top1_short30_riskadj_rocfilter_w1_1_1_trend0_vol63_posscore,30,63,0,score,1_1_1,0.10813515741561286,14.250333181852387,-0.7118080260560344,0.4790064547613868,0.19650260777526052,3.22956417822253,-0.4476903484113427,0.7363425197484404,335
top1_short14_riskadj_rocfilter_w1_1_1_trend200_vol14_posscore,14,14,200,score,1_1_1,0.13878223027867942,30.453399444934725,-0.6460112651071619,0.5715526528968512,0.19631837089459037,3.2243319215284574,-0.40419096964528434,0.7493623962337201,359
top1_short14_riskadj_rocfilter_w2_1_1_trend200_vol14_posscore,14,14,200,score,2_1_1,0.13190370209418179,25.782308269197472,-0.6720800260308986,0.5551459185973054,0.19631837089459037,3.2243319215284574,-0.40419096964528434,0.7493623962337201,356
top1_short21_riskadj_rocfilter_w1_1_1_trend0_vol42_posall_windows,21,42,0,all_windows,1_1_1,0.1300402901233546,24.636612734161353,-0.607691149137622,0.5651324477831975,0.19593460627047565,3.2134513479442557,-0.31557610056272545,0.7753238787383797,297
top1_short21_riskadj_rocfilter_w2_1_1_trend0_vol42_posall_windows,21,42,0,all_windows,2_1_1,0.1300402901233546,24.636612734161353,-0.607691149137622,0.5651324477831975,0.19593460627047565,3.2134513479442557,-0.31557610056272545,0.7753238787383797,297
top1_short21_riskadj_rocfilter_w1_1_2_trend0_vol42_posall_windows,21,42,0,all_windows,1_1_2,0.1300402901233546,24.636612734161353,-0.607691149137622,0.5651324477831975,0.19593460627047565,3.2134513479442557,-0.31557610056272545,0.7753238787383797,297
top1_short14_riskadj_rocfilter_w1_1_1_trend0_vol14_posscore,14,14,0,score,1_1_1,0.1382629735524885,30.075038807936572,-0.6405416087368054,0.5685568253315394,0.1945774610614961,3.1751698591015245,-0.39317048633181606,0.7425552007963894,372
top1_short14_riskadj_rocfilter_w1_1_1_trend0_vol63_posall_windows,14,63,0,all_windows,1_1_1,0.19230292321314568,105.39904901114214,-0.6040623923597013,0.7497358810143645,0.19347390366695172,3.144266263442793,-0.4011078994842162,0.7881386465476176,287
top1_short14_riskadj_rocfilter_w2_1_1_trend0_vol63_posall_windows,14,63,0,all_windows,2_1_1,0.19230292321314568,105.39904901114214,-0.6040623923597013,0.7497358810143645,0.19347390366695172,3.144266263442793,-0.4011078994842162,0.7881386465476176,287
top1_short14_riskadj_rocfilter_w1_1_2_trend0_vol63_posall_windows,14,63,0,all_windows,1_1_2,0.19230292321314568,105.39904901114214,-0.6040623923597013,0.7497358810143645,0.19347390366695172,3.144266263442793,-0.4011078994842162,0.7881386465476176,287
top1_short14_riskadj_rocfilter_w1_1_1_trend0_vol42_posscore,14,42,0,score,1_1_1,0.16806665921329977,60.697896680552596,-0.6587231816826657,0.6468434437666758,0.19307673789704927,3.1331933017733595,-0.39365093806715035,0.73583614931661,381
top1_short30_riskadj_rocfilter_w1_1_1_trend200_vol42_posscore,30,42,200,score,1_1_1,0.1328882651347092,26.407388667264208,-0.6528981341795681,0.5495888988208346,0.19273816318361714,3.1237743191531004,-0.4476142176192788,0.7250551664866423,317
top1_short30_riskadj_rocfilter_w2_1_1_trend200_vol42_posscore,30,42,200,score,2_1_1,0.11302731266178356,16.14129369178464,-0.6757197575001097,0.4962211152031009,0.19273816318361714,3.1237743191531004,-0.4476142176192788,0.7250551664866423,315
top1_short30_riskadj_rocfilter_w1_1_2_trend200_vol21_posscore,30,21,200,score,1_1_2,0.11547510189123411,17.170203831575762,-0.6590136371819855,0.5070333216845423,0.19242157518787084,3.1149840048979636,-0.3633604674512261,0.7305536946752912,343
top1_short14_riskadj_rocfilter_w1_1_1_trend200_vol42_posscore,14,42,200,score,1_1_1,0.18364629731961535,86.69252471496145,-0.6449437814622228,0.6875988064139252,0.1917240870220458,3.0956755668901783,-0.3937850629652786,0.7331444321864578,363
top1_short14_riskadj_rocfilter_w2_1_1_trend200_vol42_posscore,14,42,200,score,2_1_1,0.17241112073381615,67.08527251398067,-0.672166078523928,0.660710154738355,0.1917240870220458,3.0956755668901783,-0.3937850629652786,0.7331444321864578,359
top1_short21_riskadj_rocfilter_w1_1_1_trend200_vol42_posall_windows,21,42,200,all_windows,1_1_1,0.12836630544200545,23.647719744677644,-0.607691149137622,0.5599763161438842,0.19008837598359074,3.050705325726791,-0.3419958551257848,0.7575243305126182,294
top1_short21_riskadj_rocfilter_w2_1_1_trend200_vol42_posall_windows,21,42,200,all_windows,2_1_1,0.12836630544200545,23.647719744677644,-0.607691149137622,0.5599763161438842,0.19008837598359074,3.050705325726791,-0.3419958551257848,0.7575243305126182,294
top1_short21_riskadj_rocfilter_w1_1_2_trend200_vol42_posall_windows,21,42,200,all_windows,1_1_2,0.12836630544200545,23.647719744677644,-0.607691149137622,0.5599763161438842,0.19008837598359074,3.050705325726791,-0.3419958551257848,0.7575243305126182,294
top1_short10_riskadj_rocfilter_w2_1_1_trend0_vol42_posscore,10,42,0,score,2_1_1,0.10832819849343545,14.32098539290571,-0.8501008029890863,0.4783107894623036,0.18953344602147126,3.035547292252601,-0.4289558220657682,0.6875604327865581,378
top1_short30_riskadj_rocfilter_w2_1_1_trend0_vol42_posscore,30,42,0,score,2_1_1,0.0872601020817394,8.206980288683365,-0.8171301880057428,0.42004248164372665,0.18809329633319005,2.9964407463089033,-0.44769350042585054,0.7077247954241043,327
top1_short14_riskadj_rocfilter_w1_1_1_trend200_vol42_posall_windows,14,42,200,all_windows,1_1_1,0.18399877641262652,87.38810822646597,-0.6372417152341006,0.7269162939379408,0.1880869366070428,2.9962687896914764,-0.37215500495476805,0.7721293475799165,282
top1_short14_riskadj_rocfilter_w2_1_1_trend200_vol42_posall_windows,14,42,200,all_windows,2_1_1,0.18399877641262652,87.38810822646597,-0.6372417152341006,0.7269162939379408,0.1880869366070428,2.9962687896914764,-0.37215500495476805,0.7721293475799165,282
top1_short14_riskadj_rocfilter_w1_1_2_trend200_vol42_posall_windows,14,42,200,all_windows,1_1_2,0.18399877641262652,87.38810822646597,-0.6372417152341006,0.7269162939379408,0.1880869366070428,2.9962687896914764,-0.37215500495476805,0.7721293475799165,282
top1_short30_riskadj_rocfilter_w1_1_1_trend0_vol42_posscore,30,42,0,score,1_1_1,0.1133503389226107,16.273791557961896,-0.6900724738839092,0.49445762408658533,0.1861776763065892,2.944937476970764,-0.4476098798599205,0.709819565191062,328
top1_short10_riskadj_rocfilter_w1_1_1_trend0_vol14_posscore,10,14,0,score,1_1_1,0.15042788550956354,40.20210334784601,-0.7475277338254781,0.5987005585650818,0.1861213949538849,2.9434331293074085,-0.42918505355686953,0.6915420518696342,368
top1_short30_riskadj_rocfilter_w1_1_1_trend0_vol21_posall_windows,30,21,0,all_windows,1_1_1,0.07015061023266744,5.044047513663685,-0.6888970513582212,0.3771702264689473,0.18608536514142715,2.9424703500079277,-0.3410164890233598,0.7256791036237915,288
top1_short30_riskadj_rocfilter_w1_1_1_trend200_vol21_posall_windows,30,21,200,all_windows,1_1_1,0.07015061023266744,5.044047513663685,-0.6888970513582212,0.3771702264689473,0.18608536514142715,2.9424703500079277,-0.3410164890233598,0.7256791036237915,288
top1_short30_riskadj_rocfilter_w2_1_1_trend0_vol21_posall_windows,30,21,0,all_windows,2_1_1,0.07015061023266744,5.044047513663685,-0.6888970513582212,0.3771702264689473,0.18608536514142715,2.9424703500079277,-0.3410164890233598,0.7256791036237915,288
top1_short30_riskadj_rocfilter_w2_1_1_trend200_vol21_posall_windows,30,21,200,all_windows,2_1_1,0.07015061023266744,5.044047513663685,-0.6888970513582212,0.3771702264689473,0.18608536514142715,2.9424703500079277,-0.3410164890233598,0.7256791036237915,288
top1_short30_riskadj_rocfilter_w1_1_2_trend0_vol21_posall_windows,30,21,0,all_windows,1_1_2,0.07015061023266744,5.044047513663685,-0.6888970513582212,0.3771702264689473,0.18608536514142715,2.9424703500079277,-0.3410164890233598,0.7256791036237915,288
top1_short30_riskadj_rocfilter_w1_1_2_trend200_vol21_posall_windows,30,21,200,all_windows,1_1_2,0.07015061023266744,5.044047513663685,-0.6888970513582212,0.3771702264689473,0.18608536514142715,2.9424703500079277,-0.3410164890233598,0.7256791036237915,288
top1_short30_riskadj_rocfilter_w2_1_1_trend0_vol10_posscore,30,10,0,score,2_1_1,0.07794115778390376,6.326860314421062,-0.7632227482563498,0.395703731078347,0.18510015896941678,2.9162235598305846,-0.3633604674512261,0.6977110746043245,349
