date,strategy_equity,benchmark_equity,strategy_position,benchmark_position,strategy_trade,benchmark_trade,strategy_trade_price,benchmark_trade_price,strategy_dividend_cash,benchmark_dividend_cash,strategy_split_ratio,benchmark_split_ratio
2000-01-03,9975.054930284949,9975.054930284949,1,1,BUY,BUY,1.2881147915124893,1.2881147915124893,0.0,0.0,1.0,1.0
2000-01-04,9737.578752115698,9737.578752115698,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-05,9737.578752115698,9737.578752115698,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-06,9737.578752115698,9737.578752115698,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-07,10093.794866398306,10093.794866398306,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-10,10924.962413505049,10924.962413505049,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-11,10948.712432459326,10948.712432459326,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-12,11055.575973823996,11055.575973823996,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-13,11423.669406369658,11423.669406369658,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-14,11637.396489098997,11637.396489098997,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-17,11874.872667268248,11874.872667268248,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-18,11518.657476500006,11518.657476500006,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-19,11471.162056163283,11471.162056163283,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-20,11399.917540386648,11399.917540386648,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-21,11162.441362217398,11162.441362217398,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-24,11399.917540386648,11399.917540386648,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-25,11399.917540386648,11399.917540386648,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-26,11304.926699713202,11304.926699713202,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-27,11399.917540386648,11399.917540386648,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-28,11399.917540386648,11399.917540386648,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-31,11399.917540386648,11399.917540386648,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-01,11162.441362217398,11162.441362217398,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-02,10687.48808236453,10687.48808236453,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-03,10687.48808236453,10687.48808236453,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-04,11091.199616983862,11091.199616983862,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-07,11637.396489098997,11637.396489098997,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-08,12314.203227475615,12314.203227475615,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-09,12112.349768951864,12112.349768951864,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-10,11399.917540386648,11399.917540386648,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-11,10803.851816013785,10803.851816013785,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-14,10663.739910438986,10663.739910438986,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-15,10924.962413505049,10924.962413505049,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-16,10924.962413505049,10924.962413505049,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-17,10687.48808236453,10687.48808236453,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-18,10687.48808236453,10687.48808236453,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-21,10687.48808236453,10687.48808236453,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-22,10450.00728662345,10450.00728662345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-23,10687.48808236453,10687.48808236453,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-24,10568.747222736807,10568.747222736807,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-25,10450.00728662345,10450.00728662345,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-28,10212.534802511664,10212.534802511664,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-29,9690.083331778975,9690.083331778975,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-01,9737.578752115698,9737.578752115698,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-02,9495.35016901824,9495.35016901824,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-03,9378.989205912085,9378.989205912085,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-06,9378.989205912085,9378.989205912085,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-07,9378.989205912085,9378.989205912085,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-08,9431.231490090819,9431.231490090819,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-09,9238.87637682292,9238.87637682292,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-10,9025.14467652175,9025.14467652175,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-13,9025.14467652175,9025.14467652175,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-14,8550.194167211981,8550.194167211981,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-15,8550.194167211981,8550.194167211981,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-16,8692.682275250883,8692.682275250883,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-17,8619.061557010145,8619.061557010145,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-20,8075.239040330382,8075.239040330382,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-21,8326.965045169325,8326.965045169325,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-22,8478.94872792098,8478.94872792098,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-23,8668.928562239142,8668.928562239142,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-24,9143.88645966384,9143.88645966384,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-27,9381.363561347456,9381.363561347456,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-28,9096.387345269652,9096.387345269652,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-29,9267.374183133574,9267.374183133574,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-30,9257.876761392088,9257.876761392088,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-31,9500.09980340335,9500.09980340335,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-03,9737.578752115698,9737.578752115698,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-04,9262.624548748465,9262.624548748465,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-05,9618.841586545439,9618.841586545439,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-06,9737.578752115698,9737.578752115698,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-07,9618.841586545439,9618.841586545439,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-10,9492.976737097235,9492.976737097235,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-11,9490.60330517623,9490.60330517623,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-12,9490.60330517623,9490.60330517623,1,1,,,0.0,0.0,0.0,0.0,1.0,1.0
