date,ticker,source_symbol,open,high,low,close,adj_close,volume,raw_open,raw_high,raw_low,raw_close,adjustment_factor,source_high,source_low,ohlc_repaired,raw_volume,trades,financial_volume,quotation_factor,bdi_code,market_type,isin,distribution_number,specification,issuer_name
2018-01-02,GGBR3,GGBR3,8.163782682424985,9.285714285714285,8.163782682424985,8.674603174603172,8.674603174603172,333018,10.28636617985548,11.7,10.28636617985548,10.93,0.7936507936507935,11.7,10.28636617985548,0,264300,565,2965340.0,1,02,010,BRGGBRACNOR1,164,ON      N1,GERDAU
2018-01-08,GGBR3,GGBR3,8.419192928514079,10.3015873015873,8.419192928514079,9.55952380952381,9.55952380952381,798714,10.60818308992774,12.98,10.60818308992774,12.045,0.7936507936507937,12.98,10.60818308992774,0,633900,1706,7593475.0,1,02,010,BRGGBRACNOR1,164,ON      N1,GERDAU
2018-01-15,GGBR3,GGBR3,8.989358369018944,10.373015873015873,8.989358369018944,9.932539682539682,9.932539682539682,267876,11.32659154496387,13.07,11.32659154496387,12.515,0.7936507936507936,13.07,11.32659154496387,0,212600,773,2669647.0,1,02,010,BRGGBRACNOR1,164,ON      N1,GERDAU
2018-01-22,GGBR3,GGBR3,9.460949025779314,9.833333333333334,9.365079365079366,9.716269841269842,9.716269841269842,215334,11.920795772481934,12.39,11.8,12.2425,0.7936507936507937,12.39,11.8,0,170900,629,2079360.0,1,02,010,BRGGBRACNOR1,164,ON      N1,GERDAU
2018-01-29,GGBR3,GGBR3,9.588609433524578,10.0,9.588609433524578,9.785714285714285,9.785714285714285,612738,12.081647886240967,12.6,12.081647886240967,12.329999999999998,0.7936507936507937,12.6,12.081647886240967,0,486300,1613,6003220.0,1,02,010,BRGGBRACNOR1,164,ON      N1,GERDAU
2018-02-05,GGBR3,GGBR3,9.687161859619431,9.809523809523808,9.11111111111111,9.50595238095238,9.50595238095238,676242,12.205823943120482,12.36,11.48,11.9775,0.7936507936507936,12.36,11.48,0,536700,1117,6446276.0,1,02,010,BRGGBRACNOR1,164,ON      N1,GERDAU
2018-02-14,GGBR3,GGBR3,9.596557120285905,10.468253968253967,9.595238095238095,10.011904761904761,10.011904761904761,501606,12.09166197156024,13.19,12.09,12.614999999999998,0.7936507936507937,13.19,12.09,0,398100,496,5053547.0,1,02,010,BRGGBRACNOR1,164,ON      N1,GERDAU
2018-02-19,GGBR3,GGBR3,9.804230941095334,10.904761904761905,9.804230941095334,10.527777777777777,10.527777777777777,343854,12.353330985780119,13.74,12.353330985780119,13.265,0.7936507936507935,13.74,12.353330985780119,0,272900,920,3667467.0,1,02,010,BRGGBRACNOR1,164,ON      N1,GERDAU
2018-02-26,GGBR3,GGBR3,10.166004359436556,11.174603174603174,10.166004359436556,10.81547619047619,10.81547619047619,378252,12.80916549289006,14.08,12.80916549289006,13.6275,0.7936507936507936,14.08,12.80916549289006,0,300200,972,4126144.0,1,02,010,BRGGBRACNOR1,164,ON      N1,GERDAU
2018-03-05,GGBR3,GGBR3,10.490740274956373,11.3015873015873,10.38095238095238,10.779761904761903,10.779761904761903,467082,13.218332746445029,14.24,13.08,13.5825,0.7936507936507936,14.24,13.08,0,370700,1203,5012678.0,1,02,010,BRGGBRACNOR1,164,ON      N1,GERDAU
2018-03-12,GGBR3,GGBR3,10.635251089859139,10.793650793650793,9.928571428571427,10.386904761904761,10.386904761904761,590688,13.400416373222514,13.6,12.51,13.087499999999999,0.7936507936507937,13.6,12.51,0,468800,1194,6066246.0,1,02,010,BRGGBRACNOR1,165,ON  ED  N1,GERDAU
