date,ticker,source_symbol,open,high,low,close,adj_close,volume,raw_open,raw_high,raw_low,raw_close,adjustment_factor,source_high,source_low,ohlc_repaired
2024-01-02,JHSF3,JHSF3.SA,4.474000478327227,4.555990959516401,4.326964319438392,4.4537469028728385,4.4537469028728385,3890100,4.474000478327227,4.555990959516401,4.326964319438392,4.4537469028728385,1.0,4.555990959516401,4.326964319438392,0
2024-01-03,JHSF3,JHSF3.SA,4.463873690600033,4.463873690600033,4.23698880936316,4.3126494979364685,4.3126494979364685,2258300,4.463873690600033,4.463873690600033,4.23698880936316,4.3126494979364685,1.0,4.463873690600033,4.23698880936316,0
2024-01-04,JHSF3,JHSF3.SA,4.388261594268251,4.388261594268251,4.097937136148087,4.222674570174337,4.222674570174337,2718500,4.388261594268251,4.388261594268251,4.097937136148087,4.222674570174337,1.0,4.388261594268251,4.097937136148087,0
2024-01-05,JHSF3,JHSF3.SA,4.305468082221294,4.305468082221294,4.097937446894891,4.159283657045899,4.159283657045899,2483100,4.305468082221294,4.305468082221294,4.097937446894891,4.159283657045899,1.0,4.305468082221294,4.097937446894891,0
2024-01-08,JHSF3,JHSF3.SA,4.2323758696335965,4.2323758696335965,4.097936470289924,4.169507096747935,4.169507096747935,1711500,4.2323758696335965,4.2323758696335965,4.097936470289924,4.169507096747935,1.0,4.2323758696335965,4.097936470289924,0
2024-01-09,JHSF3,JHSF3.SA,4.200941483190766,4.220630019234434,4.155193955374941,4.194046667045228,4.194046667045228,1318000,4.200941483190766,4.220630019234434,4.155193955374941,4.194046667045228,1.0,4.220630019234434,4.155193955374941,0
2024-01-10,JHSF3,JHSF3.SA,4.197494075117997,4.220629980624487,4.147014604470836,4.192001800455273,4.192001800455273,1403300,4.197494075117997,4.220629980624487,4.147014604470836,4.192001800455273,1.0,4.220629980624487,4.147014604470836,0
2024-01-11,JHSF3,JHSF3.SA,4.1947479377866355,4.196091831596361,4.081578325956543,4.149059512852497,4.149059512852497,2370400,4.1947479377866355,4.196091831596361,4.081578325956543,4.149059512852497,1.0,4.196091831596361,4.081578325956543,0
2024-01-12,JHSF3,JHSF3.SA,4.1719037253195665,4.253348850483,4.097938364625739,4.167464098034783,4.167464098034783,1620200,4.1719037253195665,4.253348850483,4.097938364625739,4.167464098034783,1.0,4.253348850483,4.097938364625739,0
2024-01-15,JHSF3,JHSF3.SA,4.169683911677175,4.236989831443826,4.1470154217432595,4.196092381353337,4.196092381353337,1419600,4.169683911677175,4.236989831443826,4.1470154217432595,4.196092381353337,1.0,4.236989831443826,4.1470154217432595,0
2024-01-16,JHSF3,JHSF3.SA,4.182888146515255,4.187912295389586,4.106117209547941,4.149059678368522,4.149059678368522,2963900,4.182888146515255,4.187912295389586,4.106117209547941,4.149059678368522,1.0,4.187912295389586,4.106117209547941,0
2024-01-17,JHSF3,JHSF3.SA,4.165973912441888,4.165973912441888,4.048859239968988,4.106115977898571,4.106115977898571,2208400,4.165973912441888,4.165973912441888,4.048859239968988,4.106115977898571,1.0,4.165973912441888,4.048859239968988,0
2024-01-18,JHSF3,JHSF3.SA,4.13604494517023,4.13604494517023,3.958884557440474,4.036589859595171,4.036589859595171,2865100,4.13604494517023,4.13604494517023,3.958884557440474,4.036589859595171,1.0,4.13604494517023,3.958884557440474,0
2024-01-19,JHSF3,JHSF3.SA,4.086317402382701,4.086317402382701,3.9261669971198505,4.016141568088723,4.016141568088723,1395900,4.086317402382701,4.086317402382701,3.9261669971198505,4.016141568088723,1.0,4.086317402382701,3.9261669971198505,0
2024-01-22,JHSF3,JHSF3.SA,4.051229485235712,4.097936345784727,3.9261665354806015,4.020230848615236,4.020230848615236,2431700,4.051229485235712,4.097936345784727,3.9261665354806015,4.020230848615236,1.0,4.097936345784727,3.9261665354806015,0
2024-01-23,JHSF3,JHSF3.SA,4.0357301669254735,4.048860236992865,3.958885842414153,4.0038730397035085,4.0038730397035085,1367800,4.0357301669254735,4.048860236992865,3.958885842414153,4.0038730397035085,1.0,4.048860236992865,3.958885842414153,0
2024-01-24,JHSF3,JHSF3.SA,4.019801603314491,4.0897577162785375,3.9425265789031982,4.003872886142923,4.003872886142923,1848400,4.019801603314491,4.0897577162785375,3.9425265789031982,4.003872886142923,1.0,4.0897577162785375,3.9425265789031982,0
2024-01-25,JHSF3,JHSF3.SA,4.0118372447287065,4.032501959826912,3.942527548756646,3.977290318482924,3.977290318482924,1324600,4.0118372447287065,4.032501959826912,3.942527548756646,3.977290318482924,1.0,4.032501959826912,3.942527548756646,0
2024-01-26,JHSF3,JHSF3.SA,3.994563781605815,4.04068166448591,3.942527548756646,3.9895596804565288,3.9895596804565288,2557700,3.994563781605815,4.04068166448591,3.942527548756646,3.9895596804565288,1.0,4.04068166448591,3.942527548756646,0
2024-01-29,JHSF3,JHSF3.SA,3.992061731031172,4.007962921585213,3.909808823104689,3.9609307006429133,3.9609307006429133,2363700,3.992061731031172,4.007962921585213,3.909808823104689,3.9609307006429133,1.0,4.007962921585213,3.909808823104689,0
2024-01-30,JHSF3,JHSF3.SA,3.9764962158370425,3.9764962158370425,3.8443718348356843,3.9036735048874642,3.9036735048874642,2217700,3.9764962158370425,3.9764962158370425,3.8443718348356843,3.9036735048874642,1.0,3.9764962158370425,3.8443718348356843,0
2024-01-31,JHSF3,JHSF3.SA,3.940084860362253,3.9425271531364268,3.8443726572268724,3.8893601507699906,3.8893601507699906,3553700,3.940084860362253,3.9425271531364268,3.8443726572268724,3.8893601507699906,1.0,3.9425271531364268,3.8443726572268724,0
2024-02-01,JHSF3,JHSF3.SA,3.9147225055661217,3.9147225055661217,3.73779280581398,3.8262978752351615,3.8262978752351615,3787500,3.9147225055661217,3.9147225055661217,3.73779280581398,3.8262978752351615,1.0,3.9147225055661217,3.73779280581398,0
2024-02-02,JHSF3,JHSF3.SA,3.8705101904006414,3.8705101904006414,3.704859916935176,3.7871901569405675,3.7871901569405675,2298200,3.8705101904006414,3.8705101904006414,3.704859916935176,3.7871901569405675,1.0,3.8705101904006414,3.704859916935176,0
2024-02-05,JHSF3,JHSF3.SA,3.828850173670604,3.836588158092582,3.76249122643513,3.803656199372078,3.803656199372078,1936000,3.828850173670604,3.836588158092582,3.76249122643513,3.803656199372078,1.0,3.836588158092582,3.76249122643513,0
